 ,Label,Area,Mean,StdDev,Min,Max,Perim.
73,Result of BEFORE_GA3_B4 Region1_Merged_RAW_ch01.tif:03836-06178,2.462,0.980,0.115,0.857,1.167,6.716
74,Result of BEFORE_GA3_B4 Region1_Merged_RAW_ch01.tif:03897-03365,28.722,1.036,0.120,0.714,1.200,20.369
75,Result of BEFORE_GA3_B4 Region1_Merged_RAW_ch01.tif:03921-10610,1.231,0.889,0.096,0.833,1.000,4.905
76,Result of BEFORE_GA3_B4 Region1_Merged_RAW_ch01.tif:03942-09897,34.056,1.015,0.135,0.714,1.400,22.556
77,Result of BEFORE_GA3_B4 Region1_Merged_RAW_ch01.tif:03955-08866,11.899,1.003,0.128,0.714,1.200,12.902
78,Result of BEFORE_GA3_B4 Region1_Merged_RAW_ch01.tif:03987-05538,15.182,0.986,0.121,0.857,1.167,14.559
79,Result of BEFORE_GA3_B4 Region1_Merged_RAW_ch01.tif:03993-06215,9.848,1.022,0.121,0.833,1.200,11.090
80,Result of BEFORE_GA3_B4 Region1_Merged_RAW_ch01.tif:04006-04265,26.260,1.004,0.115,0.833,1.200,18.182
81,Result of BEFORE_GA3_B4 Region1_Merged_RAW_ch01.tif:04030-03806,21.336,1.000,0.084,0.857,1.167,16.370
82,Result of BEFORE_GA3_B4 Region1_Merged_RAW_ch01.tif:04040-05773,0.410,1.000,0.000,1.000,1.000,2.562
83,Result of BEFORE_GA3_B4 Region1_Merged_RAW_ch01.tif:04038-04778,56.213,1.028,0.137,0.714,1.200,27.461
84,Result of BEFORE_GA3_B4 Region1_Merged_RAW_ch01.tif:04045-06858,33.235,1.015,0.126,0.833,1.250,21.120
85,Result of BEFORE_GA3_B4 Region1_Merged_RAW_ch01.tif:04079-04321,56.623,1.016,0.132,0.833,1.400,27.836
86,Result of BEFORE_GA3_B4 Region1_Merged_RAW_ch01.tif:04093-04385,9.437,1.038,0.120,0.833,1.200,11.621
87,Result of BEFORE_GA3_B4 Region1_Merged_RAW_ch01.tif:04101-09790,8.617,1.071,0.137,0.833,1.200,10.340
88,Result of BEFORE_GA3_B4 Region1_Merged_RAW_ch01.tif:04100-04107,24.619,1.014,0.107,0.714,1.167,19.399
89,Result of BEFORE_GA3_B4 Region1_Merged_RAW_ch01.tif:04104-04290,0.410,0.833,0.000,0.833,0.833,2.562
90,Result of BEFORE_GA3_B4 Region1_Merged_RAW_ch01.tif:04109-07225,19.285,1.034,0.117,0.833,1.200,15.995
91,Result of BEFORE_GA3_B4 Region1_Merged_RAW_ch01.tif:04120-07349,32.004,1.070,0.145,0.833,1.400,20.589
92,Result of BEFORE_GA3_B4 Region1_Merged_RAW_ch01.tif:04132-10522,11.489,1.004,0.139,0.833,1.250,12.152
93,Result of BEFORE_GA3_B4 Region1_Merged_RAW_ch01.tif:04136-03761,9.027,0.997,0.099,0.857,1.167,11.090
94,Result of BEFORE_GA3_B4 Region1_Merged_RAW_ch01.tif:04137-10554,6.155,1.018,0.110,0.833,1.200,9.809
95,Result of BEFORE_GA3_B4 Region1_Merged_RAW_ch01.tif:04154-03861,4.103,1.005,0.103,0.857,1.167,6.716
96,Result of BEFORE_GA3_B4 Region1_Merged_RAW_ch01.tif:04155-07119,18.464,1.004,0.127,0.833,1.200,15.464
97,Result of BEFORE_GA3_B4 Region1_Merged_RAW_ch01.tif:04156-00874,0.000,NaN,0.000,1.798E308,-1.798E308,13.808
98,Result of BEFORE_GA3_B4 Region1_Merged_RAW_ch01.tif:04164-08637,0.821,1.000,0.000,1.000,1.000,3.624
99,Result of BEFORE_GA3_B4 Region1_Merged_RAW_ch01.tif:04166-08635,0.821,1.100,0.141,1.000,1.200,3.843
100,Result of BEFORE_GA3_B4 Region1_Merged_RAW_ch01.tif:04166-08296,25.850,1.015,0.117,0.833,1.200,18.713
101,Result of BEFORE_GA3_B4 Region1_Merged_RAW_ch01.tif:04169-05848,8.206,1.005,0.101,0.857,1.167,9.809
102,Result of BEFORE_GA3_B4 Region1_Merged_RAW_ch01.tif:04172-09819,11.489,1.006,0.124,0.800,1.200,11.996
103,Result of BEFORE_GA3_B4 Region1_Merged_RAW_ch01.tif:04175-07320,22.567,1.021,0.133,0.833,1.400,19.619
104,Result of BEFORE_GA3_B4 Region1_Merged_RAW_ch01.tif:04191-04641,22.567,0.995,0.131,0.833,1.200,18.337
105,Result of BEFORE_GA3_B4 Region1_Merged_RAW_ch01.tif:04201-04423,13.130,1.013,0.124,0.714,1.200,12.747
106,Result of BEFORE_GA3_B4 Region1_Merged_RAW_ch01.tif:04198-06445,69.343,1.035,0.135,0.714,1.200,36.895
107,Result of BEFORE_GA3_B4 Region1_Merged_RAW_ch01.tif:04209-03643,16.823,1.017,0.123,0.833,1.200,15.089
108,Result of BEFORE_GA3_B4 Region1_Merged_RAW_ch01.tif:04217-05507,4.103,1.023,0.107,0.833,1.200,9.279
109,Result of BEFORE_GA3_B4 Region1_Merged_RAW_ch01.tif:04218-05512,0.410,0.833,0.000,0.833,0.833,2.562
110,Result of BEFORE_GA3_B4 Region1_Merged_RAW_ch01.tif:04221-05519,0.821,1.000,0.000,1.000,1.000,3.624
111,Result of BEFORE_GA3_B4 Region1_Merged_RAW_ch01.tif:04224-08224,0.410,0.833,0.000,0.833,0.833,2.562
112,Result of BEFORE_GA3_B4 Region1_Merged_RAW_ch01.tif:04223-05513,8.617,1.016,0.124,0.833,1.200,18.557
113,Result of BEFORE_GA3_B4 Region1_Merged_RAW_ch01.tif:04230-07329,83.704,1.012,0.126,0.800,1.200,34.928
114,Result of BEFORE_GA3_B4 Region1_Merged_RAW_ch01.tif:04234-09650,19.695,1.041,0.115,0.833,1.200,15.995
115,Result of BEFORE_GA3_B4 Region1_Merged_RAW_ch01.tif:04280-11113,1.231,0.905,0.082,0.857,1.000,3.624
116,Result of BEFORE_GA3_B4 Region1_Merged_RAW_ch01.tif:04280-11109,4.924,0.978,0.087,0.857,1.167,7.998
117,Result of BEFORE_GA3_B4 Region1_Merged_RAW_ch01.tif:04279-03553,29.953,1.026,0.116,0.833,1.400,19.994
118,Result of BEFORE_GA3_B4 Region1_Merged_RAW_ch01.tif:04287-06237,7.796,1.067,0.127,0.833,1.200,13.433
119,Result of BEFORE_GA3_B4 Region1_Merged_RAW_ch01.tif:04335-05195,37.338,1.020,0.134,0.833,1.400,22.556
120,Result of BEFORE_GA3_B4 Region1_Merged_RAW_ch01.tif:04338-05232,12.720,1.025,0.126,0.714,1.400,16.901
121,Result of BEFORE_GA3_B4 Region1_Merged_RAW_ch01.tif:04338-06987,12.720,1.020,0.150,0.833,1.400,12.527
122,Result of BEFORE_GA3_B4 Region1_Merged_RAW_ch01.tif:04344-04505,4.513,1.012,0.187,0.833,1.400,7.622
123,Result of BEFORE_GA3_B4 Region1_Merged_RAW_ch01.tif:04352-09139,26.260,0.974,0.117,0.714,1.200,18.933
124,Result of BEFORE_GA3_B4 Region1_Merged_RAW_ch01.tif:04368-05307,2.052,1.033,0.075,1.000,1.167,6.186
125,Result of BEFORE_GA3_B4 Region1_Merged_RAW_ch01.tif:04412-07167,46.365,1.032,0.128,0.833,1.200,28.056
126,Result of BEFORE_GA3_B4 Region1_Merged_RAW_ch01.tif:04435-05561,13.951,1.053,0.107,0.833,1.200,13.808
127,Result of BEFORE_GA3_B4 Region1_Merged_RAW_ch01.tif:04448-07678,32.415,1.043,0.128,0.833,1.400,20.900
128,Result of BEFORE_GA3_B4 Region1_Merged_RAW_ch01.tif:04452-08305,0.410,1.200,0.000,1.200,1.200,2.562
129,Result of BEFORE_GA3_B4 Region1_Merged_RAW_ch01.tif:04447-08306,58.675,1.014,0.136,0.714,1.400,38.020
130,Result of BEFORE_GA3_B4 Region1_Merged_RAW_ch01.tif:04459-04589,3.283,1.029,0.120,0.833,1.200,6.341
131,Result of BEFORE_GA3_B4 Region1_Merged_RAW_ch01.tif:04459-08604,86.986,1.059,0.146,0.833,1.500,36.739
132,Result of BEFORE_GA3_B4 Region1_Merged_RAW_ch01.tif:04467-07634,30.773,1.043,0.135,0.833,1.400,19.838
133,Result of BEFORE_GA3_B4 Region1_Merged_RAW_ch01.tif:04476-08668,18.054,1.051,0.153,0.833,1.400,15.089
134,Result of BEFORE_GA3_B4 Region1_Merged_RAW_ch01.tif:04480-05840,4.513,1.006,0.116,0.833,1.200,8.528
135,Result of BEFORE_GA3_B4 Region1_Merged_RAW_ch01.tif:04494-07476,10.668,1.004,0.088,0.857,1.167,19.243
136,Result of BEFORE_GA3_B4 Region1_Merged_RAW_ch01.tif:04498-07478,0.410,1.000,0.000,1.000,1.000,2.562
137,Result of BEFORE_GA3_B4 Region1_Merged_RAW_ch01.tif:04498-05259,1.641,0.958,0.083,0.833,1.000,4.529
138,Result of BEFORE_GA3_B4 Region1_Merged_RAW_ch01.tif:04500-07478,0.410,1.167,0.000,1.167,1.167,2.562
139,Result of BEFORE_GA3_B4 Region1_Merged_RAW_ch01.tif:04502-07473,0.821,1.000,0.000,1.000,1.000,3.843
140,Result of BEFORE_GA3_B4 Region1_Merged_RAW_ch01.tif:04502-05250,3.283,0.937,0.086,0.833,1.000,9.059
141,Result of BEFORE_GA3_B4 Region1_Merged_RAW_ch01.tif:04497-07476,66.060,1.012,0.084,0.857,1.167,37.206
142,Result of BEFORE_GA3_B4 Region1_Merged_RAW_ch01.tif:04506-05265,0.821,1.100,0.141,1.000,1.200,3.843
143,Result of BEFORE_GA3_B4 Region1_Merged_RAW_ch01.tif:04505-10868,9.848,1.014,0.115,0.833,1.200,11.621
144,Result of BEFORE_GA3_B4 Region1_Merged_RAW_ch01.tif:04509-05268,1.641,0.917,0.096,0.833,1.000,4.905
145,Result of BEFORE_GA3_B4 Region1_Merged_RAW_ch01.tif:04509-05259,2.872,1.033,0.129,0.833,1.200,7.622
146,Result of BEFORE_GA3_B4 Region1_Merged_RAW_ch01.tif:04507-05539,29.132,1.034,0.127,0.833,1.200,20.369
147,Result of BEFORE_GA3_B4 Region1_Merged_RAW_ch01.tif:04513-05249,2.462,1.039,0.141,0.833,1.200,6.406
148,Result of BEFORE_GA3_B4 Region1_Merged_RAW_ch01.tif:04518-05260,0.821,1.100,0.141,1.000,1.200,3.843
149,Result of BEFORE_GA3_B4 Region1_Merged_RAW_ch01.tif:04520-05256,0.821,1.000,0.000,1.000,1.000,3.843
150,Result of BEFORE_GA3_B4 Region1_Merged_RAW_ch01.tif:04523-08841,0.821,0.917,0.118,0.833,1.000,3.624
151,Result of BEFORE_GA3_B4 Region1_Merged_RAW_ch01.tif:04537-06137,2.052,0.973,0.152,0.833,1.200,4.905
152,Result of BEFORE_GA3_B4 Region1_Merged_RAW_ch01.tif:04536-06132,3.693,1.011,0.159,0.833,1.200,10.185
153,Result of BEFORE_GA3_B4 Region1_Merged_RAW_ch01.tif:04542-06138,0.410,1.000,0.000,1.000,1.000,2.562
154,Result of BEFORE_GA3_B4 Region1_Merged_RAW_ch01.tif:04550-02957,36.518,1.032,0.125,0.667,1.200,22.181
155,Result of BEFORE_GA3_B4 Region1_Merged_RAW_ch01.tif:04562-03507,16.823,1.019,0.105,0.833,1.200,15.089
156,Result of BEFORE_GA3_B4 Region1_Merged_RAW_ch01.tif:04570-04518,31.594,0.995,0.120,0.833,1.200,21.806
157,Result of BEFORE_GA3_B4 Region1_Merged_RAW_ch01.tif:04580-09681,4.103,0.953,0.120,0.833,1.200,7.247
158,Result of BEFORE_GA3_B4 Region1_Merged_RAW_ch01.tif:04578-02911,64.419,0.997,0.122,0.714,1.400,29.492
159,Result of BEFORE_GA3_B4 Region1_Merged_RAW_ch01.tif:04587-05484,5.744,1.019,0.115,0.833,1.200,9.809
160,Result of BEFORE_GA3_B4 Region1_Merged_RAW_ch01.tif:04595-09655,18.464,1.018,0.141,0.833,1.200,15.995
161,Result of BEFORE_GA3_B4 Region1_Merged_RAW_ch01.tif:04602-05455,0.410,1.000,0.000,1.000,1.000,2.562
162,Result of BEFORE_GA3_B4 Region1_Merged_RAW_ch01.tif:04601-05449,11.078,0.964,0.132,0.833,1.250,21.806
163,Result of BEFORE_GA3_B4 Region1_Merged_RAW_ch01.tif:04604-05454,0.410,1.200,0.000,1.200,1.200,2.562
164,Result of BEFORE_GA3_B4 Region1_Merged_RAW_ch01.tif:04600-06874,31.184,1.003,0.122,0.833,1.400,20.900
165,Result of BEFORE_GA3_B4 Region1_Merged_RAW_ch01.tif:04608-05446,1.641,1.008,0.150,0.833,1.200,6.406
166,Result of BEFORE_GA3_B4 Region1_Merged_RAW_ch01.tif:04608-04873,26.260,1.049,0.146,0.833,1.250,18.557
167,Result of BEFORE_GA3_B4 Region1_Merged_RAW_ch01.tif:04611-05453,9.848,0.994,0.142,0.833,1.200,14.183
168,Result of BEFORE_GA3_B4 Region1_Merged_RAW_ch01.tif:04616-05839,0.410,1.000,0.000,1.000,1.000,2.562
169,Result of BEFORE_GA3_B4 Region1_Merged_RAW_ch01.tif:04620-08485,2.872,1.008,0.100,0.857,1.200,6.341
170,Result of BEFORE_GA3_B4 Region1_Merged_RAW_ch01.tif:04622-05844,0.410,1.000,0.000,1.000,1.000,2.562
171,Result of BEFORE_GA3_B4 Region1_Merged_RAW_ch01.tif:04620-05847,35.287,1.014,0.131,0.833,1.400,27.616
172,Result of BEFORE_GA3_B4 Region1_Merged_RAW_ch01.tif:04617-04456,119.811,1.020,0.130,0.714,1.250,51.609
173,Result of BEFORE_GA3_B4 Region1_Merged_RAW_ch01.tif:04628-07585,36.928,1.007,0.118,0.833,1.333,27.616
174,Result of BEFORE_GA3_B4 Region1_Merged_RAW_ch01.tif:04638-07593,1.641,1.050,0.100,1.000,1.200,5.124
175,Result of BEFORE_GA3_B4 Region1_Merged_RAW_ch01.tif:04646-04329,16.002,1.064,0.129,0.667,1.200,14.183
176,Result of BEFORE_GA3_B4 Region1_Merged_RAW_ch01.tif:04654-07585,4.924,1.045,0.122,0.750,1.167,7.622
177,Result of BEFORE_GA3_B4 Region1_Merged_RAW_ch01.tif:04657-06905,2.462,1.039,0.141,0.833,1.200,6.716
178,Result of BEFORE_GA3_B4 Region1_Merged_RAW_ch01.tif:04671-03613,31.184,1.016,0.146,0.714,1.200,20.900
179,Result of BEFORE_GA3_B4 Region1_Merged_RAW_ch01.tif:04679-06761,0.821,1.100,0.141,1.000,1.200,3.843
180,Result of BEFORE_GA3_B4 Region1_Merged_RAW_ch01.tif:04702-05991,0.410,1.200,0.000,1.200,1.200,2.562
181,Result of BEFORE_GA3_B4 Region1_Merged_RAW_ch01.tif:04705-05989,0.410,0.833,0.000,0.833,0.833,2.562
182,Result of BEFORE_GA3_B4 Region1_Merged_RAW_ch01.tif:04707-05989,54.982,0.996,0.125,0.833,1.200,35.019
183,Result of BEFORE_GA3_B4 Region1_Merged_RAW_ch01.tif:04711-02776,17.643,1.003,0.123,0.833,1.200,14.559
184,Result of BEFORE_GA3_B4 Region1_Merged_RAW_ch01.tif:04720-00827,0.000,NaN,0.000,1.798E308,-1.798E308,16.901
185,Result of BEFORE_GA3_B4 Region1_Merged_RAW_ch01.tif:04729-08443,27.081,1.014,0.134,0.833,1.400,19.088
186,Result of BEFORE_GA3_B4 Region1_Merged_RAW_ch01.tif:04743-08332,3.693,1.026,0.113,0.833,1.200,6.716
187,Result of BEFORE_GA3_B4 Region1_Merged_RAW_ch01.tif:04758-04704,9.027,1.017,0.133,0.833,1.200,11.621
188,Result of BEFORE_GA3_B4 Region1_Merged_RAW_ch01.tif:04767-00892,0.000,NaN,0.000,1.798E308,-1.798E308,11.621
189,Result of BEFORE_GA3_B4 Region1_Merged_RAW_ch01.tif:04764-04017,37.338,1.033,0.123,0.714,1.200,22.556
190,Result of BEFORE_GA3_B4 Region1_Merged_RAW_ch01.tif:04779-05299,42.262,1.048,0.130,0.833,1.200,23.993
191,Result of BEFORE_GA3_B4 Region1_Merged_RAW_ch01.tif:04787-07852,7.796,1.044,0.103,0.833,1.200,9.654
192,Result of BEFORE_GA3_B4 Region1_Merged_RAW_ch01.tif:04789-05509,33.235,1.016,0.116,0.833,1.200,21.275
193,Result of BEFORE_GA3_B4 Region1_Merged_RAW_ch01.tif:04795-06915,42.673,1.024,0.134,0.714,1.500,24.368
194,Result of BEFORE_GA3_B4 Region1_Merged_RAW_ch01.tif:04808-06948,29.543,1.052,0.129,0.833,1.400,19.838
195,Result of BEFORE_GA3_B4 Region1_Merged_RAW_ch01.tif:04815-11679,30.773,0.995,0.126,0.800,1.400,20.369
196,Result of BEFORE_GA3_B4 Region1_Merged_RAW_ch01.tif:04821-06602,11.489,1.061,0.133,0.833,1.200,11.996
197,Result of BEFORE_GA3_B4 Region1_Merged_RAW_ch01.tif:04825-09047,19.695,1.015,0.137,0.833,1.400,18.182
198,Result of BEFORE_GA3_B4 Region1_Merged_RAW_ch01.tif:04837-05820,6.155,1.042,0.107,0.833,1.200,9.434
199,Result of BEFORE_GA3_B4 Region1_Merged_RAW_ch01.tif:04849-03236,16.823,0.998,0.122,0.833,1.200,15.089
200,Result of BEFORE_GA3_B4 Region1_Merged_RAW_ch01.tif:04864-03610,0.410,0.833,0.000,0.833,0.833,2.562
201,Result of BEFORE_GA3_B4 Region1_Merged_RAW_ch01.tif:04876-05182,10.258,1.004,0.154,0.833,1.200,11.466
202,Result of BEFORE_GA3_B4 Region1_Merged_RAW_ch01.tif:04875-08162,18.464,1.015,0.152,0.667,1.200,16.901
203,Result of BEFORE_GA3_B4 Region1_Merged_RAW_ch01.tif:04885-03631,34.056,1.004,0.134,0.833,1.200,24.368
204,Result of BEFORE_GA3_B4 Region1_Merged_RAW_ch01.tif:04896-03624,1.231,0.944,0.096,0.833,1.000,3.624
205,Result of BEFORE_GA3_B4 Region1_Merged_RAW_ch01.tif:04899-11061,2.872,1.057,0.098,1.000,1.200,8.748
206,Result of BEFORE_GA3_B4 Region1_Merged_RAW_ch01.tif:04902-02547,5.334,1.021,0.119,0.833,1.200,9.809
207,Result of BEFORE_GA3_B4 Region1_Merged_RAW_ch01.tif:04908-11045,0.410,1.200,0.000,1.200,1.200,2.562
