 ,Label,Area,Mean,StdDev,Perim.,BX,BY,Width,Height,Circ.,AR,Round,Solidity
150,Result of BEFORE_GA3_A3 Region1_Merged_RAW_ch01.tif:03340-02968,25.850,0.948,0.163,23.060,1898.610,2136.897,5.765,5.765,0.611,1.116,0.896,0.913
151,Result of BEFORE_GA3_A3 Region1_Merged_RAW_ch01.tif:03344-08299,0.410,1.000,0.000,2.562,5315.980,2142.022,0.641,0.641,0.785,1.000,1.000,1.000
152,Result of BEFORE_GA3_A3 Region1_Merged_RAW_ch01.tif:03347-08302,0.821,1.108,0.220,3.843,5317.261,2143.943,1.281,0.641,0.698,2.000,0.500,1.000
153,Result of BEFORE_GA3_A3 Region1_Merged_RAW_ch01.tif:03356-08292,2.052,1.047,0.126,6.406,5310.855,2149.068,1.922,1.281,0.628,1.553,0.644,0.909
154,Result of BEFORE_GA3_A3 Region1_Merged_RAW_ch01.tif:03356-08301,0.821,1.073,0.167,5.124,5316.620,2149.068,1.281,1.281,0.393,2.646,0.378,0.667
155,Result of BEFORE_GA3_A3 Region1_Merged_RAW_ch01.tif:03353-06782,29.132,2.556,0.435,24.341,4341.053,2145.224,6.406,5.765,0.618,1.080,0.926,0.904
156,Result of BEFORE_GA3_A3 Region1_Merged_RAW_ch01.tif:03353-07683,40.621,1.500,0.278,29.466,4918.194,2143.943,7.046,7.687,0.588,1.131,0.884,0.908
157,Result of BEFORE_GA3_A3 Region1_Merged_RAW_ch01.tif:03356-06970,21.747,1.582,0.270,21.779,4462.118,2147.146,5.765,5.124,0.576,1.170,0.855,0.869
158,Result of BEFORE_GA3_A3 Region1_Merged_RAW_ch01.tif:03370-06886,10.258,1.224,0.181,15.373,4408.952,2156.754,3.843,3.843,0.545,1.162,0.861,0.833
159,Result of BEFORE_GA3_A3 Region1_Merged_RAW_ch01.tif:03375-03108,48.827,0.993,0.110,33.309,1987.007,2158.035,8.327,7.687,0.553,1.112,0.899,0.915
160,Result of BEFORE_GA3_A3 Region1_Merged_RAW_ch01.tif:03380-08000,11.078,1.439,0.229,15.373,5122.532,2163.160,3.843,3.843,0.589,1.207,0.829,0.885
161,Result of BEFORE_GA3_A3 Region1_Merged_RAW_ch01.tif:03396-06893,7.796,2.275,0.371,12.811,4414.076,2174.049,3.203,3.203,0.597,1.277,0.783,0.864
162,Result of BEFORE_GA3_A3 Region1_Merged_RAW_ch01.tif:03410-09154,29.543,1.830,0.420,25.622,5861.094,2181.096,5.765,7.046,0.565,1.187,0.843,0.894
163,Result of BEFORE_GA3_A3 Region1_Merged_RAW_ch01.tif:03456-10612,3.283,1.827,0.197,7.687,6796.947,2213.123,1.922,1.922,0.698,1.229,0.814,0.941
164,Result of BEFORE_GA3_A3 Region1_Merged_RAW_ch01.tif:03462-05491,84.524,1.958,0.258,43.558,3512.172,2211.842,10.249,11.530,0.560,1.222,0.818,0.892
165,Result of BEFORE_GA3_A3 Region1_Merged_RAW_ch01.tif:03476-11048,42.673,1.124,0.196,29.466,7073.027,2223.372,7.687,7.046,0.618,1.042,0.960,0.924
166,Result of BEFORE_GA3_A3 Region1_Merged_RAW_ch01.tif:03510-01930,43.493,1.586,0.296,29.466,1233.072,2244.511,7.046,7.687,0.630,1.072,0.933,0.930
167,Result of BEFORE_GA3_A3 Region1_Merged_RAW_ch01.tif:03536-06010,20.926,1.866,0.260,20.498,3847.183,2263.087,5.765,4.484,0.626,1.447,0.691,0.903
168,Result of BEFORE_GA3_A3 Region1_Merged_RAW_ch01.tif:03587-07028,28.312,0.987,0.365,28.184,4498.630,2295.115,7.046,5.765,0.448,1.207,0.829,0.868
169,Result of BEFORE_GA3_A3 Region1_Merged_RAW_ch01.tif:03595-10897,2.872,1.516,0.100,8.968,6978.865,2302.161,2.562,1.922,0.449,1.387,0.721,0.737
170,Result of BEFORE_GA3_A3 Region1_Merged_RAW_ch01.tif:03609-03019,38.569,1.940,0.363,30.747,1930.638,2307.926,7.046,7.687,0.513,1.026,0.975,0.891
171,Result of BEFORE_GA3_A3 Region1_Merged_RAW_ch01.tif:03622-01924,18.054,2.037,0.333,19.217,1230.509,2317.534,4.484,5.124,0.614,1.079,0.927,0.917
172,Result of BEFORE_GA3_A3 Region1_Merged_RAW_ch01.tif:03629-07666,27.491,1.451,0.289,24.341,4907.305,2322.018,6.406,5.765,0.583,1.172,0.853,0.887
173,Result of BEFORE_GA3_A3 Region1_Merged_RAW_ch01.tif:03627-08288,62.368,1.309,0.307,37.152,5304.450,2318.815,9.608,8.968,0.568,1.132,0.884,0.899
174,Result of BEFORE_GA3_A3 Region1_Merged_RAW_ch01.tif:03644-06837,4.513,2.187,0.235,8.968,4378.845,2332.907,1.922,2.562,0.705,1.372,0.729,0.957
175,Result of BEFORE_GA3_A3 Region1_Merged_RAW_ch01.tif:03655-06944,57.033,1.016,0.244,35.871,4443.542,2337.391,9.608,8.327,0.557,1.360,0.735,0.900
176,Result of BEFORE_GA3_A3 Region1_Merged_RAW_ch01.tif:03657-03043,44.314,1.254,0.311,32.028,1946.011,2338.032,7.046,8.968,0.543,1.138,0.879,0.904
177,Result of BEFORE_GA3_A3 Region1_Merged_RAW_ch01.tif:03665-03219,3.283,1.718,0.223,10.249,2061.311,2346.359,1.922,3.203,0.393,1.878,0.533,0.696
178,Result of BEFORE_GA3_A3 Region1_Merged_RAW_ch01.tif:03663-04104,86.166,0.946,0.206,43.558,2624.361,2340.594,9.608,12.171,0.571,1.254,0.797,0.919
179,Result of BEFORE_GA3_A3 Region1_Merged_RAW_ch01.tif:03709-07726,15.182,2.064,0.314,17.936,4947.019,2373.903,4.484,4.484,0.593,1.186,0.843,0.892
180,Result of BEFORE_GA3_A3 Region1_Merged_RAW_ch01.tif:03715-07311,11.489,0.864,0.106,16.654,4681.188,2377.746,3.843,4.484,0.521,1.337,0.748,0.824
181,Result of BEFORE_GA3_A3 Region1_Merged_RAW_ch01.tif:03720-03697,30.363,2.480,0.338,24.341,2365.576,2379.668,5.765,6.406,0.644,1.151,0.869,0.937
182,Result of BEFORE_GA3_A3 Region1_Merged_RAW_ch01.tif:03735-01746,45.955,2.010,0.495,30.747,1115.209,2388.636,7.046,8.327,0.611,1.159,0.863,0.933
183,Result of BEFORE_GA3_A3 Region1_Merged_RAW_ch01.tif:03747-07564,39.390,1.569,0.303,29.466,4841.327,2396.963,7.687,7.046,0.570,1.056,0.947,0.897
184,Result of BEFORE_GA3_A3 Region1_Merged_RAW_ch01.tif:03757-05698,4.513,1.737,0.196,11.530,3648.611,2405.290,2.562,3.203,0.427,2.090,0.479,0.710
185,Result of BEFORE_GA3_A3 Region1_Merged_RAW_ch01.tif:03769-07088,11.489,0.809,0.057,24.341,4537.704,2412.336,5.765,3.843,0.244,1.887,0.530,0.691
186,Result of BEFORE_GA3_A3 Region1_Merged_RAW_ch01.tif:03767-02548,57.033,0.936,0.182,34.590,1627.655,2409.134,8.968,8.327,0.599,1.174,0.852,0.924
187,Result of BEFORE_GA3_A3 Region1_Merged_RAW_ch01.tif:03789-08174,0.410,0.963,0.000,2.562,5235.910,2427.069,0.641,0.641,0.785,1.000,1.000,1.000
188,Result of BEFORE_GA3_A3 Region1_Merged_RAW_ch01.tif:03813-06142,36.928,0.955,0.220,28.184,3931.096,2439.240,7.046,7.046,0.584,1.033,0.968,0.900
189,Result of BEFORE_GA3_A3 Region1_Merged_RAW_ch01.tif:03830-03688,0.410,1.087,0.000,2.562,2362.373,2453.332,0.641,0.641,0.785,1.000,1.000,1.000
190,Result of BEFORE_GA3_A3 Region1_Merged_RAW_ch01.tif:03835-03682,1.641,0.906,0.040,7.687,2357.889,2455.894,1.922,1.922,0.349,2.654,0.377,0.667
191,Result of BEFORE_GA3_A3 Region1_Merged_RAW_ch01.tif:03840-02741,15.182,1.269,0.216,19.217,1753.844,2457.816,4.484,4.484,0.517,1.196,0.836,0.851
192,Result of BEFORE_GA3_A3 Region1_Merged_RAW_ch01.tif:03879-03105,43.493,1.047,0.239,29.466,1985.726,2480.876,7.046,7.687,0.630,1.134,0.882,0.922
193,Result of BEFORE_GA3_A3 Region1_Merged_RAW_ch01.tif:03895-06835,50.058,1.267,0.210,32.028,4374.362,2491.125,7.687,8.327,0.613,1.157,0.864,0.931
194,Result of BEFORE_GA3_A3 Region1_Merged_RAW_ch01.tif:03902-03520,25.029,1.253,0.147,24.341,2251.557,2496.890,6.406,5.765,0.531,1.223,0.817,0.865
195,Result of BEFORE_GA3_A3 Region1_Merged_RAW_ch01.tif:03910-06400,5.744,1.071,0.160,12.811,4097.641,2503.296,3.843,2.562,0.440,1.457,0.686,0.757
196,Result of BEFORE_GA3_A3 Region1_Merged_RAW_ch01.tif:03922-05355,30.773,1.916,0.415,25.622,3426.978,2509.061,6.406,6.406,0.589,1.229,0.814,0.898
197,Result of BEFORE_GA3_A3 Region1_Merged_RAW_ch01.tif:03927-03970,19.285,1.875,0.311,20.498,2540.448,2512.904,5.124,5.124,0.577,1.123,0.890,0.879
198,Result of BEFORE_GA3_A3 Region1_Merged_RAW_ch01.tif:03928-10773,18.874,1.230,0.157,20.498,6898.155,2513.544,5.124,5.124,0.565,1.119,0.894,0.885
199,Result of BEFORE_GA3_A3 Region1_Merged_RAW_ch01.tif:03955-03119,39.800,1.348,0.351,28.184,1994.053,2530.199,7.687,6.406,0.630,1.195,0.837,0.942
200,Result of BEFORE_GA3_A3 Region1_Merged_RAW_ch01.tif:03957-10644,21.336,0.968,0.153,20.498,6815.523,2532.121,5.124,5.124,0.638,1.433,0.698,0.929
201,Result of BEFORE_GA3_A3 Region1_Merged_RAW_ch01.tif:03962-02103,133.352,1.105,0.195,53.807,1340.045,2531.480,14.092,12.811,0.579,1.217,0.822,0.941
202,Result of BEFORE_GA3_A3 Region1_Merged_RAW_ch01.tif:03972-07038,13.540,2.172,0.277,16.654,4506.316,2542.369,3.843,4.484,0.613,1.169,0.855,0.904
203,Result of BEFORE_GA3_A3 Region1_Merged_RAW_ch01.tif:03974-04323,27.491,1.343,0.183,25.622,2765.924,2542.369,6.406,6.406,0.526,1.151,0.869,0.870
204,Result of BEFORE_GA3_A3 Region1_Merged_RAW_ch01.tif:03987-04654,3.283,1.780,0.373,8.968,2980.510,2552.618,1.922,2.562,0.513,1.939,0.516,0.842
205,Result of BEFORE_GA3_A3 Region1_Merged_RAW_ch01.tif:03988-08540,14.361,1.486,0.240,16.654,5468.432,2552.618,4.484,3.843,0.651,1.129,0.885,0.921
206,Result of BEFORE_GA3_A3 Region1_Merged_RAW_ch01.tif:04021-05179,1.641,0.936,0.189,6.406,3316.802,2575.038,1.922,1.281,0.503,2.031,0.492,0.800
207,Result of BEFORE_GA3_A3 Region1_Merged_RAW_ch01.tif:04030-03734,124.735,1.071,0.133,51.245,2386.074,2575.038,12.171,13.452,0.597,1.114,0.898,0.941
208,Result of BEFORE_GA3_A3 Region1_Merged_RAW_ch01.tif:04052-03371,1.231,1.358,0.167,5.124,2158.676,2594.895,1.281,1.281,0.589,1.464,0.683,0.857
209,Result of BEFORE_GA3_A3 Region1_Merged_RAW_ch01.tif:04066-03855,9.848,2.083,0.296,16.654,2467.424,2602.582,4.484,3.843,0.446,1.454,0.688,0.800
210,Result of BEFORE_GA3_A3 Region1_Merged_RAW_ch01.tif:04071-04284,7.796,1.187,0.123,14.092,2742.223,2606.425,3.843,3.203,0.493,1.147,0.872,0.809
211,Result of BEFORE_GA3_A3 Region1_Merged_RAW_ch01.tif:04068-10568,63.188,0.892,0.135,38.433,6764.919,2601.301,9.608,8.968,0.538,1.316,0.760,0.901
212,Result of BEFORE_GA3_A3 Region1_Merged_RAW_ch01.tif:04110-04877,1.231,1.066,0.034,6.406,3123.354,2632.047,1.281,1.922,0.377,2.702,0.370,0.667
213,Result of BEFORE_GA3_A3 Region1_Merged_RAW_ch01.tif:04117-03543,0.821,0.811,0.015,3.843,2269.492,2636.531,0.641,1.281,0.698,2.000,0.500,1.000
214,Result of BEFORE_GA3_A3 Region1_Merged_RAW_ch01.tif:04156-03539,47.596,1.616,0.236,34.590,2263.087,2658.310,8.327,8.327,0.500,1.096,0.912,0.869
215,Result of BEFORE_GA3_A3 Region1_Merged_RAW_ch01.tif:04165-07252,37.338,1.298,0.231,28.184,4641.474,2664.716,7.687,6.406,0.591,1.158,0.863,0.910
216,Result of BEFORE_GA3_A3 Region1_Merged_RAW_ch01.tif:04204-05604,27.081,1.608,0.276,24.341,3586.477,2690.338,7.046,5.124,0.574,1.308,0.764,0.892
217,Result of BEFORE_GA3_A3 Region1_Merged_RAW_ch01.tif:04207-08951,9.848,0.946,0.121,15.373,5732.342,2692.900,3.203,3.843,0.524,1.481,0.675,0.873
218,Result of BEFORE_GA3_A3 Region1_Merged_RAW_ch01.tif:04205-04167,43.903,1.224,0.180,30.747,2665.356,2689.698,7.687,7.687,0.584,1.109,0.902,0.907
219,Result of BEFORE_GA3_A3 Region1_Merged_RAW_ch01.tif:04213-09716,20.926,0.928,0.220,20.498,6221.086,2696.744,5.765,4.484,0.626,1.473,0.679,0.927
220,Result of BEFORE_GA3_A3 Region1_Merged_RAW_ch01.tif:04234-11253,19.285,1.159,0.189,19.217,7205.622,2710.195,5.124,4.484,0.656,1.166,0.858,0.931
221,Result of BEFORE_GA3_A3 Region1_Merged_RAW_ch01.tif:04248-05557,2.052,1.198,0.132,6.406,3558.933,2720.444,1.281,1.922,0.628,1.553,0.644,0.909
222,Result of BEFORE_GA3_A3 Region1_Merged_RAW_ch01.tif:04259-02285,19.285,1.875,0.305,19.217,1461.110,2726.209,5.124,4.484,0.656,1.268,0.788,0.931
223,Result of BEFORE_GA3_A3 Region1_Merged_RAW_ch01.tif:04286-05583,2.052,1.215,0.160,6.406,3575.587,2744.785,1.922,1.281,0.628,1.553,0.644,0.909
224,Result of BEFORE_GA3_A3 Region1_Merged_RAW_ch01.tif:04305-03365,3.283,0.858,0.096,10.249,2154.192,2756.956,3.203,1.922,0.393,2.047,0.488,0.696
225,Result of BEFORE_GA3_A3 Region1_Merged_RAW_ch01.tif:04309-03288,8.617,1.619,0.234,16.654,2104.869,2758.237,3.203,4.484,0.390,1.695,0.590,0.778
226,Result of BEFORE_GA3_A3 Region1_Merged_RAW_ch01.tif:04310-03366,8.206,1.005,0.156,19.217,2153.552,2759.518,5.124,3.203,0.279,1.814,0.551,0.606
227,Result of BEFORE_GA3_A3 Region1_Merged_RAW_ch01.tif:04335-09821,3.283,1.778,0.405,8.968,6290.267,2775.532,1.281,3.203,0.513,2.232,0.448,0.889
228,Result of BEFORE_GA3_A3 Region1_Merged_RAW_ch01.tif:04339-09821,0.410,1.700,0.000,2.562,6290.907,2779.375,0.641,0.641,0.785,1.000,1.000,1.000
229,Result of BEFORE_GA3_A3 Region1_Merged_RAW_ch01.tif:04340-07651,44.314,1.010,0.165,30.747,4897.056,2776.813,8.327,7.046,0.589,1.140,0.877,0.923
230,Result of BEFORE_GA3_A3 Region1_Merged_RAW_ch01.tif:04354-07119,17.233,1.127,0.181,21.779,4557.561,2787.062,5.124,4.484,0.457,1.270,0.787,0.866
231,Result of BEFORE_GA3_A3 Region1_Merged_RAW_ch01.tif:04377-02054,6.155,1.135,0.112,11.530,1314.422,2802.435,2.562,3.203,0.582,1.251,0.800,0.857
232,Result of BEFORE_GA3_A3 Region1_Merged_RAW_ch01.tif:04398-07757,18.464,2.203,0.411,19.217,4966.236,2815.247,5.124,4.484,0.628,1.143,0.875,0.918
233,Result of BEFORE_GA3_A3 Region1_Merged_RAW_ch01.tif:04406-03203,20.105,2.082,0.508,20.498,2049.141,2819.731,5.124,5.124,0.601,1.241,0.806,0.907
234,Result of BEFORE_GA3_A3 Region1_Merged_RAW_ch01.tif:04417-03988,5.334,1.637,0.256,10.249,2553.259,2828.058,2.562,2.562,0.638,1.159,0.863,0.897
235,Result of BEFORE_GA3_A3 Region1_Merged_RAW_ch01.tif:04423-07639,1.231,2.196,0.491,5.124,4892.572,2832.542,1.281,1.281,0.589,1.464,0.683,0.857
236,Result of BEFORE_GA3_A3 Region1_Merged_RAW_ch01.tif:04425-01748,41.442,1.747,0.273,30.747,1115.850,2830.620,7.687,7.687,0.551,1.123,0.890,0.878
237,Result of BEFORE_GA3_A3 Region1_Merged_RAW_ch01.tif:04433-03205,1.231,2.911,0.193,5.124,2052.984,2838.947,0.641,1.922,0.589,3.000,0.333,1.000
238,Result of BEFORE_GA3_A3 Region1_Merged_RAW_ch01.tif:04435-09052,9.027,0.597,0.073,12.811,5797.038,2839.588,3.203,3.203,0.691,1.101,0.908,0.936
239,Result of BEFORE_GA3_A3 Region1_Merged_RAW_ch01.tif:04437-07871,20.105,1.100,0.192,21.779,5039.259,2839.588,5.124,5.765,0.533,1.654,0.605,0.860
240,Result of BEFORE_GA3_A3 Region1_Merged_RAW_ch01.tif:04438-03259,18.874,1.123,0.223,20.498,2085.653,2840.228,4.484,5.765,0.565,1.487,0.672,0.902
241,Result of BEFORE_GA3_A3 Region1_Merged_RAW_ch01.tif:04447-01693,21.747,1.984,0.420,21.779,1081.900,2845.993,5.765,5.124,0.576,1.456,0.687,0.898
242,Result of BEFORE_GA3_A3 Region1_Merged_RAW_ch01.tif:04448-08379,23.388,1.867,0.251,24.341,5364.022,2846.634,6.406,5.765,0.496,1.170,0.855,0.851
243,Result of BEFORE_GA3_A3 Region1_Merged_RAW_ch01.tif:04457-04994,20.926,1.241,0.144,21.779,3196.378,2852.399,5.765,5.124,0.554,1.266,0.790,0.872
244,Result of BEFORE_GA3_A3 Region1_Merged_RAW_ch01.tif:04456-07800,68.522,1.027,0.190,37.152,4991.858,2850.477,9.608,8.327,0.624,1.161,0.861,0.946
245,Result of BEFORE_GA3_A3 Region1_Merged_RAW_ch01.tif:04463-08734,37.338,1.086,0.148,29.466,5590.779,2855.602,7.687,7.046,0.540,1.132,0.883,0.892
246,Result of BEFORE_GA3_A3 Region1_Merged_RAW_ch01.tif:04470-05903,12.309,1.297,0.250,16.654,3779.284,2861.367,3.843,3.843,0.558,1.142,0.876,0.896
247,Result of BEFORE_GA3_A3 Region1_Merged_RAW_ch01.tif:04472-09233,15.592,0.756,0.058,17.936,5912.338,2862.648,4.484,4.484,0.609,1.231,0.812,0.894
248,Result of BEFORE_GA3_A3 Region1_Merged_RAW_ch01.tif:04478-09186,66.471,1.634,0.240,39.715,5879.029,2863.929,10.249,8.968,0.530,1.041,0.961,0.910
249,Result of BEFORE_GA3_A3 Region1_Merged_RAW_ch01.tif:04486-01708,40.211,1.235,0.150,29.466,1090.868,2869.694,7.046,7.687,0.582,1.155,0.866,0.903
250,Result of BEFORE_GA3_A3 Region1_Merged_RAW_ch01.tif:04499-07775,28.312,1.063,0.129,25.622,4977.125,2878.662,6.406,6.406,0.542,1.212,0.825,0.868
251,Result of BEFORE_GA3_A3 Region1_Merged_RAW_ch01.tif:04505-04759,136.634,0.913,0.099,55.088,3040.723,2879.943,15.373,12.171,0.566,1.308,0.765,0.933
252,Result of BEFORE_GA3_A3 Region1_Merged_RAW_ch01.tif:04515-07231,17.233,1.827,0.378,19.217,4629.303,2890.192,5.124,4.484,0.586,1.045,0.957,0.894
253,Result of BEFORE_GA3_A3 Region1_Merged_RAW_ch01.tif:04518-08959,32.825,1.806,0.348,26.903,5735.545,2890.832,6.406,7.046,0.570,1.258,0.795,0.899
254,Result of BEFORE_GA3_A3 Region1_Merged_RAW_ch01.tif:04532-10052,4.924,0.683,0.066,10.249,6437.595,2902.362,3.203,1.922,0.589,1.610,0.621,0.889
255,Result of BEFORE_GA3_A3 Region1_Merged_RAW_ch01.tif:04535-08069,75.498,1.098,0.194,40.996,5163.527,2900.441,10.889,9.608,0.565,1.065,0.939,0.909
256,Result of BEFORE_GA3_A3 Region1_Merged_RAW_ch01.tif:04544-09130,31.184,1.334,0.282,25.622,5845.080,2907.487,6.406,6.406,0.597,1.032,0.969,0.905
257,Result of BEFORE_GA3_A3 Region1_Merged_RAW_ch01.tif:04548-08485,77.139,0.911,0.120,40.996,5429.999,2908.768,10.889,9.608,0.577,1.120,0.893,0.919
258,Result of BEFORE_GA3_A3 Region1_Merged_RAW_ch01.tif:04569-05035,32.415,1.194,0.179,25.622,3222.000,2923.501,6.406,6.406,0.620,1.195,0.837,0.908
259,Result of BEFORE_GA3_A3 Region1_Merged_RAW_ch01.tif:04572-06628,22.978,1.351,0.173,23.060,4243.047,2926.063,5.765,5.765,0.543,1.215,0.823,0.875
260,Result of BEFORE_GA3_A3 Region1_Merged_RAW_ch01.tif:04589-04701,4.103,1.451,0.182,8.968,3009.976,2938.874,2.562,1.922,0.641,1.327,0.753,0.909
261,Result of BEFORE_GA3_A3 Region1_Merged_RAW_ch01.tif:04587-03244,18.054,1.878,0.260,20.498,2076.044,2935.671,4.484,5.765,0.540,1.307,0.765,0.880
262,Result of BEFORE_GA3_A3 Region1_Merged_RAW_ch01.tif:04623-07243,30.773,2.040,0.542,24.341,4636.349,2958.731,6.406,5.765,0.653,1.135,0.881,0.938
263,Result of BEFORE_GA3_A3 Region1_Merged_RAW_ch01.tif:04627-02557,16.413,1.341,0.199,23.060,1635.341,2961.294,5.124,5.124,0.388,1.052,0.951,0.777
264,Result of BEFORE_GA3_A3 Region1_Merged_RAW_ch01.tif:04669-03868,0.410,1.727,0.000,2.562,2477.673,2990.759,0.641,0.641,0.785,1.000,1.000,1.000
265,Result of BEFORE_GA3_A3 Region1_Merged_RAW_ch01.tif:04680-02709,57.444,1.636,0.281,34.590,1731.425,2993.321,8.327,8.968,0.603,1.223,0.818,0.927
266,Result of BEFORE_GA3_A3 Region1_Merged_RAW_ch01.tif:04697-04141,21.747,1.676,0.362,23.060,2649.983,3006.133,5.765,5.124,0.514,1.139,0.878,0.876
267,Result of BEFORE_GA3_A3 Region1_Merged_RAW_ch01.tif:04707-05949,37.338,0.830,0.158,26.903,3807.469,3011.898,6.406,7.046,0.648,1.133,0.882,0.943
268,Result of BEFORE_GA3_A3 Region1_Merged_RAW_ch01.tif:04714-07613,40.621,1.148,0.260,29.466,4872.715,3016.381,7.687,7.046,0.588,1.300,0.769,0.925
269,Result of BEFORE_GA3_A3 Region1_Merged_RAW_ch01.tif:04733-05387,38.980,1.153,0.221,28.184,3447.476,3028.552,7.046,7.046,0.617,1.071,0.934,0.918
270,Result of BEFORE_GA3_A3 Region1_Merged_RAW_ch01.tif:04787-04697,34.056,1.054,0.160,30.747,3004.851,3063.142,8.327,6.406,0.453,1.356,0.737,0.851
271,Result of BEFORE_GA3_A3 Region1_Merged_RAW_ch01.tif:04801-08908,13.951,2.056,0.302,17.936,5704.157,3073.391,4.484,4.484,0.545,1.211,0.825,0.850
272,Result of BEFORE_GA3_A3 Region1_Merged_RAW_ch01.tif:04804-03877,9.027,2.370,0.564,15.373,2481.517,3075.313,3.843,3.843,0.480,1.313,0.761,0.800
273,Result of BEFORE_GA3_A3 Region1_Merged_RAW_ch01.tif:04824-09093,11.899,1.201,0.164,15.373,5822.660,3088.124,3.843,3.843,0.633,1.254,0.797,0.935
274,Result of BEFORE_GA3_A3 Region1_Merged_RAW_ch01.tif:04834-01507,14.361,0.762,0.128,16.654,963.397,3094.529,3.843,4.484,0.651,1.235,0.810,0.921
275,Result of BEFORE_GA3_A3 Region1_Merged_RAW_ch01.tif:04833-04593,23.388,1.662,0.348,21.779,2939.515,3093.248,5.124,5.765,0.620,1.068,0.937,0.919
276,Result of BEFORE_GA3_A3 Region1_Merged_RAW_ch01.tif:04865-05916,19.285,1.462,0.207,21.779,3786.971,3113.746,5.124,5.765,0.511,1.391,0.719,0.855
277,Result of BEFORE_GA3_A3 Region1_Merged_RAW_ch01.tif:04894-04152,16.823,1.969,0.286,17.936,2657.670,3132.963,4.484,4.484,0.657,1.061,0.942,0.932
278,Result of BEFORE_GA3_A3 Region1_Merged_RAW_ch01.tif:04902-07625,0.410,2.071,0.000,2.562,4884.245,3140.009,0.641,0.641,0.785,1.000,1.000,1.000
279,Result of BEFORE_GA3_A3 Region1_Merged_RAW_ch01.tif:04903-07616,85.755,0.971,0.342,51.245,4872.715,3134.884,11.530,11.530,0.410,1.117,0.895,0.839
280,Result of BEFORE_GA3_A3 Region1_Merged_RAW_ch01.tif:04935-09536,6.975,1.438,0.380,11.530,6107.067,3159.866,3.203,2.562,0.659,1.263,0.792,0.919
281,Result of BEFORE_GA3_A3 Region1_Merged_RAW_ch01.tif:04952-03415,6.975,1.957,0.370,12.811,2186.220,3170.756,3.203,3.203,0.534,1.138,0.878,0.829
282,Result of BEFORE_GA3_A3 Region1_Merged_RAW_ch01.tif:04950-05082,35.287,1.127,0.156,28.184,3252.106,3167.553,7.046,7.046,0.558,1.047,0.955,0.896
283,Result of BEFORE_GA3_A3 Region1_Merged_RAW_ch01.tif:04963-05260,17.233,1.387,0.303,19.217,3366.766,3177.161,5.124,4.484,0.586,1.305,0.766,0.875
284,Result of BEFORE_GA3_A3 Region1_Merged_RAW_ch01.tif:04972-05430,0.821,1.270,0.156,3.843,3478.223,3184.207,0.641,1.281,0.698,2.000,0.500,1.000
285,Result of BEFORE_GA3_A3 Region1_Merged_RAW_ch01.tif:04999-05155,4.924,2.571,0.311,10.249,3300.789,3200.862,2.562,2.562,0.589,1.088,0.919,0.857
286,Result of BEFORE_GA3_A3 Region1_Merged_RAW_ch01.tif:04997-11846,25.850,0.758,0.100,24.341,7585.472,3198.300,5.765,5.765,0.548,1.107,0.903,0.900
287,Result of BEFORE_GA3_A3 Region1_Merged_RAW_ch01.tif:05009-04774,13.130,3.183,0.567,15.373,3056.096,3206.627,3.843,3.843,0.698,1.034,0.967,0.941
288,Result of BEFORE_GA3_A3 Region1_Merged_RAW_ch01.tif:05014-03289,23.388,1.353,0.199,23.060,2103.588,3209.189,6.406,5.124,0.553,1.373,0.728,0.884
289,Result of BEFORE_GA3_A3 Region1_Merged_RAW_ch01.tif:05015-04135,8.617,2.517,0.198,12.811,2647.421,3211.111,3.203,3.203,0.660,1.000,1.000,0.913
290,Result of BEFORE_GA3_A3 Region1_Merged_RAW_ch01.tif:05023-08068,36.928,1.463,0.298,28.184,5164.809,3214.313,7.046,7.046,0.584,1.060,0.944,0.909
291,Result of BEFORE_GA3_A3 Region1_Merged_RAW_ch01.tif:05034-11713,16.002,2.419,0.410,19.217,7500.919,3222.000,4.484,5.124,0.545,1.463,0.684,0.867
292,Result of BEFORE_GA3_A3 Region1_Merged_RAW_ch01.tif:05038-08717,32.825,1.641,0.396,25.622,5580.530,3223.922,6.406,6.406,0.628,1.092,0.915,0.914
293,Result of BEFORE_GA3_A3 Region1_Merged_RAW_ch01.tif:05040-03072,27.081,2.055,0.498,24.341,1964.587,3225.843,6.406,5.765,0.574,1.269,0.788,0.898
294,Result of BEFORE_GA3_A3 Region1_Merged_RAW_ch01.tif:05040-05122,26.260,1.034,0.151,24.341,3278.369,3225.203,5.765,6.406,0.557,1.035,0.966,0.877
295,Result of BEFORE_GA3_A3 Region1_Merged_RAW_ch01.tif:05058-07471,7.386,1.368,0.185,12.811,4784.318,3238.014,2.562,3.843,0.565,1.387,0.721,0.857
296,Result of BEFORE_GA3_A3 Region1_Merged_RAW_ch01.tif:05076-09399,4.924,1.004,0.165,10.249,6019.311,3250.185,2.562,2.562,0.589,1.651,0.606,0.889
297,Result of BEFORE_GA3_A3 Region1_Merged_RAW_ch01.tif:05084-05095,29.543,1.775,0.315,24.341,3261.074,3253.387,5.124,7.046,0.627,1.365,0.733,0.923
298,Result of BEFORE_GA3_A3 Region1_Merged_RAW_ch01.tif:05096-02993,0.410,1.316,0.000,2.562,1917.186,3264.277,0.641,0.641,0.785,1.000,1.000,1.000
299,Result of BEFORE_GA3_A3 Region1_Merged_RAW_ch01.tif:05103-05557,14.771,1.288,0.183,20.498,3557.011,3266.839,5.124,4.484,0.442,1.202,0.832,0.828
