 ,Label,Area,Mean,StdDev,Perim.,BX,BY,Width,Height,Circ.,AR,Round,Solidity
150,Result of BEFORE_GA3_A4 Region1_Merged_RAW_ch01.tif:05769-04931,26.670,2.002,0.366,25.622,3155.382,3692.809,6.406,5.765,0.511,1.157,0.864,0.890
151,Result of BEFORE_GA3_A4 Region1_Merged_RAW_ch01.tif:05772-06188,30.773,1.246,0.161,25.622,3961.203,3694.090,5.765,7.046,0.589,1.040,0.961,0.904
152,Result of BEFORE_GA3_A4 Region1_Merged_RAW_ch01.tif:05811-04722,0.410,1.786,0.000,2.562,3024.709,3722.275,0.641,0.641,0.785,1.000,1.000,1.000
153,Result of BEFORE_GA3_A4 Region1_Merged_RAW_ch01.tif:05811-05736,34.877,1.001,0.221,34.590,3669.109,3719.713,10.249,5.124,0.366,1.750,0.571,0.798
154,Result of BEFORE_GA3_A4 Region1_Merged_RAW_ch01.tif:05821-03510,1.641,1.094,0.205,6.406,2247.713,3728.040,1.281,1.922,0.503,2.000,0.500,0.800
155,Result of BEFORE_GA3_A4 Region1_Merged_RAW_ch01.tif:05840-06053,0.410,0.611,0.000,2.562,3877.290,3740.851,0.641,0.641,0.785,1.000,1.000,1.000
156,Result of BEFORE_GA3_A4 Region1_Merged_RAW_ch01.tif:05841-06056,0.821,0.948,0.073,3.843,3878.571,3741.492,1.281,0.641,0.698,2.000,0.500,1.000
157,Result of BEFORE_GA3_A4 Region1_Merged_RAW_ch01.tif:05843-06052,0.410,0.686,0.000,2.562,3876.649,3742.773,0.641,0.641,0.785,1.000,1.000,1.000
158,Result of BEFORE_GA3_A4 Region1_Merged_RAW_ch01.tif:05838-04530,45.545,1.335,0.237,32.028,2897.878,3735.727,7.687,8.327,0.558,1.116,0.896,0.895
159,Result of BEFORE_GA3_A4 Region1_Merged_RAW_ch01.tif:05842-06167,46.776,1.159,0.175,32.028,3946.470,3738.289,7.687,8.327,0.573,1.087,0.920,0.916
160,Result of BEFORE_GA3_A4 Region1_Merged_RAW_ch01.tif:05864-01740,1.641,1.447,0.076,7.687,1113.928,3755.584,1.281,1.922,0.349,1.637,0.611,0.727
161,Result of BEFORE_GA3_A4 Region1_Merged_RAW_ch01.tif:05895-05334,10.258,1.990,0.276,15.373,3414.808,3774.160,3.843,3.843,0.545,1.082,0.925,0.862
162,Result of BEFORE_GA3_A4 Region1_Merged_RAW_ch01.tif:05965-05162,9.848,2.495,0.335,15.373,3304.632,3818.999,3.843,3.843,0.524,1.246,0.803,0.828
163,Result of BEFORE_GA3_A4 Region1_Merged_RAW_ch01.tif:06000-00855,19.695,1.536,0.294,23.060,545.114,3840.778,5.765,5.124,0.465,1.153,0.868,0.828
164,Result of BEFORE_GA3_A4 Region1_Merged_RAW_ch01.tif:06005-10158,2.872,1.687,0.260,7.687,6506.134,3845.902,1.922,1.922,0.611,1.596,0.626,0.875
165,Result of BEFORE_GA3_A4 Region1_Merged_RAW_ch01.tif:06002-07396,36.928,1.158,0.115,30.747,4733.714,3840.778,7.687,7.687,0.491,1.177,0.849,0.865
166,Result of BEFORE_GA3_A4 Region1_Merged_RAW_ch01.tif:06007-05083,9.848,1.448,0.140,15.373,3254.669,3845.902,3.203,4.484,0.524,1.494,0.670,0.857
167,Result of BEFORE_GA3_A4 Region1_Merged_RAW_ch01.tif:06015-05221,6.975,2.361,0.375,12.811,3343.065,3851.667,2.562,3.203,0.534,1.435,0.697,0.895
168,Result of BEFORE_GA3_A4 Region1_Merged_RAW_ch01.tif:06016-06384,23.798,1.447,0.202,23.060,4086.752,3851.027,5.765,5.765,0.562,1.049,0.954,0.879
169,Result of BEFORE_GA3_A4 Region1_Merged_RAW_ch01.tif:06020-05486,9.848,1.945,0.270,15.373,3512.172,3854.230,3.843,3.843,0.524,1.292,0.774,0.842
170,Result of BEFORE_GA3_A4 Region1_Merged_RAW_ch01.tif:06024-02761,6.565,1.722,0.208,12.811,1767.296,3857.432,3.203,3.203,0.503,1.034,0.967,0.780
171,Result of BEFORE_GA3_A4 Region1_Merged_RAW_ch01.tif:06047-02666,48.007,1.130,0.263,35.871,1703.881,3869.603,8.327,8.327,0.469,1.103,0.907,0.863
172,Result of BEFORE_GA3_A4 Region1_Merged_RAW_ch01.tif:06045-06643,116.529,1.107,0.209,48.682,4249.453,3866.400,12.171,12.171,0.618,1.062,0.942,0.944
173,Result of BEFORE_GA3_A4 Region1_Merged_RAW_ch01.tif:06079-05887,12.309,1.558,0.206,16.654,3769.036,3892.022,4.484,3.843,0.558,1.432,0.699,0.845
174,Result of BEFORE_GA3_A4 Region1_Merged_RAW_ch01.tif:06080-08660,4.103,2.168,0.387,8.968,5546.580,3893.304,1.922,2.562,0.641,1.559,0.641,0.909
175,Result of BEFORE_GA3_A4 Region1_Merged_RAW_ch01.tif:06082-08656,2.872,1.444,0.209,8.968,5544.018,3894.585,1.922,2.562,0.449,1.329,0.752,0.737
176,Result of BEFORE_GA3_A4 Region1_Merged_RAW_ch01.tif:06084-08660,0.821,2.061,0.228,3.843,5546.580,3897.147,1.281,0.641,0.698,2.000,0.500,1.000
177,Result of BEFORE_GA3_A4 Region1_Merged_RAW_ch01.tif:06084-08663,0.821,1.763,0.179,3.843,5548.502,3897.147,1.281,0.641,0.698,2.000,0.500,1.000
178,Result of BEFORE_GA3_A4 Region1_Merged_RAW_ch01.tif:06103-05003,16.413,1.279,0.201,19.217,3202.143,3907.396,5.124,4.484,0.559,1.175,0.851,0.879
179,Result of BEFORE_GA3_A4 Region1_Merged_RAW_ch01.tif:06105-05414,20.926,2.131,0.419,20.498,3465.412,3908.036,5.124,5.124,0.626,1.107,0.903,0.911
180,Result of BEFORE_GA3_A4 Region1_Merged_RAW_ch01.tif:06132-08610,13.540,2.651,0.550,20.498,5512.631,3925.972,5.124,3.843,0.405,1.562,0.640,0.795
181,Result of BEFORE_GA3_A4 Region1_Merged_RAW_ch01.tif:06149-02335,85.755,1.853,0.854,40.996,1490.575,3933.659,10.249,10.249,0.641,1.090,0.917,0.939
182,Result of BEFORE_GA3_A4 Region1_Merged_RAW_ch01.tif:06166-05292,10.668,1.629,0.300,15.373,3387.904,3947.751,3.843,3.843,0.567,1.115,0.897,0.867
183,Result of BEFORE_GA3_A4 Region1_Merged_RAW_ch01.tif:06167-07110,11.899,1.493,0.184,16.654,4552.436,3948.391,4.484,3.843,0.539,1.206,0.829,0.853
184,Result of BEFORE_GA3_A4 Region1_Merged_RAW_ch01.tif:06175-01259,17.233,0.781,0.141,17.936,804.539,3953.516,4.484,4.484,0.673,1.047,0.955,0.933
185,Result of BEFORE_GA3_A4 Region1_Merged_RAW_ch01.tif:06183-01452,9.027,1.307,0.289,16.654,928.167,3959.281,4.484,3.203,0.409,1.443,0.693,0.759
186,Result of BEFORE_GA3_A4 Region1_Merged_RAW_ch01.tif:06192-03970,47.186,1.925,0.330,33.309,2539.167,3962.484,8.327,8.327,0.534,1.078,0.928,0.902
187,Result of BEFORE_GA3_A4 Region1_Merged_RAW_ch01.tif:06198-05353,16.002,1.542,0.232,19.217,3426.978,3967.608,4.484,5.124,0.545,1.160,0.862,0.857
188,Result of BEFORE_GA3_A4 Region1_Merged_RAW_ch01.tif:06206-00895,25.439,1.164,0.357,23.060,570.736,3972.092,5.124,6.406,0.601,1.281,0.781,0.905
189,Result of BEFORE_GA3_A4 Region1_Merged_RAW_ch01.tif:06219-05716,4.513,2.048,0.229,10.249,3660.141,3982.341,2.562,2.562,0.540,1.450,0.690,0.815
190,Result of BEFORE_GA3_A4 Region1_Merged_RAW_ch01.tif:06235-06293,43.903,1.061,0.121,30.747,4027.180,3990.028,7.687,7.687,0.584,1.165,0.858,0.911
191,Result of BEFORE_GA3_A4 Region1_Merged_RAW_ch01.tif:06271-05762,11.078,2.134,0.450,15.373,3688.966,4015.650,4.484,3.203,0.589,1.438,0.695,0.900
192,Result of BEFORE_GA3_A4 Region1_Merged_RAW_ch01.tif:06269-09700,18.874,0.760,0.094,23.060,6211.478,4013.088,4.484,5.765,0.446,1.692,0.591,0.852
193,Result of BEFORE_GA3_A4 Region1_Merged_RAW_ch01.tif:06277-03037,20.926,1.622,0.263,21.779,1942.808,4018.212,5.765,5.124,0.554,1.189,0.841,0.872
194,Result of BEFORE_GA3_A4 Region1_Merged_RAW_ch01.tif:06278-10223,20.926,2.218,0.351,20.498,6545.849,4018.853,5.124,5.124,0.626,1.036,0.965,0.919
195,Result of BEFORE_GA3_A4 Region1_Merged_RAW_ch01.tif:06278-00833,18.464,1.329,0.526,29.466,531.021,4018.853,5.765,5.765,0.267,1.133,0.882,0.714
196,Result of BEFORE_GA3_A4 Region1_Merged_RAW_ch01.tif:06273-08273,120.632,1.023,0.141,49.963,5293.560,4011.806,12.171,12.811,0.607,1.076,0.929,0.935
197,Result of BEFORE_GA3_A4 Region1_Merged_RAW_ch01.tif:06293-09565,33.646,1.006,0.107,26.903,6123.722,4027.820,7.046,6.406,0.584,1.106,0.904,0.906
198,Result of BEFORE_GA3_A4 Region1_Merged_RAW_ch01.tif:06356-03093,7.386,1.209,0.233,14.092,1979.961,4069.457,3.203,3.843,0.467,1.403,0.713,0.800
199,Result of BEFORE_GA3_A4 Region1_Merged_RAW_ch01.tif:06362-09409,9.437,1.103,0.108,16.654,6025.076,4073.300,3.843,3.843,0.428,1.037,0.964,0.780
200,Result of BEFORE_GA3_A4 Region1_Merged_RAW_ch01.tif:06364-03559,5.744,1.171,0.283,14.092,2278.460,4074.581,2.562,3.843,0.363,1.689,0.592,0.757
201,Result of BEFORE_GA3_A4 Region1_Merged_RAW_ch01.tif:06362-05132,27.081,1.841,0.300,23.060,3284.775,4072.659,5.765,5.765,0.640,1.061,0.943,0.930
202,Result of BEFORE_GA3_A4 Region1_Merged_RAW_ch01.tif:06379-01198,3.283,1.557,0.273,10.249,766.106,4084.830,2.562,2.562,0.393,2.429,0.412,0.762
203,Result of BEFORE_GA3_A4 Region1_Merged_RAW_ch01.tif:06379-05964,20.516,1.413,0.194,21.779,3817.718,4083.549,5.765,5.124,0.544,1.123,0.890,0.862
204,Result of BEFORE_GA3_A4 Region1_Merged_RAW_ch01.tif:06395-06393,12.720,1.201,0.179,17.936,4092.517,4094.438,5.124,3.843,0.497,1.418,0.705,0.816
205,Result of BEFORE_GA3_A4 Region1_Merged_RAW_ch01.tif:06424-05283,24.619,1.857,0.340,23.060,3381.499,4112.374,5.765,5.765,0.582,1.139,0.878,0.896
206,Result of BEFORE_GA3_A4 Region1_Merged_RAW_ch01.tif:06429-01481,12.720,1.556,0.239,16.654,946.743,4116.217,4.484,3.843,0.576,1.337,0.748,0.861
207,Result of BEFORE_GA3_A4 Region1_Merged_RAW_ch01.tif:06465-08731,61.957,2.390,0.520,35.871,5588.216,4136.715,8.968,8.968,0.605,1.082,0.924,0.924
208,Result of BEFORE_GA3_A4 Region1_Merged_RAW_ch01.tif:06475-02547,3.283,1.676,0.164,8.968,1630.857,4146.323,1.922,2.562,0.513,1.989,0.503,0.800
209,Result of BEFORE_GA3_A4 Region1_Merged_RAW_ch01.tif:06476-02551,1.231,1.512,0.061,5.124,1633.420,4147.605,1.281,1.281,0.589,1.464,0.683,0.857
210,Result of BEFORE_GA3_A4 Region1_Merged_RAW_ch01.tif:06507-00774,23.798,1.298,0.355,23.060,493.229,4165.540,5.765,5.765,0.562,1.174,0.852,0.872
211,Result of BEFORE_GA3_A4 Region1_Merged_RAW_ch01.tif:06521-05325,31.594,2.043,0.432,26.903,3407.762,4173.867,7.046,6.406,0.549,1.092,0.916,0.885
212,Result of BEFORE_GA3_A4 Region1_Merged_RAW_ch01.tif:06538-09419,0.821,2.778,0.314,5.124,6032.763,4187.319,1.281,1.281,0.393,2.646,0.378,0.667
213,Result of BEFORE_GA3_A4 Region1_Merged_RAW_ch01.tif:06597-06192,41.852,1.536,0.245,32.028,3962.484,4221.909,7.687,7.687,0.513,1.057,0.946,0.887
214,Result of BEFORE_GA3_A4 Region1_Merged_RAW_ch01.tif:06608-04760,30.363,1.109,0.167,25.622,3045.847,4229.596,6.406,6.406,0.581,1.058,0.946,0.897
215,Result of BEFORE_GA3_A4 Region1_Merged_RAW_ch01.tif:06634-05759,38.980,1.636,0.334,29.466,3685.123,4246.250,7.687,7.046,0.564,1.074,0.931,0.896
216,Result of BEFORE_GA3_A4 Region1_Merged_RAW_ch01.tif:06642-05943,13.130,2.311,0.366,16.654,3804.907,4252.656,3.843,4.484,0.595,1.204,0.831,0.889
217,Result of BEFORE_GA3_A4 Region1_Merged_RAW_ch01.tif:06642-10404,36.928,1.553,0.185,29.466,6661.149,4251.375,7.046,7.046,0.534,1.126,0.888,0.882
218,Result of BEFORE_GA3_A4 Region1_Merged_RAW_ch01.tif:06656-03686,14.361,1.028,0.167,17.936,2358.530,4261.624,5.124,3.843,0.561,1.259,0.794,0.875
219,Result of BEFORE_GA3_A4 Region1_Merged_RAW_ch01.tif:06654-04511,57.444,1.190,0.500,35.871,2885.708,4257.780,8.327,8.968,0.561,1.053,0.949,0.912
220,Result of BEFORE_GA3_A4 Region1_Merged_RAW_ch01.tif:06682-05330,1.641,1.366,0.121,5.124,3413.527,4279.559,1.281,1.281,0.785,1.000,1.000,1.000
221,Result of BEFORE_GA3_A4 Region1_Merged_RAW_ch01.tif:06684-03586,19.695,1.428,0.242,20.498,2294.474,4278.919,5.124,5.124,0.589,1.199,0.834,0.897
222,Result of BEFORE_GA3_A4 Region1_Merged_RAW_ch01.tif:06683-09470,54.161,1.794,0.315,34.590,6061.588,4276.997,8.968,8.327,0.569,1.124,0.890,0.913
223,Result of BEFORE_GA3_A4 Region1_Merged_RAW_ch01.tif:06696-02192,33.646,1.010,0.399,26.903,1400.897,4285.965,7.046,6.406,0.584,1.124,0.890,0.906
224,Result of BEFORE_GA3_A4 Region1_Merged_RAW_ch01.tif:06702-02184,0.410,2.462,0.000,2.562,1398.976,4293.011,0.641,0.641,0.785,1.000,1.000,1.000
225,Result of BEFORE_GA3_A4 Region1_Merged_RAW_ch01.tif:06723-02684,19.695,1.258,0.213,23.060,1716.051,4304.541,6.406,4.484,0.465,1.431,0.699,0.873
226,Result of BEFORE_GA3_A4 Region1_Merged_RAW_ch01.tif:06751-02438,4.103,1.844,0.283,11.530,1560.396,4323.117,2.562,3.203,0.388,1.584,0.631,0.714
227,Result of BEFORE_GA3_A4 Region1_Merged_RAW_ch01.tif:06766-01951,39.390,0.789,0.075,30.747,1245.883,4330.804,8.327,7.046,0.524,1.359,0.736,0.873
228,Result of BEFORE_GA3_A4 Region1_Merged_RAW_ch01.tif:06772-05276,1.231,1.511,0.077,6.406,3378.936,4337.209,1.922,1.281,0.377,2.702,0.370,0.667
229,Result of BEFORE_GA3_A4 Region1_Merged_RAW_ch01.tif:06778-03910,6.565,1.302,0.186,15.373,2502.655,4340.412,3.843,3.203,0.349,1.601,0.624,0.727
230,Result of BEFORE_GA3_A4 Region1_Merged_RAW_ch01.tif:06783-09307,28.312,2.226,0.330,25.622,5959.099,4341.693,5.765,6.406,0.542,1.136,0.880,0.896
231,Result of BEFORE_GA3_A4 Region1_Merged_RAW_ch01.tif:06803-04587,14.771,0.834,0.093,17.936,2936.312,4355.785,3.843,4.484,0.577,1.094,0.914,0.911
232,Result of BEFORE_GA3_A4 Region1_Merged_RAW_ch01.tif:06825-05390,2.052,1.090,0.135,6.406,3451.960,4371.159,1.922,1.281,0.628,1.553,0.644,0.909
233,Result of BEFORE_GA3_A4 Region1_Merged_RAW_ch01.tif:06823-05389,21.747,1.679,0.347,23.060,3449.398,4367.956,5.765,5.765,0.514,1.275,0.784,0.855
234,Result of BEFORE_GA3_A4 Region1_Merged_RAW_ch01.tif:06881-03673,24.208,1.227,0.183,23.060,2350.202,4405.108,5.765,5.765,0.572,1.156,0.865,0.887
235,Result of BEFORE_GA3_A4 Region1_Merged_RAW_ch01.tif:06889-02770,6.565,1.147,0.137,12.811,1772.420,4411.514,3.843,2.562,0.503,1.617,0.619,0.842
236,Result of BEFORE_GA3_A4 Region1_Merged_RAW_ch01.tif:06899-08292,36.518,1.321,0.379,32.028,5308.293,4414.717,6.406,8.968,0.447,1.734,0.577,0.840
237,Result of BEFORE_GA3_A4 Region1_Merged_RAW_ch01.tif:06907-05275,34.466,0.797,0.090,32.028,3375.734,4420.482,6.406,8.327,0.422,1.345,0.743,0.844
238,Result of BEFORE_GA3_A4 Region1_Merged_RAW_ch01.tif:06961-07978,20.926,1.921,0.332,20.498,5107.799,4456.353,5.124,5.124,0.626,1.079,0.927,0.911
239,Result of BEFORE_GA3_A4 Region1_Merged_RAW_ch01.tif:06966-03864,7.796,1.605,0.213,12.811,2473.830,4460.837,3.203,3.203,0.597,1.405,0.711,0.905
240,Result of BEFORE_GA3_A4 Region1_Merged_RAW_ch01.tif:06982-02124,25.439,1.065,0.211,21.779,1357.980,4469.805,5.765,5.124,0.674,1.189,0.841,0.947
241,Result of BEFORE_GA3_A4 Region1_Merged_RAW_ch01.tif:07002-04398,3.693,1.051,0.116,14.092,2815.887,4483.897,2.562,3.203,0.234,1.935,0.517,0.562
242,Result of BEFORE_GA3_A4 Region1_Merged_RAW_ch01.tif:07009-01071,47.596,0.994,0.270,32.028,682.193,4485.818,8.327,7.687,0.583,1.086,0.921,0.906
243,Result of BEFORE_GA3_A4 Region1_Merged_RAW_ch01.tif:07026-07748,3.693,1.749,0.314,12.811,4961.752,4499.270,2.562,2.562,0.283,1.122,0.892,0.720
244,Result of BEFORE_GA3_A4 Region1_Merged_RAW_ch01.tif:07066-07981,7.796,1.784,0.238,14.092,5110.361,4524.892,3.843,3.203,0.493,1.259,0.795,0.792
245,Result of BEFORE_GA3_A4 Region1_Merged_RAW_ch01.tif:07069-06299,43.493,1.483,0.254,29.466,4031.023,4524.892,7.687,7.046,0.630,1.153,0.867,0.922
246,Result of BEFORE_GA3_A4 Region1_Merged_RAW_ch01.tif:07078-07703,27.901,1.453,0.276,24.341,4931.005,4531.298,6.406,5.765,0.592,1.140,0.877,0.913
247,Result of BEFORE_GA3_A4 Region1_Merged_RAW_ch01.tif:07096-08031,16.413,1.809,0.316,19.217,5142.389,4543.469,4.484,4.484,0.559,1.067,0.937,0.899
248,Result of BEFORE_GA3_A4 Region1_Merged_RAW_ch01.tif:07111-05119,15.182,1.589,0.205,20.498,3277.088,4552.436,4.484,5.124,0.454,1.148,0.871,0.822
249,Result of BEFORE_GA3_A4 Region1_Merged_RAW_ch01.tif:07110-07248,40.621,1.474,0.250,29.466,4639.552,4550.515,7.046,7.687,0.588,1.097,0.912,0.908
250,Result of BEFORE_GA3_A4 Region1_Merged_RAW_ch01.tif:07125-07461,36.518,1.928,0.358,28.184,4775.991,4560.123,6.406,7.687,0.578,1.227,0.815,0.922
251,Result of BEFORE_GA3_A4 Region1_Merged_RAW_ch01.tif:07144-03839,36.928,1.482,0.288,28.184,2455.894,4572.934,7.046,7.046,0.584,1.122,0.891,0.900
252,Result of BEFORE_GA3_A4 Region1_Merged_RAW_ch01.tif:07232-03610,1.231,1.402,0.051,5.124,2311.769,4632.506,1.922,0.641,0.589,3.000,0.333,1.000
253,Result of BEFORE_GA3_A4 Region1_Merged_RAW_ch01.tif:07236-08241,12.309,2.001,0.425,15.373,5276.906,4633.146,3.843,3.843,0.654,1.107,0.903,0.909
254,Result of BEFORE_GA3_A4 Region1_Merged_RAW_ch01.tif:07261-03317,3.283,0.907,0.069,11.530,2123.445,4650.442,3.203,1.922,0.310,1.787,0.560,0.667
255,Result of BEFORE_GA3_A4 Region1_Merged_RAW_ch01.tif:07258-02390,46.365,0.916,0.263,30.747,1527.087,4645.317,7.687,7.687,0.616,1.053,0.950,0.926
256,Result of BEFORE_GA3_A4 Region1_Merged_RAW_ch01.tif:07301-07961,3.283,1.778,0.316,11.530,5098.831,4675.423,1.922,2.562,0.310,1.259,0.794,0.727
257,Result of BEFORE_GA3_A4 Region1_Merged_RAW_ch01.tif:07307-06223,81.242,1.410,0.230,42.277,3981.060,4676.064,10.889,9.608,0.571,1.162,0.861,0.927
258,Result of BEFORE_GA3_A4 Region1_Merged_RAW_ch01.tif:07324-05781,3.693,1.446,0.211,8.968,3702.418,4690.156,1.922,2.562,0.577,1.340,0.746,0.857
259,Result of BEFORE_GA3_A4 Region1_Merged_RAW_ch01.tif:07322-03948,85.755,1.620,0.571,43.558,2523.793,4685.032,10.889,10.889,0.568,1.198,0.835,0.923
260,Result of BEFORE_GA3_A4 Region1_Merged_RAW_ch01.tif:07374-03975,0.410,1.176,0.000,2.562,2546.213,4723.465,0.641,0.641,0.785,1.000,1.000,1.000
261,Result of BEFORE_GA3_A4 Region1_Merged_RAW_ch01.tif:07380-07649,11.899,1.532,0.209,15.373,4897.696,4725.387,3.843,3.843,0.633,1.507,0.664,0.921
262,Result of BEFORE_GA3_A4 Region1_Merged_RAW_ch01.tif:07404-06607,10.668,1.844,0.261,16.654,4230.236,4740.760,3.843,4.484,0.483,1.087,0.920,0.788
263,Result of BEFORE_GA3_A4 Region1_Merged_RAW_ch01.tif:07431-07259,9.848,0.940,0.101,15.373,4647.879,4758.055,3.843,3.843,0.524,1.121,0.892,0.842
264,Result of BEFORE_GA3_A4 Region1_Merged_RAW_ch01.tif:07437-07263,2.872,0.960,0.157,11.530,4651.723,4762.539,1.922,2.562,0.271,1.448,0.690,0.737
265,Result of BEFORE_GA3_A4 Region1_Merged_RAW_ch01.tif:07437-05086,14.361,1.339,0.179,21.779,3255.309,4761.898,5.124,3.843,0.380,1.628,0.614,0.805
266,Result of BEFORE_GA3_A4 Region1_Merged_RAW_ch01.tif:07503-06458,27.901,2.081,0.447,24.341,4134.153,4802.894,5.765,6.406,0.592,1.107,0.903,0.913
267,Result of BEFORE_GA3_A4 Region1_Merged_RAW_ch01.tif:07528-04072,35.697,1.250,0.310,28.184,2604.503,4818.908,7.687,6.406,0.565,1.361,0.734,0.892
268,Result of BEFORE_GA3_A4 Region1_Merged_RAW_ch01.tif:07535-05643,23.798,1.923,0.449,23.060,3612.099,4824.032,5.765,5.765,0.562,1.035,0.966,0.885
269,Result of BEFORE_GA3_A4 Region1_Merged_RAW_ch01.tif:07534-07060,45.545,1.189,0.287,30.747,4519.127,4822.111,7.046,8.327,0.605,1.159,0.863,0.917
270,Result of BEFORE_GA3_A4 Region1_Merged_RAW_ch01.tif:07544-08895,27.491,1.378,0.186,24.341,5695.189,4829.157,5.765,6.406,0.583,1.121,0.892,0.912
271,Result of BEFORE_GA3_A4 Region1_Merged_RAW_ch01.tif:07556-07785,26.260,1.212,0.190,24.341,4984.172,4836.844,5.765,6.406,0.557,1.266,0.790,0.889
272,Result of BEFORE_GA3_A4 Region1_Merged_RAW_ch01.tif:07559-06878,16.823,0.720,0.101,20.498,4403.827,4839.406,3.843,5.765,0.503,1.580,0.633,0.882
273,Result of BEFORE_GA3_A4 Region1_Merged_RAW_ch01.tif:07559-04915,22.157,0.882,0.262,28.184,3145.774,4838.765,5.765,7.046,0.351,1.970,0.507,0.777
274,Result of BEFORE_GA3_A4 Region1_Merged_RAW_ch01.tif:07559-06226,39.800,1.086,0.136,29.466,3984.903,4838.125,7.046,7.687,0.576,1.292,0.774,0.894
275,Result of BEFORE_GA3_A4 Region1_Merged_RAW_ch01.tif:07580-07987,7.386,1.636,0.297,11.530,5114.845,4854.139,2.562,3.203,0.698,1.218,0.821,0.947
276,Result of BEFORE_GA3_A4 Region1_Merged_RAW_ch01.tif:07590-05308,24.208,2.037,0.423,21.779,3397.513,4859.263,5.765,5.124,0.641,1.090,0.917,0.929
277,Result of BEFORE_GA3_A4 Region1_Merged_RAW_ch01.tif:07596-05885,13.130,1.737,0.210,15.373,3767.754,4863.747,3.843,3.843,0.698,1.000,1.000,0.941
278,Result of BEFORE_GA3_A4 Region1_Merged_RAW_ch01.tif:07609-06305,2.462,1.009,0.186,8.968,4038.069,4872.715,1.281,2.562,0.385,2.089,0.479,0.800
279,Result of BEFORE_GA3_A4 Region1_Merged_RAW_ch01.tif:07624-05470,0.410,2.200,0.000,2.562,3503.845,4883.604,0.641,0.641,0.785,1.000,1.000,1.000
280,Result of BEFORE_GA3_A4 Region1_Merged_RAW_ch01.tif:07630-05467,0.410,1.385,0.000,2.562,3501.923,4887.447,0.641,0.641,0.785,1.000,1.000,1.000
281,Result of BEFORE_GA3_A4 Region1_Merged_RAW_ch01.tif:07630-05469,0.410,1.357,0.000,2.562,3503.204,4887.447,0.641,0.641,0.785,1.000,1.000,1.000
282,Result of BEFORE_GA3_A4 Region1_Merged_RAW_ch01.tif:07633-04699,9.437,1.277,0.149,15.373,3008.695,4887.447,3.203,4.484,0.502,1.618,0.618,0.821
283,Result of BEFORE_GA3_A4 Region1_Merged_RAW_ch01.tif:07623-05461,120.222,1.090,0.317,105.051,3491.034,4873.355,14.092,19.217,0.137,1.573,0.636,0.633
284,Result of BEFORE_GA3_A4 Region1_Merged_RAW_ch01.tif:07637-05098,17.643,1.231,0.149,20.498,3263.636,4888.729,3.843,6.406,0.528,1.598,0.626,0.887
285,Result of BEFORE_GA3_A4 Region1_Merged_RAW_ch01.tif:07642-02626,29.132,0.810,0.163,25.622,1678.899,4891.931,6.406,6.406,0.558,1.053,0.949,0.882
286,Result of BEFORE_GA3_A4 Region1_Merged_RAW_ch01.tif:07645-05090,16.002,1.430,0.194,17.936,3258.512,4895.134,4.484,4.484,0.625,1.097,0.912,0.918
287,Result of BEFORE_GA3_A4 Region1_Merged_RAW_ch01.tif:07648-04934,59.495,1.406,0.300,37.152,3156.023,4895.134,9.608,8.327,0.542,1.242,0.805,0.898
288,Result of BEFORE_GA3_A4 Region1_Merged_RAW_ch01.tif:07647-02882,72.215,1.130,0.409,43.558,1840.960,4893.212,10.249,10.889,0.478,1.056,0.947,0.889
289,Result of BEFORE_GA3_A4 Region1_Merged_RAW_ch01.tif:07668-03628,73.446,1.371,0.271,38.433,2318.815,4907.305,10.249,8.968,0.625,1.093,0.915,0.940
290,Result of BEFORE_GA3_A4 Region1_Merged_RAW_ch01.tif:07676-07122,0.410,1.227,0.000,2.562,4562.045,4916.913,0.641,0.641,0.785,1.000,1.000,1.000
291,Result of BEFORE_GA3_A4 Region1_Merged_RAW_ch01.tif:07676-07117,5.334,0.869,0.183,14.092,4556.920,4915.632,3.843,2.562,0.338,1.630,0.614,0.703
292,Result of BEFORE_GA3_A4 Region1_Merged_RAW_ch01.tif:07677-07120,0.821,0.804,0.005,3.843,4560.764,4916.913,0.641,1.281,0.698,2.000,0.500,1.000
293,Result of BEFORE_GA3_A4 Region1_Merged_RAW_ch01.tif:07682-07123,0.410,1.000,0.000,2.562,4562.685,4920.756,0.641,0.641,0.785,1.000,1.000,1.000
294,Result of BEFORE_GA3_A4 Region1_Merged_RAW_ch01.tif:07683-07111,1.641,1.568,0.260,5.124,4554.358,4920.756,1.281,1.281,0.785,1.000,1.000,1.000
295,Result of BEFORE_GA3_A4 Region1_Merged_RAW_ch01.tif:07681-06562,46.776,1.079,0.129,32.028,4199.490,4916.273,7.687,7.687,0.573,1.143,0.875,0.908
296,Result of BEFORE_GA3_A4 Region1_Merged_RAW_ch01.tif:07684-07118,4.924,1.762,0.582,16.654,4558.201,4920.116,2.562,3.843,0.223,1.632,0.613,0.600
297,Result of BEFORE_GA3_A4 Region1_Merged_RAW_ch01.tif:07695-07248,1.231,0.556,0.109,5.124,4642.114,4928.443,1.281,1.281,0.589,1.464,0.683,0.857
298,Result of BEFORE_GA3_A4 Region1_Merged_RAW_ch01.tif:07696-07249,0.821,0.711,0.173,3.843,4643.395,4929.084,0.641,1.281,0.698,2.000,0.500,1.000
299,Result of BEFORE_GA3_A4 Region1_Merged_RAW_ch01.tif:07719-07178,24.208,1.893,0.365,23.060,4594.713,4941.895,6.406,5.124,0.572,1.118,0.895,0.881
