 ,Label,Area,Mean,StdDev,Perim.,BX,BY,Width,Height,Circ.,AR,Round,Solidity
69,Result of BEFORE_GA3_A4 Region1_Merged_RAW_ch01.tif:04008-01120,5.334,0.907,0.193,10.249,716.142,2566.070,2.562,2.562,0.638,1.450,0.690,0.897
70,Result of BEFORE_GA3_A4 Region1_Merged_RAW_ch01.tif:04011-09616,23.388,1.848,0.243,23.060,6157.031,2566.711,5.765,5.765,0.553,1.114,0.898,0.864
71,Result of BEFORE_GA3_A4 Region1_Merged_RAW_ch01.tif:04050-06518,32.415,1.969,0.294,26.903,4171.946,2591.052,6.406,7.046,0.563,1.069,0.936,0.888
72,Result of BEFORE_GA3_A4 Region1_Merged_RAW_ch01.tif:04075-06162,16.823,1.686,0.227,20.498,3944.548,2607.706,5.124,5.124,0.503,1.731,0.578,0.863
73,Result of BEFORE_GA3_A4 Region1_Merged_RAW_ch01.tif:04124-03930,68.522,1.892,0.372,37.152,2512.904,2637.172,9.608,8.968,0.624,1.112,0.899,0.938
74,Result of BEFORE_GA3_A4 Region1_Merged_RAW_ch01.tif:04144-03970,1.641,2.771,0.229,7.687,2542.369,2653.826,1.922,1.922,0.349,2.654,0.377,0.667
75,Result of BEFORE_GA3_A4 Region1_Merged_RAW_ch01.tif:04259-07980,6.565,1.430,0.159,14.092,5110.361,2726.209,3.203,3.843,0.415,1.403,0.713,0.744
76,Result of BEFORE_GA3_A4 Region1_Merged_RAW_ch01.tif:04271-06950,39.390,1.474,0.213,33.309,4447.385,2732.615,8.968,7.046,0.446,1.539,0.650,0.869
77,Result of BEFORE_GA3_A4 Region1_Merged_RAW_ch01.tif:04285-08387,29.953,1.448,0.265,24.341,5369.787,2741.583,5.765,6.406,0.635,1.053,0.949,0.924
78,Result of BEFORE_GA3_A4 Region1_Merged_RAW_ch01.tif:04327-10362,2.052,1.640,0.261,8.968,6636.808,2770.408,1.281,2.562,0.321,1.871,0.534,0.714
79,Result of BEFORE_GA3_A4 Region1_Merged_RAW_ch01.tif:04338-04810,34.056,0.999,0.109,26.903,3077.875,2775.532,6.406,7.046,0.591,1.201,0.833,0.912
80,Result of BEFORE_GA3_A4 Region1_Merged_RAW_ch01.tif:04390-01790,42.673,1.050,0.345,34.590,1142.753,2807.560,7.687,8.968,0.448,1.348,0.742,0.852
81,Result of BEFORE_GA3_A4 Region1_Merged_RAW_ch01.tif:04402-07378,1.641,0.980,0.074,6.406,4725.387,2819.090,1.922,1.281,0.503,2.031,0.492,0.800
82,Result of BEFORE_GA3_A4 Region1_Merged_RAW_ch01.tif:04419-06601,21.747,1.883,0.420,21.779,4225.752,2828.058,5.124,5.765,0.576,1.102,0.907,0.883
83,Result of BEFORE_GA3_A4 Region1_Merged_RAW_ch01.tif:04451-06841,26.670,1.635,0.272,25.622,4378.845,2848.556,7.046,5.124,0.511,1.322,0.756,0.884
84,Result of BEFORE_GA3_A4 Region1_Merged_RAW_ch01.tif:04456-05058,9.027,1.822,0.274,14.092,3238.014,2853.039,3.843,3.203,0.571,1.170,0.854,0.863
85,Result of BEFORE_GA3_A4 Region1_Merged_RAW_ch01.tif:04456-07186,17.233,1.701,0.223,20.498,4600.478,2852.399,5.124,4.484,0.515,1.214,0.824,0.884
86,Result of BEFORE_GA3_A4 Region1_Merged_RAW_ch01.tif:04522-07929,42.262,1.674,0.316,29.466,5075.131,2893.395,7.687,7.046,0.612,1.063,0.940,0.924
87,Result of BEFORE_GA3_A4 Region1_Merged_RAW_ch01.tif:04576-07214,18.464,1.227,0.203,20.498,4618.414,2928.625,5.124,5.124,0.552,1.068,0.936,0.874
88,Result of BEFORE_GA3_A4 Region1_Merged_RAW_ch01.tif:04579-07587,14.361,1.550,0.289,16.654,4857.982,2931.187,3.843,4.484,0.651,1.211,0.826,0.909
89,Result of BEFORE_GA3_A4 Region1_Merged_RAW_ch01.tif:04634-01345,90.269,0.877,0.193,43.558,856.424,2963.215,10.889,10.889,0.598,1.018,0.982,0.940
90,Result of BEFORE_GA3_A4 Region1_Merged_RAW_ch01.tif:04644-04757,0.410,1.000,0.000,2.562,3047.128,2974.745,0.641,0.641,0.785,1.000,1.000,1.000
91,Result of BEFORE_GA3_A4 Region1_Merged_RAW_ch01.tif:04643-04755,4.924,0.769,0.089,11.530,3044.566,2972.824,2.562,3.203,0.465,1.305,0.766,0.774
92,Result of BEFORE_GA3_A4 Region1_Merged_RAW_ch01.tif:04659-01428,24.619,1.614,0.391,23.060,911.512,2981.791,6.406,5.124,0.582,1.216,0.822,0.909
93,Result of BEFORE_GA3_A4 Region1_Merged_RAW_ch01.tif:04663-06233,1.231,1.107,0.210,6.406,3991.949,2986.275,1.922,1.281,0.377,2.702,0.370,0.667
94,Result of BEFORE_GA3_A4 Region1_Merged_RAW_ch01.tif:04672-06379,0.410,1.154,0.000,2.562,4086.111,2992.681,0.641,0.641,0.785,1.000,1.000,1.000
95,Result of BEFORE_GA3_A4 Region1_Merged_RAW_ch01.tif:04670-06375,17.233,1.714,0.193,29.466,4080.987,2988.837,5.765,5.765,0.249,1.141,0.876,0.730
96,Result of BEFORE_GA3_A4 Region1_Merged_RAW_ch01.tif:04690-07102,27.901,1.143,0.341,23.060,4546.671,3001.649,5.765,5.765,0.659,1.077,0.928,0.938
97,Result of BEFORE_GA3_A4 Region1_Merged_RAW_ch01.tif:04707-05687,81.242,1.818,0.421,43.558,3637.721,3009.976,10.889,10.249,0.538,1.153,0.867,0.915
98,Result of BEFORE_GA3_A4 Region1_Merged_RAW_ch01.tif:04722-01104,0.410,0.793,0.000,2.562,707.175,3024.709,0.641,0.641,0.785,1.000,1.000,1.000
99,Result of BEFORE_GA3_A4 Region1_Merged_RAW_ch01.tif:04753-04107,18.874,1.818,0.308,20.498,2628.204,3042.004,5.124,5.124,0.565,1.124,0.889,0.876
100,Result of BEFORE_GA3_A4 Region1_Merged_RAW_ch01.tif:04764-04234,3.693,1.610,0.232,8.968,2711.476,3050.331,1.922,2.562,0.577,1.817,0.550,0.857
101,Result of BEFORE_GA3_A4 Region1_Merged_RAW_ch01.tif:04830-02583,19.285,1.876,0.230,20.498,1651.996,3091.327,5.124,5.124,0.577,1.174,0.852,0.887
102,Result of BEFORE_GA3_A4 Region1_Merged_RAW_ch01.tif:04833-08341,0.821,1.777,0.456,3.843,5342.243,3095.810,1.281,0.641,0.698,2.000,0.500,1.000
103,Result of BEFORE_GA3_A4 Region1_Merged_RAW_ch01.tif:04901-05890,31.594,1.506,0.201,25.622,3769.676,3136.166,6.406,6.406,0.605,1.041,0.961,0.911
104,Result of BEFORE_GA3_A4 Region1_Merged_RAW_ch01.tif:04906-06405,50.468,1.154,0.214,30.747,4099.563,3138.728,7.046,8.327,0.671,1.222,0.818,0.943
105,Result of BEFORE_GA3_A4 Region1_Merged_RAW_ch01.tif:04937-02387,10.258,1.730,0.245,15.373,1527.087,3161.147,4.484,3.203,0.545,1.534,0.652,0.847
106,Result of BEFORE_GA3_A4 Region1_Merged_RAW_ch01.tif:04971-08284,11.078,1.457,0.179,16.654,5304.450,3182.286,3.843,3.843,0.502,1.105,0.905,0.844
107,Result of BEFORE_GA3_A4 Region1_Merged_RAW_ch01.tif:04975-02817,37.749,1.382,0.241,28.184,1800.605,3183.567,7.687,6.406,0.597,1.215,0.823,0.911
108,Result of BEFORE_GA3_A4 Region1_Merged_RAW_ch01.tif:04977-06022,25.439,1.228,0.175,25.622,3854.230,3185.488,7.046,5.765,0.487,1.346,0.743,0.855
109,Result of BEFORE_GA3_A4 Region1_Merged_RAW_ch01.tif:04996-07911,66.881,1.021,0.127,37.152,5062.319,3196.378,10.249,8.327,0.609,1.237,0.809,0.931
110,Result of BEFORE_GA3_A4 Region1_Merged_RAW_ch01.tif:05005-05581,0.821,1.036,0.051,5.124,3574.306,3205.346,1.281,1.281,0.393,2.646,0.378,0.667
111,Result of BEFORE_GA3_A4 Region1_Merged_RAW_ch01.tif:05032-07512,32.004,1.582,0.291,25.622,4808.659,3220.078,6.406,6.406,0.613,1.146,0.873,0.923
112,Result of BEFORE_GA3_A4 Region1_Merged_RAW_ch01.tif:05079-04146,32.415,0.871,0.113,28.184,2652.545,3249.544,6.406,7.687,0.513,1.158,0.864,0.878
113,Result of BEFORE_GA3_A4 Region1_Merged_RAW_ch01.tif:05108-04813,84.935,1.442,0.310,44.839,3077.875,3266.839,10.249,10.889,0.531,1.054,0.949,0.926
114,Result of BEFORE_GA3_A4 Region1_Merged_RAW_ch01.tif:05122-05317,1.231,1.552,0.114,5.124,3405.199,3280.291,1.281,1.281,0.589,1.464,0.683,0.857
115,Result of BEFORE_GA3_A4 Region1_Merged_RAW_ch01.tif:05122-05320,4.103,1.321,0.126,10.249,3406.480,3279.650,2.562,2.562,0.491,1.137,0.880,0.800
116,Result of BEFORE_GA3_A4 Region1_Merged_RAW_ch01.tif:05166-04577,55.803,1.250,0.192,34.590,2927.344,3305.272,8.968,8.327,0.586,1.221,0.819,0.910
117,Result of BEFORE_GA3_A4 Region1_Merged_RAW_ch01.tif:05204-02678,0.410,1.375,0.000,2.562,1715.411,3333.457,0.641,0.641,0.785,1.000,1.000,1.000
118,Result of BEFORE_GA3_A4 Region1_Merged_RAW_ch01.tif:05247-06764,68.112,1.303,0.171,43.558,4328.242,3355.876,9.608,10.249,0.451,1.083,0.924,0.885
119,Result of BEFORE_GA3_A4 Region1_Merged_RAW_ch01.tif:05261-02591,12.309,2.565,0.408,15.373,1657.761,3368.047,3.843,3.843,0.654,1.243,0.805,0.923
120,Result of BEFORE_GA3_A4 Region1_Merged_RAW_ch01.tif:05269-06531,67.702,1.172,0.227,39.715,4178.992,3370.609,9.608,9.608,0.539,1.052,0.951,0.904
121,Result of BEFORE_GA3_A4 Region1_Merged_RAW_ch01.tif:05282-05949,23.798,1.548,0.220,21.779,3808.109,3380.858,5.124,5.765,0.630,1.291,0.775,0.921
122,Result of BEFORE_GA3_A4 Region1_Merged_RAW_ch01.tif:05304-04735,0.821,1.808,0.272,5.124,3032.395,3396.872,1.281,1.281,0.393,2.646,0.378,0.667
123,Result of BEFORE_GA3_A4 Region1_Merged_RAW_ch01.tif:05316-03069,7.386,1.590,0.258,12.811,1964.587,3403.918,3.203,3.203,0.565,1.675,0.597,0.857
124,Result of BEFORE_GA3_A4 Region1_Merged_RAW_ch01.tif:05322-03065,0.821,1.161,0.302,3.843,1962.666,3409.043,1.281,0.641,0.698,2.000,0.500,1.000
125,Result of BEFORE_GA3_A4 Region1_Merged_RAW_ch01.tif:05323-05427,0.410,1.389,0.000,2.562,3476.301,3409.683,0.641,0.641,0.785,1.000,1.000,1.000
126,Result of BEFORE_GA3_A4 Region1_Merged_RAW_ch01.tif:05323-05429,2.052,1.422,0.060,10.249,3476.942,3408.402,1.281,3.203,0.245,2.538,0.394,0.556
127,Result of BEFORE_GA3_A4 Region1_Merged_RAW_ch01.tif:05373-03029,33.646,1.479,0.272,26.903,1937.043,3438.508,6.406,7.046,0.584,1.197,0.836,0.901
128,Result of BEFORE_GA3_A4 Region1_Merged_RAW_ch01.tif:05402-04282,37.338,1.540,0.189,33.309,2739.661,3457.084,7.046,7.046,0.423,1.017,0.983,0.875
129,Result of BEFORE_GA3_A4 Region1_Merged_RAW_ch01.tif:05404-08011,24.208,1.286,0.250,23.060,5128.937,3459.006,5.765,5.765,0.572,1.054,0.948,0.881
130,Result of BEFORE_GA3_A4 Region1_Merged_RAW_ch01.tif:05407-06548,88.217,1.267,0.232,40.996,4189.881,3458.366,9.608,10.889,0.660,1.154,0.867,0.953
131,Result of BEFORE_GA3_A4 Region1_Merged_RAW_ch01.tif:05432-05256,4.103,0.723,0.097,8.968,3366.125,3478.223,1.922,2.562,0.641,1.551,0.645,0.909
132,Result of BEFORE_GA3_A4 Region1_Merged_RAW_ch01.tif:05430-03161,57.444,1.121,0.458,34.590,2020.316,3474.379,8.968,8.327,0.603,1.136,0.881,0.918
133,Result of BEFORE_GA3_A4 Region1_Merged_RAW_ch01.tif:05444-07250,59.495,1.629,0.253,35.871,4640.193,3482.707,8.327,8.968,0.581,1.284,0.779,0.932
134,Result of BEFORE_GA3_A4 Region1_Merged_RAW_ch01.tif:05450-03306,18.464,1.735,0.362,24.341,2115.118,3488.472,5.124,5.124,0.392,1.317,0.760,0.811
135,Result of BEFORE_GA3_A4 Region1_Merged_RAW_ch01.tif:05449-02403,32.004,1.709,0.420,26.903,1536.055,3487.191,6.406,7.046,0.556,1.160,0.862,0.891
136,Result of BEFORE_GA3_A4 Region1_Merged_RAW_ch01.tif:05535-05988,6.565,1.042,0.124,15.373,3834.372,3543.560,3.203,3.843,0.349,2.189,0.457,0.800
137,Result of BEFORE_GA3_A4 Region1_Merged_RAW_ch01.tif:05537-01586,9.848,0.707,0.103,29.466,1013.361,3544.200,5.124,5.124,0.143,1.129,0.886,0.527
138,Result of BEFORE_GA3_A4 Region1_Merged_RAW_ch01.tif:05568-06397,0.821,1.517,0.259,3.843,4097.641,3565.979,0.641,1.281,0.698,2.000,0.500,1.000
139,Result of BEFORE_GA3_A4 Region1_Merged_RAW_ch01.tif:05590-04567,18.464,0.809,0.076,19.217,2923.501,3578.150,4.484,5.124,0.628,1.110,0.901,0.900
140,Result of BEFORE_GA3_A4 Region1_Merged_RAW_ch01.tif:05613-05171,20.926,1.704,0.317,21.779,3310.397,3592.242,4.484,6.406,0.554,1.471,0.680,0.879
141,Result of BEFORE_GA3_A4 Region1_Merged_RAW_ch01.tif:05647-08488,36.928,0.939,0.193,28.184,5433.842,3613.380,6.406,7.687,0.584,1.134,0.882,0.914
142,Result of BEFORE_GA3_A4 Region1_Merged_RAW_ch01.tif:05660-06529,1.231,1.764,0.380,6.406,4181.554,3624.910,1.922,1.281,0.377,2.702,0.370,0.667
143,Result of BEFORE_GA3_A4 Region1_Merged_RAW_ch01.tif:05661-06531,2.462,1.765,0.197,11.530,4182.195,3624.910,2.562,2.562,0.233,2.402,0.416,0.571
144,Result of BEFORE_GA3_A4 Region1_Merged_RAW_ch01.tif:05663-03694,13.540,1.260,0.151,19.217,2364.295,3624.910,4.484,5.124,0.461,1.291,0.774,0.795
145,Result of BEFORE_GA3_A4 Region1_Merged_RAW_ch01.tif:05693-06848,26.260,1.082,0.168,23.060,4383.329,3644.127,6.406,5.124,0.621,1.223,0.817,0.908
146,Result of BEFORE_GA3_A4 Region1_Merged_RAW_ch01.tif:05691-05400,75.087,1.261,0.182,38.433,3453.882,3640.924,10.249,8.968,0.639,1.167,0.857,0.943
147,Result of BEFORE_GA3_A4 Region1_Merged_RAW_ch01.tif:05743-05963,9.848,1.735,0.266,15.373,3818.358,3676.795,3.203,4.484,0.524,1.264,0.791,0.842
148,Result of BEFORE_GA3_A4 Region1_Merged_RAW_ch01.tif:05751-08940,11.489,2.116,0.296,16.654,5724.655,3681.920,3.843,4.484,0.521,1.286,0.778,0.848
149,Result of BEFORE_GA3_A4 Region1_Merged_RAW_ch01.tif:05766-05561,15.182,1.675,0.274,16.654,3560.214,3691.528,4.484,3.843,0.688,1.187,0.842,0.937
