 ,Label,Area,Mean,StdDev,Perim.,BX,BY,Width,Height,Circ.,AR,Round,Solidity
152,Result of BEFORE_GA3_A1 Region1_Merged_RAW_ch01.tif:04743-08593,1.929E-4,1.571,0.000,0.056,119.347,65.875,0.014,0.014,0.785,1.000,1.000,1.000
153,Result of BEFORE_GA3_A1 Region1_Merged_RAW_ch01.tif:04743-05037,0.008,0.645,0.065,0.444,69.903,65.833,0.125,0.097,0.479,1.323,0.756,0.821
154,Result of BEFORE_GA3_A1 Region1_Merged_RAW_ch01.tif:04741-05926,0.024,0.838,0.150,0.722,82.222,65.764,0.181,0.181,0.572,1.039,0.963,0.901
155,Result of BEFORE_GA3_A1 Region1_Merged_RAW_ch01.tif:04745-08595,0.003,1.346,0.198,0.278,119.347,65.875,0.069,0.069,0.471,1.032,0.969,0.769
156,Result of BEFORE_GA3_A1 Region1_Merged_RAW_ch01.tif:04759-09901,0.008,1.740,0.440,0.417,137.472,66.042,0.097,0.111,0.614,1.118,0.894,0.917
157,Result of BEFORE_GA3_A1 Region1_Merged_RAW_ch01.tif:04762-02497,0.010,1.680,0.284,0.472,34.625,66.083,0.125,0.111,0.576,1.139,0.878,0.891
158,Result of BEFORE_GA3_A1 Region1_Merged_RAW_ch01.tif:04772-07471,0.002,1.612,0.144,0.222,103.750,66.250,0.042,0.069,0.540,1.772,0.564,0.846
159,Result of BEFORE_GA3_A1 Region1_Merged_RAW_ch01.tif:04778-07682,0.013,1.812,0.354,0.500,106.625,66.306,0.139,0.111,0.650,1.277,0.783,0.944
160,Result of BEFORE_GA3_A1 Region1_Merged_RAW_ch01.tif:04785-06801,3.858E-4,1.768,0.025,0.083,94.444,66.458,0.028,0.014,0.698,2.000,0.500,1.000
161,Result of BEFORE_GA3_A1 Region1_Merged_RAW_ch01.tif:04787-06796,0.001,1.874,0.154,0.167,94.361,66.472,0.056,0.028,0.524,1.809,0.553,0.857
162,Result of BEFORE_GA3_A1 Region1_Merged_RAW_ch01.tif:04795-09286,0.012,1.590,0.238,0.472,128.917,66.542,0.111,0.125,0.674,1.134,0.882,0.947
163,Result of BEFORE_GA3_A1 Region1_Merged_RAW_ch01.tif:04828-03520,0.010,1.317,0.183,0.528,48.833,67.000,0.111,0.125,0.461,1.227,0.815,0.862
164,Result of BEFORE_GA3_A1 Region1_Merged_RAW_ch01.tif:04845-07811,0.004,1.102,0.111,0.306,108.458,67.250,0.069,0.083,0.597,1.497,0.668,0.885
165,Result of BEFORE_GA3_A1 Region1_Merged_RAW_ch01.tif:04882-05171,0.002,0.989,0.120,0.194,71.792,67.792,0.056,0.042,0.577,1.340,0.746,0.857
166,Result of BEFORE_GA3_A1 Region1_Merged_RAW_ch01.tif:04908-02806,0.010,1.092,0.135,0.444,38.917,68.111,0.111,0.111,0.638,1.067,0.938,0.920
167,Result of BEFORE_GA3_A1 Region1_Merged_RAW_ch01.tif:04938-03217,0.018,0.835,0.141,0.667,44.597,68.514,0.181,0.139,0.496,1.623,0.616,0.901
168,Result of BEFORE_GA3_A1 Region1_Merged_RAW_ch01.tif:04940-04747,0.006,1.389,0.161,0.361,65.889,68.569,0.083,0.097,0.558,1.268,0.789,0.870
169,Result of BEFORE_GA3_A1 Region1_Merged_RAW_ch01.tif:04947-03218,0.003,1.068,0.153,0.250,44.653,68.694,0.083,0.042,0.582,2.148,0.466,0.909
170,Result of BEFORE_GA3_A1 Region1_Merged_RAW_ch01.tif:04958-02158,0.013,3.018,0.746,0.528,29.903,68.806,0.139,0.125,0.583,1.140,0.877,0.899
171,Result of BEFORE_GA3_A1 Region1_Merged_RAW_ch01.tif:04977-10314,0.008,1.471,0.243,0.444,143.208,69.069,0.097,0.111,0.491,1.220,0.820,0.833
172,Result of BEFORE_GA3_A1 Region1_Merged_RAW_ch01.tif:04981-05300,0.037,1.263,0.191,1.056,73.458,69.097,0.319,0.181,0.420,1.827,0.547,0.862
173,Result of BEFORE_GA3_A1 Region1_Merged_RAW_ch01.tif:05004-05616,0.016,0.796,0.103,0.667,77.931,69.431,0.153,0.153,0.453,1.174,0.852,0.860
174,Result of BEFORE_GA3_A1 Region1_Merged_RAW_ch01.tif:05020-04605,0.015,0.921,0.178,0.556,63.889,69.653,0.139,0.139,0.628,1.098,0.911,0.920
175,Result of BEFORE_GA3_A1 Region1_Merged_RAW_ch01.tif:05027-01133,0.030,1.727,0.330,0.833,15.639,69.722,0.194,0.208,0.545,1.063,0.940,0.915
176,Result of BEFORE_GA3_A1 Region1_Merged_RAW_ch01.tif:05046-05596,0.005,1.403,0.143,0.306,77.681,70.056,0.083,0.069,0.675,1.184,0.845,0.929
177,Result of BEFORE_GA3_A1 Region1_Merged_RAW_ch01.tif:05049-07401,5.787E-4,1.463,0.032,0.111,102.778,70.111,0.028,0.028,0.589,1.464,0.683,0.857
178,Result of BEFORE_GA3_A1 Region1_Merged_RAW_ch01.tif:05046-09569,0.005,1.297,0.173,0.472,132.861,70.042,0.097,0.097,0.304,1.615,0.619,0.737
179,Result of BEFORE_GA3_A1 Region1_Merged_RAW_ch01.tif:05051-07401,1.929E-4,1.500,0.000,0.056,102.792,70.153,0.014,0.014,0.785,1.000,1.000,1.000
180,Result of BEFORE_GA3_A1 Region1_Merged_RAW_ch01.tif:05047-01511,0.027,0.962,0.132,0.861,20.861,70.014,0.250,0.167,0.451,1.684,0.594,0.852
181,Result of BEFORE_GA3_A1 Region1_Merged_RAW_ch01.tif:05062-10169,0.011,1.097,0.192,0.500,141.181,70.250,0.125,0.125,0.572,1.098,0.910,0.894
182,Result of BEFORE_GA3_A1 Region1_Merged_RAW_ch01.tif:05067-08548,0.005,0.701,0.074,0.361,118.681,70.333,0.097,0.083,0.465,1.840,0.544,0.806
183,Result of BEFORE_GA3_A1 Region1_Merged_RAW_ch01.tif:05083-04431,0.009,0.773,0.087,0.472,61.486,70.542,0.125,0.111,0.489,1.542,0.648,0.826
184,Result of BEFORE_GA3_A1 Region1_Merged_RAW_ch01.tif:05087-02389,0.001,1.666,0.264,0.194,33.153,70.639,0.056,0.042,0.385,1.528,0.655,0.667
185,Result of BEFORE_GA3_A1 Region1_Merged_RAW_ch01.tif:05100-07123,1.929E-4,1.667,0.000,0.056,98.931,70.833,0.014,0.014,0.785,1.000,1.000,1.000
186,Result of BEFORE_GA3_A1 Region1_Merged_RAW_ch01.tif:05098-04718,0.011,0.934,0.105,0.500,65.472,70.750,0.125,0.125,0.543,1.130,0.885,0.868
187,Result of BEFORE_GA3_A1 Region1_Merged_RAW_ch01.tif:05112-08852,0.005,1.390,0.289,0.333,122.903,70.958,0.083,0.083,0.567,1.270,0.787,0.881
188,Result of BEFORE_GA3_A1 Region1_Merged_RAW_ch01.tif:05141-04612,0.004,1.607,0.336,0.278,64.028,71.375,0.069,0.069,0.628,1.083,0.923,0.889
189,Result of BEFORE_GA3_A1 Region1_Merged_RAW_ch01.tif:05155-04677,0.006,2.501,0.377,0.361,64.917,71.556,0.097,0.083,0.613,1.213,0.825,0.904
190,Result of BEFORE_GA3_A1 Region1_Merged_RAW_ch01.tif:05174-09148,0.008,1.182,0.158,0.417,127.014,71.806,0.083,0.125,0.572,1.687,0.593,0.901
191,Result of BEFORE_GA3_A1 Region1_Merged_RAW_ch01.tif:05176-01552,0.010,1.208,0.153,0.472,21.500,71.833,0.125,0.111,0.587,1.183,0.845,0.885
192,Result of BEFORE_GA3_A1 Region1_Merged_RAW_ch01.tif:05183-04478,0.008,1.393,0.280,0.472,62.153,71.931,0.097,0.125,0.435,1.559,0.642,0.825
193,Result of BEFORE_GA3_A1 Region1_Merged_RAW_ch01.tif:05212-08847,0.035,0.861,0.096,0.917,122.778,72.264,0.208,0.250,0.516,1.445,0.692,0.891
194,Result of BEFORE_GA3_A1 Region1_Merged_RAW_ch01.tif:05227-08830,0.021,0.865,0.107,1.306,122.528,72.486,0.222,0.236,0.155,2.129,0.470,0.612
195,Result of BEFORE_GA3_A1 Region1_Merged_RAW_ch01.tif:05238-01935,3.858E-4,1.484,0.134,0.083,26.861,72.750,0.028,0.014,0.698,2.000,0.500,1.000
196,Result of BEFORE_GA3_A1 Region1_Merged_RAW_ch01.tif:05238-01935,0.002,1.401,0.126,0.250,26.847,72.722,0.056,0.069,0.465,1.504,0.665,0.800
197,Result of BEFORE_GA3_A1 Region1_Merged_RAW_ch01.tif:05244-08138,0.008,1.743,0.417,0.417,112.986,72.778,0.097,0.111,0.572,1.153,0.868,0.882
198,Result of BEFORE_GA3_A1 Region1_Merged_RAW_ch01.tif:05251-08182,0.013,1.439,0.310,0.611,113.583,72.861,0.125,0.139,0.441,1.080,0.926,0.866
199,Result of BEFORE_GA3_A1 Region1_Merged_RAW_ch01.tif:05269-04933,0.014,1.542,0.478,0.556,68.444,73.111,0.139,0.139,0.558,1.386,0.721,0.893
200,Result of BEFORE_GA3_A1 Region1_Merged_RAW_ch01.tif:05274-10985,0.006,1.641,0.295,0.389,152.514,73.208,0.111,0.083,0.481,1.555,0.643,0.845
201,Result of BEFORE_GA3_A1 Region1_Merged_RAW_ch01.tif:05300-08592,0.014,1.855,0.305,0.556,119.264,73.542,0.139,0.139,0.550,1.130,0.885,0.881
202,Result of BEFORE_GA3_A1 Region1_Merged_RAW_ch01.tif:05369-06740,5.787E-4,1.550,0.284,0.111,93.597,74.556,0.028,0.028,0.589,1.464,0.683,0.857
203,Result of BEFORE_GA3_A1 Region1_Merged_RAW_ch01.tif:05372-06738,9.645E-4,1.553,0.119,0.139,93.569,74.597,0.042,0.028,0.628,1.553,0.644,0.909
204,Result of BEFORE_GA3_A1 Region1_Merged_RAW_ch01.tif:05369-03020,0.025,1.131,0.178,0.722,41.861,74.486,0.181,0.181,0.600,1.015,0.985,0.918
205,Result of BEFORE_GA3_A1 Region1_Merged_RAW_ch01.tif:05373-02964,0.034,1.015,0.225,1.000,41.042,74.514,0.264,0.222,0.422,1.417,0.706,0.861
206,Result of BEFORE_GA3_A1 Region1_Merged_RAW_ch01.tif:05401-08546,0.019,1.153,0.193,0.694,118.611,74.931,0.181,0.167,0.508,1.266,0.790,0.878
207,Result of BEFORE_GA3_A1 Region1_Merged_RAW_ch01.tif:05453-03153,1.929E-4,1.200,0.000,0.056,43.792,75.736,0.014,0.014,0.785,1.000,1.000,1.000
208,Result of BEFORE_GA3_A1 Region1_Merged_RAW_ch01.tif:05448-03156,0.029,0.885,0.258,0.833,43.736,75.583,0.208,0.181,0.527,1.175,0.851,0.907
209,Result of BEFORE_GA3_A1 Region1_Merged_RAW_ch01.tif:05525-10187,0.008,1.637,0.279,0.444,141.444,76.681,0.097,0.125,0.491,1.136,0.880,0.800
210,Result of BEFORE_GA3_A1 Region1_Merged_RAW_ch01.tif:05555-08983,3.858E-4,1.176,0.083,0.111,124.750,77.139,0.028,0.028,0.393,2.646,0.378,0.667
211,Result of BEFORE_GA3_A1 Region1_Merged_RAW_ch01.tif:05557-01601,0.011,1.348,0.218,0.472,22.181,77.125,0.125,0.111,0.630,1.066,0.938,0.921
212,Result of BEFORE_GA3_A1 Region1_Merged_RAW_ch01.tif:05559-04692,0.015,0.725,0.076,0.611,65.097,77.139,0.153,0.139,0.506,1.364,0.733,0.876
213,Result of BEFORE_GA3_A1 Region1_Merged_RAW_ch01.tif:05595-09134,1.929E-4,1.062,0.000,0.056,126.861,77.708,0.014,0.014,0.785,1.000,1.000,1.000
214,Result of BEFORE_GA3_A1 Region1_Merged_RAW_ch01.tif:05601-04387,0.041,1.305,0.216,0.944,60.833,77.653,0.194,0.278,0.582,1.434,0.697,0.930
215,Result of BEFORE_GA3_A1 Region1_Merged_RAW_ch01.tif:05612-03518,0.013,0.990,0.102,0.528,48.806,77.875,0.125,0.139,0.583,1.222,0.819,0.893
216,Result of BEFORE_GA3_A1 Region1_Merged_RAW_ch01.tif:05618-05387,0.005,1.642,0.226,0.361,74.778,77.986,0.097,0.083,0.465,1.498,0.668,0.806
217,Result of BEFORE_GA3_A1 Region1_Merged_RAW_ch01.tif:05640-04246,0.020,0.779,0.089,0.667,58.889,78.250,0.167,0.167,0.556,1.250,0.800,0.891
218,Result of BEFORE_GA3_A1 Region1_Merged_RAW_ch01.tif:05666-04332,0.005,1.478,0.147,0.333,60.125,78.653,0.083,0.083,0.567,1.093,0.915,0.852
219,Result of BEFORE_GA3_A1 Region1_Merged_RAW_ch01.tif:05695-04836,0.007,1.117,0.160,0.361,67.125,79.056,0.083,0.097,0.632,1.076,0.930,0.907
220,Result of BEFORE_GA3_A1 Region1_Merged_RAW_ch01.tif:05714-08139,0.002,1.526,0.218,0.222,113.014,79.333,0.056,0.056,0.540,1.139,0.878,0.815
221,Result of BEFORE_GA3_A1 Region1_Merged_RAW_ch01.tif:05720-02144,1.929E-4,0.885,0.000,0.056,29.778,79.444,0.014,0.014,0.785,1.000,1.000,1.000
222,Result of BEFORE_GA3_A1 Region1_Merged_RAW_ch01.tif:05721-02147,0.008,1.333,0.271,0.417,29.764,79.417,0.111,0.097,0.572,1.155,0.866,0.901
223,Result of BEFORE_GA3_A1 Region1_Merged_RAW_ch01.tif:05752-09457,0.021,1.311,0.320,0.639,131.278,79.806,0.153,0.167,0.641,1.093,0.915,0.923
224,Result of BEFORE_GA3_A1 Region1_Merged_RAW_ch01.tif:05762-02203,0.007,1.498,0.225,0.361,30.556,79.986,0.097,0.083,0.632,1.233,0.811,0.895
225,Result of BEFORE_GA3_A1 Region1_Merged_RAW_ch01.tif:05773-07161,0.012,0.905,0.119,0.500,99.403,80.125,0.125,0.125,0.591,1.234,0.810,0.904
226,Result of BEFORE_GA3_A1 Region1_Merged_RAW_ch01.tif:05776-07672,0.019,1.018,0.142,0.667,106.472,80.139,0.167,0.167,0.551,1.268,0.788,0.898
227,Result of BEFORE_GA3_A1 Region1_Merged_RAW_ch01.tif:05813-05953,0.034,0.874,0.123,0.861,82.583,80.639,0.208,0.208,0.572,1.093,0.915,0.926
228,Result of BEFORE_GA3_A1 Region1_Merged_RAW_ch01.tif:05831-08076,0.019,1.251,0.224,0.611,112.097,80.917,0.153,0.153,0.649,1.052,0.950,0.930
229,Result of BEFORE_GA3_A1 Region1_Merged_RAW_ch01.tif:05831-04942,0.033,0.807,0.135,0.833,68.542,80.875,0.194,0.222,0.604,1.161,0.862,0.925
230,Result of BEFORE_GA3_A1 Region1_Merged_RAW_ch01.tif:05861-06788,9.645E-4,0.754,0.077,0.139,94.264,81.389,0.042,0.028,0.628,1.553,0.644,0.909
231,Result of BEFORE_GA3_A1 Region1_Merged_RAW_ch01.tif:05868-03131,0.025,2.041,0.559,0.722,43.403,81.403,0.167,0.194,0.595,1.341,0.746,0.924
232,Result of BEFORE_GA3_A1 Region1_Merged_RAW_ch01.tif:05892-05434,0.026,0.941,0.326,0.778,75.389,81.736,0.181,0.194,0.549,1.147,0.872,0.910
233,Result of BEFORE_GA3_A1 Region1_Merged_RAW_ch01.tif:05901-03810,0.006,1.375,0.179,0.333,52.875,81.917,0.083,0.083,0.676,1.090,0.918,0.925
234,Result of BEFORE_GA3_A1 Region1_Merged_RAW_ch01.tif:05917-10526,0.038,1.190,0.248,0.917,146.097,82.069,0.208,0.236,0.563,1.138,0.879,0.926
235,Result of BEFORE_GA3_A1 Region1_Merged_RAW_ch01.tif:05926-03770,0.028,1.135,0.266,0.806,52.278,82.208,0.181,0.208,0.534,1.222,0.818,0.891
236,Result of BEFORE_GA3_A1 Region1_Merged_RAW_ch01.tif:05926-09465,0.031,1.016,0.263,0.889,131.347,82.208,0.222,0.208,0.491,1.167,0.857,0.877
237,Result of BEFORE_GA3_A1 Region1_Merged_RAW_ch01.tif:05939-08449,0.005,1.547,0.253,0.361,117.292,82.458,0.111,0.069,0.483,1.826,0.548,0.839
238,Result of BEFORE_GA3_A1 Region1_Merged_RAW_ch01.tif:05951-00367,0.004,1.325,0.150,0.306,5.056,82.625,0.083,0.069,0.597,1.063,0.941,0.868
239,Result of BEFORE_GA3_A1 Region1_Merged_RAW_ch01.tif:05953-07794,0.020,1.608,0.362,0.639,108.167,82.611,0.167,0.153,0.618,1.045,0.957,0.924
240,Result of BEFORE_GA3_A1 Region1_Merged_RAW_ch01.tif:05970-02415,1.929E-4,1.200,0.000,0.056,33.542,82.917,0.014,0.014,0.785,1.000,1.000,1.000
241,Result of BEFORE_GA3_A1 Region1_Merged_RAW_ch01.tif:05969-03915,0.003,0.893,0.078,0.278,54.333,82.875,0.083,0.056,0.503,1.681,0.595,0.821
242,Result of BEFORE_GA3_A1 Region1_Merged_RAW_ch01.tif:05970-09106,0.008,0.982,0.164,0.444,126.417,82.875,0.111,0.097,0.540,1.181,0.846,0.889
243,Result of BEFORE_GA3_A1 Region1_Merged_RAW_ch01.tif:05968-02408,0.027,0.734,0.127,0.917,33.361,82.764,0.181,0.264,0.404,1.629,0.614,0.807
244,Result of BEFORE_GA3_A1 Region1_Merged_RAW_ch01.tif:05979-06522,1.929E-4,0.690,0.000,0.056,90.583,83.042,0.014,0.014,0.785,1.000,1.000,1.000
245,Result of BEFORE_GA3_A1 Region1_Merged_RAW_ch01.tif:05979-06526,1.929E-4,0.630,0.000,0.056,90.639,83.042,0.014,0.014,0.785,1.000,1.000,1.000
246,Result of BEFORE_GA3_A1 Region1_Merged_RAW_ch01.tif:05990-02541,0.012,1.366,0.192,0.472,35.236,83.139,0.111,0.125,0.652,1.160,0.862,0.923
247,Result of BEFORE_GA3_A1 Region1_Merged_RAW_ch01.tif:05989-02819,0.019,2.050,0.346,0.639,39.083,83.097,0.153,0.167,0.582,1.077,0.929,0.912
248,Result of BEFORE_GA3_A1 Region1_Merged_RAW_ch01.tif:06072-05525,0.006,1.692,0.284,0.333,76.694,84.292,0.083,0.083,0.654,1.244,0.804,0.909
249,Result of BEFORE_GA3_A1 Region1_Merged_RAW_ch01.tif:06068-09297,0.036,1.057,0.152,0.889,129.028,84.167,0.208,0.236,0.580,1.176,0.850,0.922
250,Result of BEFORE_GA3_A1 Region1_Merged_RAW_ch01.tif:06088-02159,0.004,0.965,0.134,0.306,29.958,84.514,0.069,0.083,0.571,1.311,0.763,0.880
251,Result of BEFORE_GA3_A1 Region1_Merged_RAW_ch01.tif:06096-07581,0.002,1.062,0.102,0.222,105.278,84.639,0.042,0.069,0.491,2.041,0.490,0.800
252,Result of BEFORE_GA3_A1 Region1_Merged_RAW_ch01.tif:06104-04227,0.006,1.646,0.258,0.361,58.681,84.722,0.069,0.111,0.558,1.428,0.700,0.882
253,Result of BEFORE_GA3_A1 Region1_Merged_RAW_ch01.tif:06106-00239,0.006,1.177,0.189,0.361,3.278,84.764,0.083,0.097,0.539,1.129,0.886,0.853
254,Result of BEFORE_GA3_A1 Region1_Merged_RAW_ch01.tif:06115-00282,0.012,1.973,0.340,0.500,3.861,84.875,0.125,0.125,0.582,1.151,0.869,0.896
255,Result of BEFORE_GA3_A1 Region1_Merged_RAW_ch01.tif:06120-04197,0.014,1.136,0.198,0.528,58.236,84.931,0.125,0.139,0.618,1.051,0.951,0.904
256,Result of BEFORE_GA3_A1 Region1_Merged_RAW_ch01.tif:06135-02486,0.011,1.322,0.191,0.500,34.458,85.153,0.139,0.111,0.572,1.416,0.706,0.894
257,Result of BEFORE_GA3_A1 Region1_Merged_RAW_ch01.tif:06138-03168,0.004,1.444,0.242,0.278,43.972,85.222,0.069,0.069,0.597,1.100,0.909,0.864
258,Result of BEFORE_GA3_A1 Region1_Merged_RAW_ch01.tif:06142-08143,0.003,1.675,0.296,0.361,113.056,85.278,0.097,0.069,0.335,1.420,0.704,0.706
259,Result of BEFORE_GA3_A1 Region1_Merged_RAW_ch01.tif:06141-08515,0.009,2.088,0.326,0.417,118.208,85.250,0.111,0.097,0.628,1.144,0.874,0.918
260,Result of BEFORE_GA3_A1 Region1_Merged_RAW_ch01.tif:06152-07655,0.009,1.556,0.240,0.528,106.264,85.389,0.125,0.111,0.426,1.208,0.828,0.824
261,Result of BEFORE_GA3_A1 Region1_Merged_RAW_ch01.tif:06158-04187,0.006,2.595,0.463,0.361,58.111,85.486,0.097,0.083,0.558,1.195,0.837,0.857
262,Result of BEFORE_GA3_A1 Region1_Merged_RAW_ch01.tif:06167-02256,9.645E-4,1.105,0.113,0.139,31.319,85.639,0.028,0.042,0.628,1.553,0.644,0.909
263,Result of BEFORE_GA3_A1 Region1_Merged_RAW_ch01.tif:06167-02092,0.016,0.706,0.088,0.667,28.986,85.569,0.139,0.167,0.453,1.280,0.781,0.860
264,Result of BEFORE_GA3_A1 Region1_Merged_RAW_ch01.tif:06185-04334,0.006,1.861,0.452,0.361,60.153,85.861,0.083,0.097,0.539,1.166,0.857,0.841
265,Result of BEFORE_GA3_A1 Region1_Merged_RAW_ch01.tif:06191-03166,0.005,2.712,0.522,0.333,43.931,85.944,0.083,0.083,0.589,1.092,0.916,0.885
266,Result of BEFORE_GA3_A1 Region1_Merged_RAW_ch01.tif:06198-04094,7.716E-4,1.209,0.088,0.111,56.847,86.069,0.028,0.028,0.785,1.000,1.000,1.000
267,Result of BEFORE_GA3_A1 Region1_Merged_RAW_ch01.tif:06200-09460,0.001,1.389,0.260,0.194,131.375,86.083,0.042,0.056,0.385,2.023,0.494,0.706
268,Result of BEFORE_GA3_A1 Region1_Merged_RAW_ch01.tif:06201-09455,0.002,1.131,0.310,0.278,131.278,86.097,0.083,0.056,0.346,1.587,0.630,0.667
269,Result of BEFORE_GA3_A1 Region1_Merged_RAW_ch01.tif:06204-09458,7.716E-4,0.839,0.068,0.139,131.347,86.153,0.042,0.028,0.503,2.031,0.492,0.800
270,Result of BEFORE_GA3_A1 Region1_Merged_RAW_ch01.tif:06204-09461,1.929E-4,0.857,0.000,0.056,131.403,86.167,0.014,0.014,0.785,1.000,1.000,1.000
271,Result of BEFORE_GA3_A1 Region1_Merged_RAW_ch01.tif:06206-09456,1.929E-4,1.000,0.000,0.056,131.333,86.194,0.014,0.014,0.785,1.000,1.000,1.000
272,Result of BEFORE_GA3_A1 Region1_Merged_RAW_ch01.tif:06215-03080,0.005,1.488,0.211,0.306,42.736,86.292,0.083,0.069,0.623,1.222,0.818,0.906
273,Result of BEFORE_GA3_A1 Region1_Merged_RAW_ch01.tif:06213-09163,0.041,0.978,0.297,0.917,127.153,86.181,0.222,0.236,0.609,1.056,0.947,0.925
274,Result of BEFORE_GA3_A1 Region1_Merged_RAW_ch01.tif:06232-02257,0.005,2.570,0.659,0.333,31.306,86.514,0.083,0.083,0.567,1.097,0.912,0.867
275,Result of BEFORE_GA3_A1 Region1_Merged_RAW_ch01.tif:06237-08806,1.929E-4,0.826,0.000,0.056,122.306,86.625,0.014,0.014,0.785,1.000,1.000,1.000
276,Result of BEFORE_GA3_A1 Region1_Merged_RAW_ch01.tif:06245-02104,0.009,1.410,0.213,0.444,29.181,86.681,0.097,0.125,0.577,1.413,0.708,0.879
277,Result of BEFORE_GA3_A1 Region1_Merged_RAW_ch01.tif:06249-09333,0.011,1.060,0.156,0.472,129.569,86.736,0.111,0.125,0.630,1.088,0.919,0.913
278,Result of BEFORE_GA3_A1 Region1_Merged_RAW_ch01.tif:06258-01121,0.003,0.827,0.105,0.250,15.542,86.889,0.069,0.056,0.621,1.150,0.869,0.889
279,Result of BEFORE_GA3_A1 Region1_Merged_RAW_ch01.tif:06257-09774,0.002,1.599,0.278,0.250,135.722,86.875,0.056,0.069,0.310,3.055,0.327,0.593
280,Result of BEFORE_GA3_A1 Region1_Merged_RAW_ch01.tif:06272-07542,1.929E-4,0.821,0.000,0.056,104.750,87.111,0.014,0.014,0.785,1.000,1.000,1.000
281,Result of BEFORE_GA3_A1 Region1_Merged_RAW_ch01.tif:06276-07539,1.929E-4,0.690,0.000,0.056,104.708,87.167,0.014,0.014,0.785,1.000,1.000,1.000
282,Result of BEFORE_GA3_A1 Region1_Merged_RAW_ch01.tif:06273-07535,0.014,0.738,0.092,0.750,104.583,87.056,0.153,0.153,0.310,1.262,0.792,0.783
283,Result of BEFORE_GA3_A1 Region1_Merged_RAW_ch01.tif:06301-08368,0.017,0.746,0.101,0.583,116.153,87.444,0.139,0.153,0.627,1.167,0.857,0.926
284,Result of BEFORE_GA3_A1 Region1_Merged_RAW_ch01.tif:06312-06894,0.027,1.261,0.388,0.750,95.667,87.569,0.181,0.194,0.608,1.082,0.924,0.916
285,Result of BEFORE_GA3_A1 Region1_Merged_RAW_ch01.tif:06320-08675,0.013,1.161,0.292,0.500,120.431,87.722,0.125,0.125,0.630,1.034,0.967,0.915
286,Result of BEFORE_GA3_A1 Region1_Merged_RAW_ch01.tif:06323-07024,0.015,1.294,0.404,0.639,97.486,87.750,0.153,0.153,0.463,1.109,0.901,0.848
287,Result of BEFORE_GA3_A1 Region1_Merged_RAW_ch01.tif:06326-07937,0.004,0.657,0.078,0.278,110.208,87.833,0.069,0.069,0.628,1.210,0.827,0.889
288,Result of BEFORE_GA3_A1 Region1_Merged_RAW_ch01.tif:06327-09736,0.006,1.004,0.132,0.361,135.181,87.833,0.083,0.097,0.539,1.239,0.807,0.853
289,Result of BEFORE_GA3_A1 Region1_Merged_RAW_ch01.tif:06330-03913,0.009,0.882,0.155,0.417,54.306,87.861,0.097,0.111,0.628,1.201,0.832,0.918
290,Result of BEFORE_GA3_A1 Region1_Merged_RAW_ch01.tif:06357-10267,0.023,1.347,0.239,0.694,142.514,88.208,0.181,0.167,0.608,1.114,0.898,0.927
291,Result of BEFORE_GA3_A1 Region1_Merged_RAW_ch01.tif:06366-11652,0.023,0.887,0.130,0.722,161.750,88.319,0.167,0.194,0.544,1.554,0.644,0.900
292,Result of BEFORE_GA3_A1 Region1_Merged_RAW_ch01.tif:06383-02639,0.005,1.925,0.254,0.333,36.611,88.611,0.083,0.083,0.567,1.131,0.884,0.881
293,Result of BEFORE_GA3_A1 Region1_Merged_RAW_ch01.tif:06390-07472,0.008,1.306,0.218,0.389,103.736,88.708,0.097,0.097,0.625,1.185,0.844,0.907
294,Result of BEFORE_GA3_A1 Region1_Merged_RAW_ch01.tif:06390-09605,0.020,0.718,0.089,0.639,133.319,88.681,0.167,0.153,0.618,1.057,0.946,0.929
295,Result of BEFORE_GA3_A1 Region1_Merged_RAW_ch01.tif:06412-10278,0.008,1.810,0.333,0.417,142.708,89.000,0.097,0.111,0.586,1.208,0.827,0.894
296,Result of BEFORE_GA3_A1 Region1_Merged_RAW_ch01.tif:06409-08413,0.046,0.894,0.257,0.972,116.736,88.889,0.222,0.264,0.613,1.211,0.825,0.921
297,Result of BEFORE_GA3_A1 Region1_Merged_RAW_ch01.tif:06427-09566,0.006,2.193,0.378,0.333,132.819,89.236,0.097,0.069,0.698,1.391,0.719,0.955
298,Result of BEFORE_GA3_A1 Region1_Merged_RAW_ch01.tif:06428-02181,0.011,1.733,0.262,0.528,30.236,89.222,0.125,0.125,0.479,1.143,0.875,0.853
299,Result of BEFORE_GA3_A1 Region1_Merged_RAW_ch01.tif:06437-03406,0.007,1.066,0.123,0.417,47.264,89.347,0.097,0.111,0.531,1.243,0.804,0.854
300,Result of BEFORE_GA3_A1 Region1_Merged_RAW_ch01.tif:06437-04333,0.026,1.029,0.195,0.750,60.097,89.306,0.181,0.194,0.586,1.247,0.802,0.916
301,Result of BEFORE_GA3_A1 Region1_Merged_RAW_ch01.tif:06442-04024,0.012,1.957,0.434,0.528,55.833,89.403,0.125,0.139,0.548,1.121,0.892,0.881
302,Result of BEFORE_GA3_A1 Region1_Merged_RAW_ch01.tif:06453-01036,0.012,1.472,0.258,0.528,14.319,89.569,0.139,0.125,0.531,1.281,0.781,0.878
303,Result of BEFORE_GA3_A1 Region1_Merged_RAW_ch01.tif:06475-03528,9.645E-4,2.170,0.448,0.139,48.986,89.917,0.028,0.042,0.628,1.553,0.644,0.909
