 ,Label,Area,Mean,StdDev,Perim.,BX,BY,Width,Height,Circ.,AR,Round,Solidity
44,Result of BEFORE_GA3_A1 Region1_Merged_RAW_ch01.tif:02892-06898,0.004,1.987,0.351,0.306,95.764,40.139,0.083,0.069,0.571,1.345,0.744,0.863
45,Result of BEFORE_GA3_A1 Region1_Merged_RAW_ch01.tif:02894-03992,0.002,1.437,0.185,0.250,55.417,40.181,0.069,0.042,0.349,1.965,0.509,0.750
46,Result of BEFORE_GA3_A1 Region1_Merged_RAW_ch01.tif:02895-03993,1.929E-4,1.600,0.000,0.056,55.458,40.208,0.014,0.014,0.785,1.000,1.000,1.000
47,Result of BEFORE_GA3_A1 Region1_Merged_RAW_ch01.tif:02943-07288,0.007,1.601,0.283,0.417,101.167,40.833,0.111,0.097,0.531,1.232,0.812,0.854
48,Result of BEFORE_GA3_A1 Region1_Merged_RAW_ch01.tif:02955-07246,0.004,1.187,0.452,0.528,100.569,41.000,0.139,0.083,0.200,2.013,0.497,0.505
49,Result of BEFORE_GA3_A1 Region1_Merged_RAW_ch01.tif:03036-10021,0.008,2.032,0.367,0.417,139.139,42.111,0.097,0.111,0.559,1.119,0.894,0.879
50,Result of BEFORE_GA3_A1 Region1_Merged_RAW_ch01.tif:03043-09256,1.929E-4,1.100,0.000,0.056,128.556,42.264,0.014,0.014,0.785,1.000,1.000,1.000
51,Result of BEFORE_GA3_A1 Region1_Merged_RAW_ch01.tif:03073-07258,7.716E-4,0.958,0.274,0.167,100.792,42.653,0.028,0.056,0.349,3.093,0.323,0.667
52,Result of BEFORE_GA3_A1 Region1_Merged_RAW_ch01.tif:03076-07256,1.929E-4,0.840,0.000,0.056,100.778,42.722,0.014,0.014,0.785,1.000,1.000,1.000
53,Result of BEFORE_GA3_A1 Region1_Merged_RAW_ch01.tif:03077-07261,0.003,0.878,0.166,0.361,100.806,42.708,0.083,0.069,0.316,1.274,0.785,0.756
54,Result of BEFORE_GA3_A1 Region1_Merged_RAW_ch01.tif:03080-07258,3.858E-4,0.917,0.059,0.111,100.792,42.764,0.028,0.028,0.393,2.646,0.378,0.667
55,Result of BEFORE_GA3_A1 Region1_Merged_RAW_ch01.tif:03105-06172,1.929E-4,1.429,0.000,0.056,85.722,43.125,0.014,0.014,0.785,1.000,1.000,1.000
56,Result of BEFORE_GA3_A1 Region1_Merged_RAW_ch01.tif:03100-08515,0.097,1.446,0.406,1.472,118.083,42.889,0.361,0.347,0.561,1.036,0.966,0.939
57,Result of BEFORE_GA3_A1 Region1_Merged_RAW_ch01.tif:03128-07110,1.929E-4,1.000,0.000,0.056,98.750,43.444,0.014,0.014,0.785,1.000,1.000,1.000
58,Result of BEFORE_GA3_A1 Region1_Merged_RAW_ch01.tif:03132-07109,1.929E-4,1.048,0.000,0.056,98.736,43.500,0.014,0.014,0.785,1.000,1.000,1.000
59,Result of BEFORE_GA3_A1 Region1_Merged_RAW_ch01.tif:03133-07118,1.929E-4,1.389,0.000,0.056,98.861,43.514,0.014,0.014,0.785,1.000,1.000,1.000
60,Result of BEFORE_GA3_A1 Region1_Merged_RAW_ch01.tif:03136-07122,5.787E-4,2.018,0.858,0.111,98.903,43.556,0.042,0.014,0.589,3.000,0.333,1.000
61,Result of BEFORE_GA3_A1 Region1_Merged_RAW_ch01.tif:03137-07115,1.929E-4,3.250,0.000,0.056,98.819,43.569,0.014,0.014,0.785,1.000,1.000,1.000
62,Result of BEFORE_GA3_A1 Region1_Merged_RAW_ch01.tif:03141-07111,5.787E-4,3.369,0.441,0.111,98.750,43.625,0.042,0.014,0.589,3.000,0.333,1.000
63,Result of BEFORE_GA3_A1 Region1_Merged_RAW_ch01.tif:03185-01865,0.032,2.161,0.560,0.944,25.778,44.139,0.264,0.194,0.446,1.837,0.544,0.861
64,Result of BEFORE_GA3_A1 Region1_Merged_RAW_ch01.tif:03230-08532,0.012,1.397,0.250,0.500,118.444,44.806,0.125,0.125,0.582,1.242,0.805,0.882
65,Result of BEFORE_GA3_A1 Region1_Merged_RAW_ch01.tif:03291-06848,1.929E-4,1.250,0.000,0.056,95.111,45.708,0.014,0.014,0.785,1.000,1.000,1.000
66,Result of BEFORE_GA3_A1 Region1_Merged_RAW_ch01.tif:03293-06849,1.929E-4,1.227,0.000,0.056,95.125,45.736,0.014,0.014,0.785,1.000,1.000,1.000
67,Result of BEFORE_GA3_A1 Region1_Merged_RAW_ch01.tif:03293-06852,1.929E-4,1.200,0.000,0.056,95.167,45.736,0.014,0.014,0.785,1.000,1.000,1.000
68,Result of BEFORE_GA3_A1 Region1_Merged_RAW_ch01.tif:03286-09951,0.068,0.954,0.240,1.250,138.056,45.500,0.306,0.292,0.548,1.101,0.908,0.930
69,Result of BEFORE_GA3_A1 Region1_Merged_RAW_ch01.tif:03307-07125,0.002,1.710,0.130,0.222,98.931,45.903,0.056,0.056,0.393,1.925,0.519,0.696
70,Result of BEFORE_GA3_A1 Region1_Merged_RAW_ch01.tif:03418-06284,0.014,1.569,0.197,0.528,87.208,47.417,0.139,0.125,0.627,1.045,0.957,0.911
71,Result of BEFORE_GA3_A1 Region1_Merged_RAW_ch01.tif:03465-06596,0.001,1.294,0.182,0.194,91.597,48.097,0.042,0.056,0.449,1.387,0.721,0.737
72,Result of BEFORE_GA3_A1 Region1_Merged_RAW_ch01.tif:03475-08340,0.018,1.668,0.575,0.639,115.750,48.194,0.167,0.153,0.546,1.282,0.780,0.893
73,Result of BEFORE_GA3_A1 Region1_Merged_RAW_ch01.tif:03479-03770,0.005,2.248,0.221,0.306,52.319,48.292,0.083,0.069,0.701,1.210,0.826,0.947
74,Result of BEFORE_GA3_A1 Region1_Merged_RAW_ch01.tif:03497-02978,9.645E-4,1.481,0.191,0.139,41.347,48.556,0.042,0.028,0.628,1.553,0.644,0.909
75,Result of BEFORE_GA3_A1 Region1_Merged_RAW_ch01.tif:03494-07753,0.016,1.588,0.280,0.583,107.611,48.458,0.153,0.139,0.591,1.082,0.924,0.892
76,Result of BEFORE_GA3_A1 Region1_Merged_RAW_ch01.tif:03530-06406,5.787E-4,1.390,0.366,0.111,88.958,49.014,0.028,0.028,0.589,1.464,0.683,0.857
77,Result of BEFORE_GA3_A1 Region1_Merged_RAW_ch01.tif:03634-10681,0.015,1.916,0.338,0.611,148.278,50.403,0.139,0.153,0.493,1.282,0.780,0.874
78,Result of BEFORE_GA3_A1 Region1_Merged_RAW_ch01.tif:03643-09598,0.012,1.511,0.194,0.500,133.236,50.542,0.139,0.111,0.591,1.243,0.804,0.904
79,Result of BEFORE_GA3_A1 Region1_Merged_RAW_ch01.tif:03732-08104,0.009,1.402,0.198,0.472,112.500,51.778,0.111,0.125,0.511,1.029,0.971,0.847
80,Result of BEFORE_GA3_A1 Region1_Merged_RAW_ch01.tif:03733-04547,0.013,1.796,0.249,0.500,63.097,51.778,0.111,0.139,0.669,1.268,0.788,0.945
81,Result of BEFORE_GA3_A1 Region1_Merged_RAW_ch01.tif:03762-07931,0.020,1.241,0.262,0.667,110.083,52.167,0.153,0.181,0.573,1.272,0.786,0.894
82,Result of BEFORE_GA3_A1 Region1_Merged_RAW_ch01.tif:03776-04673,0.027,1.104,0.128,0.778,64.819,52.347,0.181,0.208,0.557,1.328,0.753,0.914
83,Result of BEFORE_GA3_A1 Region1_Merged_RAW_ch01.tif:03780-05916,0.018,1.098,0.119,0.611,82.097,52.431,0.153,0.153,0.617,1.020,0.981,0.918
84,Result of BEFORE_GA3_A1 Region1_Merged_RAW_ch01.tif:03799-09980,0.003,1.853,0.136,0.250,138.597,52.722,0.042,0.083,0.543,2.004,0.499,0.875
85,Result of BEFORE_GA3_A1 Region1_Merged_RAW_ch01.tif:03809-06481,0.048,1.120,0.288,1.056,89.889,52.778,0.264,0.250,0.546,1.405,0.712,0.914
86,Result of BEFORE_GA3_A1 Region1_Merged_RAW_ch01.tif:03828-08686,0.006,1.980,0.295,0.361,120.597,53.125,0.083,0.083,0.558,1.227,0.815,0.909
87,Result of BEFORE_GA3_A1 Region1_Merged_RAW_ch01.tif:03835-07750,0.013,1.563,0.248,0.500,107.583,53.208,0.125,0.125,0.650,1.136,0.880,0.924
88,Result of BEFORE_GA3_A1 Region1_Merged_RAW_ch01.tif:03843-03690,0.015,1.093,0.158,0.611,51.167,53.306,0.167,0.139,0.493,1.139,0.878,0.854
89,Result of BEFORE_GA3_A1 Region1_Merged_RAW_ch01.tif:03852-11018,0.004,1.673,0.301,0.278,153.000,53.472,0.069,0.069,0.691,1.101,0.908,0.936
90,Result of BEFORE_GA3_A1 Region1_Merged_RAW_ch01.tif:03862-03823,5.787E-4,1.308,0.077,0.111,53.083,53.625,0.028,0.028,0.589,1.464,0.683,0.857
91,Result of BEFORE_GA3_A1 Region1_Merged_RAW_ch01.tif:03865-05906,0.016,1.904,0.437,0.556,81.958,53.611,0.139,0.139,0.644,1.042,0.959,0.932
92,Result of BEFORE_GA3_A1 Region1_Merged_RAW_ch01.tif:03879-04905,0.008,1.907,0.310,0.417,68.083,53.819,0.097,0.111,0.545,1.191,0.840,0.867
93,Result of BEFORE_GA3_A1 Region1_Merged_RAW_ch01.tif:03879-07910,0.012,0.864,0.125,0.500,109.806,53.819,0.125,0.125,0.601,1.092,0.916,0.912
94,Result of BEFORE_GA3_A1 Region1_Merged_RAW_ch01.tif:03903-10526,0.016,0.942,0.104,0.611,146.125,54.139,0.153,0.153,0.545,1.152,0.868,0.884
95,Result of BEFORE_GA3_A1 Region1_Merged_RAW_ch01.tif:03908-06718,0.032,1.203,0.226,0.806,93.208,54.181,0.194,0.208,0.628,1.042,0.960,0.944
96,Result of BEFORE_GA3_A1 Region1_Merged_RAW_ch01.tif:03925-09414,0.002,1.380,0.183,0.222,130.722,54.486,0.056,0.056,0.442,1.153,0.867,0.720
97,Result of BEFORE_GA3_A1 Region1_Merged_RAW_ch01.tif:03930-06447,0.016,1.061,0.311,0.583,89.472,54.514,0.153,0.139,0.577,1.138,0.879,0.900
98,Result of BEFORE_GA3_A1 Region1_Merged_RAW_ch01.tif:03935-10923,1.929E-4,1.833,0.000,0.056,151.708,54.653,0.014,0.014,0.785,1.000,1.000,1.000
99,Result of BEFORE_GA3_A1 Region1_Merged_RAW_ch01.tif:03952-04046,0.010,1.640,0.274,0.444,56.139,54.833,0.111,0.111,0.614,1.075,0.930,0.901
100,Result of BEFORE_GA3_A1 Region1_Merged_RAW_ch01.tif:03950-07277,0.018,1.154,0.134,0.667,101.000,54.778,0.153,0.181,0.507,1.638,0.611,0.886
101,Result of BEFORE_GA3_A1 Region1_Merged_RAW_ch01.tif:04002-08376,0.018,1.174,0.175,0.611,116.264,55.514,0.153,0.153,0.610,1.088,0.919,0.917
102,Result of BEFORE_GA3_A1 Region1_Merged_RAW_ch01.tif:04056-04275,0.007,1.299,0.182,0.389,59.333,56.292,0.097,0.097,0.609,1.243,0.804,0.894
103,Result of BEFORE_GA3_A1 Region1_Merged_RAW_ch01.tif:04068-04553,0.011,1.478,0.255,0.472,63.167,56.458,0.139,0.097,0.630,1.326,0.754,0.921
104,Result of BEFORE_GA3_A1 Region1_Merged_RAW_ch01.tif:04098-06587,0.005,2.170,0.654,0.333,91.458,56.875,0.069,0.097,0.567,1.400,0.714,0.867
105,Result of BEFORE_GA3_A1 Region1_Merged_RAW_ch01.tif:04104-05089,0.015,0.861,0.098,0.556,70.611,56.931,0.139,0.139,0.620,1.225,0.817,0.913
106,Result of BEFORE_GA3_A1 Region1_Merged_RAW_ch01.tif:04135-10867,0.017,1.474,0.259,0.639,150.861,57.347,0.153,0.167,0.529,1.323,0.756,0.868
107,Result of BEFORE_GA3_A1 Region1_Merged_RAW_ch01.tif:04151-05516,0.009,1.289,0.173,0.444,76.556,57.611,0.125,0.097,0.552,1.364,0.733,0.882
108,Result of BEFORE_GA3_A1 Region1_Merged_RAW_ch01.tif:04158-08914,0.025,1.883,0.776,0.778,123.708,57.653,0.194,0.194,0.529,1.141,0.876,0.889
109,Result of BEFORE_GA3_A1 Region1_Merged_RAW_ch01.tif:04164-07400,0.005,0.684,0.074,0.333,102.736,57.806,0.097,0.069,0.567,1.381,0.724,0.852
110,Result of BEFORE_GA3_A1 Region1_Merged_RAW_ch01.tif:04216-07144,0.007,0.978,0.176,0.417,99.181,58.500,0.097,0.111,0.503,1.097,0.912,0.828
111,Result of BEFORE_GA3_A1 Region1_Merged_RAW_ch01.tif:04221-10531,1.929E-4,2.714,0.000,0.056,146.264,58.625,0.014,0.014,0.785,1.000,1.000,1.000
112,Result of BEFORE_GA3_A1 Region1_Merged_RAW_ch01.tif:04220-10532,0.004,2.458,0.406,0.278,146.250,58.583,0.069,0.069,0.597,1.171,0.854,0.864
113,Result of BEFORE_GA3_A1 Region1_Merged_RAW_ch01.tif:04225-05363,0.014,1.402,0.267,0.528,74.431,58.611,0.111,0.153,0.609,1.328,0.753,0.921
114,Result of BEFORE_GA3_A1 Region1_Merged_RAW_ch01.tif:04228-05713,0.059,1.042,0.191,1.083,79.208,58.597,0.292,0.250,0.632,1.169,0.856,0.952
115,Result of BEFORE_GA3_A1 Region1_Merged_RAW_ch01.tif:04252-07204,0.017,1.220,0.164,0.611,99.986,58.986,0.153,0.153,0.571,1.152,0.868,0.889
116,Result of BEFORE_GA3_A1 Region1_Merged_RAW_ch01.tif:04253-10688,0.014,1.517,0.322,0.528,148.375,59.014,0.139,0.125,0.627,1.195,0.836,0.911
117,Result of BEFORE_GA3_A1 Region1_Merged_RAW_ch01.tif:04264-08180,1.929E-4,2.000,0.000,0.056,113.611,59.222,0.014,0.014,0.785,1.000,1.000,1.000
118,Result of BEFORE_GA3_A1 Region1_Merged_RAW_ch01.tif:04266-09558,0.001,1.581,0.234,0.167,132.722,59.236,0.056,0.028,0.524,2.237,0.447,0.857
119,Result of BEFORE_GA3_A1 Region1_Merged_RAW_ch01.tif:04284-09041,0.011,0.864,0.156,0.556,125.514,59.444,0.125,0.125,0.456,1.286,0.778,0.853
120,Result of BEFORE_GA3_A1 Region1_Merged_RAW_ch01.tif:04282-06442,0.034,0.830,0.186,0.889,89.375,59.361,0.208,0.222,0.543,1.035,0.966,0.922
121,Result of BEFORE_GA3_A1 Region1_Merged_RAW_ch01.tif:04291-09620,0.029,0.927,0.142,0.806,133.514,59.500,0.208,0.194,0.564,1.048,0.954,0.910
122,Result of BEFORE_GA3_A1 Region1_Merged_RAW_ch01.tif:04303-07761,0.012,1.766,0.268,0.472,107.736,59.708,0.125,0.111,0.652,1.111,0.900,0.938
123,Result of BEFORE_GA3_A1 Region1_Merged_RAW_ch01.tif:04306-10673,0.025,1.754,0.450,0.750,148.153,59.722,0.181,0.181,0.565,1.103,0.907,0.910
124,Result of BEFORE_GA3_A1 Region1_Merged_RAW_ch01.tif:04346-06843,0.026,1.088,0.209,0.750,94.944,60.278,0.194,0.181,0.577,1.117,0.896,0.921
125,Result of BEFORE_GA3_A1 Region1_Merged_RAW_ch01.tif:04368-09889,0.003,1.944,0.297,0.250,137.319,60.639,0.056,0.069,0.698,1.372,0.729,0.947
126,Result of BEFORE_GA3_A1 Region1_Merged_RAW_ch01.tif:04369-06156,0.066,1.093,0.280,1.167,85.347,60.542,0.306,0.278,0.613,1.190,0.840,0.939
127,Result of BEFORE_GA3_A1 Region1_Merged_RAW_ch01.tif:04379-11707,0.006,0.988,0.125,0.417,162.556,60.764,0.083,0.111,0.447,1.171,0.854,0.831
128,Result of BEFORE_GA3_A1 Region1_Merged_RAW_ch01.tif:04381-05443,0.015,1.273,0.203,0.556,75.542,60.778,0.125,0.153,0.620,1.098,0.910,0.908
129,Result of BEFORE_GA3_A1 Region1_Merged_RAW_ch01.tif:04429-04350,0.011,1.076,0.177,0.472,60.361,61.458,0.125,0.111,0.620,1.100,0.909,0.919
130,Result of BEFORE_GA3_A1 Region1_Merged_RAW_ch01.tif:04459-06436,0.022,0.857,0.119,0.667,89.306,61.847,0.167,0.167,0.616,1.105,0.905,0.926
131,Result of BEFORE_GA3_A1 Region1_Merged_RAW_ch01.tif:04473-07945,0.024,1.571,0.274,0.722,110.250,62.042,0.194,0.167,0.567,1.096,0.913,0.910
132,Result of BEFORE_GA3_A1 Region1_Merged_RAW_ch01.tif:04482-01464,0.009,1.890,0.195,0.556,20.278,62.194,0.125,0.111,0.377,1.191,0.840,0.814
133,Result of BEFORE_GA3_A1 Region1_Merged_RAW_ch01.tif:04503-03789,0.010,0.716,0.067,0.500,52.569,62.486,0.125,0.111,0.495,1.389,0.720,0.872
134,Result of BEFORE_GA3_A1 Region1_Merged_RAW_ch01.tif:04508-11913,0.019,1.863,0.297,0.639,165.389,62.528,0.153,0.167,0.594,1.162,0.861,0.905
135,Result of BEFORE_GA3_A1 Region1_Merged_RAW_ch01.tif:04512-05105,0.016,0.938,0.229,0.694,70.833,62.597,0.153,0.139,0.412,1.111,0.900,0.877
136,Result of BEFORE_GA3_A1 Region1_Merged_RAW_ch01.tif:04536-10317,0.009,0.836,0.115,0.417,143.236,62.958,0.111,0.097,0.670,1.097,0.911,0.932
137,Result of BEFORE_GA3_A1 Region1_Merged_RAW_ch01.tif:04537-08368,0.010,1.343,0.218,0.472,116.167,62.958,0.111,0.111,0.544,1.091,0.916,0.885
138,Result of BEFORE_GA3_A1 Region1_Merged_RAW_ch01.tif:04557-00893,0.013,2.675,0.329,0.500,12.347,63.236,0.125,0.125,0.630,1.089,0.918,0.922
139,Result of BEFORE_GA3_A1 Region1_Merged_RAW_ch01.tif:04569-05954,0.008,1.265,0.168,0.417,82.639,63.417,0.111,0.097,0.614,1.106,0.904,0.907
140,Result of BEFORE_GA3_A1 Region1_Merged_RAW_ch01.tif:04585-02176,0.029,1.569,0.402,0.750,30.125,63.597,0.194,0.181,0.646,1.153,0.867,0.940
141,Result of BEFORE_GA3_A1 Region1_Merged_RAW_ch01.tif:04598-09112,0.017,1.098,0.139,0.583,126.486,63.792,0.139,0.153,0.641,1.091,0.917,0.918
142,Result of BEFORE_GA3_A1 Region1_Merged_RAW_ch01.tif:04612-06719,9.645E-4,1.353,0.242,0.194,93.306,64.028,0.028,0.069,0.321,4.051,0.247,0.667
143,Result of BEFORE_GA3_A1 Region1_Merged_RAW_ch01.tif:04617-06720,1.929E-4,1.385,0.000,0.056,93.333,64.125,0.014,0.014,0.785,1.000,1.000,1.000
144,Result of BEFORE_GA3_A1 Region1_Merged_RAW_ch01.tif:04619-08230,0.006,1.711,0.222,0.361,114.264,64.111,0.097,0.083,0.595,1.102,0.908,0.889
145,Result of BEFORE_GA3_A1 Region1_Merged_RAW_ch01.tif:04615-06712,0.009,1.069,0.170,0.861,93.153,64.000,0.153,0.208,0.160,2.692,0.371,0.471
146,Result of BEFORE_GA3_A1 Region1_Merged_RAW_ch01.tif:04625-06716,1.929E-4,0.905,0.000,0.056,93.278,64.236,0.014,0.014,0.785,1.000,1.000,1.000
147,Result of BEFORE_GA3_A1 Region1_Merged_RAW_ch01.tif:04624-06178,0.018,1.651,0.313,0.583,85.736,64.153,0.139,0.153,0.648,1.070,0.935,0.933
148,Result of BEFORE_GA3_A1 Region1_Merged_RAW_ch01.tif:04703-04654,7.716E-4,1.200,0.247,0.139,64.625,65.306,0.028,0.042,0.503,2.031,0.492,0.800
149,Result of BEFORE_GA3_A1 Region1_Merged_RAW_ch01.tif:04716-03069,0.016,2.167,0.338,0.556,42.556,65.431,0.139,0.139,0.660,1.000,1.000,0.933
150,Result of BEFORE_GA3_A1 Region1_Merged_RAW_ch01.tif:04728-03144,0.003,1.668,0.152,0.278,43.639,65.639,0.069,0.069,0.503,1.245,0.803,0.800
151,Result of BEFORE_GA3_A1 Region1_Merged_RAW_ch01.tif:04731-09047,0.007,1.015,0.147,0.361,125.597,65.681,0.111,0.069,0.669,1.594,0.627,0.947
