 ,Label,Area,Mean,StdDev,Min,Max,Perim.
23,slice0001_Result of After_GA3_B4 Region1_Merged_RAW_ch01.tif:00478-06859,7.796,3.051,0.511,2.000,3.714,9.809
24,slice0001_Result of After_GA3_B4 Region1_Merged_RAW_ch01.tif:00509-05557,5.334,2.312,0.362,1.625,3.000,8.528
25,slice0001_Result of After_GA3_B4 Region1_Merged_RAW_ch01.tif:00514-05544,1.231,2.027,0.239,1.857,2.300,3.624
26,slice0001_Result of After_GA3_B4 Region1_Merged_RAW_ch01.tif:00530-05559,202.284,2.497,0.731,1.130,4.676,54.611
27,slice0001_Result of After_GA3_B4 Region1_Merged_RAW_ch01.tif:00576-05660,43.493,2.743,0.599,1.625,4.562,23.462
28,slice0001_Result of After_GA3_B4 Region1_Merged_RAW_ch01.tif:00579-05868,54.572,2.364,0.907,1.081,4.700,27.836
29,slice0001_Result of After_GA3_B4 Region1_Merged_RAW_ch01.tif:00643-09328,11.078,3.027,0.423,2.231,4.000,15.245
30,slice0001_Result of After_GA3_B4 Region1_Merged_RAW_ch01.tif:00648-06052,2.872,2.413,0.197,2.100,2.625,6.716
31,slice0001_Result of After_GA3_B4 Region1_Merged_RAW_ch01.tif:00720-06494,7.796,2.430,0.311,2.000,2.900,9.654
32,slice0001_Result of After_GA3_B4 Region1_Merged_RAW_ch01.tif:00749-04213,27.491,2.943,0.800,1.692,4.933,20.524
33,slice0001_Result of After_GA3_B4 Region1_Merged_RAW_ch01.tif:00757-05323,51.289,2.334,0.521,1.000,3.478,26.710
34,slice0001_Result of After_GA3_B4 Region1_Merged_RAW_ch01.tif:00767-05183,0.821,1.490,0.222,1.333,1.647,3.843
35,slice0001_Result of After_GA3_B4 Region1_Merged_RAW_ch01.tif:00767-05186,1.231,1.448,0.238,1.238,1.706,3.624
36,slice0001_Result of After_GA3_B4 Region1_Merged_RAW_ch01.tif:00809-10155,22.567,2.943,0.688,1.727,5.091,17.276
37,slice0001_Result of After_GA3_B4 Region1_Merged_RAW_ch01.tif:00821-05731,11.899,2.854,0.461,2.182,4.000,11.996
38,slice0001_Result of After_GA3_B4 Region1_Merged_RAW_ch01.tif:00872-06016,6.155,2.433,0.341,2.000,3.000,8.528
39,slice0001_Result of After_GA3_B4 Region1_Merged_RAW_ch01.tif:00879-05746,20.926,2.125,0.370,1.364,3.059,16.215
40,slice0001_Result of After_GA3_B4 Region1_Merged_RAW_ch01.tif:00918-04746,18.874,2.981,0.499,1.857,4.500,15.620
41,slice0001_Result of After_GA3_B4 Region1_Merged_RAW_ch01.tif:00921-04189,3.283,2.297,0.376,1.750,2.889,6.716
42,slice0001_Result of After_GA3_B4 Region1_Merged_RAW_ch01.tif:00929-08967,22.567,2.593,0.559,1.571,4.316,17.496
43,slice0001_Result of After_GA3_B4 Region1_Merged_RAW_ch01.tif:00931-05859,57.854,2.545,1.149,1.247,5.667,28.211
44,slice0001_Result of After_GA3_B4 Region1_Merged_RAW_ch01.tif:00935-09563,6.155,1.284,0.111,1.038,1.417,12.152
45,slice0001_Result of After_GA3_B4 Region1_Merged_RAW_ch01.tif:00943-06551,0.410,2.727,0.000,2.727,2.727,2.562
46,slice0001_Result of After_GA3_B4 Region1_Merged_RAW_ch01.tif:00947-06047,40.211,2.559,0.757,1.294,4.500,23.462
47,slice0001_Result of After_GA3_B4 Region1_Merged_RAW_ch01.tif:00957-06453,7.386,2.204,0.206,1.917,2.636,10.715
48,slice0001_Result of After_GA3_B4 Region1_Merged_RAW_ch01.tif:01065-04035,91.089,1.924,0.678,0.833,4.778,37.179
49,slice0001_Result of After_GA3_B4 Region1_Merged_RAW_ch01.tif:01090-03768,13.540,1.934,0.572,1.100,3.455,13.433
50,slice0001_Result of After_GA3_B4 Region1_Merged_RAW_ch01.tif:01097-05832,23.388,2.795,0.485,1.778,3.889,17.651
51,slice0001_Result of After_GA3_B4 Region1_Merged_RAW_ch01.tif:01114-06772,16.413,2.609,0.382,1.632,3.583,14.714
52,slice0001_Result of After_GA3_B4 Region1_Merged_RAW_ch01.tif:01155-06744,5.334,2.518,0.326,2.125,3.167,11.621
53,slice0001_Result of After_GA3_B4 Region1_Merged_RAW_ch01.tif:01176-09094,73.856,3.113,0.817,1.500,5.667,31.835
54,slice0001_Result of After_GA3_B4 Region1_Merged_RAW_ch01.tif:01215-09124,57.033,2.636,0.784,1.381,4.750,28.897
55,slice0001_Result of After_GA3_B4 Region1_Merged_RAW_ch01.tif:01283-09220,70.574,2.470,0.846,1.248,5.500,31.304
56,slice0001_Result of After_GA3_B4 Region1_Merged_RAW_ch01.tif:01283-10090,81.242,3.026,0.636,1.727,5.125,34.397
57,slice0001_Result of After_GA3_B4 Region1_Merged_RAW_ch01.tif:01434-08808,51.289,3.076,0.979,1.407,5.296,26.024
58,slice0001_Result of After_GA3_B4 Region1_Merged_RAW_ch01.tif:01440-03727,11.489,1.913,0.220,1.522,2.353,12.527
59,slice0001_Result of After_GA3_B4 Region1_Merged_RAW_ch01.tif:01444-09691,41.031,2.605,0.443,1.667,3.800,23.837
60,slice0001_Result of After_GA3_B4 Region1_Merged_RAW_ch01.tif:01497-05069,0.821,2.933,0.377,2.667,3.200,3.624
61,slice0001_Result of After_GA3_B4 Region1_Merged_RAW_ch01.tif:01502-05146,32.415,2.948,0.596,1.842,4.500,20.900
62,slice0001_Result of After_GA3_B4 Region1_Merged_RAW_ch01.tif:01518-06177,0.410,2.333,0.000,2.333,2.333,2.562
63,slice0001_Result of After_GA3_B4 Region1_Merged_RAW_ch01.tif:01537-08542,4.103,2.726,0.340,2.333,3.333,7.622
64,slice0001_Result of After_GA3_B4 Region1_Merged_RAW_ch01.tif:01552-06133,1.641,3.362,0.510,2.600,3.667,5.124
65,slice0001_Result of After_GA3_B4 Region1_Merged_RAW_ch01.tif:01596-06634,27.491,2.597,0.539,1.444,4.143,19.308
66,slice0001_Result of After_GA3_B4 Region1_Merged_RAW_ch01.tif:01599-06119,27.901,1.671,0.273,1.097,2.526,19.619
67,slice0001_Result of After_GA3_B4 Region1_Merged_RAW_ch01.tif:01600-06830,23.798,2.020,0.282,1.348,2.562,18.027
68,slice0001_Result of After_GA3_B4 Region1_Merged_RAW_ch01.tif:01599-06220,42.673,2.507,0.646,1.455,4.312,24.212
69,slice0001_Result of After_GA3_B4 Region1_Merged_RAW_ch01.tif:01602-05259,35.697,3.075,0.704,1.375,4.938,22.181
70,slice0001_Result of After_GA3_B4 Region1_Merged_RAW_ch01.tif:01611-06713,18.054,1.953,0.274,1.053,2.353,15.995
71,slice0001_Result of After_GA3_B4 Region1_Merged_RAW_ch01.tif:01619-08685,7.796,3.077,0.655,1.778,4.125,11.090
72,slice0001_Result of After_GA3_B4 Region1_Merged_RAW_ch01.tif:01710-07032,36.518,3.075,0.605,1.786,5.833,22.556
73,slice0001_Result of After_GA3_B4 Region1_Merged_RAW_ch01.tif:01723-09488,7.796,2.656,0.363,2.100,3.333,9.809
74,slice0001_Result of After_GA3_B4 Region1_Merged_RAW_ch01.tif:01731-08819,41.442,2.372,0.460,1.250,3.533,23.837
75,slice0001_Result of After_GA3_B4 Region1_Merged_RAW_ch01.tif:01733-06731,18.464,1.980,0.275,1.417,2.471,18.337
76,slice0001_Result of After_GA3_B4 Region1_Merged_RAW_ch01.tif:01761-05009,1.231,2.326,0.502,1.923,2.889,4.529
77,slice0001_Result of After_GA3_B4 Region1_Merged_RAW_ch01.tif:01772-09726,33.646,2.921,0.539,1.619,4.087,20.744
78,slice0001_Result of After_GA3_B4 Region1_Merged_RAW_ch01.tif:01778-08629,59.906,2.250,0.636,1.143,4.032,29.868
79,slice0001_Result of After_GA3_B4 Region1_Merged_RAW_ch01.tif:01820-06706,16.823,2.774,0.372,2.000,3.750,15.245
80,slice0001_Result of After_GA3_B4 Region1_Merged_RAW_ch01.tif:01835-09363,40.621,2.859,0.732,1.533,4.611,22.931
81,slice0001_Result of After_GA3_B4 Region1_Merged_RAW_ch01.tif:01858-09073,59.495,1.989,0.393,1.000,3.480,29.648
82,slice0001_Result of After_GA3_B4 Region1_Merged_RAW_ch01.tif:01866-08385,40.621,2.068,0.529,1.103,3.375,24.368
83,slice0001_Result of After_GA3_B4 Region1_Merged_RAW_ch01.tif:01879-03859,26.670,2.647,0.496,1.778,3.737,19.463
84,slice0001_Result of After_GA3_B4 Region1_Merged_RAW_ch01.tif:01890-07638,25.850,1.845,0.219,1.375,2.333,18.557
85,slice0001_Result of After_GA3_B4 Region1_Merged_RAW_ch01.tif:01920-08255,33.235,1.684,0.277,1.222,2.400,21.120
86,slice0001_Result of After_GA3_B4 Region1_Merged_RAW_ch01.tif:01937-06352,18.054,3.003,0.416,2.000,3.900,15.464
87,slice0001_Result of After_GA3_B4 Region1_Merged_RAW_ch01.tif:01938-09844,33.235,2.738,0.525,1.778,4.056,21.275
88,slice0001_Result of After_GA3_B4 Region1_Merged_RAW_ch01.tif:01962-07114,1.231,2.483,0.398,2.133,2.917,5.124
89,slice0001_Result of After_GA3_B4 Region1_Merged_RAW_ch01.tif:01963-07117,1.231,2.214,0.193,2.000,2.375,5.435
90,slice0001_Result of After_GA3_B4 Region1_Merged_RAW_ch01.tif:02008-05905,33.646,2.608,0.517,1.600,3.900,21.275
91,slice0001_Result of After_GA3_B4 Region1_Merged_RAW_ch01.tif:02016-03195,23.798,1.368,0.497,0.674,2.917,20.524
92,slice0001_Result of After_GA3_B4 Region1_Merged_RAW_ch01.tif:02019-07254,7.386,2.037,0.248,1.600,2.444,9.279
93,slice0001_Result of After_GA3_B4 Region1_Merged_RAW_ch01.tif:02038-06703,37.749,2.615,0.545,1.667,4.444,23.087
94,slice0001_Result of After_GA3_B4 Region1_Merged_RAW_ch01.tif:02053-09500,19.285,2.903,0.490,2.000,4.000,15.464
95,slice0001_Result of After_GA3_B4 Region1_Merged_RAW_ch01.tif:02069-06057,2.052,2.553,0.420,1.923,3.000,7.998
96,slice0001_Result of After_GA3_B4 Region1_Merged_RAW_ch01.tif:02102-03413,17.643,2.009,0.436,1.250,3.333,15.995
97,slice0001_Result of After_GA3_B4 Region1_Merged_RAW_ch01.tif:02109-07426,51.699,3.153,0.926,1.667,5.739,26.555
98,slice0001_Result of After_GA3_B4 Region1_Merged_RAW_ch01.tif:02131-03291,14.771,2.077,0.308,1.611,2.882,13.808
99,slice0001_Result of After_GA3_B4 Region1_Merged_RAW_ch01.tif:02153-08344,6.565,1.716,0.144,1.467,1.933,9.059
100,slice0001_Result of After_GA3_B4 Region1_Merged_RAW_ch01.tif:02166-09420,11.078,3.429,0.749,2.273,5.222,11.996
101,slice0001_Result of After_GA3_B4 Region1_Merged_RAW_ch01.tif:02206-03395,3.283,1.659,0.169,1.421,1.923,7.247
102,slice0001_Result of After_GA3_B4 Region1_Merged_RAW_ch01.tif:02215-08206,37.338,2.406,0.559,1.385,4.091,22.181
103,slice0001_Result of After_GA3_B4 Region1_Merged_RAW_ch01.tif:02233-07410,12.720,1.765,0.197,1.304,2.091,12.902
104,slice0001_Result of After_GA3_B4 Region1_Merged_RAW_ch01.tif:02249-06287,20.516,2.695,0.492,1.833,3.875,16.370
105,slice0001_Result of After_GA3_B4 Region1_Merged_RAW_ch01.tif:02336-07241,0.410,1.700,0.000,1.700,1.700,2.562
106,slice0001_Result of After_GA3_B4 Region1_Merged_RAW_ch01.tif:02350-03054,30.363,2.254,0.466,1.320,3.652,20.369
107,slice0001_Result of After_GA3_B4 Region1_Merged_RAW_ch01.tif:02372-09259,24.619,3.285,0.740,2.000,4.800,18.182
108,slice0001_Result of After_GA3_B4 Region1_Merged_RAW_ch01.tif:02386-08343,39.390,2.929,0.530,1.846,4.417,22.931
109,slice0001_Result of After_GA3_B4 Region1_Merged_RAW_ch01.tif:02389-06409,15.182,2.284,0.359,1.636,3.000,14.183
110,slice0001_Result of After_GA3_B4 Region1_Merged_RAW_ch01.tif:02406-03629,66.060,2.655,0.509,1.533,4.308,30.398
111,slice0001_Result of After_GA3_B4 Region1_Merged_RAW_ch01.tif:02444-07670,8.206,2.185,0.355,1.556,2.941,10.185
112,slice0001_Result of After_GA3_B4 Region1_Merged_RAW_ch01.tif:02443-03378,28.312,2.731,0.484,1.579,3.571,19.463
113,slice0001_Result of After_GA3_B4 Region1_Merged_RAW_ch01.tif:02489-06990,21.747,2.826,0.401,2.000,4.167,20.900
114,slice0001_Result of After_GA3_B4 Region1_Merged_RAW_ch01.tif:02497-07415,1.231,2.315,0.123,2.200,2.444,5.124
115,slice0001_Result of After_GA3_B4 Region1_Merged_RAW_ch01.tif:02499-08402,6.155,2.141,0.294,1.571,2.833,8.903
116,slice0001_Result of After_GA3_B4 Region1_Merged_RAW_ch01.tif:02526-08905,20.926,2.611,0.445,1.733,3.800,16.370
117,slice0001_Result of After_GA3_B4 Region1_Merged_RAW_ch01.tif:02545-06075,7.386,2.857,0.407,2.111,3.429,9.279
118,slice0001_Result of After_GA3_B4 Region1_Merged_RAW_ch01.tif:02570-09250,32.004,2.676,0.438,1.812,3.706,21.650
119,slice0001_Result of After_GA3_B4 Region1_Merged_RAW_ch01.tif:02587-08754,6.975,2.263,0.372,1.550,2.889,10.185
120,slice0001_Result of After_GA3_B4 Region1_Merged_RAW_ch01.tif:02588-06388,17.643,2.215,0.360,1.444,3.000,15.995
121,slice0001_Result of After_GA3_B4 Region1_Merged_RAW_ch01.tif:02593-09175,27.081,2.309,0.231,1.789,3.000,19.994
122,slice0001_Result of After_GA3_B4 Region1_Merged_RAW_ch01.tif:02598-03536,15.182,2.836,0.358,2.294,3.846,15.089
123,slice0001_Result of After_GA3_B4 Region1_Merged_RAW_ch01.tif:02634-08028,17.233,2.226,0.439,1.389,3.273,15.775
124,slice0001_Result of After_GA3_B4 Region1_Merged_RAW_ch01.tif:02669-06420,14.361,2.620,0.587,1.636,4.000,14.183
125,slice0001_Result of After_GA3_B4 Region1_Merged_RAW_ch01.tif:02702-06169,48.007,2.724,0.388,1.867,4.000,26.024
126,slice0001_Result of After_GA3_B4 Region1_Merged_RAW_ch01.tif:02737-05179,0.410,3.300,0.000,3.300,3.300,2.562
127,slice0001_Result of After_GA3_B4 Region1_Merged_RAW_ch01.tif:02735-05177,18.874,2.846,0.457,2.143,3.900,17.807
128,slice0001_Result of After_GA3_B4 Region1_Merged_RAW_ch01.tif:02754-11945,0.410,1.765,0.000,1.765,1.765,2.562
129,slice0001_Result of After_GA3_B4 Region1_Merged_RAW_ch01.tif:02753-08319,58.675,1.434,0.396,0.884,2.786,27.681
130,slice0001_Result of After_GA3_B4 Region1_Merged_RAW_ch01.tif:02775-08955,21.747,2.850,0.479,1.909,4.143,17.651
131,slice0001_Result of After_GA3_B4 Region1_Merged_RAW_ch01.tif:02777-06013,25.029,2.484,0.426,1.556,3.571,17.807
132,slice0001_Result of After_GA3_B4 Region1_Merged_RAW_ch01.tif:02784-06775,4.924,2.673,0.416,2.062,3.500,7.622
133,slice0001_Result of After_GA3_B4 Region1_Merged_RAW_ch01.tif:02809-05804,52.930,2.813,0.715,1.571,4.444,27.461
134,slice0001_Result of After_GA3_B4 Region1_Merged_RAW_ch01.tif:02913-03156,7.796,1.616,0.219,1.273,2.176,9.809
135,slice0001_Result of After_GA3_B4 Region1_Merged_RAW_ch01.tif:02925-03707,22.978,2.985,0.526,2.000,4.385,17.496
136,slice0001_Result of After_GA3_B4 Region1_Merged_RAW_ch01.tif:02930-03440,40.621,2.910,0.964,1.333,6.000,23.682
137,slice0001_Result of After_GA3_B4 Region1_Merged_RAW_ch01.tif:02929-07534,80.421,2.652,0.558,1.550,4.375,32.585
138,slice0001_Result of After_GA3_B4 Region1_Merged_RAW_ch01.tif:02946-07583,18.054,3.363,0.861,1.900,6.067,15.089
139,slice0001_Result of After_GA3_B4 Region1_Merged_RAW_ch01.tif:02950-08024,21.336,2.255,0.554,1.333,3.957,17.276
140,slice0001_Result of After_GA3_B4 Region1_Merged_RAW_ch01.tif:02955-05339,43.083,2.445,0.572,1.176,3.733,23.837
141,slice0001_Result of After_GA3_B4 Region1_Merged_RAW_ch01.tif:02971-03704,4.924,2.831,0.418,2.250,3.556,7.622
142,slice0001_Result of After_GA3_B4 Region1_Merged_RAW_ch01.tif:02973-04082,20.926,2.151,0.379,1.333,2.923,16.526
143,slice0001_Result of After_GA3_B4 Region1_Merged_RAW_ch01.tif:02994-05800,30.363,2.466,0.440,1.750,3.857,20.369
144,slice0001_Result of After_GA3_B4 Region1_Merged_RAW_ch01.tif:03002-04164,8.206,3.189,0.519,2.385,4.500,10.185
145,slice0001_Result of After_GA3_B4 Region1_Merged_RAW_ch01.tif:03024-06059,20.105,2.536,0.385,1.636,3.429,16.370
146,slice0001_Result of After_GA3_B4 Region1_Merged_RAW_ch01.tif:03050-02951,44.314,2.404,0.621,1.250,3.926,24.743
147,slice0001_Result of After_GA3_B4 Region1_Merged_RAW_ch01.tif:03059-06969,8.206,2.600,0.526,1.812,3.909,10.715
148,slice0001_Result of After_GA3_B4 Region1_Merged_RAW_ch01.tif:03072-03674,29.132,2.470,0.571,1.000,4.000,19.994
149,slice0001_Result of After_GA3_B4 Region1_Merged_RAW_ch01.tif:03079-04718,66.471,2.902,0.500,1.889,4.600,30.023
150,slice0001_Result of After_GA3_B4 Region1_Merged_RAW_ch01.tif:03117-07970,21.747,2.319,0.514,1.263,3.421,17.276
151,slice0001_Result of After_GA3_B4 Region1_Merged_RAW_ch01.tif:03123-06743,34.056,2.240,0.542,1.000,3.242,21.120
152,slice0001_Result of After_GA3_B4 Region1_Merged_RAW_ch01.tif:03133-03309,11.489,2.500,0.351,2.000,3.400,12.527
153,slice0001_Result of After_GA3_B4 Region1_Merged_RAW_ch01.tif:03155-11082,16.823,2.868,0.429,2.077,3.929,14.714
154,slice0001_Result of After_GA3_B4 Region1_Merged_RAW_ch01.tif:03165-06216,30.773,1.584,0.363,1.093,2.850,21.275
155,slice0001_Result of After_GA3_B4 Region1_Merged_RAW_ch01.tif:03166-07064,74.677,2.319,0.985,1.085,5.429,32.365
156,slice0001_Result of After_GA3_B4 Region1_Merged_RAW_ch01.tif:03189-06714,62.778,3.091,1.019,1.455,6.615,29.272
157,slice0001_Result of After_GA3_B4 Region1_Merged_RAW_ch01.tif:03192-03841,31.594,3.139,0.722,1.643,4.692,21.650
158,slice0001_Result of After_GA3_B4 Region1_Merged_RAW_ch01.tif:03195-08717,4.924,1.150,0.213,0.853,1.500,9.059
159,slice0001_Result of After_GA3_B4 Region1_Merged_RAW_ch01.tif:03198-08714,0.410,1.000,0.000,1.000,1.000,2.562
160,slice0001_Result of After_GA3_B4 Region1_Merged_RAW_ch01.tif:03199-08716,0.410,0.933,0.000,0.933,0.933,2.562
161,slice0001_Result of After_GA3_B4 Region1_Merged_RAW_ch01.tif:03209-05970,14.771,2.395,0.435,1.290,3.286,13.277
162,slice0001_Result of After_GA3_B4 Region1_Merged_RAW_ch01.tif:03262-06543,43.493,2.995,0.829,1.500,4.808,23.837
163,slice0001_Result of After_GA3_B4 Region1_Merged_RAW_ch01.tif:03276-03545,7.386,2.240,0.260,1.889,2.714,9.279
164,slice0001_Result of After_GA3_B4 Region1_Merged_RAW_ch01.tif:03275-05885,58.264,2.342,0.524,1.182,3.571,28.742
165,slice0001_Result of After_GA3_B4 Region1_Merged_RAW_ch01.tif:03279-03736,32.825,2.667,0.467,1.667,3.944,21.275
166,slice0001_Result of After_GA3_B4 Region1_Merged_RAW_ch01.tif:03280-09245,36.518,2.217,0.544,1.053,3.444,24.523
167,slice0001_Result of After_GA3_B4 Region1_Merged_RAW_ch01.tif:03289-08358,18.464,2.616,0.419,1.778,3.714,15.620
168,slice0001_Result of After_GA3_B4 Region1_Merged_RAW_ch01.tif:03290-09541,35.697,2.492,0.506,1.625,3.778,22.401
169,slice0001_Result of After_GA3_B4 Region1_Merged_RAW_ch01.tif:03290-09595,54.572,2.287,0.584,0.912,3.926,28.742
170,slice0001_Result of After_GA3_B4 Region1_Merged_RAW_ch01.tif:03310-09187,27.081,1.948,0.335,1.185,2.765,18.713
171,slice0001_Result of After_GA3_B4 Region1_Merged_RAW_ch01.tif:03343-06693,18.874,2.189,0.422,1.263,3.091,15.464
172,slice0001_Result of After_GA3_B4 Region1_Merged_RAW_ch01.tif:03349-07247,132.531,2.568,0.712,1.294,4.500,43.300
173,slice0001_Result of After_GA3_B4 Region1_Merged_RAW_ch01.tif:03372-08502,14.771,2.369,0.449,1.214,3.333,14.559
174,slice0001_Result of After_GA3_B4 Region1_Merged_RAW_ch01.tif:03376-05931,21.336,1.830,0.309,1.233,2.765,17.121
175,slice0001_Result of After_GA3_B4 Region1_Merged_RAW_ch01.tif:03378-09571,19.285,1.937,0.420,1.103,2.842,16.370
176,slice0001_Result of After_GA3_B4 Region1_Merged_RAW_ch01.tif:03379-08116,35.697,2.917,0.586,1.688,5.091,22.556
177,slice0001_Result of After_GA3_B4 Region1_Merged_RAW_ch01.tif:03386-06011,41.442,1.860,0.430,1.067,2.857,23.462
178,slice0001_Result of After_GA3_B4 Region1_Merged_RAW_ch01.tif:03413-10659,22.157,1.864,0.386,1.303,2.720,17.276
179,slice0001_Result of After_GA3_B4 Region1_Merged_RAW_ch01.tif:03414-11413,50.879,2.535,0.459,1.562,4.056,26.024
180,slice0001_Result of After_GA3_B4 Region1_Merged_RAW_ch01.tif:03435-07807,25.850,2.995,0.514,1.833,4.333,18.182
181,slice0001_Result of After_GA3_B4 Region1_Merged_RAW_ch01.tif:03444-07936,40.621,2.686,0.543,1.545,4.222,23.462
182,slice0001_Result of After_GA3_B4 Region1_Merged_RAW_ch01.tif:03456-04642,14.361,2.889,0.498,1.882,4.000,14.714
183,slice0001_Result of After_GA3_B4 Region1_Merged_RAW_ch01.tif:03458-05665,5.744,2.018,0.405,1.429,3.091,7.998
184,slice0001_Result of After_GA3_B4 Region1_Merged_RAW_ch01.tif:03461-07860,4.924,1.981,0.381,1.391,2.471,7.998
185,slice0001_Result of After_GA3_B4 Region1_Merged_RAW_ch01.tif:03486-09441,36.928,2.669,0.876,0.744,6.000,22.931
186,slice0001_Result of After_GA3_B4 Region1_Merged_RAW_ch01.tif:03491-09470,16.413,2.228,0.360,1.467,3.286,14.559
187,slice0001_Result of After_GA3_B4 Region1_Merged_RAW_ch01.tif:03499-11812,0.410,2.455,0.000,2.455,2.455,2.562
188,slice0001_Result of After_GA3_B4 Region1_Merged_RAW_ch01.tif:03502-11813,0.410,2.500,0.000,2.500,2.500,2.562
189,slice0001_Result of After_GA3_B4 Region1_Merged_RAW_ch01.tif:03501-11809,8.206,2.962,0.260,2.600,3.444,14.869
190,slice0001_Result of After_GA3_B4 Region1_Merged_RAW_ch01.tif:03522-04254,5.744,2.279,0.480,1.500,3.333,12.902
191,slice0001_Result of After_GA3_B4 Region1_Merged_RAW_ch01.tif:03529-07393,0.410,2.214,0.000,2.214,2.214,2.562
192,slice0001_Result of After_GA3_B4 Region1_Merged_RAW_ch01.tif:03533-06116,54.572,1.888,0.473,1.037,3.538,28.742
193,slice0001_Result of After_GA3_B4 Region1_Merged_RAW_ch01.tif:03542-08908,35.697,2.030,0.324,1.222,2.741,21.806
194,slice0001_Result of After_GA3_B4 Region1_Merged_RAW_ch01.tif:03547-07911,5.334,2.781,0.394,2.231,3.600,7.622
195,slice0001_Result of After_GA3_B4 Region1_Merged_RAW_ch01.tif:03576-09073,42.262,2.536,0.692,1.217,4.154,23.837
196,slice0001_Result of After_GA3_B4 Region1_Merged_RAW_ch01.tif:03590-08210,18.874,1.417,0.255,0.865,2.136,15.840
197,slice0001_Result of After_GA3_B4 Region1_Merged_RAW_ch01.tif:03606-04608,2.872,2.461,0.190,2.250,2.786,5.435
198,slice0001_Result of After_GA3_B4 Region1_Merged_RAW_ch01.tif:03632-04647,47.186,2.528,0.601,1.238,4.111,25.804
199,slice0001_Result of After_GA3_B4 Region1_Merged_RAW_ch01.tif:03654-03511,73.036,2.620,0.819,1.167,5.316,30.929
200,slice0001_Result of After_GA3_B4 Region1_Merged_RAW_ch01.tif:03658-10862,31.184,2.278,0.495,1.464,3.379,20.744
201,slice0001_Result of After_GA3_B4 Region1_Merged_RAW_ch01.tif:03673-12279,4.924,2.113,0.214,1.833,2.500,10.340
202,slice0001_Result of After_GA3_B4 Region1_Merged_RAW_ch01.tif:03692-07602,68.112,2.192,0.393,1.200,3.185,31.679
203,slice0001_Result of After_GA3_B4 Region1_Merged_RAW_ch01.tif:03739-03874,11.489,2.164,0.290,1.625,2.750,12.527
204,slice0001_Result of After_GA3_B4 Region1_Merged_RAW_ch01.tif:03753-05826,52.930,2.553,0.567,1.250,4.214,26.555
205,slice0001_Result of After_GA3_B4 Region1_Merged_RAW_ch01.tif:03766-04020,16.002,2.139,0.297,1.727,2.727,15.995
