 ,Label,Area,Mean,StdDev,Min,Max,Perim.
45,slice0001_Result of After_GA3_A2 Region1_Merged_RAW_ch01.tif:02121-06572,14.771,1.091,0.143,0.826,1.438,16.150
46,slice0001_Result of After_GA3_A2 Region1_Merged_RAW_ch01.tif:02123-08353,6.155,2.143,0.356,1.636,2.875,8.528
47,slice0001_Result of After_GA3_A2 Region1_Merged_RAW_ch01.tif:02122-04381,21.336,1.243,0.164,0.913,1.667,18.713
48,slice0001_Result of After_GA3_A2 Region1_Merged_RAW_ch01.tif:02145-06607,6.155,1.596,0.305,1.100,2.308,8.528
49,slice0001_Result of After_GA3_A2 Region1_Merged_RAW_ch01.tif:02159-06889,21.336,2.015,0.428,1.133,3.125,16.370
50,slice0001_Result of After_GA3_A2 Region1_Merged_RAW_ch01.tif:02202-07823,0.410,1.889,0.000,1.889,1.889,2.562
51,slice0001_Result of After_GA3_A2 Region1_Merged_RAW_ch01.tif:02204-07821,0.410,1.273,0.000,1.273,1.273,2.562
52,slice0001_Result of After_GA3_A2 Region1_Merged_RAW_ch01.tif:02205-07823,0.821,1.427,0.039,1.400,1.455,3.843
53,slice0001_Result of After_GA3_A2 Region1_Merged_RAW_ch01.tif:02207-03993,92.320,1.061,0.221,0.625,2.000,46.393
54,slice0001_Result of After_GA3_A2 Region1_Merged_RAW_ch01.tif:02258-06994,13.540,1.082,0.162,0.714,1.389,13.808
55,slice0001_Result of After_GA3_A2 Region1_Merged_RAW_ch01.tif:02324-05709,28.312,1.089,0.178,0.742,1.500,20.369
56,slice0001_Result of After_GA3_A2 Region1_Merged_RAW_ch01.tif:02328-05473,39.800,2.015,0.451,1.182,4.143,23.087
57,slice0001_Result of After_GA3_A2 Region1_Merged_RAW_ch01.tif:02353-09457,41.852,0.804,0.144,0.460,1.240,23.462
58,slice0001_Result of After_GA3_A2 Region1_Merged_RAW_ch01.tif:02379-08139,8.206,1.319,0.211,0.962,1.706,9.809
59,slice0001_Result of After_GA3_A2 Region1_Merged_RAW_ch01.tif:02394-09033,66.881,1.095,0.164,0.658,1.514,30.554
60,slice0001_Result of After_GA3_A2 Region1_Merged_RAW_ch01.tif:02437-08336,32.825,1.230,0.155,0.909,1.655,20.744
61,slice0001_Result of After_GA3_A2 Region1_Merged_RAW_ch01.tif:02460-07878,11.489,2.667,0.432,2.000,4.000,12.152
62,slice0001_Result of After_GA3_A2 Region1_Merged_RAW_ch01.tif:02531-09329,107.912,1.286,0.555,0.610,3.333,39.457
63,slice0001_Result of After_GA3_A2 Region1_Merged_RAW_ch01.tif:02546-05414,21.747,1.140,0.132,0.933,1.455,17.276
64,slice0001_Result of After_GA3_A2 Region1_Merged_RAW_ch01.tif:02550-05987,1.231,0.939,0.122,0.808,1.048,3.624
65,slice0001_Result of After_GA3_A2 Region1_Merged_RAW_ch01.tif:02591-04528,0.410,1.214,0.000,1.214,1.214,2.562
66,slice0001_Result of After_GA3_A2 Region1_Merged_RAW_ch01.tif:02585-04625,50.468,1.478,0.281,0.762,2.308,26.555
67,slice0001_Result of After_GA3_A2 Region1_Merged_RAW_ch01.tif:02639-03764,57.444,1.638,0.260,1.100,2.304,28.211
68,slice0001_Result of After_GA3_A2 Region1_Merged_RAW_ch01.tif:02709-09772,16.413,1.849,0.233,1.353,2.400,14.559
69,slice0001_Result of After_GA3_A2 Region1_Merged_RAW_ch01.tif:02710-02019,14.771,2.606,0.524,1.625,3.545,13.808
70,slice0001_Result of After_GA3_A2 Region1_Merged_RAW_ch01.tif:02722-09013,23.388,1.498,0.399,0.838,2.220,17.807
71,slice0001_Result of After_GA3_A2 Region1_Merged_RAW_ch01.tif:02728-08331,6.155,1.189,0.168,0.920,1.520,9.965
72,slice0001_Result of After_GA3_A2 Region1_Merged_RAW_ch01.tif:02729-05997,40.621,1.664,0.241,1.143,2.375,23.087
73,slice0001_Result of After_GA3_A2 Region1_Merged_RAW_ch01.tif:02747-08321,1.641,1.064,0.086,0.962,1.167,4.905
74,slice0001_Result of After_GA3_A2 Region1_Merged_RAW_ch01.tif:02781-05876,17.233,1.353,0.160,1.000,1.765,15.089
75,slice0001_Result of After_GA3_A2 Region1_Merged_RAW_ch01.tif:02789-09991,50.468,0.714,0.111,0.456,1.077,31.615
76,slice0001_Result of After_GA3_A2 Region1_Merged_RAW_ch01.tif:02800-07424,59.085,1.126,0.124,0.769,1.500,29.117
77,slice0001_Result of After_GA3_A2 Region1_Merged_RAW_ch01.tif:02805-06026,56.213,1.698,0.355,1.087,2.882,28.522
78,slice0001_Result of After_GA3_A2 Region1_Merged_RAW_ch01.tif:02830-06029,0.821,1.962,0.054,1.923,2.000,3.843
79,slice0001_Result of After_GA3_A2 Region1_Merged_RAW_ch01.tif:02908-05776,23.388,1.518,0.340,0.667,2.111,18.713
80,slice0001_Result of After_GA3_A2 Region1_Merged_RAW_ch01.tif:02910-09111,66.471,1.066,0.205,0.706,1.636,34.708
81,slice0001_Result of After_GA3_A2 Region1_Merged_RAW_ch01.tif:02911-06054,60.316,1.319,0.194,0.870,1.783,28.742
82,slice0001_Result of After_GA3_A2 Region1_Merged_RAW_ch01.tif:02929-09192,15.592,1.352,0.157,1.048,1.737,14.714
83,slice0001_Result of After_GA3_A2 Region1_Merged_RAW_ch01.tif:02940-06164,32.415,1.653,0.238,1.083,2.182,21.806
84,slice0001_Result of After_GA3_A2 Region1_Merged_RAW_ch01.tif:02956-06105,33.235,1.127,0.174,0.818,1.550,21.275
85,slice0001_Result of After_GA3_A2 Region1_Merged_RAW_ch01.tif:03002-09854,16.002,1.865,0.232,1.333,2.385,15.995
86,slice0001_Result of After_GA3_A2 Region1_Merged_RAW_ch01.tif:03004-08642,45.545,1.372,0.267,0.800,2.020,24.588
87,slice0001_Result of After_GA3_A2 Region1_Merged_RAW_ch01.tif:03040-09368,0.410,1.700,0.000,1.700,1.700,2.562
88,slice0001_Result of After_GA3_A2 Region1_Merged_RAW_ch01.tif:03060-05326,38.159,1.619,0.218,1.040,2.130,23.087
89,slice0001_Result of After_GA3_A2 Region1_Merged_RAW_ch01.tif:03096-05889,13.130,1.412,0.419,0.769,2.000,13.808
90,slice0001_Result of After_GA3_A2 Region1_Merged_RAW_ch01.tif:03143-03035,39.800,1.318,0.185,0.852,2.043,22.931
91,slice0001_Result of After_GA3_A2 Region1_Merged_RAW_ch01.tif:03190-04820,6.565,1.425,0.173,1.071,1.692,11.246
92,slice0001_Result of After_GA3_A2 Region1_Merged_RAW_ch01.tif:03201-06174,0.410,2.444,0.000,2.444,2.444,2.562
93,slice0001_Result of After_GA3_A2 Region1_Merged_RAW_ch01.tif:03202-05046,18.464,1.359,0.225,0.895,2.000,16.370
94,slice0001_Result of After_GA3_A2 Region1_Merged_RAW_ch01.tif:03240-06619,30.363,1.595,0.374,0.933,2.875,21.275
95,slice0001_Result of After_GA3_A2 Region1_Merged_RAW_ch01.tif:03298-05096,6.565,1.108,0.175,0.750,1.400,8.903
96,slice0001_Result of After_GA3_A2 Region1_Merged_RAW_ch01.tif:03316-09510,4.924,1.681,0.315,1.200,2.154,8.528
97,slice0001_Result of After_GA3_A2 Region1_Merged_RAW_ch01.tif:03351-02700,0.410,1.222,0.000,1.222,1.222,2.562
98,slice0001_Result of After_GA3_A2 Region1_Merged_RAW_ch01.tif:03384-05844,17.643,1.710,0.320,0.765,2.417,15.089
99,slice0001_Result of After_GA3_A2 Region1_Merged_RAW_ch01.tif:03394-04844,16.413,1.894,0.325,1.385,2.778,14.559
100,slice0001_Result of After_GA3_A2 Region1_Merged_RAW_ch01.tif:03449-05975,25.029,1.946,0.373,1.250,3.000,18.182
101,slice0001_Result of After_GA3_A2 Region1_Merged_RAW_ch01.tif:03475-05095,57.033,1.446,0.231,0.909,1.853,27.461
102,slice0001_Result of After_GA3_A2 Region1_Merged_RAW_ch01.tif:03495-06235,14.771,1.778,0.171,1.444,2.200,13.277
103,slice0001_Result of After_GA3_A2 Region1_Merged_RAW_ch01.tif:03515-07056,2.052,1.522,0.282,1.250,2.000,5.811
104,slice0001_Result of After_GA3_A2 Region1_Merged_RAW_ch01.tif:03535-01909,7.386,1.416,0.143,1.176,1.600,10.340
105,slice0001_Result of After_GA3_A2 Region1_Merged_RAW_ch01.tif:03537-01912,1.231,1.361,0.067,1.312,1.438,3.624
106,slice0001_Result of After_GA3_A2 Region1_Merged_RAW_ch01.tif:03540-12337,27.901,1.869,0.359,1.125,2.647,19.619
107,slice0001_Result of After_GA3_A2 Region1_Merged_RAW_ch01.tif:03539-09196,43.903,0.887,0.158,0.658,1.364,24.743
108,slice0001_Result of After_GA3_A2 Region1_Merged_RAW_ch01.tif:03542-02647,44.724,1.480,0.254,0.929,2.036,24.368
109,slice0001_Result of After_GA3_A2 Region1_Merged_RAW_ch01.tif:03550-05934,29.543,1.595,0.290,0.926,2.273,20.369
110,slice0001_Result of After_GA3_A2 Region1_Merged_RAW_ch01.tif:03557-09677,49.648,1.505,0.316,0.865,2.231,25.494
111,slice0001_Result of After_GA3_A2 Region1_Merged_RAW_ch01.tif:03565-11236,35.287,1.040,0.182,0.683,1.619,22.181
112,slice0001_Result of After_GA3_A2 Region1_Merged_RAW_ch01.tif:03569-11250,38.980,1.075,0.157,0.742,1.625,24.368
113,slice0001_Result of After_GA3_A2 Region1_Merged_RAW_ch01.tif:03593-08200,12.720,1.931,0.379,1.364,3.125,12.902
114,slice0001_Result of After_GA3_A2 Region1_Merged_RAW_ch01.tif:03602-03938,52.520,1.558,0.296,0.957,2.500,26.775
115,slice0001_Result of After_GA3_A2 Region1_Merged_RAW_ch01.tif:03609-10541,2.052,1.488,0.183,1.300,1.714,5.435
116,slice0001_Result of After_GA3_A2 Region1_Merged_RAW_ch01.tif:03620-06974,24.208,2.018,0.389,1.312,3.143,18.182
117,slice0001_Result of After_GA3_A2 Region1_Merged_RAW_ch01.tif:03626-02896,15.592,1.560,0.192,1.083,1.941,15.464
118,slice0001_Result of After_GA3_A2 Region1_Merged_RAW_ch01.tif:03631-08316,6.155,2.075,0.381,1.400,2.571,9.059
119,slice0001_Result of After_GA3_A2 Region1_Merged_RAW_ch01.tif:03660-05176,9.848,2.542,0.416,2.000,4.143,11.090
120,slice0001_Result of After_GA3_A2 Region1_Merged_RAW_ch01.tif:03665-01588,36.518,1.540,0.174,1.150,1.867,23.617
121,slice0001_Result of After_GA3_A2 Region1_Merged_RAW_ch01.tif:03666-09260,37.749,1.126,0.223,0.720,1.632,22.556
122,slice0001_Result of After_GA3_A2 Region1_Merged_RAW_ch01.tif:03721-02431,5.744,1.461,0.143,1.250,1.750,10.871
123,slice0001_Result of After_GA3_A2 Region1_Merged_RAW_ch01.tif:03723-09503,11.899,0.908,0.187,0.647,1.389,16.901
124,slice0001_Result of After_GA3_A2 Region1_Merged_RAW_ch01.tif:03729-07578,29.543,1.140,0.158,0.724,1.500,19.994
125,slice0001_Result of After_GA3_A2 Region1_Merged_RAW_ch01.tif:03749-09554,16.002,2.228,0.268,1.800,2.769,14.714
126,slice0001_Result of After_GA3_A2 Region1_Merged_RAW_ch01.tif:03764-05763,2.052,1.671,0.136,1.500,1.857,4.905
127,slice0001_Result of After_GA3_A2 Region1_Merged_RAW_ch01.tif:03773-06115,57.444,2.004,0.356,1.111,3.125,27.991
128,slice0001_Result of After_GA3_A2 Region1_Merged_RAW_ch01.tif:03780-08216,42.262,2.010,0.413,1.038,3.037,23.462
129,slice0001_Result of After_GA3_A2 Region1_Merged_RAW_ch01.tif:03799-10403,29.953,1.341,0.152,0.950,1.692,20.524
130,slice0001_Result of After_GA3_A2 Region1_Merged_RAW_ch01.tif:03844-09330,44.314,1.860,0.351,0.944,2.636,24.212
131,slice0001_Result of After_GA3_A2 Region1_Merged_RAW_ch01.tif:03846-08998,36.928,1.544,0.225,1.067,2.158,22.556
132,slice0001_Result of After_GA3_A2 Region1_Merged_RAW_ch01.tif:03871-05359,118.580,1.029,0.165,0.649,1.509,40.583
133,slice0001_Result of After_GA3_A2 Region1_Merged_RAW_ch01.tif:03950-10109,34.466,1.430,0.425,0.818,2.500,30.709
134,slice0001_Result of After_GA3_A2 Region1_Merged_RAW_ch01.tif:03957-10694,0.410,2.571,0.000,2.571,2.571,2.562
135,slice0001_Result of After_GA3_A2 Region1_Merged_RAW_ch01.tif:03964-05903,5.334,1.149,0.165,0.812,1.333,8.903
136,slice0001_Result of After_GA3_A2 Region1_Merged_RAW_ch01.tif:03980-04836,18.464,2.395,0.380,1.727,3.667,16.526
137,slice0001_Result of After_GA3_A2 Region1_Merged_RAW_ch01.tif:03995-09064,59.085,1.083,0.144,0.733,1.500,28.367
138,slice0001_Result of After_GA3_A2 Region1_Merged_RAW_ch01.tif:04025-04412,19.695,1.689,0.260,1.143,2.444,15.840
139,slice0001_Result of After_GA3_A2 Region1_Merged_RAW_ch01.tif:04051-06575,58.264,1.528,0.258,0.903,2.185,28.897
140,slice0001_Result of After_GA3_A2 Region1_Merged_RAW_ch01.tif:04093-10523,22.978,1.444,0.286,1.083,2.692,17.121
141,slice0001_Result of After_GA3_A2 Region1_Merged_RAW_ch01.tif:04100-10187,0.410,0.658,0.000,0.658,0.658,2.562
142,slice0001_Result of After_GA3_A2 Region1_Merged_RAW_ch01.tif:04103-10187,19.695,0.720,0.088,0.600,0.929,23.242
143,slice0001_Result of After_GA3_A2 Region1_Merged_RAW_ch01.tif:04117-06970,21.747,1.315,0.237,0.885,2.059,16.901
144,slice0001_Result of After_GA3_A2 Region1_Merged_RAW_ch01.tif:04119-09662,40.211,1.256,0.173,0.850,1.706,23.307
145,slice0001_Result of After_GA3_A2 Region1_Merged_RAW_ch01.tif:04126-08769,20.105,2.097,0.361,1.375,2.909,15.995
146,slice0001_Result of After_GA3_A2 Region1_Merged_RAW_ch01.tif:04131-10038,63.598,1.374,0.219,0.833,1.895,30.023
147,slice0001_Result of After_GA3_A2 Region1_Merged_RAW_ch01.tif:04134-10592,31.594,1.407,0.248,0.833,2.200,20.744
148,slice0001_Result of After_GA3_A2 Region1_Merged_RAW_ch01.tif:04144-09325,25.029,1.829,0.238,1.316,2.545,19.088
149,slice0001_Result of After_GA3_A2 Region1_Merged_RAW_ch01.tif:04154-05698,0.821,1.846,0.109,1.769,1.923,3.843
150,slice0001_Result of After_GA3_A2 Region1_Merged_RAW_ch01.tif:04148-08303,57.444,1.494,0.179,1.083,2.000,30.023
151,slice0001_Result of After_GA3_A2 Region1_Merged_RAW_ch01.tif:04159-05706,0.410,1.800,0.000,1.800,1.800,2.562
152,slice0001_Result of After_GA3_A2 Region1_Merged_RAW_ch01.tif:04159-05700,36.928,1.842,0.235,1.316,2.364,23.993
153,slice0001_Result of After_GA3_A2 Region1_Merged_RAW_ch01.tif:04209-02776,45.134,1.225,0.187,0.786,1.636,24.743
154,slice0001_Result of After_GA3_A2 Region1_Merged_RAW_ch01.tif:04239-05531,0.410,0.857,0.000,0.857,0.857,2.562
155,slice0001_Result of After_GA3_A2 Region1_Merged_RAW_ch01.tif:04244-07197,70.574,0.848,0.191,0.478,1.400,32.365
156,slice0001_Result of After_GA3_A2 Region1_Merged_RAW_ch01.tif:04243-05789,150.995,1.478,0.342,0.808,2.500,45.863
157,slice0001_Result of After_GA3_A2 Region1_Merged_RAW_ch01.tif:04246-05525,86.986,0.725,0.118,0.443,1.333,44.142
158,slice0001_Result of After_GA3_A2 Region1_Merged_RAW_ch01.tif:04262-05834,2.052,1.521,0.221,1.333,1.900,5.435
159,slice0001_Result of After_GA3_A2 Region1_Merged_RAW_ch01.tif:04264-02945,29.132,1.460,0.233,1.000,2.056,19.838
160,slice0001_Result of After_GA3_A2 Region1_Merged_RAW_ch01.tif:04274-04109,48.417,2.279,0.598,1.300,3.615,25.649
161,slice0001_Result of After_GA3_A2 Region1_Merged_RAW_ch01.tif:04281-01370,47.596,1.476,0.234,1.056,2.364,26.180
162,slice0001_Result of After_GA3_A2 Region1_Merged_RAW_ch01.tif:04281-08963,50.058,1.266,0.204,0.786,1.792,26.555
163,slice0001_Result of After_GA3_A2 Region1_Merged_RAW_ch01.tif:04285-08550,38.159,1.344,0.181,1.000,1.737,23.837
164,slice0001_Result of After_GA3_A2 Region1_Merged_RAW_ch01.tif:04287-07969,43.083,1.338,0.193,0.889,1.800,23.837
165,slice0001_Result of After_GA3_A2 Region1_Merged_RAW_ch01.tif:04308-08100,0.821,1.200,0.283,1.000,1.400,3.624
166,slice0001_Result of After_GA3_A2 Region1_Merged_RAW_ch01.tif:04338-10014,0.410,2.077,0.000,2.077,2.077,2.562
167,slice0001_Result of After_GA3_A2 Region1_Merged_RAW_ch01.tif:04335-06138,94.782,1.236,0.230,0.786,1.861,36.209
168,slice0001_Result of After_GA3_A2 Region1_Merged_RAW_ch01.tif:04372-03989,61.547,0.959,0.119,0.702,1.300,28.742
169,slice0001_Result of After_GA3_A2 Region1_Merged_RAW_ch01.tif:04380-09884,0.410,0.828,0.000,0.828,0.828,2.562
170,slice0001_Result of After_GA3_A2 Region1_Merged_RAW_ch01.tif:04379-04444,59.495,1.170,0.223,0.633,1.704,28.742
171,slice0001_Result of After_GA3_A2 Region1_Merged_RAW_ch01.tif:04387-04559,20.926,1.529,0.211,1.083,2.000,16.901
172,slice0001_Result of After_GA3_A2 Region1_Merged_RAW_ch01.tif:04385-09884,15.592,0.752,0.082,0.581,0.903,25.585
173,slice0001_Result of After_GA3_A2 Region1_Merged_RAW_ch01.tif:04394-07266,29.953,1.619,0.495,0.800,2.870,19.463
174,slice0001_Result of After_GA3_A2 Region1_Merged_RAW_ch01.tif:04430-03863,17.233,1.368,0.165,0.957,1.875,15.620
175,slice0001_Result of After_GA3_A2 Region1_Merged_RAW_ch01.tif:04436-09514,11.489,1.209,0.289,0.840,1.900,15.464
176,slice0001_Result of After_GA3_A2 Region1_Merged_RAW_ch01.tif:04438-09523,28.312,1.462,0.468,0.750,2.667,27.461
177,slice0001_Result of After_GA3_A2 Region1_Merged_RAW_ch01.tif:04489-06813,62.368,1.672,0.322,1.037,2.462,29.117
178,slice0001_Result of After_GA3_A2 Region1_Merged_RAW_ch01.tif:04510-03095,0.410,1.667,0.000,1.667,1.667,2.562
179,slice0001_Result of After_GA3_A2 Region1_Merged_RAW_ch01.tif:04511-03094,0.821,1.471,0.000,1.471,1.471,3.843
180,slice0001_Result of After_GA3_A2 Region1_Merged_RAW_ch01.tif:04511-03091,5.744,1.567,0.322,1.167,2.214,16.681
181,slice0001_Result of After_GA3_A2 Region1_Merged_RAW_ch01.tif:04517-02944,69.343,1.254,0.181,0.862,1.719,31.990
182,slice0001_Result of After_GA3_A2 Region1_Merged_RAW_ch01.tif:04590-04784,64.009,1.321,0.210,0.773,1.926,29.492
183,slice0001_Result of After_GA3_A2 Region1_Merged_RAW_ch01.tif:04608-07145,13.951,1.934,0.248,1.333,2.667,13.277
184,slice0001_Result of After_GA3_A2 Region1_Merged_RAW_ch01.tif:04621-09927,2.462,0.945,0.188,0.760,1.222,5.811
185,slice0001_Result of After_GA3_A2 Region1_Merged_RAW_ch01.tif:04624-03578,17.233,0.780,0.103,0.605,1.000,15.245
186,slice0001_Result of After_GA3_A2 Region1_Merged_RAW_ch01.tif:04628-05217,55.392,1.325,0.172,0.963,1.950,30.334
187,slice0001_Result of After_GA3_A2 Region1_Merged_RAW_ch01.tif:04667-02105,14.361,0.712,0.062,0.600,0.816,14.559
188,slice0001_Result of After_GA3_A2 Region1_Merged_RAW_ch01.tif:04683-05156,16.413,1.113,0.150,0.812,1.556,15.775
189,slice0001_Result of After_GA3_A2 Region1_Merged_RAW_ch01.tif:04701-08623,0.410,2.091,0.000,2.091,2.091,2.562
190,slice0001_Result of After_GA3_A2 Region1_Merged_RAW_ch01.tif:04701-08620,2.052,1.883,0.240,1.583,2.250,5.811
191,slice0001_Result of After_GA3_A2 Region1_Merged_RAW_ch01.tif:04698-02623,54.161,1.115,0.168,0.645,1.612,26.930
192,slice0001_Result of After_GA3_A2 Region1_Merged_RAW_ch01.tif:04712-08499,20.516,2.056,0.364,1.250,2.824,15.995
193,slice0001_Result of After_GA3_A2 Region1_Merged_RAW_ch01.tif:04716-03890,38.980,1.449,0.196,1.045,2.077,22.931
194,slice0001_Result of After_GA3_A2 Region1_Merged_RAW_ch01.tif:04723-06113,26.670,1.786,0.322,1.105,2.550,18.557
195,slice0001_Result of After_GA3_A2 Region1_Merged_RAW_ch01.tif:04727-03288,14.771,1.002,0.147,0.800,1.476,15.245
196,slice0001_Result of After_GA3_A2 Region1_Merged_RAW_ch01.tif:04734-06346,1.641,0.930,0.055,0.875,1.000,4.529
197,slice0001_Result of After_GA3_A2 Region1_Merged_RAW_ch01.tif:04739-06349,2.872,0.839,0.099,0.690,0.960,8.528
198,slice0001_Result of After_GA3_A2 Region1_Merged_RAW_ch01.tif:04738-06354,4.513,1.067,0.183,0.750,1.412,8.153
199,slice0001_Result of After_GA3_A2 Region1_Merged_RAW_ch01.tif:04740-06667,0.410,1.917,0.000,1.917,1.917,2.562
200,slice0001_Result of After_GA3_A2 Region1_Merged_RAW_ch01.tif:04742-01859,75.498,1.427,0.277,0.881,2.318,33.116
201,slice0001_Result of After_GA3_A2 Region1_Merged_RAW_ch01.tif:04749-06661,8.617,1.119,0.224,0.792,1.615,14.183
202,slice0001_Result of After_GA3_A2 Region1_Merged_RAW_ch01.tif:04817-09926,57.854,1.307,0.197,0.850,1.786,28.367
203,slice0001_Result of After_GA3_A2 Region1_Merged_RAW_ch01.tif:04819-04901,52.520,1.653,0.249,1.100,2.286,27.616
204,slice0001_Result of After_GA3_A2 Region1_Merged_RAW_ch01.tif:04838-07555,49.238,2.121,0.495,1.130,3.320,25.649
205,slice0001_Result of After_GA3_A2 Region1_Merged_RAW_ch01.tif:04854-06714,21.747,1.632,0.444,0.889,2.778,17.276
