 ,Label,Area,Mean,StdDev,Min,Max,Perim.
1,slice0001_Result of After_GA3_B2 Region1_Merged_RAW_ch01.tif:00238-11209,13.540,2.788,0.528,2.000,4.111,14.339
2,slice0001_Result of After_GA3_B2 Region1_Merged_RAW_ch01.tif:00601-09945,75.908,1.884,0.623,1.000,4.250,32.365
3,slice0001_Result of After_GA3_B2 Region1_Merged_RAW_ch01.tif:00641-12227,15.592,2.151,0.324,1.588,3.071,14.559
4,slice0001_Result of After_GA3_B2 Region1_Merged_RAW_ch01.tif:00742-12265,38.980,2.861,0.688,1.500,5.083,23.617
5,slice0001_Result of After_GA3_B2 Region1_Merged_RAW_ch01.tif:00836-03392,2.052,3.242,0.629,2.750,4.286,4.905
6,slice0001_Result of After_GA3_B2 Region1_Merged_RAW_ch01.tif:00837-03390,3.283,2.732,0.401,2.364,3.375,6.716
7,slice0001_Result of After_GA3_B2 Region1_Merged_RAW_ch01.tif:01682-04644,47.186,1.953,0.494,1.033,3.176,27.991
8,slice0001_Result of After_GA3_B2 Region1_Merged_RAW_ch01.tif:01899-12214,34.877,3.471,0.824,2.000,5.556,21.275
9,slice0001_Result of After_GA3_B2 Region1_Merged_RAW_ch01.tif:02117-04258,25.029,2.444,0.436,1.706,3.471,18.337
10,slice0001_Result of After_GA3_B2 Region1_Merged_RAW_ch01.tif:02219-09927,0.821,1.952,0.286,1.750,2.154,3.843
11,slice0001_Result of After_GA3_B2 Region1_Merged_RAW_ch01.tif:02224-09925,8.206,1.657,0.322,1.182,2.538,17.432
12,slice0001_Result of After_GA3_B2 Region1_Merged_RAW_ch01.tif:02303-04071,12.720,2.313,0.502,1.412,3.250,14.183
13,slice0001_Result of After_GA3_B2 Region1_Merged_RAW_ch01.tif:02459-03809,31.594,2.724,0.502,1.600,4.200,20.369
14,slice0001_Result of After_GA3_B2 Region1_Merged_RAW_ch01.tif:02477-07733,2.462,1.896,0.130,1.700,2.056,7.467
15,slice0001_Result of After_GA3_B2 Region1_Merged_RAW_ch01.tif:02486-07736,0.410,1.632,0.000,1.632,1.632,2.562
16,slice0001_Result of After_GA3_B2 Region1_Merged_RAW_ch01.tif:02488-07746,0.410,2.143,0.000,2.143,2.143,2.562
17,slice0001_Result of After_GA3_B2 Region1_Merged_RAW_ch01.tif:02491-07740,0.410,2.308,0.000,2.308,2.308,2.562
18,slice0001_Result of After_GA3_B2 Region1_Merged_RAW_ch01.tif:02556-08235,10.668,1.505,0.148,1.261,2.000,11.996
19,slice0001_Result of After_GA3_B2 Region1_Merged_RAW_ch01.tif:02609-10181,12.720,2.456,0.458,1.731,3.538,12.902
20,slice0001_Result of After_GA3_B2 Region1_Merged_RAW_ch01.tif:02654-11728,9.848,2.664,0.553,1.500,3.636,11.090
21,slice0001_Result of After_GA3_B2 Region1_Merged_RAW_ch01.tif:02694-04069,1.641,2.364,0.255,2.133,2.727,4.905
22,slice0001_Result of After_GA3_B2 Region1_Merged_RAW_ch01.tif:02711-08203,21.336,2.458,0.655,1.400,4.214,17.432
23,slice0001_Result of After_GA3_B2 Region1_Merged_RAW_ch01.tif:02712-03850,68.522,1.988,0.394,1.037,2.897,30.554
24,slice0001_Result of After_GA3_B2 Region1_Merged_RAW_ch01.tif:02760-03409,19.285,2.411,0.467,1.429,3.200,15.840
25,slice0001_Result of After_GA3_B2 Region1_Merged_RAW_ch01.tif:02791-03244,25.029,2.461,0.546,1.417,3.800,18.182
26,slice0001_Result of After_GA3_B2 Region1_Merged_RAW_ch01.tif:02795-10250,0.410,1.667,0.000,1.667,1.667,2.562
27,slice0001_Result of After_GA3_B2 Region1_Merged_RAW_ch01.tif:02864-03643,8.206,2.743,0.425,2.182,3.857,10.715
28,slice0001_Result of After_GA3_B2 Region1_Merged_RAW_ch01.tif:03123-03347,21.336,2.930,0.694,1.636,5.143,16.901
29,slice0001_Result of After_GA3_B2 Region1_Merged_RAW_ch01.tif:03198-09967,13.951,2.102,0.280,1.440,2.833,13.433
30,slice0001_Result of After_GA3_B2 Region1_Merged_RAW_ch01.tif:03294-10556,6.155,3.790,0.607,2.778,4.889,8.373
31,slice0001_Result of After_GA3_B2 Region1_Merged_RAW_ch01.tif:03323-09244,2.052,2.606,0.279,2.364,2.909,4.905
32,slice0001_Result of After_GA3_B2 Region1_Merged_RAW_ch01.tif:03350-09440,29.953,2.574,0.613,1.688,4.643,19.838
33,slice0001_Result of After_GA3_B2 Region1_Merged_RAW_ch01.tif:03362-09330,5.334,2.330,0.225,2.000,2.700,8.528
34,slice0001_Result of After_GA3_B2 Region1_Merged_RAW_ch01.tif:03416-09077,9.437,3.011,0.590,1.941,4.111,10.715
35,slice0001_Result of After_GA3_B2 Region1_Merged_RAW_ch01.tif:03456-03339,49.648,2.775,0.524,1.792,4.474,26.024
36,slice0001_Result of After_GA3_B2 Region1_Merged_RAW_ch01.tif:03567-03120,11.078,3.556,0.486,2.750,4.778,11.841
37,slice0001_Result of After_GA3_B2 Region1_Merged_RAW_ch01.tif:03568-05963,11.899,2.425,0.280,2.062,3.167,11.996
38,slice0001_Result of After_GA3_B2 Region1_Merged_RAW_ch01.tif:03576-09076,31.594,2.004,0.432,1.267,3.800,21.120
39,slice0001_Result of After_GA3_B2 Region1_Merged_RAW_ch01.tif:03604-05313,16.413,2.452,0.506,1.435,3.636,15.089
40,slice0001_Result of After_GA3_B2 Region1_Merged_RAW_ch01.tif:03603-09057,38.980,2.221,0.526,1.111,3.440,22.931
41,slice0001_Result of After_GA3_B2 Region1_Merged_RAW_ch01.tif:03608-08613,55.803,2.464,0.397,1.562,3.421,29.272
42,slice0001_Result of After_GA3_B2 Region1_Merged_RAW_ch01.tif:03656-05360,34.877,2.385,0.359,1.733,3.533,21.495
43,slice0001_Result of After_GA3_B2 Region1_Merged_RAW_ch01.tif:03656-09753,68.112,2.626,0.399,1.786,3.667,31.304
44,slice0001_Result of After_GA3_B2 Region1_Merged_RAW_ch01.tif:03714-06328,14.361,2.719,0.426,1.875,3.500,13.808
45,slice0001_Result of After_GA3_B2 Region1_Merged_RAW_ch01.tif:03782-05609,11.899,2.142,0.300,1.526,2.850,12.527
46,slice0001_Result of After_GA3_B2 Region1_Merged_RAW_ch01.tif:03787-05623,52.520,2.874,0.642,1.833,4.417,26.555
47,slice0001_Result of After_GA3_B2 Region1_Merged_RAW_ch01.tif:03787-06588,40.211,2.303,0.445,1.348,3.571,23.462
48,slice0001_Result of After_GA3_B2 Region1_Merged_RAW_ch01.tif:03822-06298,9.848,2.887,0.284,2.375,3.500,11.621
49,slice0001_Result of After_GA3_B2 Region1_Merged_RAW_ch01.tif:03825-09419,35.287,2.274,0.516,1.057,3.293,22.181
50,slice0001_Result of After_GA3_B2 Region1_Merged_RAW_ch01.tif:03868-07334,29.132,2.436,0.432,1.625,3.571,19.838
51,slice0001_Result of After_GA3_B2 Region1_Merged_RAW_ch01.tif:03892-06257,1.641,1.498,0.034,1.455,1.538,5.124
52,slice0001_Result of After_GA3_B2 Region1_Merged_RAW_ch01.tif:03892-04599,3.283,2.376,0.438,1.857,2.857,7.687
53,slice0001_Result of After_GA3_B2 Region1_Merged_RAW_ch01.tif:03888-02960,91.500,2.592,0.419,1.625,3.818,37.645
54,slice0001_Result of After_GA3_B2 Region1_Merged_RAW_ch01.tif:03922-10422,14.771,1.887,0.519,1.222,3.400,15.620
55,slice0001_Result of After_GA3_B2 Region1_Merged_RAW_ch01.tif:03990-06737,48.007,2.282,0.529,1.000,3.190,26.180
56,slice0001_Result of After_GA3_B2 Region1_Merged_RAW_ch01.tif:03995-08940,35.287,2.603,0.452,1.533,3.533,21.650
57,slice0001_Result of After_GA3_B2 Region1_Merged_RAW_ch01.tif:04028-09117,22.567,2.511,0.442,1.667,3.500,17.276
58,slice0001_Result of After_GA3_B2 Region1_Merged_RAW_ch01.tif:04039-03424,35.287,1.593,0.719,0.683,3.333,21.650
59,slice0001_Result of After_GA3_B2 Region1_Merged_RAW_ch01.tif:04047-06402,25.850,3.056,0.702,1.812,4.923,18.182
60,slice0001_Result of After_GA3_B2 Region1_Merged_RAW_ch01.tif:04051-09114,4.924,1.718,0.346,1.115,2.364,11.090
61,slice0001_Result of After_GA3_B2 Region1_Merged_RAW_ch01.tif:04054-09112,0.410,1.692,0.000,1.692,1.692,2.562
62,slice0001_Result of After_GA3_B2 Region1_Merged_RAW_ch01.tif:04055-09110,1.641,1.539,0.104,1.412,1.643,4.905
63,slice0001_Result of After_GA3_B2 Region1_Merged_RAW_ch01.tif:04127-09144,24.208,1.704,0.254,1.158,2.333,17.651
64,slice0001_Result of After_GA3_B2 Region1_Merged_RAW_ch01.tif:04150-05026,67.702,2.334,0.529,1.333,3.619,30.023
65,slice0001_Result of After_GA3_B2 Region1_Merged_RAW_ch01.tif:04205-05377,0.410,2.154,0.000,2.154,2.154,2.562
66,slice0001_Result of After_GA3_B2 Region1_Merged_RAW_ch01.tif:04208-05376,11.078,2.244,0.356,1.588,2.818,13.433
67,slice0001_Result of After_GA3_B2 Region1_Merged_RAW_ch01.tif:04221-09133,33.235,2.508,0.426,1.625,3.542,21.806
68,slice0001_Result of After_GA3_B2 Region1_Merged_RAW_ch01.tif:04247-03658,31.594,2.609,0.482,1.308,3.577,20.369
69,slice0001_Result of After_GA3_B2 Region1_Merged_RAW_ch01.tif:04261-06912,4.103,2.971,0.334,2.364,3.300,7.092
70,slice0001_Result of After_GA3_B2 Region1_Merged_RAW_ch01.tif:04281-09114,14.771,1.772,0.307,1.353,2.600,16.370
71,slice0001_Result of After_GA3_B2 Region1_Merged_RAW_ch01.tif:04281-03733,13.951,2.673,0.412,1.800,3.400,13.277
72,slice0001_Result of After_GA3_B2 Region1_Merged_RAW_ch01.tif:04281-05386,31.184,2.576,0.476,1.500,3.591,20.524
73,slice0001_Result of After_GA3_B2 Region1_Merged_RAW_ch01.tif:04307-09191,5.334,1.667,0.209,1.444,2.143,8.903
74,slice0001_Result of After_GA3_B2 Region1_Merged_RAW_ch01.tif:04332-10677,0.410,2.333,0.000,2.333,2.333,2.562
75,slice0001_Result of After_GA3_B2 Region1_Merged_RAW_ch01.tif:04403-02926,10.668,2.694,0.458,1.800,3.818,11.621
76,slice0001_Result of After_GA3_B2 Region1_Merged_RAW_ch01.tif:04434-09066,41.852,2.308,0.574,1.150,3.957,23.837
77,slice0001_Result of After_GA3_B2 Region1_Merged_RAW_ch01.tif:04447-04185,48.827,2.879,0.694,1.467,4.667,26.244
78,slice0001_Result of After_GA3_B2 Region1_Merged_RAW_ch01.tif:04469-05211,27.901,2.602,0.440,1.706,4.071,19.463
79,slice0001_Result of After_GA3_B2 Region1_Merged_RAW_ch01.tif:04474-03882,9.848,3.218,0.883,1.917,5.154,11.090
80,slice0001_Result of After_GA3_B2 Region1_Merged_RAW_ch01.tif:04480-04753,76.318,2.430,0.680,1.111,4.111,32.210
81,slice0001_Result of After_GA3_B2 Region1_Merged_RAW_ch01.tif:04499-06759,1.231,2.648,0.306,2.444,3.000,3.624
82,slice0001_Result of After_GA3_B2 Region1_Merged_RAW_ch01.tif:04527-04143,3.283,1.711,0.282,1.385,2.167,6.716
83,slice0001_Result of After_GA3_B2 Region1_Merged_RAW_ch01.tif:04527-09247,17.643,3.438,0.642,2.000,4.455,14.934
84,slice0001_Result of After_GA3_B2 Region1_Merged_RAW_ch01.tif:04563-07136,32.004,1.696,0.386,1.105,3.250,22.711
85,slice0001_Result of After_GA3_B2 Region1_Merged_RAW_ch01.tif:04596-01696,3.283,2.162,0.234,1.765,2.471,6.716
86,slice0001_Result of After_GA3_B2 Region1_Merged_RAW_ch01.tif:04622-04335,13.540,2.256,0.419,1.500,3.500,14.183
87,slice0001_Result of After_GA3_B2 Region1_Merged_RAW_ch01.tif:04623-04226,16.413,1.717,0.287,1.222,2.333,15.620
88,slice0001_Result of After_GA3_B2 Region1_Merged_RAW_ch01.tif:04651-04289,49.648,2.183,0.653,0.857,4.300,37.115
89,slice0001_Result of After_GA3_B2 Region1_Merged_RAW_ch01.tif:04656-07205,9.027,2.710,0.350,1.688,3.231,11.090
90,slice0001_Result of After_GA3_B2 Region1_Merged_RAW_ch01.tif:04662-07199,7.796,2.744,0.397,2.133,3.400,10.715
91,slice0001_Result of After_GA3_B2 Region1_Merged_RAW_ch01.tif:04681-07041,2.462,2.560,0.384,2.143,3.000,5.811
92,slice0001_Result of After_GA3_B2 Region1_Merged_RAW_ch01.tif:04689-01810,2.052,2.489,0.328,2.000,2.857,4.529
93,slice0001_Result of After_GA3_B2 Region1_Merged_RAW_ch01.tif:04698-06949,4.103,3.197,0.575,1.909,4.000,7.622
94,slice0001_Result of After_GA3_B2 Region1_Merged_RAW_ch01.tif:04728-09592,9.437,3.391,0.547,2.250,5.000,11.246
95,slice0001_Result of After_GA3_B2 Region1_Merged_RAW_ch01.tif:04731-07179,4.103,2.545,0.341,2.167,3.200,7.247
96,slice0001_Result of After_GA3_B2 Region1_Merged_RAW_ch01.tif:04732-07181,0.410,9.500,0.000,9.500,9.500,2.562
97,slice0001_Result of After_GA3_B2 Region1_Merged_RAW_ch01.tif:04779-04249,1.641,2.923,0.257,2.583,3.200,5.124
98,slice0001_Result of After_GA3_B2 Region1_Merged_RAW_ch01.tif:04777-05171,49.238,3.244,0.718,1.875,5.000,26.024
99,slice0001_Result of After_GA3_B2 Region1_Merged_RAW_ch01.tif:04788-06962,33.646,2.353,0.374,1.588,3.235,21.650
100,slice0001_Result of After_GA3_B2 Region1_Merged_RAW_ch01.tif:04803-08922,5.334,2.886,0.434,2.200,3.556,7.622
101,slice0001_Result of After_GA3_B2 Region1_Merged_RAW_ch01.tif:04813-03200,36.518,3.171,0.710,1.846,5.000,22.711
102,slice0001_Result of After_GA3_B2 Region1_Merged_RAW_ch01.tif:04817-05036,34.877,2.686,0.392,1.900,3.625,22.711
103,slice0001_Result of After_GA3_B2 Region1_Merged_RAW_ch01.tif:04841-02026,22.157,2.341,0.443,1.476,3.500,17.121
104,slice0001_Result of After_GA3_B2 Region1_Merged_RAW_ch01.tif:04843-02103,26.670,3.112,0.989,1.308,5.444,18.933
105,slice0001_Result of After_GA3_B2 Region1_Merged_RAW_ch01.tif:04853-04758,7.796,2.007,0.156,1.700,2.312,11.621
106,slice0001_Result of After_GA3_B2 Region1_Merged_RAW_ch01.tif:04856-02880,7.386,2.115,0.319,1.647,2.769,10.340
107,slice0001_Result of After_GA3_B2 Region1_Merged_RAW_ch01.tif:04869-06617,22.567,2.360,0.347,1.722,3.409,18.337
108,slice0001_Result of After_GA3_B2 Region1_Merged_RAW_ch01.tif:04889-07713,23.798,3.099,0.673,1.688,4.412,17.651
109,slice0001_Result of After_GA3_B2 Region1_Merged_RAW_ch01.tif:04899-06298,19.285,2.365,0.371,1.650,3.067,15.840
110,slice0001_Result of After_GA3_B2 Region1_Merged_RAW_ch01.tif:04912-08977,84.114,2.631,0.655,1.286,4.500,34.397
111,slice0001_Result of After_GA3_B2 Region1_Merged_RAW_ch01.tif:04921-06984,5.334,1.289,0.142,1.000,1.500,8.528
112,slice0001_Result of After_GA3_B2 Region1_Merged_RAW_ch01.tif:04925-05888,26.670,2.526,0.357,1.727,3.400,18.933
113,slice0001_Result of After_GA3_B2 Region1_Merged_RAW_ch01.tif:04985-06206,4.103,2.203,0.348,1.727,3.000,7.247
114,slice0001_Result of After_GA3_B2 Region1_Merged_RAW_ch01.tif:04986-08120,23.798,2.732,0.628,1.619,4.000,17.651
115,slice0001_Result of After_GA3_B2 Region1_Merged_RAW_ch01.tif:05015-04983,4.924,2.340,0.249,2.000,2.833,10.340
116,slice0001_Result of After_GA3_B2 Region1_Merged_RAW_ch01.tif:05021-10626,0.410,1.600,0.000,1.600,1.600,2.562
117,slice0001_Result of After_GA3_B2 Region1_Merged_RAW_ch01.tif:05020-10631,73.856,2.316,0.547,1.235,4.000,36.739
118,slice0001_Result of After_GA3_B2 Region1_Merged_RAW_ch01.tif:05022-06211,33.235,2.713,0.478,1.800,4.222,21.806
119,slice0001_Result of After_GA3_B2 Region1_Merged_RAW_ch01.tif:05100-06130,0.821,2.050,0.212,1.900,2.200,3.624
120,slice0001_Result of After_GA3_B2 Region1_Merged_RAW_ch01.tif:05180-06251,3.283,2.302,0.410,1.778,3.000,6.716
121,slice0001_Result of After_GA3_B2 Region1_Merged_RAW_ch01.tif:05201-02217,31.184,2.955,0.697,1.600,4.800,20.214
122,slice0001_Result of After_GA3_B2 Region1_Merged_RAW_ch01.tif:05289-04196,6.565,1.952,0.473,1.333,2.900,9.434
123,slice0001_Result of After_GA3_B2 Region1_Merged_RAW_ch01.tif:05325-09403,14.771,2.357,0.493,1.429,3.286,13.808
124,slice0001_Result of After_GA3_B2 Region1_Merged_RAW_ch01.tif:05340-09462,36.108,2.839,0.683,1.765,4.529,22.025
125,slice0001_Result of After_GA3_B2 Region1_Merged_RAW_ch01.tif:05426-09229,5.744,1.906,0.204,1.600,2.286,8.528
126,slice0001_Result of After_GA3_B2 Region1_Merged_RAW_ch01.tif:05427-02287,23.388,2.861,0.513,1.917,4.000,17.276
127,slice0001_Result of After_GA3_B2 Region1_Merged_RAW_ch01.tif:05555-06462,50.058,2.548,0.555,1.381,3.742,25.649
128,slice0001_Result of After_GA3_B2 Region1_Merged_RAW_ch01.tif:05666-04801,31.184,2.956,0.447,2.143,4.300,20.900
129,slice0001_Result of After_GA3_B2 Region1_Merged_RAW_ch01.tif:05684-05940,18.464,2.407,0.483,1.611,3.929,15.464
130,slice0001_Result of After_GA3_B2 Region1_Merged_RAW_ch01.tif:05687-08505,4.103,2.589,0.369,2.182,3.111,7.622
131,slice0001_Result of After_GA3_B2 Region1_Merged_RAW_ch01.tif:05694-01888,65.650,2.529,0.681,1.353,4.619,30.023
132,slice0001_Result of After_GA3_B2 Region1_Merged_RAW_ch01.tif:05756-02329,50.058,2.597,0.462,1.727,3.818,27.085
133,slice0001_Result of After_GA3_B2 Region1_Merged_RAW_ch01.tif:05777-01849,20.516,2.715,0.385,2.000,3.417,16.370
134,slice0001_Result of After_GA3_B2 Region1_Merged_RAW_ch01.tif:05862-06250,2.462,2.458,0.137,2.250,2.625,5.811
135,slice0001_Result of After_GA3_B2 Region1_Merged_RAW_ch01.tif:05882-03425,30.363,2.250,0.486,1.214,3.875,19.994
136,slice0001_Result of After_GA3_B2 Region1_Merged_RAW_ch01.tif:05886-03395,9.027,2.586,0.325,2.111,3.333,11.621
137,slice0001_Result of After_GA3_B2 Region1_Merged_RAW_ch01.tif:05886-03127,13.951,2.567,0.424,1.929,3.455,13.808
138,slice0001_Result of After_GA3_B2 Region1_Merged_RAW_ch01.tif:05890-03337,64.829,2.263,0.477,1.286,3.538,30.929
139,slice0001_Result of After_GA3_B2 Region1_Merged_RAW_ch01.tif:05907-03035,9.437,2.202,0.273,1.684,2.857,11.246
140,slice0001_Result of After_GA3_B2 Region1_Merged_RAW_ch01.tif:05912-05816,27.901,3.011,0.473,2.000,4.500,19.088
141,slice0001_Result of After_GA3_B2 Region1_Merged_RAW_ch01.tif:05940-05950,30.363,2.741,0.659,1.364,4.412,19.838
142,slice0001_Result of After_GA3_B2 Region1_Merged_RAW_ch01.tif:05945-06436,53.341,1.656,0.687,0.919,3.750,26.930
143,slice0001_Result of After_GA3_B2 Region1_Merged_RAW_ch01.tif:05963-06477,6.565,2.249,0.376,1.385,2.900,8.528
144,slice0001_Result of After_GA3_B2 Region1_Merged_RAW_ch01.tif:05986-01965,64.419,2.372,0.280,1.733,3.154,31.990
145,slice0001_Result of After_GA3_B2 Region1_Merged_RAW_ch01.tif:06000-04296,34.466,2.464,0.329,1.688,3.364,22.025
146,slice0001_Result of After_GA3_B2 Region1_Merged_RAW_ch01.tif:06007-04650,41.852,2.465,0.459,1.444,3.375,23.993
147,slice0001_Result of After_GA3_B2 Region1_Merged_RAW_ch01.tif:06067-03388,58.264,2.955,0.773,1.600,4.857,28.742
148,slice0001_Result of After_GA3_B2 Region1_Merged_RAW_ch01.tif:06124-10637,0.410,1.750,0.000,1.750,1.750,2.562
149,slice0001_Result of After_GA3_B2 Region1_Merged_RAW_ch01.tif:06139-03152,0.821,2.107,0.556,1.714,2.500,3.843
150,slice0001_Result of After_GA3_B2 Region1_Merged_RAW_ch01.tif:06146-05603,29.953,2.836,0.377,2.071,3.900,20.369
151,slice0001_Result of After_GA3_B2 Region1_Merged_RAW_ch01.tif:06158-01842,44.314,3.452,0.984,1.545,5.583,24.212
152,slice0001_Result of After_GA3_B2 Region1_Merged_RAW_ch01.tif:06160-10903,25.850,3.000,0.571,1.846,4.200,19.463
153,slice0001_Result of After_GA3_B2 Region1_Merged_RAW_ch01.tif:06170-05957,54.982,2.548,0.466,1.588,3.895,27.085
154,slice0001_Result of After_GA3_B2 Region1_Merged_RAW_ch01.tif:06182-03151,46.776,2.309,0.409,1.538,3.357,26.024
155,slice0001_Result of After_GA3_B2 Region1_Merged_RAW_ch01.tif:06222-05703,13.130,2.955,0.435,2.308,3.857,12.527
156,slice0001_Result of After_GA3_B2 Region1_Merged_RAW_ch01.tif:06233-01813,24.619,2.449,0.359,1.643,3.182,18.182
157,slice0001_Result of After_GA3_B2 Region1_Merged_RAW_ch01.tif:06239-10486,24.619,2.177,0.535,1.138,3.391,19.088
158,slice0001_Result of After_GA3_B2 Region1_Merged_RAW_ch01.tif:06405-03044,87.807,2.316,0.584,1.000,3.750,36.364
159,slice0001_Result of After_GA3_B2 Region1_Merged_RAW_ch01.tif:06453-03230,2.872,1.970,0.468,1.125,2.500,6.716
160,slice0001_Result of After_GA3_B2 Region1_Merged_RAW_ch01.tif:06451-10814,47.186,1.963,0.762,0.855,4.000,25.118
161,slice0001_Result of After_GA3_B2 Region1_Merged_RAW_ch01.tif:06465-04258,0.821,2.208,0.177,2.083,2.333,3.843
162,slice0001_Result of After_GA3_B2 Region1_Merged_RAW_ch01.tif:06466-03236,17.643,2.662,0.531,1.636,4.500,15.620
163,slice0001_Result of After_GA3_B2 Region1_Merged_RAW_ch01.tif:06486-10902,29.953,3.267,0.676,2.000,5.222,19.994
164,slice0001_Result of After_GA3_B2 Region1_Merged_RAW_ch01.tif:06486-02752,57.033,2.179,0.310,1.278,3.000,28.211
165,slice0001_Result of After_GA3_B2 Region1_Merged_RAW_ch01.tif:06548-11012,23.388,3.245,0.583,1.824,4.692,16.901
166,slice0001_Result of After_GA3_B2 Region1_Merged_RAW_ch01.tif:06557-02849,0.821,2.875,0.354,2.625,3.125,3.843
167,slice0001_Result of After_GA3_B2 Region1_Merged_RAW_ch01.tif:06559-02849,0.410,3.000,0.000,3.000,3.000,2.562
168,slice0001_Result of After_GA3_B2 Region1_Merged_RAW_ch01.tif:06562-09762,46.776,3.052,0.740,1.296,4.775,24.743
169,slice0001_Result of After_GA3_B2 Region1_Merged_RAW_ch01.tif:06660-11028,22.978,2.957,0.584,1.800,4.125,18.713
170,slice0001_Result of After_GA3_B2 Region1_Merged_RAW_ch01.tif:06666-05592,0.410,1.263,0.000,1.263,1.263,2.562
171,slice0001_Result of After_GA3_B2 Region1_Merged_RAW_ch01.tif:06666-04198,5.334,2.874,0.422,2.286,3.600,7.998
172,slice0001_Result of After_GA3_B2 Region1_Merged_RAW_ch01.tif:06664-01689,31.594,2.707,0.548,1.500,4.286,20.589
173,slice0001_Result of After_GA3_B2 Region1_Merged_RAW_ch01.tif:06668-05591,1.231,1.444,0.056,1.389,1.500,3.624
174,slice0001_Result of After_GA3_B2 Region1_Merged_RAW_ch01.tif:06669-05593,1.231,1.383,0.140,1.250,1.529,4.529
175,slice0001_Result of After_GA3_B2 Region1_Merged_RAW_ch01.tif:06672-05584,0.821,1.420,0.201,1.278,1.562,3.624
176,slice0001_Result of After_GA3_B2 Region1_Merged_RAW_ch01.tif:06670-05595,4.103,1.578,0.136,1.316,1.800,11.246
177,slice0001_Result of After_GA3_B2 Region1_Merged_RAW_ch01.tif:06673-05596,0.410,1.867,0.000,1.867,1.867,2.562
178,slice0001_Result of After_GA3_B2 Region1_Merged_RAW_ch01.tif:06677-05593,5.334,1.812,0.313,1.263,2.545,8.373
179,slice0001_Result of After_GA3_B2 Region1_Merged_RAW_ch01.tif:06678-05590,1.231,1.576,0.181,1.389,1.750,4.529
180,slice0001_Result of After_GA3_B2 Region1_Merged_RAW_ch01.tif:06680-05591,0.410,2.455,0.000,2.455,2.455,2.562
181,slice0001_Result of After_GA3_B2 Region1_Merged_RAW_ch01.tif:06702-03180,41.442,2.821,0.941,1.333,6.059,23.993
182,slice0001_Result of After_GA3_B2 Region1_Merged_RAW_ch01.tif:06712-03329,82.473,2.236,0.544,1.188,3.941,40.207
183,slice0001_Result of After_GA3_B2 Region1_Merged_RAW_ch01.tif:06740-01400,1.231,2.232,0.202,2.000,2.364,3.624
184,slice0001_Result of After_GA3_B2 Region1_Merged_RAW_ch01.tif:06769-01191,28.312,2.329,0.389,1.429,3.500,21.120
185,slice0001_Result of After_GA3_B2 Region1_Merged_RAW_ch01.tif:06804-02612,10.668,2.467,0.384,1.867,3.273,11.621
186,slice0001_Result of After_GA3_B2 Region1_Merged_RAW_ch01.tif:06840-01338,18.054,2.788,0.537,1.667,4.500,15.089
187,slice0001_Result of After_GA3_B2 Region1_Merged_RAW_ch01.tif:06856-04602,30.773,2.195,0.362,1.412,2.944,20.900
188,slice0001_Result of After_GA3_B2 Region1_Merged_RAW_ch01.tif:06867-04048,0.410,1.350,0.000,1.350,1.350,2.562
189,slice0001_Result of After_GA3_B2 Region1_Merged_RAW_ch01.tif:06899-04044,32.004,2.170,0.905,1.205,4.700,20.369
190,slice0001_Result of After_GA3_B2 Region1_Merged_RAW_ch01.tif:06927-01925,7.386,2.424,0.268,2.000,2.923,10.340
191,slice0001_Result of After_GA3_B2 Region1_Merged_RAW_ch01.tif:06957-02057,36.108,2.487,0.389,1.750,4.200,22.025
192,slice0001_Result of After_GA3_B2 Region1_Merged_RAW_ch01.tif:07004-04151,32.415,2.945,0.638,1.923,4.833,21.275
193,slice0001_Result of After_GA3_B2 Region1_Merged_RAW_ch01.tif:07005-04218,29.132,2.993,0.844,1.500,5.500,19.619
194,slice0001_Result of After_GA3_B2 Region1_Merged_RAW_ch01.tif:07032-09453,39.800,2.197,0.565,1.000,3.731,23.837
195,slice0001_Result of After_GA3_B2 Region1_Merged_RAW_ch01.tif:07068-04001,0.821,2.482,0.167,2.364,2.600,3.843
196,slice0001_Result of After_GA3_B2 Region1_Merged_RAW_ch01.tif:07074-04100,70.574,2.764,0.769,1.391,4.706,30.398
197,slice0001_Result of After_GA3_B2 Region1_Merged_RAW_ch01.tif:07111-05222,27.491,2.168,0.318,1.500,3.095,18.557
198,slice0001_Result of After_GA3_B2 Region1_Merged_RAW_ch01.tif:07142-01506,0.410,1.923,0.000,1.923,1.923,2.562
199,slice0001_Result of After_GA3_B2 Region1_Merged_RAW_ch01.tif:07145-01502,13.540,2.453,0.457,1.529,3.889,13.277
200,slice0001_Result of After_GA3_B2 Region1_Merged_RAW_ch01.tif:07161-06383,9.437,2.632,0.309,2.125,3.333,13.433
201,slice0001_Result of After_GA3_B2 Region1_Merged_RAW_ch01.tif:07199-02869,36.518,2.503,0.533,1.526,3.789,22.401
202,slice0001_Result of After_GA3_B2 Region1_Merged_RAW_ch01.tif:07230-05827,5.334,1.463,0.300,1.091,2.000,9.809
203,slice0001_Result of After_GA3_B2 Region1_Merged_RAW_ch01.tif:07235-03891,43.903,2.427,0.385,1.600,3.500,27.085
204,slice0001_Result of After_GA3_B2 Region1_Merged_RAW_ch01.tif:07248-09433,65.240,2.394,0.679,1.048,4.125,30.023
205,slice0001_Result of After_GA3_B2 Region1_Merged_RAW_ch01.tif:07267-03987,6.155,3.137,0.551,2.267,3.900,9.809
