 ,Label,Area,Mean,StdDev,Min,Max,Perim.
54,slice0001_Result of After_GA3_B1 Region1_Merged_RAW_ch01.tif:02401-07926,8.617,2.248,0.355,1.667,2.833,14.339
55,slice0001_Result of After_GA3_B1 Region1_Merged_RAW_ch01.tif:02401-07933,25.439,2.245,0.561,1.250,4.200,20.214
56,slice0001_Result of After_GA3_B1 Region1_Merged_RAW_ch01.tif:02409-04100,66.060,2.286,0.960,1.045,5.333,30.929
57,slice0001_Result of After_GA3_B1 Region1_Merged_RAW_ch01.tif:02466-05962,0.410,1.300,0.000,1.300,1.300,2.562
58,slice0001_Result of After_GA3_B1 Region1_Merged_RAW_ch01.tif:02500-05353,75.087,1.897,0.291,1.130,2.513,33.116
59,slice0001_Result of After_GA3_B1 Region1_Merged_RAW_ch01.tif:02509-04526,29.543,1.112,0.368,0.528,2.250,20.900
60,slice0001_Result of After_GA3_B1 Region1_Merged_RAW_ch01.tif:02522-04905,12.720,2.307,0.534,1.571,3.429,12.372
61,slice0001_Result of After_GA3_B1 Region1_Merged_RAW_ch01.tif:02524-06342,105.040,1.825,0.500,0.750,3.500,39.302
62,slice0001_Result of After_GA3_B1 Region1_Merged_RAW_ch01.tif:02546-05578,16.002,1.831,0.382,1.100,2.700,14.714
63,slice0001_Result of After_GA3_B1 Region1_Merged_RAW_ch01.tif:02550-04875,13.951,2.026,0.697,1.029,3.714,13.808
64,slice0001_Result of After_GA3_B1 Region1_Merged_RAW_ch01.tif:02572-07626,1.641,1.499,0.313,1.136,1.867,5.435
65,slice0001_Result of After_GA3_B1 Region1_Merged_RAW_ch01.tif:02579-02528,2.052,1.482,0.184,1.280,1.680,4.905
66,slice0001_Result of After_GA3_B1 Region1_Merged_RAW_ch01.tif:02616-06033,62.368,2.138,0.436,1.250,3.419,28.742
67,slice0001_Result of After_GA3_B1 Region1_Merged_RAW_ch01.tif:02657-05627,2.462,2.736,0.136,2.583,2.900,7.247
68,slice0001_Result of After_GA3_B1 Region1_Merged_RAW_ch01.tif:02662-03966,34.056,1.958,0.748,1.028,4.111,21.650
69,slice0001_Result of After_GA3_B1 Region1_Merged_RAW_ch01.tif:02665-03910,23.388,2.728,0.572,1.333,4.100,17.276
70,slice0001_Result of After_GA3_B1 Region1_Merged_RAW_ch01.tif:02671-06376,5.334,1.490,0.216,1.190,1.833,9.809
71,slice0001_Result of After_GA3_B1 Region1_Merged_RAW_ch01.tif:02681-07491,0.410,1.688,0.000,1.688,1.688,2.562
72,slice0001_Result of After_GA3_B1 Region1_Merged_RAW_ch01.tif:02693-06588,41.442,3.414,1.067,1.556,6.700,23.462
73,slice0001_Result of After_GA3_B1 Region1_Merged_RAW_ch01.tif:02705-04843,9.027,2.556,0.349,1.941,3.364,12.527
74,slice0001_Result of After_GA3_B1 Region1_Merged_RAW_ch01.tif:02711-02718,2.462,2.190,0.290,1.867,2.538,6.406
75,slice0001_Result of After_GA3_B1 Region1_Merged_RAW_ch01.tif:02711-04583,15.182,1.068,0.141,0.800,1.346,13.653
76,slice0001_Result of After_GA3_B1 Region1_Merged_RAW_ch01.tif:02764-02484,27.491,2.550,0.634,0.960,4.133,19.463
77,slice0001_Result of After_GA3_B1 Region1_Merged_RAW_ch01.tif:02769-05721,0.821,2.127,0.763,1.588,2.667,3.843
78,slice0001_Result of After_GA3_B1 Region1_Merged_RAW_ch01.tif:02766-02835,44.724,2.328,0.544,1.200,3.510,24.368
79,slice0001_Result of After_GA3_B1 Region1_Merged_RAW_ch01.tif:02767-05429,57.854,2.526,0.987,1.104,6.000,29.117
80,slice0001_Result of After_GA3_B1 Region1_Merged_RAW_ch01.tif:02774-05725,0.821,2.728,0.267,2.538,2.917,3.843
81,slice0001_Result of After_GA3_B1 Region1_Merged_RAW_ch01.tif:02778-05716,0.410,3.625,0.000,3.625,3.625,2.562
82,slice0001_Result of After_GA3_B1 Region1_Merged_RAW_ch01.tif:02784-07699,18.054,2.805,0.394,2.000,3.818,16.150
83,slice0001_Result of After_GA3_B1 Region1_Merged_RAW_ch01.tif:02792-04204,0.410,1.706,0.000,1.706,1.706,2.562
84,slice0001_Result of After_GA3_B1 Region1_Merged_RAW_ch01.tif:02788-04273,24.208,1.877,0.266,1.318,2.579,18.557
85,slice0001_Result of After_GA3_B1 Region1_Merged_RAW_ch01.tif:02800-04206,56.213,1.572,0.271,1.000,2.333,29.428
86,slice0001_Result of After_GA3_B1 Region1_Merged_RAW_ch01.tif:02808-08604,3.693,1.586,0.228,1.318,1.857,6.716
87,slice0001_Result of After_GA3_B1 Region1_Merged_RAW_ch01.tif:02826-07274,11.489,2.689,0.380,1.933,3.429,11.996
88,slice0001_Result of After_GA3_B1 Region1_Merged_RAW_ch01.tif:02825-06222,34.877,3.134,0.617,2.000,4.455,21.120
89,slice0001_Result of After_GA3_B1 Region1_Merged_RAW_ch01.tif:02838-04108,15.182,2.390,0.520,1.273,3.500,13.808
90,slice0001_Result of After_GA3_B1 Region1_Merged_RAW_ch01.tif:02847-05500,15.592,1.941,0.351,1.333,2.737,13.653
91,slice0001_Result of After_GA3_B1 Region1_Merged_RAW_ch01.tif:02850-06319,22.567,2.425,0.559,1.333,3.643,17.807
92,slice0001_Result of After_GA3_B1 Region1_Merged_RAW_ch01.tif:02872-03935,3.693,1.762,0.439,1.056,2.333,7.092
93,slice0001_Result of After_GA3_B1 Region1_Merged_RAW_ch01.tif:02876-03937,0.821,1.768,0.186,1.636,1.900,3.843
94,slice0001_Result of After_GA3_B1 Region1_Merged_RAW_ch01.tif:02900-05315,6.155,1.560,0.178,1.185,1.842,9.434
95,slice0001_Result of After_GA3_B1 Region1_Merged_RAW_ch01.tif:02899-04200,32.825,2.885,0.761,1.438,4.857,20.744
96,slice0001_Result of After_GA3_B1 Region1_Merged_RAW_ch01.tif:02904-04236,40.621,1.929,0.596,0.965,3.846,27.085
97,slice0001_Result of After_GA3_B1 Region1_Merged_RAW_ch01.tif:02925-05961,0.821,2.000,0.177,1.875,2.125,3.843
98,slice0001_Result of After_GA3_B1 Region1_Merged_RAW_ch01.tif:02928-05959,0.410,1.556,0.000,1.556,1.556,2.562
99,slice0001_Result of After_GA3_B1 Region1_Merged_RAW_ch01.tif:02942-06258,8.617,2.320,0.387,1.500,3.000,14.339
100,slice0001_Result of After_GA3_B1 Region1_Merged_RAW_ch01.tif:02946-05551,0.410,2.900,0.000,2.900,2.900,2.562
101,slice0001_Result of After_GA3_B1 Region1_Merged_RAW_ch01.tif:02945-05489,27.901,2.344,0.512,1.244,4.091,19.838
102,slice0001_Result of After_GA3_B1 Region1_Merged_RAW_ch01.tif:02939-05958,101.758,2.256,0.703,1.214,4.400,39.457
103,slice0001_Result of After_GA3_B1 Region1_Merged_RAW_ch01.tif:02950-04413,39.800,2.186,0.499,1.086,3.632,22.931
104,slice0001_Result of After_GA3_B1 Region1_Merged_RAW_ch01.tif:02953-04724,7.796,2.493,0.375,1.765,3.250,9.654
105,slice0001_Result of After_GA3_B1 Region1_Merged_RAW_ch01.tif:02958-05799,17.643,3.094,0.407,2.333,4.429,15.464
106,slice0001_Result of After_GA3_B1 Region1_Merged_RAW_ch01.tif:02967-06779,27.081,2.016,0.575,1.192,4.125,20.369
107,slice0001_Result of After_GA3_B1 Region1_Merged_RAW_ch01.tif:02975-03847,0.410,1.571,0.000,1.571,1.571,2.562
108,slice0001_Result of After_GA3_B1 Region1_Merged_RAW_ch01.tif:02979-03845,0.821,2.286,0.606,1.857,2.714,3.843
109,slice0001_Result of After_GA3_B1 Region1_Merged_RAW_ch01.tif:02980-04230,0.821,2.786,0.303,2.571,3.000,3.843
110,slice0001_Result of After_GA3_B1 Region1_Merged_RAW_ch01.tif:02982-03039,58.675,1.788,0.735,0.916,4.333,28.367
111,slice0001_Result of After_GA3_B1 Region1_Merged_RAW_ch01.tif:02985-04779,28.312,1.708,0.478,0.905,3.000,20.214
112,slice0001_Result of After_GA3_B1 Region1_Merged_RAW_ch01.tif:02984-05164,71.805,1.621,0.354,0.944,2.889,34.708
113,slice0001_Result of After_GA3_B1 Region1_Merged_RAW_ch01.tif:02985-06274,49.648,2.906,0.808,1.286,5.333,25.649
114,slice0001_Result of After_GA3_B1 Region1_Merged_RAW_ch01.tif:02995-02827,3.283,2.510,0.349,2.100,3.143,6.716
115,slice0001_Result of After_GA3_B1 Region1_Merged_RAW_ch01.tif:02999-04116,1.231,2.278,0.481,2.000,2.833,4.905
116,slice0001_Result of After_GA3_B1 Region1_Merged_RAW_ch01.tif:02997-04645,10.258,2.628,0.470,1.647,3.615,12.527
117,slice0001_Result of After_GA3_B1 Region1_Merged_RAW_ch01.tif:02998-07644,20.516,2.415,0.351,1.800,3.222,16.901
118,slice0001_Result of After_GA3_B1 Region1_Merged_RAW_ch01.tif:03014-04346,10.668,2.384,0.429,1.625,3.143,12.152
119,slice0001_Result of After_GA3_B1 Region1_Merged_RAW_ch01.tif:03015-04440,41.031,2.594,0.716,1.250,4.267,23.837
120,slice0001_Result of After_GA3_B1 Region1_Merged_RAW_ch01.tif:03024-04752,37.338,3.306,0.805,1.857,5.200,21.650
121,slice0001_Result of After_GA3_B1 Region1_Merged_RAW_ch01.tif:03030-04784,24.208,2.161,0.380,1.304,3.118,17.651
122,slice0001_Result of After_GA3_B1 Region1_Merged_RAW_ch01.tif:03036-04397,21.747,2.780,0.566,1.750,4.167,17.651
123,slice0001_Result of After_GA3_B1 Region1_Merged_RAW_ch01.tif:03043-05150,1.231,1.776,0.204,1.600,2.000,3.624
124,slice0001_Result of After_GA3_B1 Region1_Merged_RAW_ch01.tif:03056-05650,46.365,1.544,0.228,1.103,2.267,26.244
125,slice0001_Result of After_GA3_B1 Region1_Merged_RAW_ch01.tif:03059-06803,45.545,2.287,0.622,1.074,3.763,24.743
126,slice0001_Result of After_GA3_B1 Region1_Merged_RAW_ch01.tif:03086-06267,33.646,2.346,0.617,1.185,3.903,21.275
127,slice0001_Result of After_GA3_B1 Region1_Merged_RAW_ch01.tif:03106-05045,24.619,2.667,0.507,1.556,3.857,18.337
128,slice0001_Result of After_GA3_B1 Region1_Merged_RAW_ch01.tif:03114-02823,22.157,2.074,0.423,1.267,2.871,16.746
129,slice0001_Result of After_GA3_B1 Region1_Merged_RAW_ch01.tif:03114-06755,45.955,2.540,0.708,1.231,4.889,24.898
130,slice0001_Result of After_GA3_B1 Region1_Merged_RAW_ch01.tif:03124-07591,29.132,1.915,0.478,1.227,3.600,24.679
131,slice0001_Result of After_GA3_B1 Region1_Merged_RAW_ch01.tif:03130-07593,1.231,2.956,0.320,2.667,3.300,4.905
132,slice0001_Result of After_GA3_B1 Region1_Merged_RAW_ch01.tif:03128-06132,38.980,3.017,0.868,1.444,5.111,23.087
133,slice0001_Result of After_GA3_B1 Region1_Merged_RAW_ch01.tif:03135-07226,4.924,2.297,0.422,1.538,2.917,7.622
134,slice0001_Result of After_GA3_B1 Region1_Merged_RAW_ch01.tif:03142-04883,14.771,3.657,1.018,1.842,6.471,13.808
135,slice0001_Result of After_GA3_B1 Region1_Merged_RAW_ch01.tif:03144-04986,4.513,1.952,0.241,1.600,2.400,7.622
136,slice0001_Result of After_GA3_B1 Region1_Merged_RAW_ch01.tif:03146-07096,42.673,1.496,0.494,0.617,2.857,28.897
137,slice0001_Result of After_GA3_B1 Region1_Merged_RAW_ch01.tif:03153-04073,0.410,1.538,0.000,1.538,1.538,2.562
138,slice0001_Result of After_GA3_B1 Region1_Merged_RAW_ch01.tif:03155-04072,0.821,1.226,0.084,1.167,1.286,3.843
139,slice0001_Result of After_GA3_B1 Region1_Merged_RAW_ch01.tif:03156-04070,4.103,1.454,0.356,1.105,2.167,10.871
140,slice0001_Result of After_GA3_B1 Region1_Merged_RAW_ch01.tif:03159-04073,0.821,1.389,0.157,1.278,1.500,3.624
141,slice0001_Result of After_GA3_B1 Region1_Merged_RAW_ch01.tif:03159-04067,2.462,1.745,0.439,1.333,2.600,6.716
142,slice0001_Result of After_GA3_B1 Region1_Merged_RAW_ch01.tif:03158-04206,37.338,1.946,0.363,1.156,2.914,22.556
143,slice0001_Result of After_GA3_B1 Region1_Merged_RAW_ch01.tif:03166-05990,14.771,1.901,0.288,1.481,2.522,13.277
144,slice0001_Result of After_GA3_B1 Region1_Merged_RAW_ch01.tif:03165-03718,34.466,2.711,0.546,1.222,3.800,22.556
145,slice0001_Result of After_GA3_B1 Region1_Merged_RAW_ch01.tif:03167-06058,10.668,1.683,0.252,1.250,2.125,12.527
146,slice0001_Result of After_GA3_B1 Region1_Merged_RAW_ch01.tif:03172-07236,20.926,1.390,0.315,0.941,2.615,17.276
147,slice0001_Result of After_GA3_B1 Region1_Merged_RAW_ch01.tif:03177-07132,35.287,2.050,0.619,1.196,3.636,21.806
148,slice0001_Result of After_GA3_B1 Region1_Merged_RAW_ch01.tif:03181-02423,6.975,1.513,0.195,1.158,1.786,8.903
149,slice0001_Result of After_GA3_B1 Region1_Merged_RAW_ch01.tif:03191-03897,15.592,2.521,0.415,1.579,3.308,14.714
150,slice0001_Result of After_GA3_B1 Region1_Merged_RAW_ch01.tif:03223-05757,18.874,1.895,0.411,1.125,3.300,18.777
151,slice0001_Result of After_GA3_B1 Region1_Merged_RAW_ch01.tif:03273-07396,10.668,3.171,0.468,2.364,4.091,11.466
152,slice0001_Result of After_GA3_B1 Region1_Merged_RAW_ch01.tif:03276-05274,43.493,2.553,0.608,1.000,4.160,24.368
153,slice0001_Result of After_GA3_B1 Region1_Merged_RAW_ch01.tif:03286-04167,4.103,2.165,0.419,1.706,3.000,7.092
154,slice0001_Result of After_GA3_B1 Region1_Merged_RAW_ch01.tif:03296-05051,22.157,2.734,0.735,1.333,4.600,18.868
155,slice0001_Result of After_GA3_B1 Region1_Merged_RAW_ch01.tif:03303-05800,70.574,2.364,0.464,1.333,3.368,30.929
156,slice0001_Result of After_GA3_B1 Region1_Merged_RAW_ch01.tif:03308-02944,32.825,3.042,0.619,1.818,4.750,21.275
157,slice0001_Result of After_GA3_B1 Region1_Merged_RAW_ch01.tif:03309-05258,52.930,2.487,0.757,1.417,4.714,26.555
158,slice0001_Result of After_GA3_B1 Region1_Merged_RAW_ch01.tif:03314-05591,10.668,2.300,0.243,1.909,2.778,13.808
159,slice0001_Result of After_GA3_B1 Region1_Merged_RAW_ch01.tif:03321-06748,18.464,1.831,0.680,0.792,3.857,15.464
160,slice0001_Result of After_GA3_B1 Region1_Merged_RAW_ch01.tif:03344-04822,56.213,2.723,0.553,1.375,4.000,27.836
161,slice0001_Result of After_GA3_B1 Region1_Merged_RAW_ch01.tif:03359-02354,9.848,1.724,0.441,1.143,2.583,11.621
162,slice0001_Result of After_GA3_B1 Region1_Merged_RAW_ch01.tif:03362-04202,24.208,2.643,0.733,1.222,4.273,18.027
163,slice0001_Result of After_GA3_B1 Region1_Merged_RAW_ch01.tif:03387-04043,20.516,2.902,0.890,1.522,4.533,16.526
164,slice0001_Result of After_GA3_B1 Region1_Merged_RAW_ch01.tif:03387-06973,18.054,3.091,0.654,1.824,4.833,15.464
165,slice0001_Result of After_GA3_B1 Region1_Merged_RAW_ch01.tif:03394-02594,0.410,1.800,0.000,1.800,1.800,2.562
166,slice0001_Result of After_GA3_B1 Region1_Merged_RAW_ch01.tif:03394-02593,14.771,2.503,0.409,1.667,3.333,13.808
167,slice0001_Result of After_GA3_B1 Region1_Merged_RAW_ch01.tif:03408-04597,11.078,1.182,0.165,0.872,1.414,15.089
168,slice0001_Result of After_GA3_B1 Region1_Merged_RAW_ch01.tif:03412-05791,40.621,2.457,0.461,1.429,3.636,23.837
169,slice0001_Result of After_GA3_B1 Region1_Merged_RAW_ch01.tif:03431-06065,17.233,2.127,0.322,1.571,2.867,15.089
170,slice0001_Result of After_GA3_B1 Region1_Merged_RAW_ch01.tif:03429-04151,40.621,2.821,0.630,1.611,4.857,24.743
171,slice0001_Result of After_GA3_B1 Region1_Merged_RAW_ch01.tif:03432-05163,24.619,2.042,0.440,1.400,3.200,17.807
172,slice0001_Result of After_GA3_B1 Region1_Merged_RAW_ch01.tif:03436-07132,25.850,2.011,0.539,1.125,3.143,18.933
173,slice0001_Result of After_GA3_B1 Region1_Merged_RAW_ch01.tif:03440-03023,59.906,2.135,0.664,1.031,4.000,34.772
174,slice0001_Result of After_GA3_B1 Region1_Merged_RAW_ch01.tif:03444-03375,21.747,3.085,0.689,1.857,5.000,16.746
175,slice0001_Result of After_GA3_B1 Region1_Merged_RAW_ch01.tif:03459-07092,16.823,2.205,0.471,1.375,3.375,15.464
176,slice0001_Result of After_GA3_B1 Region1_Merged_RAW_ch01.tif:03469-04060,45.545,2.164,0.661,1.027,3.889,24.743
177,slice0001_Result of After_GA3_B1 Region1_Merged_RAW_ch01.tif:03479-06550,6.155,3.011,0.436,2.333,4.000,8.528
178,slice0001_Result of After_GA3_B1 Region1_Merged_RAW_ch01.tif:03481-03724,23.388,2.084,0.323,1.400,2.750,17.276
179,slice0001_Result of After_GA3_B1 Region1_Merged_RAW_ch01.tif:03489-08567,64.419,2.758,0.627,1.667,4.750,30.554
180,slice0001_Result of After_GA3_B1 Region1_Merged_RAW_ch01.tif:03499-08816,31.184,3.274,0.524,2.083,4.375,20.900
181,slice0001_Result of After_GA3_B1 Region1_Merged_RAW_ch01.tif:03503-05539,40.621,2.455,0.687,1.286,4.667,23.462
182,slice0001_Result of After_GA3_B1 Region1_Merged_RAW_ch01.tif:03512-03659,12.309,1.393,0.277,0.884,2.118,12.527
183,slice0001_Result of After_GA3_B1 Region1_Merged_RAW_ch01.tif:03522-05413,39.800,2.491,0.531,1.462,4.143,23.993
184,slice0001_Result of After_GA3_B1 Region1_Merged_RAW_ch01.tif:03528-07968,0.410,2.500,0.000,2.500,2.500,2.562
185,slice0001_Result of After_GA3_B1 Region1_Merged_RAW_ch01.tif:03533-07971,0.410,2.500,0.000,2.500,2.500,2.562
186,slice0001_Result of After_GA3_B1 Region1_Merged_RAW_ch01.tif:03534-07969,18.464,2.682,0.374,2.091,3.625,15.620
187,slice0001_Result of After_GA3_B1 Region1_Merged_RAW_ch01.tif:03543-04968,1.231,2.000,0.192,1.778,2.111,3.624
188,slice0001_Result of After_GA3_B1 Region1_Merged_RAW_ch01.tif:03543-07051,2.462,4.068,0.783,2.889,5.000,5.435
189,slice0001_Result of After_GA3_B1 Region1_Merged_RAW_ch01.tif:03546-02978,92.320,2.620,0.819,1.386,5.600,35.678
190,slice0001_Result of After_GA3_B1 Region1_Merged_RAW_ch01.tif:03551-01522,24.619,2.242,0.532,1.167,4.071,17.807
191,slice0001_Result of After_GA3_B1 Region1_Merged_RAW_ch01.tif:03553-05613,8.206,2.154,0.247,1.714,2.500,10.185
192,slice0001_Result of After_GA3_B1 Region1_Merged_RAW_ch01.tif:03554-03941,9.848,2.887,0.431,2.000,3.714,11.090
193,slice0001_Result of After_GA3_B1 Region1_Merged_RAW_ch01.tif:03591-06876,10.668,3.025,0.525,2.111,4.000,11.996
194,slice0001_Result of After_GA3_B1 Region1_Merged_RAW_ch01.tif:03592-01539,28.312,2.152,0.411,1.312,3.333,19.463
195,slice0001_Result of After_GA3_B1 Region1_Merged_RAW_ch01.tif:03596-06020,15.182,1.971,0.283,1.571,2.571,14.339
196,slice0001_Result of After_GA3_B1 Region1_Merged_RAW_ch01.tif:03618-05767,10.668,1.792,0.391,1.152,2.923,11.996
197,slice0001_Result of After_GA3_B1 Region1_Merged_RAW_ch01.tif:03619-07634,17.643,1.965,0.260,1.409,2.625,15.245
198,slice0001_Result of After_GA3_B1 Region1_Merged_RAW_ch01.tif:03623-05625,13.130,2.244,0.304,1.750,3.125,12.902
199,slice0001_Result of After_GA3_B1 Region1_Merged_RAW_ch01.tif:03621-05839,27.901,2.404,0.532,1.222,3.364,18.557
200,slice0001_Result of After_GA3_B1 Region1_Merged_RAW_ch01.tif:03626-05897,26.670,2.500,0.640,1.519,4.278,19.088
201,slice0001_Result of After_GA3_B1 Region1_Merged_RAW_ch01.tif:03632-09144,4.513,2.682,0.454,2.222,3.636,7.622
202,slice0001_Result of After_GA3_B1 Region1_Merged_RAW_ch01.tif:03656-04520,4.103,1.463,0.189,1.207,1.882,7.092
203,slice0001_Result of After_GA3_B1 Region1_Merged_RAW_ch01.tif:03659-02705,16.002,2.217,0.422,1.714,3.909,16.370
204,slice0001_Result of After_GA3_B1 Region1_Merged_RAW_ch01.tif:03679-03377,0.821,1.683,0.360,1.429,1.938,3.843
205,slice0001_Result of After_GA3_B1 Region1_Merged_RAW_ch01.tif:03675-07399,31.184,2.722,0.673,1.348,4.400,20.900
