 ,Label,Area,Mean,StdDev,Min,Max,Perim.
126,slice0001_Result of After_GA3_A3 Region1_Merged_RAW_ch01.tif:03732-03713,21.336,1.199,0.108,0.966,1.429,17.276
127,slice0001_Result of After_GA3_A3 Region1_Merged_RAW_ch01.tif:03737-06161,24.619,1.240,0.118,1.000,1.458,18.557
128,slice0001_Result of After_GA3_A3 Region1_Merged_RAW_ch01.tif:03764-02764,20.516,1.565,0.174,1.154,1.909,16.370
129,slice0001_Result of After_GA3_A3 Region1_Merged_RAW_ch01.tif:03795-03118,61.137,1.438,0.192,1.000,1.870,29.272
130,slice0001_Result of After_GA3_A3 Region1_Merged_RAW_ch01.tif:03824-03543,1.231,1.590,0.016,1.571,1.600,5.124
131,slice0001_Result of After_GA3_A3 Region1_Merged_RAW_ch01.tif:03827-03543,0.821,1.622,0.131,1.529,1.714,3.624
132,slice0001_Result of After_GA3_A3 Region1_Merged_RAW_ch01.tif:03822-06862,57.033,1.608,0.215,1.040,2.211,27.836
133,slice0001_Result of After_GA3_A3 Region1_Merged_RAW_ch01.tif:03877-03147,33.646,1.982,0.337,1.364,2.857,21.650
134,slice0001_Result of After_GA3_A3 Region1_Merged_RAW_ch01.tif:03886-02120,183.000,1.174,0.205,0.683,1.700,51.142
135,slice0001_Result of After_GA3_A3 Region1_Merged_RAW_ch01.tif:03899-04350,14.361,1.638,0.250,1.167,2.357,15.245
136,slice0001_Result of After_GA3_A3 Region1_Merged_RAW_ch01.tif:03915-08565,0.410,2.778,0.000,2.778,2.778,2.562
137,slice0001_Result of After_GA3_A3 Region1_Merged_RAW_ch01.tif:03955-03758,146.892,1.143,0.133,0.788,1.476,45.863
138,slice0001_Result of After_GA3_A3 Region1_Merged_RAW_ch01.tif:03994-10590,105.861,1.233,0.219,0.789,1.909,38.926
139,slice0001_Result of After_GA3_A3 Region1_Merged_RAW_ch01.tif:04029-04910,33.646,1.682,0.299,1.077,2.900,21.430
140,slice0001_Result of After_GA3_A3 Region1_Merged_RAW_ch01.tif:04031-03563,82.063,0.988,0.164,0.629,1.667,34.928
141,slice0001_Result of After_GA3_A3 Region1_Merged_RAW_ch01.tif:04042-05592,17.643,2.125,0.296,1.333,2.812,15.089
142,slice0001_Result of After_GA3_A3 Region1_Merged_RAW_ch01.tif:04079-03562,35.287,2.305,0.381,1.444,4.000,22.181
143,slice0001_Result of After_GA3_A3 Region1_Merged_RAW_ch01.tif:04126-05631,22.567,2.260,0.337,1.643,3.077,17.651
144,slice0001_Result of After_GA3_A3 Region1_Merged_RAW_ch01.tif:04131-04186,0.410,1.235,0.000,1.235,1.235,2.562
145,slice0001_Result of After_GA3_A3 Region1_Merged_RAW_ch01.tif:04130-04191,1.641,1.344,0.207,1.111,1.600,5.811
146,slice0001_Result of After_GA3_A3 Region1_Merged_RAW_ch01.tif:04138-09743,0.410,1.400,0.000,1.400,1.400,2.562
147,slice0001_Result of After_GA3_A3 Region1_Merged_RAW_ch01.tif:04141-09740,0.410,1.312,0.000,1.312,1.312,2.562
148,slice0001_Result of After_GA3_A3 Region1_Merged_RAW_ch01.tif:04141-09742,2.052,1.628,0.227,1.400,1.909,7.247
149,slice0001_Result of After_GA3_A3 Region1_Merged_RAW_ch01.tif:04206-05607,6.565,1.333,0.180,1.000,1.625,9.809
150,slice0001_Result of After_GA3_A3 Region1_Merged_RAW_ch01.tif:04234-03307,0.410,2.143,0.000,2.143,2.143,2.562
151,slice0001_Result of After_GA3_A3 Region1_Merged_RAW_ch01.tif:04234-03310,3.693,2.019,0.282,1.625,2.500,11.776
152,slice0001_Result of After_GA3_A3 Region1_Merged_RAW_ch01.tif:04234-03388,47.186,1.119,0.157,0.781,1.588,24.743
153,slice0001_Result of After_GA3_A3 Region1_Merged_RAW_ch01.tif:04239-05560,42.673,0.888,0.119,0.692,1.200,23.837
154,slice0001_Result of After_GA3_A3 Region1_Merged_RAW_ch01.tif:04255-09856,3.693,1.492,0.148,1.278,1.769,6.716
155,slice0001_Result of After_GA3_A3 Region1_Merged_RAW_ch01.tif:04260-09851,0.821,2.207,0.697,1.714,2.700,3.624
156,slice0001_Result of After_GA3_A3 Region1_Merged_RAW_ch01.tif:04264-09850,0.410,2.545,0.000,2.545,2.545,2.562
157,slice0001_Result of After_GA3_A3 Region1_Merged_RAW_ch01.tif:04259-09847,24.619,1.478,0.215,1.136,2.077,27.991
158,slice0001_Result of After_GA3_A3 Region1_Merged_RAW_ch01.tif:04269-09843,0.410,1.600,0.000,1.600,1.600,2.562
159,slice0001_Result of After_GA3_A3 Region1_Merged_RAW_ch01.tif:04264-07675,67.291,1.443,0.240,1.000,2.077,30.554
160,slice0001_Result of After_GA3_A3 Region1_Merged_RAW_ch01.tif:04272-04254,0.410,1.143,0.000,1.143,1.143,2.562
161,slice0001_Result of After_GA3_A3 Region1_Merged_RAW_ch01.tif:04270-04245,70.574,0.787,0.122,0.538,1.154,31.835
162,slice0001_Result of After_GA3_A3 Region1_Merged_RAW_ch01.tif:04303-01588,37.338,1.032,0.119,0.719,1.391,23.087
163,slice0001_Result of After_GA3_A3 Region1_Merged_RAW_ch01.tif:04343-01771,11.899,1.731,0.342,1.111,2.429,16.150
164,slice0001_Result of After_GA3_A3 Region1_Merged_RAW_ch01.tif:04348-09025,19.695,2.304,0.356,1.571,3.000,16.370
165,slice0001_Result of After_GA3_A3 Region1_Merged_RAW_ch01.tif:04350-03233,28.722,1.277,0.299,0.667,2.167,19.308
166,slice0001_Result of After_GA3_A3 Region1_Merged_RAW_ch01.tif:04359-09066,8.617,1.219,0.232,0.962,1.895,11.090
167,slice0001_Result of After_GA3_A3 Region1_Merged_RAW_ch01.tif:04362-03282,9.437,1.640,0.247,1.231,2.100,13.433
168,slice0001_Result of After_GA3_A3 Region1_Merged_RAW_ch01.tif:04382-03153,0.410,1.833,0.000,1.833,1.833,2.562
169,slice0001_Result of After_GA3_A3 Region1_Merged_RAW_ch01.tif:04382-03155,0.821,1.769,0.109,1.692,1.846,3.843
170,slice0001_Result of After_GA3_A3 Region1_Merged_RAW_ch01.tif:04379-10336,15.592,0.999,0.147,0.742,1.400,15.245
171,slice0001_Result of After_GA3_A3 Region1_Merged_RAW_ch01.tif:04378-07826,83.704,1.354,0.222,1.000,1.964,33.491
172,slice0001_Result of After_GA3_A3 Region1_Merged_RAW_ch01.tif:04392-08759,3.283,1.544,0.174,1.278,1.786,8.528
173,slice0001_Result of After_GA3_A3 Region1_Merged_RAW_ch01.tif:04407-09253,0.821,1.383,0.095,1.316,1.450,3.843
174,slice0001_Result of After_GA3_A3 Region1_Merged_RAW_ch01.tif:04407-01733,22.567,1.611,0.218,1.111,2.000,18.557
175,slice0001_Result of After_GA3_A3 Region1_Merged_RAW_ch01.tif:04410-09212,109.964,1.548,0.195,1.040,1.957,38.396
176,slice0001_Result of After_GA3_A3 Region1_Merged_RAW_ch01.tif:04439-05392,25.029,2.089,0.286,1.316,2.625,18.557
177,slice0001_Result of After_GA3_A3 Region1_Merged_RAW_ch01.tif:04447-08981,1.641,1.652,0.270,1.364,2.000,6.406
178,slice0001_Result of After_GA3_A3 Region1_Merged_RAW_ch01.tif:04438-04799,114.477,1.049,0.121,0.731,1.429,42.550
179,slice0001_Result of After_GA3_A3 Region1_Merged_RAW_ch01.tif:04461-08107,102.578,1.253,0.204,0.792,1.886,37.490
180,slice0001_Result of After_GA3_A3 Region1_Merged_RAW_ch01.tif:04471-09151,4.513,1.575,0.296,0.909,2.000,8.528
181,slice0001_Result of After_GA3_A3 Region1_Merged_RAW_ch01.tif:04474-08510,73.036,1.125,0.150,0.742,1.613,32.896
182,slice0001_Result of After_GA3_A3 Region1_Merged_RAW_ch01.tif:04510-03268,7.386,2.414,0.369,1.727,3.000,10.340
183,slice0001_Result of After_GA3_A3 Region1_Merged_RAW_ch01.tif:04533-05629,1.231,2.031,0.329,1.769,2.400,3.624
184,slice0001_Result of After_GA3_A3 Region1_Merged_RAW_ch01.tif:04536-05630,3.693,1.632,0.271,1.200,2.000,8.528
185,slice0001_Result of After_GA3_A3 Region1_Merged_RAW_ch01.tif:04602-02722,72.625,1.877,0.355,1.125,2.773,31.835
186,slice0001_Result of After_GA3_A3 Region1_Merged_RAW_ch01.tif:04635-05977,37.338,1.405,0.196,1.000,1.952,22.931
187,slice0001_Result of After_GA3_A3 Region1_Merged_RAW_ch01.tif:04639-07637,17.233,1.452,0.203,1.000,1.833,17.056
188,slice0001_Result of After_GA3_A3 Region1_Merged_RAW_ch01.tif:04660-05412,22.567,1.366,0.187,1.111,1.875,17.807
189,slice0001_Result of After_GA3_A3 Region1_Merged_RAW_ch01.tif:04711-04722,31.184,1.482,0.197,1.000,2.000,20.214
190,slice0001_Result of After_GA3_A3 Region1_Merged_RAW_ch01.tif:04759-01531,8.617,1.427,0.169,1.125,1.929,10.715
191,slice0001_Result of After_GA3_A3 Region1_Merged_RAW_ch01.tif:04807-09140,4.924,2.287,0.312,1.800,2.833,8.153
192,slice0001_Result of After_GA3_A3 Region1_Merged_RAW_ch01.tif:04814-03632,13.130,1.562,0.239,1.167,2.000,13.277
193,slice0001_Result of After_GA3_A3 Region1_Merged_RAW_ch01.tif:04828-07641,69.753,1.262,0.200,0.750,2.000,30.554
194,slice0001_Result of After_GA3_A3 Region1_Merged_RAW_ch01.tif:04878-05112,28.312,1.466,0.188,1.083,2.053,20.744
195,slice0001_Result of After_GA3_A3 Region1_Merged_RAW_ch01.tif:04928-11871,47.186,1.280,0.215,0.738,1.895,25.649
196,slice0001_Result of After_GA3_A3 Region1_Merged_RAW_ch01.tif:05000-02789,29.953,0.654,0.097,0.397,0.912,20.900
197,slice0001_Result of After_GA3_A3 Region1_Merged_RAW_ch01.tif:05006-05121,0.410,1.417,0.000,1.417,1.417,2.562
198,slice0001_Result of After_GA3_A3 Region1_Merged_RAW_ch01.tif:05008-05122,0.410,2.000,0.000,2.000,2.000,2.562
199,slice0001_Result of After_GA3_A3 Region1_Merged_RAW_ch01.tif:05010-05119,0.410,1.727,0.000,1.727,1.727,2.562
200,slice0001_Result of After_GA3_A3 Region1_Merged_RAW_ch01.tif:05009-05119,8.206,1.769,0.195,1.300,2.111,11.996
201,slice0001_Result of After_GA3_A3 Region1_Merged_RAW_ch01.tif:05022-10915,6.975,1.923,0.193,1.500,2.111,11.090
202,slice0001_Result of After_GA3_A3 Region1_Merged_RAW_ch01.tif:05024-10916,0.410,2.000,0.000,2.000,2.000,2.562
203,slice0001_Result of After_GA3_A3 Region1_Merged_RAW_ch01.tif:05015-03031,157.150,0.987,0.223,0.562,1.875,74.009
204,slice0001_Result of After_GA3_A3 Region1_Merged_RAW_ch01.tif:05041-02821,17.233,2.155,0.343,1.500,3.083,15.089
205,slice0001_Result of After_GA3_A3 Region1_Merged_RAW_ch01.tif:05081-05440,5.334,1.630,0.179,1.353,1.933,9.965
