 ,Label,Area,Mean,StdDev,Min,Max,Perim.
20,Result of BEFORE_GA3_B3 Region1_Merged_RAW_ch01.tif:02597-08425,1.641,2.618,0.309,2.273,3.000,4.905
21,Result of BEFORE_GA3_B3 Region1_Merged_RAW_ch01.tif:02597-08414,5.744,2.073,0.364,1.400,2.667,9.809
22,Result of BEFORE_GA3_B3 Region1_Merged_RAW_ch01.tif:02599-08430,0.821,2.271,0.501,1.917,2.625,3.843
23,Result of BEFORE_GA3_B3 Region1_Merged_RAW_ch01.tif:02603-08404,0.410,2.111,0.000,2.111,2.111,2.562
24,Result of BEFORE_GA3_B3 Region1_Merged_RAW_ch01.tif:02620-08441,0.410,2.200,0.000,2.200,2.200,2.562
25,Result of BEFORE_GA3_B3 Region1_Merged_RAW_ch01.tif:02614-08437,63.188,2.352,0.450,1.450,3.706,32.210
26,Result of BEFORE_GA3_B3 Region1_Merged_RAW_ch01.tif:02625-06151,0.410,1.435,0.000,1.435,1.435,2.562
27,Result of BEFORE_GA3_B3 Region1_Merged_RAW_ch01.tif:02635-08436,11.489,2.444,0.481,1.600,3.385,13.808
28,Result of BEFORE_GA3_B3 Region1_Merged_RAW_ch01.tif:02627-06150,75.498,2.195,0.542,1.130,3.708,42.019
29,Result of BEFORE_GA3_B3 Region1_Merged_RAW_ch01.tif:02639-08413,1.231,2.241,0.251,2.000,2.500,3.624
30,Result of BEFORE_GA3_B3 Region1_Merged_RAW_ch01.tif:02680-06126,8.206,1.515,0.179,1.222,1.765,16.526
31,Result of BEFORE_GA3_B3 Region1_Merged_RAW_ch01.tif:02684-06126,0.410,1.400,0.000,1.400,1.400,2.562
32,Result of BEFORE_GA3_B3 Region1_Merged_RAW_ch01.tif:02734-05116,2.872,2.418,0.293,2.000,2.833,6.341
33,Result of BEFORE_GA3_B3 Region1_Merged_RAW_ch01.tif:02750-10491,9.027,1.608,0.204,1.125,1.889,11.621
34,Result of BEFORE_GA3_B3 Region1_Merged_RAW_ch01.tif:02761-08607,3.283,2.195,0.456,1.526,2.750,6.716
35,Result of BEFORE_GA3_B3 Region1_Merged_RAW_ch01.tif:02764-04977,27.901,2.418,0.342,1.786,3.250,20.524
36,Result of BEFORE_GA3_B3 Region1_Merged_RAW_ch01.tif:02778-06081,32.004,2.476,0.493,1.500,3.583,21.650
37,Result of BEFORE_GA3_B3 Region1_Merged_RAW_ch01.tif:02807-07225,21.747,2.311,0.338,1.643,3.077,17.121
38,Result of BEFORE_GA3_B3 Region1_Merged_RAW_ch01.tif:02817-09785,14.771,1.800,0.316,1.160,2.550,13.808
39,Result of BEFORE_GA3_B3 Region1_Merged_RAW_ch01.tif:02848-08425,20.105,2.751,0.348,2.143,3.636,15.620
40,Result of BEFORE_GA3_B3 Region1_Merged_RAW_ch01.tif:02848-08875,23.798,2.837,0.571,1.800,4.286,17.651
41,Result of BEFORE_GA3_B3 Region1_Merged_RAW_ch01.tif:02852-07423,2.872,2.567,0.185,2.200,2.769,6.186
42,Result of BEFORE_GA3_B3 Region1_Merged_RAW_ch01.tif:02878-05983,14.771,2.739,0.359,2.071,3.400,14.559
43,Result of BEFORE_GA3_B3 Region1_Merged_RAW_ch01.tif:02875-05961,222.800,1.837,0.435,1.190,3.231,60.952
44,Result of BEFORE_GA3_B3 Region1_Merged_RAW_ch01.tif:02886-07345,14.771,3.368,0.625,2.300,4.750,13.653
45,Result of BEFORE_GA3_B3 Region1_Merged_RAW_ch01.tif:02941-10279,30.773,3.710,1.030,1.556,5.583,20.744
46,Result of BEFORE_GA3_B3 Region1_Merged_RAW_ch01.tif:02990-06495,13.130,2.916,0.559,1.882,4.062,13.277
47,Result of BEFORE_GA3_B3 Region1_Merged_RAW_ch01.tif:03004-04490,4.103,2.845,0.576,2.111,3.857,7.092
48,Result of BEFORE_GA3_B3 Region1_Merged_RAW_ch01.tif:03001-10832,32.825,2.640,0.530,1.526,4.000,20.900
49,Result of BEFORE_GA3_B3 Region1_Merged_RAW_ch01.tif:03114-06918,16.413,2.803,0.502,1.800,3.875,14.869
50,Result of BEFORE_GA3_B3 Region1_Merged_RAW_ch01.tif:03174-11025,41.442,2.354,0.543,1.130,3.778,23.837
51,Result of BEFORE_GA3_B3 Region1_Merged_RAW_ch01.tif:03274-05774,46.365,2.137,0.552,1.200,3.281,25.118
52,Result of BEFORE_GA3_B3 Region1_Merged_RAW_ch01.tif:03358-10348,19.695,1.689,0.229,1.280,2.250,16.215
53,Result of BEFORE_GA3_B3 Region1_Merged_RAW_ch01.tif:03358-08573,30.363,3.172,0.525,2.133,4.545,20.369
54,Result of BEFORE_GA3_B3 Region1_Merged_RAW_ch01.tif:03365-06147,197.771,1.983,0.586,1.030,4.500,58.234
55,Result of BEFORE_GA3_B3 Region1_Merged_RAW_ch01.tif:03439-05019,20.926,3.387,0.737,2.091,5.100,16.370
56,Result of BEFORE_GA3_B3 Region1_Merged_RAW_ch01.tif:03483-03754,103.399,2.410,0.583,1.452,4.000,39.457
57,Result of BEFORE_GA3_B3 Region1_Merged_RAW_ch01.tif:03505-08658,22.567,1.865,0.367,1.156,2.727,16.746
58,Result of BEFORE_GA3_B3 Region1_Merged_RAW_ch01.tif:03521-06734,16.002,3.764,1.064,2.308,6.500,15.089
59,Result of BEFORE_GA3_B3 Region1_Merged_RAW_ch01.tif:03540-08374,0.410,1.765,0.000,1.765,1.765,2.562
60,Result of BEFORE_GA3_B3 Region1_Merged_RAW_ch01.tif:03576-08397,11.078,1.584,0.253,1.250,2.211,12.152
61,Result of BEFORE_GA3_B3 Region1_Merged_RAW_ch01.tif:03592-06302,16.002,2.435,0.478,1.562,3.167,14.183
62,Result of BEFORE_GA3_B3 Region1_Merged_RAW_ch01.tif:03669-04703,6.565,2.941,0.435,2.071,3.625,8.903
63,Result of BEFORE_GA3_B3 Region1_Merged_RAW_ch01.tif:03694-10953,11.899,2.270,0.392,1.647,2.933,12.902
64,Result of BEFORE_GA3_B3 Region1_Merged_RAW_ch01.tif:03695-06465,15.592,3.305,0.464,2.400,4.200,14.183
65,Result of BEFORE_GA3_B3 Region1_Merged_RAW_ch01.tif:03707-03827,89.448,2.089,0.490,1.300,3.667,53.201
66,Result of BEFORE_GA3_B3 Region1_Merged_RAW_ch01.tif:03723-08072,21.336,3.254,0.823,1.818,5.000,17.276
67,Result of BEFORE_GA3_B3 Region1_Merged_RAW_ch01.tif:03731-08168,6.155,1.907,0.260,1.364,2.286,8.528
68,Result of BEFORE_GA3_B3 Region1_Merged_RAW_ch01.tif:03765-10565,14.361,1.555,0.222,1.172,2.125,13.653
69,Result of BEFORE_GA3_B3 Region1_Merged_RAW_ch01.tif:03767-07484,1.641,2.118,0.249,1.789,2.333,4.529
70,Result of BEFORE_GA3_B3 Region1_Merged_RAW_ch01.tif:03829-06178,2.052,1.449,0.126,1.261,1.600,5.435
71,Result of BEFORE_GA3_B3 Region1_Merged_RAW_ch01.tif:03835-06182,0.410,1.042,0.000,1.042,1.042,2.562
72,Result of BEFORE_GA3_B3 Region1_Merged_RAW_ch01.tif:03832-07840,28.722,2.473,0.510,1.435,3.789,19.619
73,Result of BEFORE_GA3_B3 Region1_Merged_RAW_ch01.tif:03836-06178,2.462,1.461,0.188,1.200,1.706,6.716
74,Result of BEFORE_GA3_B3 Region1_Merged_RAW_ch01.tif:03897-03365,28.722,1.217,0.165,0.842,1.818,20.369
75,Result of BEFORE_GA3_B3 Region1_Merged_RAW_ch01.tif:03921-10610,1.231,2.012,0.268,1.750,2.286,4.905
76,Result of BEFORE_GA3_B3 Region1_Merged_RAW_ch01.tif:03942-09897,34.056,2.469,0.520,1.556,4.083,22.556
77,Result of BEFORE_GA3_B3 Region1_Merged_RAW_ch01.tif:03955-08866,11.899,2.469,0.376,1.812,3.125,12.902
78,Result of BEFORE_GA3_B3 Region1_Merged_RAW_ch01.tif:03987-05538,15.182,1.776,0.197,1.471,2.312,14.559
79,Result of BEFORE_GA3_B3 Region1_Merged_RAW_ch01.tif:03993-06215,9.848,2.293,0.467,1.520,3.421,11.090
80,Result of BEFORE_GA3_B3 Region1_Merged_RAW_ch01.tif:04006-04265,26.260,1.628,0.330,1.032,2.600,18.182
81,Result of BEFORE_GA3_B3 Region1_Merged_RAW_ch01.tif:04030-03806,21.336,2.511,0.608,1.476,3.850,16.370
82,Result of BEFORE_GA3_B3 Region1_Merged_RAW_ch01.tif:04040-05773,0.410,2.667,0.000,2.667,2.667,2.562
83,Result of BEFORE_GA3_B3 Region1_Merged_RAW_ch01.tif:04038-04778,56.213,2.458,0.617,1.095,3.880,27.461
84,Result of BEFORE_GA3_B3 Region1_Merged_RAW_ch01.tif:04045-06858,33.235,2.824,0.859,1.353,4.815,21.120
85,Result of BEFORE_GA3_B3 Region1_Merged_RAW_ch01.tif:04079-04321,56.623,2.328,0.698,1.200,4.000,27.836
86,Result of BEFORE_GA3_B3 Region1_Merged_RAW_ch01.tif:04093-04385,9.437,2.371,0.513,1.600,3.417,11.621
87,Result of BEFORE_GA3_B3 Region1_Merged_RAW_ch01.tif:04101-09790,8.617,2.585,0.530,1.846,3.556,10.340
88,Result of BEFORE_GA3_B3 Region1_Merged_RAW_ch01.tif:04100-04107,24.619,1.429,0.521,0.842,3.875,19.399
89,Result of BEFORE_GA3_B3 Region1_Merged_RAW_ch01.tif:04104-04290,0.410,2.667,0.000,2.667,2.667,2.562
90,Result of BEFORE_GA3_B3 Region1_Merged_RAW_ch01.tif:04109-07225,19.285,1.530,0.276,1.071,2.267,15.995
91,Result of BEFORE_GA3_B3 Region1_Merged_RAW_ch01.tif:04120-07349,32.004,2.633,0.460,1.556,4.000,20.589
92,Result of BEFORE_GA3_B3 Region1_Merged_RAW_ch01.tif:04132-10522,11.489,2.100,0.449,1.148,3.111,12.152
93,Result of BEFORE_GA3_B3 Region1_Merged_RAW_ch01.tif:04136-03761,9.027,2.803,0.264,2.125,3.143,11.090
94,Result of BEFORE_GA3_B3 Region1_Merged_RAW_ch01.tif:04137-10554,6.155,2.274,0.322,1.857,2.750,9.809
95,Result of BEFORE_GA3_B3 Region1_Merged_RAW_ch01.tif:04154-03861,4.103,2.748,0.336,2.250,3.143,6.716
96,Result of BEFORE_GA3_B3 Region1_Merged_RAW_ch01.tif:04155-07119,18.464,2.973,0.602,1.846,4.214,15.464
97,Result of BEFORE_GA3_B3 Region1_Merged_RAW_ch01.tif:04156-00874,13.951,1.468,0.412,0.974,2.875,13.808
98,Result of BEFORE_GA3_B3 Region1_Merged_RAW_ch01.tif:04164-08637,0.821,2.571,0.293,2.364,2.778,3.624
99,Result of BEFORE_GA3_B3 Region1_Merged_RAW_ch01.tif:04166-08635,0.821,2.850,0.212,2.700,3.000,3.843
100,Result of BEFORE_GA3_B3 Region1_Merged_RAW_ch01.tif:04166-08296,25.850,2.029,0.476,1.148,3.429,18.713
101,Result of BEFORE_GA3_B3 Region1_Merged_RAW_ch01.tif:04169-05848,8.206,2.362,0.335,1.833,3.167,9.809
102,Result of BEFORE_GA3_B3 Region1_Merged_RAW_ch01.tif:04172-09819,11.489,2.865,0.456,1.923,4.222,11.996
103,Result of BEFORE_GA3_B3 Region1_Merged_RAW_ch01.tif:04175-07320,22.567,1.893,0.274,1.107,2.700,19.619
104,Result of BEFORE_GA3_B3 Region1_Merged_RAW_ch01.tif:04191-04641,22.567,1.397,0.215,1.037,2.062,18.337
105,Result of BEFORE_GA3_B3 Region1_Merged_RAW_ch01.tif:04201-04423,13.130,2.582,0.554,1.385,3.667,12.747
106,Result of BEFORE_GA3_B3 Region1_Merged_RAW_ch01.tif:04198-06445,69.343,2.195,0.619,1.050,4.100,36.895
107,Result of BEFORE_GA3_B3 Region1_Merged_RAW_ch01.tif:04209-03643,16.823,2.790,0.438,2.000,3.857,15.089
108,Result of BEFORE_GA3_B3 Region1_Merged_RAW_ch01.tif:04217-05507,4.103,1.992,0.617,1.333,3.500,9.279
109,Result of BEFORE_GA3_B3 Region1_Merged_RAW_ch01.tif:04218-05512,0.410,2.429,0.000,2.429,2.429,2.562
110,Result of BEFORE_GA3_B3 Region1_Merged_RAW_ch01.tif:04221-05519,0.821,2.393,0.152,2.286,2.500,3.624
111,Result of BEFORE_GA3_B3 Region1_Merged_RAW_ch01.tif:04224-08224,0.410,1.529,0.000,1.529,1.529,2.562
112,Result of BEFORE_GA3_B3 Region1_Merged_RAW_ch01.tif:04223-05513,8.617,2.136,0.399,1.600,3.286,18.557
113,Result of BEFORE_GA3_B3 Region1_Merged_RAW_ch01.tif:04230-07329,83.704,1.957,0.552,0.886,3.500,34.928
114,Result of BEFORE_GA3_B3 Region1_Merged_RAW_ch01.tif:04234-09650,19.695,2.565,0.479,1.556,3.571,15.995
115,Result of BEFORE_GA3_B3 Region1_Merged_RAW_ch01.tif:04280-11113,1.231,2.578,0.731,2.000,3.400,3.624
116,Result of BEFORE_GA3_B3 Region1_Merged_RAW_ch01.tif:04280-11109,4.924,1.973,0.314,1.588,2.467,7.998
117,Result of BEFORE_GA3_B3 Region1_Merged_RAW_ch01.tif:04279-03553,29.953,2.554,0.487,1.571,3.875,19.994
118,Result of BEFORE_GA3_B3 Region1_Merged_RAW_ch01.tif:04287-06237,7.796,1.196,0.294,0.900,2.000,13.433
119,Result of BEFORE_GA3_B3 Region1_Merged_RAW_ch01.tif:04335-05195,37.338,3.378,0.753,1.824,5.111,22.556
120,Result of BEFORE_GA3_B3 Region1_Merged_RAW_ch01.tif:04338-05232,12.720,2.184,0.544,1.294,3.625,16.901
121,Result of BEFORE_GA3_B3 Region1_Merged_RAW_ch01.tif:04338-06987,12.720,1.331,0.272,0.829,1.952,12.527
122,Result of BEFORE_GA3_B3 Region1_Merged_RAW_ch01.tif:04344-04505,4.513,1.820,0.319,1.316,2.294,7.622
123,Result of BEFORE_GA3_B3 Region1_Merged_RAW_ch01.tif:04352-09139,26.260,2.761,0.551,1.733,4.286,18.933
124,Result of BEFORE_GA3_B3 Region1_Merged_RAW_ch01.tif:04368-05307,2.052,2.092,0.402,1.625,2.667,6.186
125,Result of BEFORE_GA3_B3 Region1_Merged_RAW_ch01.tif:04412-07167,46.365,2.049,0.589,1.114,4.875,28.056
126,Result of BEFORE_GA3_B3 Region1_Merged_RAW_ch01.tif:04435-05561,13.951,1.261,0.152,1.033,1.643,13.808
127,Result of BEFORE_GA3_B3 Region1_Merged_RAW_ch01.tif:04448-07678,32.415,3.278,1.128,1.571,5.800,20.900
128,Result of BEFORE_GA3_B3 Region1_Merged_RAW_ch01.tif:04452-08305,0.410,1.182,0.000,1.182,1.182,2.562
129,Result of BEFORE_GA3_B3 Region1_Merged_RAW_ch01.tif:04447-08306,58.675,2.024,0.484,1.000,3.727,38.020
130,Result of BEFORE_GA3_B3 Region1_Merged_RAW_ch01.tif:04459-04589,3.283,3.180,0.349,2.750,3.750,6.341
131,Result of BEFORE_GA3_B3 Region1_Merged_RAW_ch01.tif:04459-08604,86.986,2.217,0.496,1.040,3.680,36.739
132,Result of BEFORE_GA3_B3 Region1_Merged_RAW_ch01.tif:04467-07634,30.773,2.177,0.570,1.026,3.788,19.838
133,Result of BEFORE_GA3_B3 Region1_Merged_RAW_ch01.tif:04476-08668,18.054,2.614,0.413,1.800,3.500,15.089
134,Result of BEFORE_GA3_B3 Region1_Merged_RAW_ch01.tif:04480-05840,4.513,1.812,0.260,1.286,2.182,8.528
135,Result of BEFORE_GA3_B3 Region1_Merged_RAW_ch01.tif:04494-07476,10.668,1.326,0.366,0.839,2.000,19.243
136,Result of BEFORE_GA3_B3 Region1_Merged_RAW_ch01.tif:04498-07478,0.410,1.167,0.000,1.167,1.167,2.562
137,Result of BEFORE_GA3_B3 Region1_Merged_RAW_ch01.tif:04498-05259,1.641,2.077,0.063,2.000,2.143,4.529
138,Result of BEFORE_GA3_B3 Region1_Merged_RAW_ch01.tif:04500-07478,0.410,1.348,0.000,1.348,1.348,2.562
139,Result of BEFORE_GA3_B3 Region1_Merged_RAW_ch01.tif:04502-07473,0.821,1.515,0.293,1.308,1.722,3.843
140,Result of BEFORE_GA3_B3 Region1_Merged_RAW_ch01.tif:04502-05250,3.283,1.736,0.333,1.381,2.267,9.059
141,Result of BEFORE_GA3_B3 Region1_Merged_RAW_ch01.tif:04497-07476,66.060,1.606,0.412,0.839,2.800,37.206
142,Result of BEFORE_GA3_B3 Region1_Merged_RAW_ch01.tif:04506-05265,0.821,1.427,0.066,1.381,1.474,3.843
143,Result of BEFORE_GA3_B3 Region1_Merged_RAW_ch01.tif:04505-10868,9.848,2.106,0.453,1.462,3.125,11.621
144,Result of BEFORE_GA3_B3 Region1_Merged_RAW_ch01.tif:04509-05268,1.641,1.526,0.148,1.389,1.706,4.905
145,Result of BEFORE_GA3_B3 Region1_Merged_RAW_ch01.tif:04509-05259,2.872,1.421,0.210,1.200,1.765,7.622
146,Result of BEFORE_GA3_B3 Region1_Merged_RAW_ch01.tif:04507-05539,29.132,2.091,0.398,1.136,3.143,20.369
147,Result of BEFORE_GA3_B3 Region1_Merged_RAW_ch01.tif:04513-05249,2.462,1.981,0.147,1.867,2.267,6.406
148,Result of BEFORE_GA3_B3 Region1_Merged_RAW_ch01.tif:04518-05260,0.821,1.833,0.236,1.667,2.000,3.843
149,Result of BEFORE_GA3_B3 Region1_Merged_RAW_ch01.tif:04520-05256,0.821,1.701,0.173,1.579,1.824,3.843
150,Result of BEFORE_GA3_B3 Region1_Merged_RAW_ch01.tif:04523-08841,0.821,2.000,0.157,1.889,2.111,3.624
151,Result of BEFORE_GA3_B3 Region1_Merged_RAW_ch01.tif:04537-06137,2.052,1.689,0.402,1.231,2.222,4.905
152,Result of BEFORE_GA3_B3 Region1_Merged_RAW_ch01.tif:04536-06132,3.693,1.714,0.249,1.429,2.182,10.185
153,Result of BEFORE_GA3_B3 Region1_Merged_RAW_ch01.tif:04542-06138,0.410,2.000,0.000,2.000,2.000,2.562
154,Result of BEFORE_GA3_B3 Region1_Merged_RAW_ch01.tif:04550-02957,36.518,2.579,0.602,1.536,4.435,22.181
155,Result of BEFORE_GA3_B3 Region1_Merged_RAW_ch01.tif:04562-03507,16.823,2.779,0.474,1.867,4.091,15.089
156,Result of BEFORE_GA3_B3 Region1_Merged_RAW_ch01.tif:04570-04518,31.594,1.834,0.372,1.240,3.000,21.806
157,Result of BEFORE_GA3_B3 Region1_Merged_RAW_ch01.tif:04580-09681,4.103,2.240,0.401,1.636,2.889,7.247
158,Result of BEFORE_GA3_B3 Region1_Merged_RAW_ch01.tif:04578-02911,64.419,2.006,0.513,0.855,3.852,29.492
159,Result of BEFORE_GA3_B3 Region1_Merged_RAW_ch01.tif:04587-05484,5.744,2.386,0.397,1.714,3.333,9.809
160,Result of BEFORE_GA3_B3 Region1_Merged_RAW_ch01.tif:04595-09655,18.464,3.268,0.727,1.636,5.222,15.995
161,Result of BEFORE_GA3_B3 Region1_Merged_RAW_ch01.tif:04602-05455,0.410,1.737,0.000,1.737,1.737,2.562
162,Result of BEFORE_GA3_B3 Region1_Merged_RAW_ch01.tif:04601-05449,11.078,1.650,0.634,1.030,3.889,21.806
163,Result of BEFORE_GA3_B3 Region1_Merged_RAW_ch01.tif:04604-05454,0.410,2.312,0.000,2.312,2.312,2.562
164,Result of BEFORE_GA3_B3 Region1_Merged_RAW_ch01.tif:04600-06874,31.184,2.170,0.453,1.148,3.455,20.900
165,Result of BEFORE_GA3_B3 Region1_Merged_RAW_ch01.tif:04608-05446,1.641,1.372,0.185,1.103,1.522,6.406
166,Result of BEFORE_GA3_B3 Region1_Merged_RAW_ch01.tif:04608-04873,26.260,1.942,0.321,1.312,2.733,18.557
167,Result of BEFORE_GA3_B3 Region1_Merged_RAW_ch01.tif:04611-05453,9.848,1.758,0.565,1.034,3.462,14.183
168,Result of BEFORE_GA3_B3 Region1_Merged_RAW_ch01.tif:04616-05839,0.410,2.200,0.000,2.200,2.200,2.562
169,Result of BEFORE_GA3_B3 Region1_Merged_RAW_ch01.tif:04620-08485,2.872,1.429,0.225,1.107,1.750,6.341
170,Result of BEFORE_GA3_B3 Region1_Merged_RAW_ch01.tif:04622-05844,0.410,1.118,0.000,1.118,1.118,2.562
171,Result of BEFORE_GA3_B3 Region1_Merged_RAW_ch01.tif:04620-05847,35.287,1.887,0.437,1.111,3.000,27.616
172,Result of BEFORE_GA3_B3 Region1_Merged_RAW_ch01.tif:04617-04456,119.811,1.798,0.505,0.794,3.727,51.609
173,Result of BEFORE_GA3_B3 Region1_Merged_RAW_ch01.tif:04628-07585,36.928,2.411,0.446,1.250,3.375,27.616
174,Result of BEFORE_GA3_B3 Region1_Merged_RAW_ch01.tif:04638-07593,1.641,1.674,0.078,1.583,1.750,5.124
175,Result of BEFORE_GA3_B3 Region1_Merged_RAW_ch01.tif:04646-04329,16.002,2.558,0.419,1.778,3.667,14.183
176,Result of BEFORE_GA3_B3 Region1_Merged_RAW_ch01.tif:04654-07585,4.924,2.118,0.365,1.471,2.778,7.622
177,Result of BEFORE_GA3_B3 Region1_Merged_RAW_ch01.tif:04657-06905,2.462,1.323,0.188,1.083,1.500,6.716
178,Result of BEFORE_GA3_B3 Region1_Merged_RAW_ch01.tif:04671-03613,31.184,1.542,0.340,1.025,2.833,20.900
179,Result of BEFORE_GA3_B3 Region1_Merged_RAW_ch01.tif:04679-06761,0.821,1.555,0.137,1.458,1.652,3.843
180,Result of BEFORE_GA3_B3 Region1_Merged_RAW_ch01.tif:04702-05991,0.410,1.000,0.000,1.000,1.000,2.562
181,Result of BEFORE_GA3_B3 Region1_Merged_RAW_ch01.tif:04705-05989,0.410,0.675,0.000,0.675,0.675,2.562
182,Result of BEFORE_GA3_B3 Region1_Merged_RAW_ch01.tif:04707-05989,54.982,1.071,0.208,0.675,1.737,35.019
183,Result of BEFORE_GA3_B3 Region1_Merged_RAW_ch01.tif:04711-02776,17.643,2.921,0.698,1.714,4.167,14.559
184,Result of BEFORE_GA3_B3 Region1_Merged_RAW_ch01.tif:04720-00827,12.720,1.817,0.618,0.920,3.143,16.901
185,Result of BEFORE_GA3_B3 Region1_Merged_RAW_ch01.tif:04729-08443,27.081,2.160,0.372,1.346,2.900,19.088
186,Result of BEFORE_GA3_B3 Region1_Merged_RAW_ch01.tif:04743-08332,3.693,2.259,0.260,1.846,2.667,6.716
187,Result of BEFORE_GA3_B3 Region1_Merged_RAW_ch01.tif:04758-04704,9.027,1.805,0.262,1.273,2.350,11.621
188,Result of BEFORE_GA3_B3 Region1_Merged_RAW_ch01.tif:04767-00892,11.078,3.186,0.630,2.000,4.900,11.621
189,Result of BEFORE_GA3_B3 Region1_Merged_RAW_ch01.tif:04764-04017,37.338,2.906,0.705,1.684,5.000,22.556
190,Result of BEFORE_GA3_B3 Region1_Merged_RAW_ch01.tif:04779-05299,42.262,2.221,0.416,1.444,3.571,23.993
191,Result of BEFORE_GA3_B3 Region1_Merged_RAW_ch01.tif:04787-07852,7.796,1.728,0.408,1.267,2.786,9.654
192,Result of BEFORE_GA3_B3 Region1_Merged_RAW_ch01.tif:04789-05509,33.235,3.215,0.638,2.000,4.727,21.275
193,Result of BEFORE_GA3_B3 Region1_Merged_RAW_ch01.tif:04795-06915,42.673,2.824,0.690,1.692,4.571,24.368
194,Result of BEFORE_GA3_B3 Region1_Merged_RAW_ch01.tif:04808-06948,29.543,2.634,0.576,1.667,4.400,19.838
195,Result of BEFORE_GA3_B3 Region1_Merged_RAW_ch01.tif:04815-11679,30.773,2.963,0.887,1.455,5.562,20.369
196,Result of BEFORE_GA3_B3 Region1_Merged_RAW_ch01.tif:04821-06602,11.489,3.087,0.552,2.250,4.273,11.996
197,Result of BEFORE_GA3_B3 Region1_Merged_RAW_ch01.tif:04825-09047,19.695,3.098,0.476,2.250,4.625,18.182
198,Result of BEFORE_GA3_B3 Region1_Merged_RAW_ch01.tif:04837-05820,6.155,3.086,0.491,2.455,4.286,9.434
199,Result of BEFORE_GA3_B3 Region1_Merged_RAW_ch01.tif:04849-03236,16.823,2.995,0.693,1.929,5.333,15.089
200,Result of BEFORE_GA3_B3 Region1_Merged_RAW_ch01.tif:04864-03610,0.410,3.000,0.000,3.000,3.000,2.562
201,Result of BEFORE_GA3_B3 Region1_Merged_RAW_ch01.tif:04876-05182,10.258,3.116,0.549,1.889,4.250,11.466
202,Result of BEFORE_GA3_B3 Region1_Merged_RAW_ch01.tif:04875-08162,18.464,1.472,0.275,1.036,2.143,16.901
203,Result of BEFORE_GA3_B3 Region1_Merged_RAW_ch01.tif:04885-03631,34.056,2.169,0.485,1.294,3.545,24.368
204,Result of BEFORE_GA3_B3 Region1_Merged_RAW_ch01.tif:04896-03624,1.231,2.327,0.492,1.818,2.800,3.624
205,Result of BEFORE_GA3_B3 Region1_Merged_RAW_ch01.tif:04899-11061,2.872,1.480,0.321,1.192,2.000,8.748
206,Result of BEFORE_GA3_B3 Region1_Merged_RAW_ch01.tif:04902-02547,5.334,2.218,0.280,1.625,2.583,9.809
207,Result of BEFORE_GA3_B3 Region1_Merged_RAW_ch01.tif:04908-11045,0.410,2.500,0.000,2.500,2.500,2.562
208,Result of BEFORE_GA3_B3 Region1_Merged_RAW_ch01.tif:04906-11057,39.390,1.501,0.282,0.941,2.333,36.895
