 ,Label,Area,Mean,StdDev,Min,Max,Perim.
209,Result of BEFORE_GA3_B3 Region1_Merged_RAW_ch01.tif:04914-11061,0.821,1.357,0.138,1.259,1.455,3.843
210,Result of BEFORE_GA3_B3 Region1_Merged_RAW_ch01.tif:04919-06398,16.002,2.347,0.435,1.533,3.400,14.714
211,Result of BEFORE_GA3_B3 Region1_Merged_RAW_ch01.tif:04926-00905,140.327,2.059,0.416,1.200,3.875,49.486
212,Result of BEFORE_GA3_B3 Region1_Merged_RAW_ch01.tif:04952-03544,4.513,2.623,0.309,2.133,3.000,8.528
213,Result of BEFORE_GA3_B3 Region1_Merged_RAW_ch01.tif:04953-03546,0.410,2.667,0.000,2.667,2.667,2.562
214,Result of BEFORE_GA3_B3 Region1_Merged_RAW_ch01.tif:04954-04695,95.193,1.642,0.413,0.867,2.900,39.832
215,Result of BEFORE_GA3_B3 Region1_Merged_RAW_ch01.tif:04967-02304,12.309,1.698,0.339,1.286,2.667,12.902
216,Result of BEFORE_GA3_B3 Region1_Merged_RAW_ch01.tif:04971-07888,9.848,2.758,0.428,2.077,3.600,11.621
217,Result of BEFORE_GA3_B3 Region1_Merged_RAW_ch01.tif:04978-07105,70.163,1.550,0.324,0.933,2.565,31.835
218,Result of BEFORE_GA3_B3 Region1_Merged_RAW_ch01.tif:04992-03883,23.388,2.635,0.737,1.517,4.909,19.243
219,Result of BEFORE_GA3_B3 Region1_Merged_RAW_ch01.tif:05000-04134,11.078,1.229,0.155,0.939,1.719,11.996
220,Result of BEFORE_GA3_B3 Region1_Merged_RAW_ch01.tif:05011-03346,28.722,2.129,0.454,1.225,2.933,19.838
221,Result of BEFORE_GA3_B3 Region1_Merged_RAW_ch01.tif:05020-00092,45.545,2.293,0.499,1.069,3.516,25.274
222,Result of BEFORE_GA3_B3 Region1_Merged_RAW_ch01.tif:05042-04470,10.258,3.061,0.422,2.167,4.000,11.466
223,Result of BEFORE_GA3_B3 Region1_Merged_RAW_ch01.tif:05042-03899,17.643,2.360,0.362,1.733,3.091,15.995
224,Result of BEFORE_GA3_B3 Region1_Merged_RAW_ch01.tif:05043-11750,9.437,2.719,0.420,2.000,3.583,10.715
225,Result of BEFORE_GA3_B3 Region1_Merged_RAW_ch01.tif:05067-02715,0.410,1.875,0.000,1.875,1.875,2.562
226,Result of BEFORE_GA3_B3 Region1_Merged_RAW_ch01.tif:05067-02717,0.410,2.188,0.000,2.188,2.188,2.562
227,Result of BEFORE_GA3_B3 Region1_Merged_RAW_ch01.tif:05081-10302,0.410,1.750,0.000,1.750,1.750,2.562
228,Result of BEFORE_GA3_B3 Region1_Merged_RAW_ch01.tif:05081-11209,14.771,2.133,0.333,1.440,2.731,13.277
229,Result of BEFORE_GA3_B3 Region1_Merged_RAW_ch01.tif:05086-10304,14.771,1.494,0.358,0.966,2.500,15.089
230,Result of BEFORE_GA3_B3 Region1_Merged_RAW_ch01.tif:05088-10087,26.670,2.688,0.448,1.773,3.731,18.933
231,Result of BEFORE_GA3_B3 Region1_Merged_RAW_ch01.tif:05086-10172,40.211,2.747,0.546,1.611,4.174,22.556
232,Result of BEFORE_GA3_B3 Region1_Merged_RAW_ch01.tif:05105-08532,4.924,2.609,0.577,1.636,3.714,8.153
233,Result of BEFORE_GA3_B3 Region1_Merged_RAW_ch01.tif:05107-06429,18.874,2.763,0.581,1.800,4.091,15.995
234,Result of BEFORE_GA3_B3 Region1_Merged_RAW_ch01.tif:05109-04905,64.829,1.782,0.481,0.765,3.417,30.398
235,Result of BEFORE_GA3_B3 Region1_Merged_RAW_ch01.tif:05116-10080,0.410,1.625,0.000,1.625,1.625,2.562
236,Result of BEFORE_GA3_B3 Region1_Merged_RAW_ch01.tif:05146-07010,31.184,2.828,0.587,1.600,4.400,20.900
237,Result of BEFORE_GA3_B3 Region1_Merged_RAW_ch01.tif:05159-08699,5.744,1.628,0.157,1.296,1.818,9.809
238,Result of BEFORE_GA3_B3 Region1_Merged_RAW_ch01.tif:05171-09971,24.619,2.330,0.360,1.611,3.556,18.557
239,Result of BEFORE_GA3_B3 Region1_Merged_RAW_ch01.tif:05206-07837,39.800,2.518,0.916,1.237,4.667,23.462
240,Result of BEFORE_GA3_B3 Region1_Merged_RAW_ch01.tif:05210-06699,23.798,2.866,0.629,1.350,3.893,17.807
241,Result of BEFORE_GA3_B3 Region1_Merged_RAW_ch01.tif:05211-07909,32.004,1.729,0.462,0.771,2.769,22.711
242,Result of BEFORE_GA3_B3 Region1_Merged_RAW_ch01.tif:05213-09653,22.157,2.883,0.853,1.556,4.556,17.651
243,Result of BEFORE_GA3_B3 Region1_Merged_RAW_ch01.tif:05216-09884,24.208,2.914,0.519,1.909,4.429,17.651
244,Result of BEFORE_GA3_B3 Region1_Merged_RAW_ch01.tif:05242-07250,9.027,2.471,0.488,1.545,3.357,11.090
245,Result of BEFORE_GA3_B3 Region1_Merged_RAW_ch01.tif:05269-07154,0.821,1.464,0.244,1.292,1.636,3.624
246,Result of BEFORE_GA3_B3 Region1_Merged_RAW_ch01.tif:05271-04122,0.410,2.000,0.000,2.000,2.000,2.562
247,Result of BEFORE_GA3_B3 Region1_Merged_RAW_ch01.tif:05270-07148,22.978,1.149,0.231,0.739,1.778,20.149
248,Result of BEFORE_GA3_B3 Region1_Merged_RAW_ch01.tif:05268-08769,61.547,2.005,0.383,1.214,3.417,30.023
249,Result of BEFORE_GA3_B3 Region1_Merged_RAW_ch01.tif:05274-10416,7.386,1.654,0.286,1.160,2.150,10.340
250,Result of BEFORE_GA3_B3 Region1_Merged_RAW_ch01.tif:05275-04350,24.619,1.785,0.279,1.222,2.875,19.619
251,Result of BEFORE_GA3_B3 Region1_Merged_RAW_ch01.tif:05286-06790,3.693,2.041,0.315,1.316,2.455,7.622
252,Result of BEFORE_GA3_B3 Region1_Merged_RAW_ch01.tif:05286-08471,9.848,1.739,0.381,1.286,2.471,10.715
253,Result of BEFORE_GA3_B3 Region1_Merged_RAW_ch01.tif:05290-06699,5.744,1.958,0.563,0.971,2.857,8.373
254,Result of BEFORE_GA3_B3 Region1_Merged_RAW_ch01.tif:05290-06785,2.052,2.464,0.444,1.800,2.889,7.247
255,Result of BEFORE_GA3_B3 Region1_Merged_RAW_ch01.tif:05289-06703,11.078,1.375,0.437,0.675,2.692,17.432
256,Result of BEFORE_GA3_B3 Region1_Merged_RAW_ch01.tif:05297-04087,27.491,1.741,0.859,0.719,4.800,19.994
257,Result of BEFORE_GA3_B3 Region1_Merged_RAW_ch01.tif:05318-06198,0.410,2.643,0.000,2.643,2.643,2.562
258,Result of BEFORE_GA3_B3 Region1_Merged_RAW_ch01.tif:05314-08463,27.491,2.710,0.891,1.042,4.545,19.088
259,Result of BEFORE_GA3_B3 Region1_Merged_RAW_ch01.tif:05320-06196,0.410,2.125,0.000,2.125,2.125,2.562
260,Result of BEFORE_GA3_B3 Region1_Merged_RAW_ch01.tif:05321-09290,0.410,1.429,0.000,1.429,1.429,2.562
261,Result of BEFORE_GA3_B3 Region1_Merged_RAW_ch01.tif:05334-09454,42.262,2.168,0.581,0.909,3.643,23.993
262,Result of BEFORE_GA3_B3 Region1_Merged_RAW_ch01.tif:05342-05648,45.545,2.405,0.548,1.353,3.774,24.898
263,Result of BEFORE_GA3_B3 Region1_Merged_RAW_ch01.tif:05346-10440,6.565,1.444,0.424,1.000,2.750,8.903
264,Result of BEFORE_GA3_B3 Region1_Merged_RAW_ch01.tif:05365-04885,13.951,2.921,0.478,1.900,3.750,14.559
265,Result of BEFORE_GA3_B3 Region1_Merged_RAW_ch01.tif:05383-08017,6.155,2.326,0.438,1.643,3.182,8.903
266,Result of BEFORE_GA3_B3 Region1_Merged_RAW_ch01.tif:05391-05859,22.567,1.648,0.308,0.955,2.258,17.276
267,Result of BEFORE_GA3_B3 Region1_Merged_RAW_ch01.tif:05423-02240,16.823,2.430,0.518,1.286,3.591,14.934
268,Result of BEFORE_GA3_B3 Region1_Merged_RAW_ch01.tif:05424-05326,39.800,2.145,0.526,1.081,3.220,23.462
269,Result of BEFORE_GA3_B3 Region1_Merged_RAW_ch01.tif:05447-11628,18.054,2.758,0.589,1.778,4.909,16.901
270,Result of BEFORE_GA3_B3 Region1_Merged_RAW_ch01.tif:05452-10958,13.951,3.010,0.573,1.846,3.929,13.277
271,Result of BEFORE_GA3_B3 Region1_Merged_RAW_ch01.tif:05454-08529,35.697,2.043,0.340,1.300,3.000,22.401
272,Result of BEFORE_GA3_B3 Region1_Merged_RAW_ch01.tif:05462-09908,21.336,3.524,0.887,1.842,5.588,17.807
273,Result of BEFORE_GA3_B3 Region1_Merged_RAW_ch01.tif:05470-07894,1.231,1.269,0.095,1.214,1.379,5.124
274,Result of BEFORE_GA3_B3 Region1_Merged_RAW_ch01.tif:05469-07901,9.027,1.425,0.215,1.000,1.857,16.526
275,Result of BEFORE_GA3_B3 Region1_Merged_RAW_ch01.tif:05467-08270,34.877,2.287,0.493,1.500,3.545,21.806
276,Result of BEFORE_GA3_B3 Region1_Merged_RAW_ch01.tif:05473-06983,30.363,2.035,0.327,1.367,2.808,20.524
277,Result of BEFORE_GA3_B3 Region1_Merged_RAW_ch01.tif:05478-07900,0.410,1.357,0.000,1.357,1.357,2.562
278,Result of BEFORE_GA3_B3 Region1_Merged_RAW_ch01.tif:05479-07904,0.410,0.971,0.000,0.971,0.971,2.562
279,Result of BEFORE_GA3_B3 Region1_Merged_RAW_ch01.tif:05475-09336,37.338,2.211,0.833,1.000,4.286,22.556
280,Result of BEFORE_GA3_B3 Region1_Merged_RAW_ch01.tif:05481-04808,3.283,1.940,0.302,1.368,2.250,6.716
281,Result of BEFORE_GA3_B3 Region1_Merged_RAW_ch01.tif:05484-07894,0.410,2.412,0.000,2.412,2.412,2.562
282,Result of BEFORE_GA3_B3 Region1_Merged_RAW_ch01.tif:05484-08414,0.410,2.500,0.000,2.500,2.500,2.562
283,Result of BEFORE_GA3_B3 Region1_Merged_RAW_ch01.tif:05493-07195,1.231,1.622,0.214,1.467,1.867,5.124
284,Result of BEFORE_GA3_B3 Region1_Merged_RAW_ch01.tif:05491-08408,35.697,1.965,0.361,1.364,3.235,25.429
285,Result of BEFORE_GA3_B3 Region1_Merged_RAW_ch01.tif:05497-03328,40.621,2.179,0.383,1.286,3.375,30.178
286,Result of BEFORE_GA3_B3 Region1_Merged_RAW_ch01.tif:05499-02448,8.206,2.501,0.389,1.667,3.143,11.621
287,Result of BEFORE_GA3_B3 Region1_Merged_RAW_ch01.tif:05505-02752,38.980,2.729,0.470,1.692,3.692,23.087
288,Result of BEFORE_GA3_B3 Region1_Merged_RAW_ch01.tif:05527-03716,47.596,2.358,0.538,1.286,4.136,25.494
289,Result of BEFORE_GA3_B3 Region1_Merged_RAW_ch01.tif:05552-08738,22.567,2.904,0.614,1.684,4.667,17.651
290,Result of BEFORE_GA3_B3 Region1_Merged_RAW_ch01.tif:05555-09374,37.749,1.663,0.282,1.091,2.160,23.993
291,Result of BEFORE_GA3_B3 Region1_Merged_RAW_ch01.tif:05573-02819,58.264,2.192,0.468,1.194,3.500,28.211
292,Result of BEFORE_GA3_B3 Region1_Merged_RAW_ch01.tif:05590-07133,23.388,2.211,0.330,1.571,2.938,17.807
293,Result of BEFORE_GA3_B3 Region1_Merged_RAW_ch01.tif:05596-10385,25.029,3.128,0.562,2.077,4.867,18.557
294,Result of BEFORE_GA3_B3 Region1_Merged_RAW_ch01.tif:05629-07149,13.540,1.703,0.213,1.296,2.167,13.433
295,Result of BEFORE_GA3_B3 Region1_Merged_RAW_ch01.tif:05665-09400,0.821,1.378,0.093,1.312,1.444,3.843
296,Result of BEFORE_GA3_B3 Region1_Merged_RAW_ch01.tif:05675-09671,1.641,2.068,0.296,1.727,2.444,4.905
297,Result of BEFORE_GA3_B3 Region1_Merged_RAW_ch01.tif:05677-07946,1.231,2.293,0.215,2.071,2.500,3.624
298,Result of BEFORE_GA3_B3 Region1_Merged_RAW_ch01.tif:05686-04996,4.924,0.822,0.067,0.707,0.897,8.528
299,Result of BEFORE_GA3_B3 Region1_Merged_RAW_ch01.tif:05689-08787,4.103,2.261,0.244,1.812,2.706,7.622
300,Result of BEFORE_GA3_B3 Region1_Merged_RAW_ch01.tif:05693-02269,22.567,2.464,0.651,1.077,3.941,16.901
301,Result of BEFORE_GA3_B3 Region1_Merged_RAW_ch01.tif:05692-06900,77.139,1.899,0.497,0.894,3.889,33.646
302,Result of BEFORE_GA3_B3 Region1_Merged_RAW_ch01.tif:05705-10943,12.720,2.337,0.325,1.733,3.462,13.653
303,Result of BEFORE_GA3_B3 Region1_Merged_RAW_ch01.tif:05708-04851,43.903,2.848,0.798,1.300,5.286,24.368
304,Result of BEFORE_GA3_B3 Region1_Merged_RAW_ch01.tif:05714-08757,4.103,2.511,0.388,1.714,3.091,7.092
305,Result of BEFORE_GA3_B3 Region1_Merged_RAW_ch01.tif:05720-05690,18.874,1.937,0.388,1.154,2.679,15.840
306,Result of BEFORE_GA3_B3 Region1_Merged_RAW_ch01.tif:05748-07222,18.054,1.722,0.244,1.133,2.273,15.620
307,Result of BEFORE_GA3_B3 Region1_Merged_RAW_ch01.tif:05751-04711,13.951,1.693,0.246,1.308,2.318,13.277
308,Result of BEFORE_GA3_B3 Region1_Merged_RAW_ch01.tif:05759-04257,4.103,2.805,0.295,2.400,3.250,7.247
309,Result of BEFORE_GA3_B3 Region1_Merged_RAW_ch01.tif:05762-05251,18.054,2.431,0.545,1.438,3.857,15.245
310,Result of BEFORE_GA3_B3 Region1_Merged_RAW_ch01.tif:05767-05045,9.848,1.771,0.470,1.000,3.000,10.715
311,Result of BEFORE_GA3_B3 Region1_Merged_RAW_ch01.tif:05782-06380,0.410,5.167,0.000,5.167,5.167,2.562
312,Result of BEFORE_GA3_B3 Region1_Merged_RAW_ch01.tif:05786-06377,0.410,3.111,0.000,3.111,3.111,2.562
313,Result of BEFORE_GA3_B3 Region1_Merged_RAW_ch01.tif:05796-06379,1.231,3.215,0.274,2.917,3.455,3.624
314,Result of BEFORE_GA3_B3 Region1_Merged_RAW_ch01.tif:05797-06376,1.231,3.116,0.432,2.692,3.556,3.624
315,Result of BEFORE_GA3_B3 Region1_Merged_RAW_ch01.tif:05800-06381,1.231,2.387,0.569,1.875,3.000,3.624
316,Result of BEFORE_GA3_B3 Region1_Merged_RAW_ch01.tif:05799-06386,13.540,2.299,0.552,1.318,3.778,23.773
317,Result of BEFORE_GA3_B3 Region1_Merged_RAW_ch01.tif:05806-06370,0.410,1.227,0.000,1.227,1.227,2.562
318,Result of BEFORE_GA3_B3 Region1_Merged_RAW_ch01.tif:05806-06394,0.410,3.625,0.000,3.625,3.625,2.562
319,Result of BEFORE_GA3_B3 Region1_Merged_RAW_ch01.tif:05806-06390,3.693,4.053,1.296,2.500,5.875,6.716
320,Result of BEFORE_GA3_B3 Region1_Merged_RAW_ch01.tif:05810-06382,2.052,1.397,0.113,1.273,1.529,4.905
321,Result of BEFORE_GA3_B3 Region1_Merged_RAW_ch01.tif:05811-06385,0.410,1.941,0.000,1.941,1.941,2.562
322,Result of BEFORE_GA3_B3 Region1_Merged_RAW_ch01.tif:05804-05535,133.352,2.369,0.625,1.231,4.250,45.707
323,Result of BEFORE_GA3_B3 Region1_Merged_RAW_ch01.tif:05813-06383,0.410,1.824,0.000,1.824,1.824,2.562
324,Result of BEFORE_GA3_B3 Region1_Merged_RAW_ch01.tif:05801-06375,99.296,1.886,0.436,1.130,4.222,92.593
325,Result of BEFORE_GA3_B3 Region1_Merged_RAW_ch01.tif:05810-10956,46.776,2.000,0.336,1.344,3.375,25.649
326,Result of BEFORE_GA3_B3 Region1_Merged_RAW_ch01.tif:05815-02601,22.567,2.509,0.631,1.500,4.818,18.182
327,Result of BEFORE_GA3_B3 Region1_Merged_RAW_ch01.tif:05813-10375,61.547,2.292,0.589,1.250,3.861,29.117
328,Result of BEFORE_GA3_B3 Region1_Merged_RAW_ch01.tif:05826-09861,32.825,2.673,0.783,1.125,4.526,20.744
329,Result of BEFORE_GA3_B3 Region1_Merged_RAW_ch01.tif:05835-08525,0.821,1.313,0.107,1.238,1.389,3.843
330,Result of BEFORE_GA3_B3 Region1_Merged_RAW_ch01.tif:05840-05629,2.872,2.084,0.429,1.455,2.600,5.811
331,Result of BEFORE_GA3_B3 Region1_Merged_RAW_ch01.tif:05840-03655,69.343,2.246,0.364,1.280,3.300,33.116
332,Result of BEFORE_GA3_B3 Region1_Merged_RAW_ch01.tif:05849-05682,1.641,1.675,0.280,1.429,2.000,5.435
333,Result of BEFORE_GA3_B3 Region1_Merged_RAW_ch01.tif:05850-06155,4.513,1.030,0.105,0.861,1.185,8.528
334,Result of BEFORE_GA3_B3 Region1_Merged_RAW_ch01.tif:05869-02787,18.464,2.533,0.669,1.093,4.000,15.620
335,Result of BEFORE_GA3_B3 Region1_Merged_RAW_ch01.tif:05872-08695,0.410,2.091,0.000,2.091,2.091,2.562
336,Result of BEFORE_GA3_B3 Region1_Merged_RAW_ch01.tif:05873-08696,11.489,2.191,0.379,1.364,2.857,12.372
337,Result of BEFORE_GA3_B3 Region1_Merged_RAW_ch01.tif:05874-02870,44.724,2.155,0.347,1.400,3.000,24.898
338,Result of BEFORE_GA3_B3 Region1_Merged_RAW_ch01.tif:05876-07688,24.619,2.602,0.534,1.636,3.778,17.807
339,Result of BEFORE_GA3_B3 Region1_Merged_RAW_ch01.tif:05889-08330,16.823,1.838,0.380,1.125,2.615,15.995
340,Result of BEFORE_GA3_B3 Region1_Merged_RAW_ch01.tif:05889-02279,52.930,2.029,0.431,1.030,3.054,27.461
341,Result of BEFORE_GA3_B3 Region1_Merged_RAW_ch01.tif:05900-09032,6.565,1.937,0.221,1.529,2.267,9.434
342,Result of BEFORE_GA3_B3 Region1_Merged_RAW_ch01.tif:05901-04524,12.309,3.074,0.510,2.071,4.300,12.902
343,Result of BEFORE_GA3_B3 Region1_Merged_RAW_ch01.tif:05903-05582,25.439,1.417,0.214,1.000,1.947,19.088
344,Result of BEFORE_GA3_B3 Region1_Merged_RAW_ch01.tif:05905-03853,32.004,1.688,0.617,0.826,3.750,22.556
345,Result of BEFORE_GA3_B3 Region1_Merged_RAW_ch01.tif:05909-07527,24.619,2.551,0.526,1.471,3.550,18.182
346,Result of BEFORE_GA3_B3 Region1_Merged_RAW_ch01.tif:05917-09715,32.004,1.877,0.289,1.222,2.588,21.275
347,Result of BEFORE_GA3_B3 Region1_Merged_RAW_ch01.tif:05919-07826,23.388,2.954,0.701,1.824,4.625,17.276
348,Result of BEFORE_GA3_B3 Region1_Merged_RAW_ch01.tif:05920-04199,23.798,2.874,0.801,1.348,4.423,17.651
349,Result of BEFORE_GA3_B3 Region1_Merged_RAW_ch01.tif:05949-09760,36.518,2.919,0.691,1.360,4.346,22.556
350,Result of BEFORE_GA3_B3 Region1_Merged_RAW_ch01.tif:05958-08754,3.693,2.698,0.533,2.111,3.571,7.092
351,Result of BEFORE_GA3_B3 Region1_Merged_RAW_ch01.tif:05958-09060,3.283,1.966,0.348,1.385,2.500,5.811
352,Result of BEFORE_GA3_B3 Region1_Merged_RAW_ch01.tif:05960-07047,2.462,2.306,0.476,1.667,3.000,5.435
353,Result of BEFORE_GA3_B3 Region1_Merged_RAW_ch01.tif:05956-09563,45.545,1.783,0.608,0.892,3.917,37.115
354,Result of BEFORE_GA3_B3 Region1_Merged_RAW_ch01.tif:05971-03288,21.747,1.719,0.275,1.088,2.217,16.746
355,Result of BEFORE_GA3_B3 Region1_Merged_RAW_ch01.tif:05975-11828,0.821,1.833,0.471,1.500,2.167,3.624
356,Result of BEFORE_GA3_B3 Region1_Merged_RAW_ch01.tif:05987-09178,0.821,2.083,0.354,1.833,2.333,3.843
357,Result of BEFORE_GA3_B3 Region1_Merged_RAW_ch01.tif:05988-02855,0.410,0.634,0.000,0.634,0.634,2.562
358,Result of BEFORE_GA3_B3 Region1_Merged_RAW_ch01.tif:05989-09177,0.410,2.000,0.000,2.000,2.000,2.562
359,Result of BEFORE_GA3_B3 Region1_Merged_RAW_ch01.tif:05990-02858,1.641,0.738,0.115,0.628,0.857,7.247
360,Result of BEFORE_GA3_B3 Region1_Merged_RAW_ch01.tif:05994-02859,0.821,0.897,0.189,0.763,1.030,3.624
361,Result of BEFORE_GA3_B3 Region1_Merged_RAW_ch01.tif:06010-06513,9.848,2.868,0.423,2.250,3.875,11.621
362,Result of BEFORE_GA3_B3 Region1_Merged_RAW_ch01.tif:06016-07009,14.361,2.240,0.484,1.250,3.429,13.277
363,Result of BEFORE_GA3_B3 Region1_Merged_RAW_ch01.tif:06026-06761,15.592,2.237,0.423,1.440,3.077,15.089
364,Result of BEFORE_GA3_B3 Region1_Merged_RAW_ch01.tif:06034-08741,0.821,1.718,0.116,1.636,1.800,3.843
365,Result of BEFORE_GA3_B3 Region1_Merged_RAW_ch01.tif:06033-08739,41.031,1.934,0.567,0.955,3.667,34.177
366,Result of BEFORE_GA3_B3 Region1_Merged_RAW_ch01.tif:06044-08250,7.796,2.875,0.450,2.000,3.556,9.809
367,Result of BEFORE_GA3_B3 Region1_Merged_RAW_ch01.tif:06046-06685,10.668,2.953,0.550,2.231,4.091,11.621
368,Result of BEFORE_GA3_B3 Region1_Merged_RAW_ch01.tif:06049-08593,38.980,2.544,0.428,1.462,3.467,22.931
369,Result of BEFORE_GA3_B3 Region1_Merged_RAW_ch01.tif:06054-04612,11.899,2.279,0.301,1.769,3.000,13.808
370,Result of BEFORE_GA3_B3 Region1_Merged_RAW_ch01.tif:06067-05150,15.592,2.424,0.419,1.526,3.368,14.339
371,Result of BEFORE_GA3_B3 Region1_Merged_RAW_ch01.tif:06074-11863,15.592,2.109,0.659,1.077,3.812,14.714
372,Result of BEFORE_GA3_B3 Region1_Merged_RAW_ch01.tif:06086-06897,28.722,3.364,0.933,1.812,5.600,19.463
373,Result of BEFORE_GA3_B3 Region1_Merged_RAW_ch01.tif:06087-03278,26.260,1.354,0.327,0.857,2.417,18.557
374,Result of BEFORE_GA3_B3 Region1_Merged_RAW_ch01.tif:06089-05679,13.130,2.603,0.421,1.800,3.353,12.902
375,Result of BEFORE_GA3_B3 Region1_Merged_RAW_ch01.tif:06086-07248,46.365,2.713,0.820,1.200,4.400,25.804
376,Result of BEFORE_GA3_B3 Region1_Merged_RAW_ch01.tif:06093-09421,38.159,2.138,0.401,1.074,3.400,22.931
377,Result of BEFORE_GA3_B3 Region1_Merged_RAW_ch01.tif:06098-04986,18.054,3.102,0.531,2.154,4.167,15.620
378,Result of BEFORE_GA3_B3 Region1_Merged_RAW_ch01.tif:06101-05218,21.747,2.548,0.528,1.438,3.933,17.432
379,Result of BEFORE_GA3_B3 Region1_Merged_RAW_ch01.tif:06105-10635,0.410,0.923,0.000,0.923,0.923,2.562
380,Result of BEFORE_GA3_B3 Region1_Merged_RAW_ch01.tif:06106-09701,0.410,1.667,0.000,1.667,1.667,2.562
381,Result of BEFORE_GA3_B3 Region1_Merged_RAW_ch01.tif:06102-11526,26.260,1.680,0.373,1.000,3.071,18.557
382,Result of BEFORE_GA3_B3 Region1_Merged_RAW_ch01.tif:06105-04377,20.516,2.498,0.501,1.769,3.800,16.370
383,Result of BEFORE_GA3_B3 Region1_Merged_RAW_ch01.tif:06110-10763,0.821,1.528,0.039,1.500,1.556,3.843
384,Result of BEFORE_GA3_B3 Region1_Merged_RAW_ch01.tif:06107-10636,17.233,1.586,0.577,0.778,3.714,23.617
385,Result of BEFORE_GA3_B3 Region1_Merged_RAW_ch01.tif:06109-08887,11.078,2.932,0.528,2.000,4.125,14.714
386,Result of BEFORE_GA3_B3 Region1_Merged_RAW_ch01.tif:06113-01923,3.283,2.156,0.182,1.857,2.455,7.687
387,Result of BEFORE_GA3_B3 Region1_Merged_RAW_ch01.tif:06118-10692,26.260,1.704,0.404,0.974,2.667,19.088
388,Result of BEFORE_GA3_B3 Region1_Merged_RAW_ch01.tif:06117-10759,38.980,2.465,0.691,1.286,3.760,22.556
389,Result of BEFORE_GA3_B3 Region1_Merged_RAW_ch01.tif:06133-07983,55.392,2.015,0.414,1.242,3.571,28.742
390,Result of BEFORE_GA3_B3 Region1_Merged_RAW_ch01.tif:06147-06451,17.233,3.149,0.585,2.250,4.917,14.559
391,Result of BEFORE_GA3_B3 Region1_Merged_RAW_ch01.tif:06159-10209,23.798,1.884,0.414,0.875,2.625,20.149
392,Result of BEFORE_GA3_B3 Region1_Merged_RAW_ch01.tif:06162-09324,18.874,2.645,0.522,1.652,3.810,15.464
393,Result of BEFORE_GA3_B3 Region1_Merged_RAW_ch01.tif:06165-11428,0.410,2.692,0.000,2.692,2.692,2.562
394,Result of BEFORE_GA3_B3 Region1_Merged_RAW_ch01.tif:06185-11380,33.646,2.624,0.524,1.476,3.722,20.900
395,Result of BEFORE_GA3_B3 Region1_Merged_RAW_ch01.tif:06191-03472,0.821,2.071,0.101,2.000,2.143,3.843
396,Result of BEFORE_GA3_B3 Region1_Merged_RAW_ch01.tif:06189-03745,10.668,1.846,0.137,1.533,2.091,11.621
397,Result of BEFORE_GA3_B3 Region1_Merged_RAW_ch01.tif:06191-03492,29.953,2.141,0.490,1.200,3.667,20.744
398,Result of BEFORE_GA3_B3 Region1_Merged_RAW_ch01.tif:06239-01763,14.361,2.948,0.548,1.812,4.071,14.183
399,Result of BEFORE_GA3_B3 Region1_Merged_RAW_ch01.tif:06243-11354,1.231,2.401,0.268,2.091,2.556,3.624
400,Result of BEFORE_GA3_B3 Region1_Merged_RAW_ch01.tif:06247-06901,27.491,1.496,0.257,0.794,2.077,19.088
401,Result of BEFORE_GA3_B3 Region1_Merged_RAW_ch01.tif:06254-05192,4.103,2.392,0.281,2.000,2.733,7.998
402,Result of BEFORE_GA3_B3 Region1_Merged_RAW_ch01.tif:06251-08229,36.108,3.098,0.864,1.462,5.571,22.025
403,Result of BEFORE_GA3_B3 Region1_Merged_RAW_ch01.tif:06267-08341,15.592,2.053,0.274,1.533,2.750,23.398
404,Result of BEFORE_GA3_B3 Region1_Merged_RAW_ch01.tif:06282-07214,10.258,1.338,0.195,1.027,1.700,11.841
405,Result of BEFORE_GA3_B3 Region1_Merged_RAW_ch01.tif:06291-05163,22.978,2.606,0.421,1.824,3.429,17.651
406,Result of BEFORE_GA3_B3 Region1_Merged_RAW_ch01.tif:06295-08398,17.233,2.330,0.336,1.769,3.200,15.089
407,Result of BEFORE_GA3_B3 Region1_Merged_RAW_ch01.tif:06296-08485,52.930,2.867,0.666,1.462,4.765,27.836
408,Result of BEFORE_GA3_B3 Region1_Merged_RAW_ch01.tif:06311-05901,11.489,2.039,0.339,1.368,2.929,14.339
409,Result of BEFORE_GA3_B3 Region1_Merged_RAW_ch01.tif:06319-07445,2.052,3.119,0.382,2.636,3.625,4.905
410,Result of BEFORE_GA3_B3 Region1_Merged_RAW_ch01.tif:06320-04258,47.186,1.957,0.359,1.129,2.907,26.555
411,Result of BEFORE_GA3_B3 Region1_Merged_RAW_ch01.tif:06330-08664,16.002,1.340,0.227,0.929,1.929,16.370
412,Result of BEFORE_GA3_B3 Region1_Merged_RAW_ch01.tif:06336-04914,41.442,2.524,0.737,1.300,4.429,24.212
413,Result of BEFORE_GA3_B3 Region1_Merged_RAW_ch01.tif:06342-03858,7.386,2.037,0.322,1.500,2.714,9.809
414,Result of BEFORE_GA3_B3 Region1_Merged_RAW_ch01.tif:06342-10544,26.260,2.272,0.595,1.474,4.091,20.524
415,Result of BEFORE_GA3_B3 Region1_Merged_RAW_ch01.tif:06354-07363,15.592,1.992,0.215,1.524,2.615,15.089
416,Result of BEFORE_GA3_B3 Region1_Merged_RAW_ch01.tif:06358-06209,2.052,1.889,0.365,1.429,2.333,4.905
