 ,Label,Area,Mean,StdDev,Min,Max,Perim.
86,slice0001_Result of After_GA3_B3 Region1_Merged_RAW_ch01.tif:04427-05560,25.439,2.767,0.577,1.700,4.143,18.182
87,slice0001_Result of After_GA3_B3 Region1_Merged_RAW_ch01.tif:04430-05640,2.462,1.323,0.404,1.036,2.125,5.811
88,slice0001_Result of After_GA3_B3 Region1_Merged_RAW_ch01.tif:04426-07492,68.522,2.370,0.903,1.091,5.625,33.646
89,slice0001_Result of After_GA3_B3 Region1_Merged_RAW_ch01.tif:04432-05276,18.054,1.688,0.273,1.136,2.500,18.337
90,slice0001_Result of After_GA3_B3 Region1_Merged_RAW_ch01.tif:04448-07803,0.410,1.048,0.000,1.048,1.048,2.562
91,slice0001_Result of After_GA3_B3 Region1_Merged_RAW_ch01.tif:04453-07810,0.410,1.059,0.000,1.059,1.059,2.562
92,slice0001_Result of After_GA3_B3 Region1_Merged_RAW_ch01.tif:04451-07806,18.054,1.056,0.155,0.800,1.400,23.242
93,slice0001_Result of After_GA3_B3 Region1_Merged_RAW_ch01.tif:04457-06151,0.410,1.900,0.000,1.900,1.900,2.562
94,slice0001_Result of After_GA3_B3 Region1_Merged_RAW_ch01.tif:04463-06151,1.231,2.194,0.488,1.833,2.750,3.624
95,slice0001_Result of After_GA3_B3 Region1_Merged_RAW_ch01.tif:04462-06146,19.695,1.886,0.484,1.200,3.143,22.181
96,slice0001_Result of After_GA3_B3 Region1_Merged_RAW_ch01.tif:04472-02969,45.545,2.673,0.633,1.333,4.320,25.118
97,slice0001_Result of After_GA3_B3 Region1_Merged_RAW_ch01.tif:04498-04531,32.004,2.313,0.504,1.474,4.714,20.744
98,slice0001_Result of After_GA3_B3 Region1_Merged_RAW_ch01.tif:04496-02917,62.368,2.206,0.665,0.774,3.889,30.398
99,slice0001_Result of After_GA3_B3 Region1_Merged_RAW_ch01.tif:04513-05501,4.924,2.792,0.519,2.125,3.571,7.998
100,slice0001_Result of After_GA3_B3 Region1_Merged_RAW_ch01.tif:04526-05465,47.596,1.667,0.627,0.639,3.556,32.896
101,slice0001_Result of After_GA3_B3 Region1_Merged_RAW_ch01.tif:04529-06884,40.211,2.260,0.472,1.500,3.609,23.087
102,slice0001_Result of After_GA3_B3 Region1_Merged_RAW_ch01.tif:04534-04887,24.208,2.432,0.370,1.769,3.167,18.182
103,slice0001_Result of After_GA3_B3 Region1_Merged_RAW_ch01.tif:04538-08083,1.231,1.463,0.089,1.368,1.545,5.124
104,slice0001_Result of After_GA3_B3 Region1_Merged_RAW_ch01.tif:04534-04465,87.397,2.361,0.893,1.063,6.700,35.678
105,slice0001_Result of After_GA3_B3 Region1_Merged_RAW_ch01.tif:04547-05865,50.058,1.623,0.500,1.000,3.875,29.272
106,slice0001_Result of After_GA3_B3 Region1_Merged_RAW_ch01.tif:04557-07602,42.262,2.548,0.476,1.556,3.875,23.837
107,slice0001_Result of After_GA3_B3 Region1_Merged_RAW_ch01.tif:04572-04344,3.693,2.738,0.208,2.571,3.167,6.716
108,slice0001_Result of After_GA3_B3 Region1_Merged_RAW_ch01.tif:04580-07598,6.565,2.829,0.497,1.889,3.714,9.434
109,slice0001_Result of After_GA3_B3 Region1_Merged_RAW_ch01.tif:04585-06918,12.309,2.006,0.392,1.412,2.750,12.747
110,slice0001_Result of After_GA3_B3 Region1_Merged_RAW_ch01.tif:04595-03631,29.953,1.767,0.309,1.286,2.667,21.275
111,slice0001_Result of After_GA3_B3 Region1_Merged_RAW_ch01.tif:04615-05832,0.410,1.562,0.000,1.562,1.562,2.562
112,slice0001_Result of After_GA3_B3 Region1_Merged_RAW_ch01.tif:04626-05841,9.027,1.326,0.292,0.893,2.000,17.121
113,slice0001_Result of After_GA3_B3 Region1_Merged_RAW_ch01.tif:04636-02788,3.283,2.401,0.402,1.778,3.000,6.716
114,slice0001_Result of After_GA3_B3 Region1_Merged_RAW_ch01.tif:04636-05998,92.320,1.410,0.423,0.821,2.800,35.523
115,slice0001_Result of After_GA3_B3 Region1_Merged_RAW_ch01.tif:04644-08453,32.004,2.561,0.400,1.789,3.786,21.806
116,slice0001_Result of After_GA3_B3 Region1_Merged_RAW_ch01.tif:04686-04038,0.410,2.583,0.000,2.583,2.583,2.562
117,slice0001_Result of After_GA3_B3 Region1_Merged_RAW_ch01.tif:04688-04032,0.410,2.417,0.000,2.417,2.417,2.562
118,slice0001_Result of After_GA3_B3 Region1_Merged_RAW_ch01.tif:04689-04036,5.744,2.739,0.328,2.067,3.200,13.058
119,slice0001_Result of After_GA3_B3 Region1_Merged_RAW_ch01.tif:04695-05318,49.238,2.444,0.578,1.545,4.222,26.555
120,slice0001_Result of After_GA3_B3 Region1_Merged_RAW_ch01.tif:04713-05523,8.617,2.960,0.327,2.417,3.625,16.150
121,slice0001_Result of After_GA3_B3 Region1_Merged_RAW_ch01.tif:04721-06931,45.955,2.766,0.562,1.615,4.100,25.118
122,slice0001_Result of After_GA3_B3 Region1_Merged_RAW_ch01.tif:04735-06961,19.285,2.630,0.481,1.529,4.333,15.620
123,slice0001_Result of After_GA3_B3 Region1_Merged_RAW_ch01.tif:04746-11693,45.134,2.796,0.615,1.625,4.571,24.368
124,slice0001_Result of After_GA3_B3 Region1_Merged_RAW_ch01.tif:04765-03248,21.747,3.489,0.591,2.231,4.615,16.901
125,slice0001_Result of After_GA3_B3 Region1_Merged_RAW_ch01.tif:04806-08171,14.771,1.629,0.197,1.217,2.000,14.559
126,slice0001_Result of After_GA3_B3 Region1_Merged_RAW_ch01.tif:04811-03644,32.825,2.307,0.454,1.364,3.600,21.275
127,slice0001_Result of After_GA3_B3 Region1_Merged_RAW_ch01.tif:04836-11068,94.782,1.992,0.791,0.781,4.000,40.518
128,slice0001_Result of After_GA3_B3 Region1_Merged_RAW_ch01.tif:04852-06406,8.617,2.287,0.255,1.867,2.846,10.715
129,slice0001_Result of After_GA3_B3 Region1_Merged_RAW_ch01.tif:04875-04700,86.166,1.782,0.414,0.946,3.625,36.300
130,slice0001_Result of After_GA3_B3 Region1_Merged_RAW_ch01.tif:04886-02315,13.951,2.370,0.351,1.692,3.083,12.902
131,slice0001_Result of After_GA3_B3 Region1_Merged_RAW_ch01.tif:04890-07114,0.821,1.802,0.469,1.471,2.133,3.843
132,slice0001_Result of After_GA3_B3 Region1_Merged_RAW_ch01.tif:04893-07117,7.386,2.896,1.015,1.200,4.750,11.621
133,slice0001_Result of After_GA3_B3 Region1_Merged_RAW_ch01.tif:04898-07110,64.419,1.544,0.422,0.831,2.900,31.084
134,slice0001_Result of After_GA3_B3 Region1_Merged_RAW_ch01.tif:04914-04143,11.078,2.059,0.279,1.611,2.800,11.996
135,slice0001_Result of After_GA3_B3 Region1_Merged_RAW_ch01.tif:04915-03896,28.312,3.038,0.652,1.824,4.467,19.463
136,slice0001_Result of After_GA3_B3 Region1_Merged_RAW_ch01.tif:04938-03358,33.235,2.341,0.395,1.429,3.789,20.900
137,slice0001_Result of After_GA3_B3 Region1_Merged_RAW_ch01.tif:04951-00633,148.123,2.128,0.551,1.156,4.000,51.609
138,slice0001_Result of After_GA3_B3 Region1_Merged_RAW_ch01.tif:04962-03920,5.334,2.159,0.183,1.700,2.375,10.340
139,slice0001_Result of After_GA3_B3 Region1_Merged_RAW_ch01.tif:05014-10184,16.823,2.747,0.307,2.231,3.600,18.337
140,slice0001_Result of After_GA3_B3 Region1_Merged_RAW_ch01.tif:05019-02059,33.235,2.592,0.357,1.875,3.692,21.650
141,slice0001_Result of After_GA3_B3 Region1_Merged_RAW_ch01.tif:05023-11167,0.410,2.357,0.000,2.357,2.357,2.562
142,slice0001_Result of After_GA3_B3 Region1_Merged_RAW_ch01.tif:05024-11165,4.103,2.107,0.389,1.688,2.727,10.340
143,slice0001_Result of After_GA3_B3 Region1_Merged_RAW_ch01.tif:05022-10317,31.594,2.239,0.375,1.300,3.125,21.275
144,slice0001_Result of After_GA3_B3 Region1_Merged_RAW_ch01.tif:05033-04918,58.264,2.241,0.724,1.294,5.714,28.367
145,slice0001_Result of After_GA3_B3 Region1_Merged_RAW_ch01.tif:05038-06446,13.540,3.018,0.514,2.143,4.167,13.433
146,slice0001_Result of After_GA3_B3 Region1_Merged_RAW_ch01.tif:05049-10098,6.565,2.071,0.268,1.667,2.538,9.809
147,slice0001_Result of After_GA3_B3 Region1_Merged_RAW_ch01.tif:05066-04487,0.410,1.429,0.000,1.429,1.429,2.562
148,slice0001_Result of After_GA3_B3 Region1_Merged_RAW_ch01.tif:05072-07021,23.388,3.086,0.561,1.733,5.200,18.713
149,slice0001_Result of After_GA3_B3 Region1_Merged_RAW_ch01.tif:05098-09986,16.823,3.419,0.547,2.385,4.600,14.714
150,slice0001_Result of After_GA3_B3 Region1_Merged_RAW_ch01.tif:05101-09971,5.334,2.512,0.557,1.938,3.786,7.622
151,slice0001_Result of After_GA3_B3 Region1_Merged_RAW_ch01.tif:05130-07851,36.108,3.179,0.866,1.500,5.167,21.650
152,slice0001_Result of After_GA3_B3 Region1_Merged_RAW_ch01.tif:05136-09664,22.978,2.920,0.389,2.143,3.909,18.868
153,slice0001_Result of After_GA3_B3 Region1_Merged_RAW_ch01.tif:05138-06711,27.901,3.133,0.601,1.933,4.412,19.994
154,slice0001_Result of After_GA3_B3 Region1_Merged_RAW_ch01.tif:05142-07926,37.749,2.617,0.603,1.174,3.909,22.401
155,slice0001_Result of After_GA3_B3 Region1_Merged_RAW_ch01.tif:05184-10015,16.823,2.732,0.583,1.667,3.900,15.245
156,slice0001_Result of After_GA3_B3 Region1_Merged_RAW_ch01.tif:05188-07543,12.720,2.231,0.419,1.538,3.125,12.902
157,slice0001_Result of After_GA3_B3 Region1_Merged_RAW_ch01.tif:05194-04360,27.491,1.982,0.410,1.294,2.957,20.900
158,slice0001_Result of After_GA3_B3 Region1_Merged_RAW_ch01.tif:05193-08781,57.033,2.357,0.366,1.591,3.250,28.367
159,slice0001_Result of After_GA3_B3 Region1_Merged_RAW_ch01.tif:05199-07156,35.697,1.494,0.384,0.900,3.667,22.556
160,slice0001_Result of After_GA3_B3 Region1_Merged_RAW_ch01.tif:05204-10438,9.437,2.972,0.548,2.125,4.333,10.715
161,slice0001_Result of After_GA3_B3 Region1_Merged_RAW_ch01.tif:05217-09659,2.462,2.382,0.309,2.067,2.769,5.435
162,slice0001_Result of After_GA3_B3 Region1_Merged_RAW_ch01.tif:05220-06712,27.901,2.296,0.895,1.122,5.667,19.463
163,slice0001_Result of After_GA3_B3 Region1_Merged_RAW_ch01.tif:05225-08480,0.410,2.909,0.000,2.909,2.909,2.562
164,slice0001_Result of After_GA3_B3 Region1_Merged_RAW_ch01.tif:05219-06813,115.298,1.788,0.607,0.867,3.800,41.644
165,slice0001_Result of After_GA3_B3 Region1_Merged_RAW_ch01.tif:05233-09304,14.361,2.289,0.393,1.600,3.000,13.433
166,slice0001_Result of After_GA3_B3 Region1_Merged_RAW_ch01.tif:05233-04096,25.850,2.241,0.574,1.231,3.550,19.243
167,slice0001_Result of After_GA3_B3 Region1_Merged_RAW_ch01.tif:05242-08472,41.031,2.690,0.480,1.778,4.667,23.307
168,slice0001_Result of After_GA3_B3 Region1_Merged_RAW_ch01.tif:05257-08166,50.879,1.778,0.381,1.185,3.400,26.930
169,slice0001_Result of After_GA3_B3 Region1_Merged_RAW_ch01.tif:05268-04785,33.235,1.889,0.709,0.774,3.750,23.087
170,slice0001_Result of After_GA3_B3 Region1_Merged_RAW_ch01.tif:05267-05661,52.520,2.437,0.465,1.294,3.833,27.461
171,slice0001_Result of After_GA3_B3 Region1_Merged_RAW_ch01.tif:05267-09476,63.188,2.452,0.720,1.200,4.258,29.117
172,slice0001_Result of After_GA3_B3 Region1_Merged_RAW_ch01.tif:05275-10451,8.206,3.089,0.482,2.273,4.222,10.185
173,slice0001_Result of After_GA3_B3 Region1_Merged_RAW_ch01.tif:05299-02324,16.002,2.037,0.476,1.222,3.182,14.714
174,slice0001_Result of After_GA3_B3 Region1_Merged_RAW_ch01.tif:05318-05876,23.798,2.161,0.329,1.333,2.750,17.651
175,slice0001_Result of After_GA3_B3 Region1_Merged_RAW_ch01.tif:05332-10334,10.258,2.290,0.385,1.500,3.167,13.277
176,slice0001_Result of After_GA3_B3 Region1_Merged_RAW_ch01.tif:05337-00639,45.134,2.286,1.046,1.028,5.222,24.368
177,slice0001_Result of After_GA3_B3 Region1_Merged_RAW_ch01.tif:05345-02256,17.233,2.595,0.480,1.882,3.688,14.559
178,slice0001_Result of After_GA3_B3 Region1_Merged_RAW_ch01.tif:05346-05329,46.365,2.552,0.708,1.412,4.333,25.649
179,slice0001_Result of After_GA3_B3 Region1_Merged_RAW_ch01.tif:05383-08539,17.233,2.512,0.347,1.929,3.308,15.995
180,slice0001_Result of After_GA3_B3 Region1_Merged_RAW_ch01.tif:05389-08285,31.594,2.788,0.543,1.636,4.111,21.650
181,slice0001_Result of After_GA3_B3 Region1_Merged_RAW_ch01.tif:05402-07917,64.829,1.884,0.848,0.716,4.444,31.835
182,slice0001_Result of After_GA3_B3 Region1_Merged_RAW_ch01.tif:05404-09353,38.159,2.689,0.746,1.471,4.389,22.401
183,slice0001_Result of After_GA3_B3 Region1_Merged_RAW_ch01.tif:05421-02462,0.410,2.222,0.000,2.222,2.222,2.562
184,slice0001_Result of After_GA3_B3 Region1_Merged_RAW_ch01.tif:05417-08420,45.955,2.279,0.368,1.500,3.250,29.803
185,slice0001_Result of After_GA3_B3 Region1_Merged_RAW_ch01.tif:05422-03343,32.415,2.565,0.552,1.333,4.600,21.806
186,slice0001_Result of After_GA3_B3 Region1_Merged_RAW_ch01.tif:05426-07208,9.027,2.419,0.367,1.870,3.556,10.715
187,slice0001_Result of After_GA3_B3 Region1_Merged_RAW_ch01.tif:05428-02764,27.491,2.750,0.376,1.769,3.750,18.557
188,slice0001_Result of After_GA3_B3 Region1_Merged_RAW_ch01.tif:05451-03732,57.444,2.614,0.717,1.385,4.467,28.367
189,slice0001_Result of After_GA3_B3 Region1_Merged_RAW_ch01.tif:05480-08754,11.899,3.555,0.630,2.538,5.500,13.058
190,slice0001_Result of After_GA3_B3 Region1_Merged_RAW_ch01.tif:05483-09389,32.825,2.031,0.257,1.435,2.625,21.806
191,slice0001_Result of After_GA3_B3 Region1_Merged_RAW_ch01.tif:05493-03222,0.410,2.556,0.000,2.556,2.556,2.562
192,slice0001_Result of After_GA3_B3 Region1_Merged_RAW_ch01.tif:05495-03222,12.309,2.426,0.587,1.526,3.625,12.747
193,slice0001_Result of After_GA3_B3 Region1_Merged_RAW_ch01.tif:05498-02832,56.623,2.534,0.634,1.179,3.642,27.836
194,slice0001_Result of After_GA3_B3 Region1_Merged_RAW_ch01.tif:05556-07162,18.464,2.401,0.253,1.722,2.941,15.995
195,slice0001_Result of After_GA3_B3 Region1_Merged_RAW_ch01.tif:05585-10221,9.848,1.915,0.206,1.562,2.308,11.621
196,slice0001_Result of After_GA3_B3 Region1_Merged_RAW_ch01.tif:05604-09668,28.722,2.050,0.426,1.111,3.154,20.214
197,slice0001_Result of After_GA3_B3 Region1_Merged_RAW_ch01.tif:05614-05012,9.848,1.193,0.111,1.059,1.424,11.466
198,slice0001_Result of After_GA3_B3 Region1_Merged_RAW_ch01.tif:05618-02278,20.105,2.600,0.523,1.462,3.545,15.995
199,slice0001_Result of After_GA3_B3 Region1_Merged_RAW_ch01.tif:05625-04154,43.493,1.643,0.455,1.000,3.444,34.708
200,slice0001_Result of After_GA3_B3 Region1_Merged_RAW_ch01.tif:05625-06914,71.805,2.182,0.565,1.180,4.000,31.835
201,slice0001_Result of After_GA3_B3 Region1_Merged_RAW_ch01.tif:05631-04867,45.955,2.944,0.739,1.273,4.636,24.212
202,slice0001_Result of After_GA3_B3 Region1_Merged_RAW_ch01.tif:05647-05703,19.285,2.080,0.347,1.444,3.235,15.995
203,slice0001_Result of After_GA3_B3 Region1_Merged_RAW_ch01.tif:05680-04723,15.592,1.843,0.399,0.955,2.875,13.808
204,slice0001_Result of After_GA3_B3 Region1_Merged_RAW_ch01.tif:05686-07237,21.336,1.925,0.318,1.409,2.727,16.370
205,slice0001_Result of After_GA3_B3 Region1_Merged_RAW_ch01.tif:05692-05056,18.874,1.731,0.492,1.000,3.000,16.526
