 ,Label,Area,Mean,StdDev,Min,Max,Perim.
1,slice0001_Result of After_GA3_A1 Region1_Merged_RAW_ch01.tif:00375-05116,0.410,0.600,0.000,0.600,0.600,1.812
2,slice0001_Result of After_GA3_A1 Region1_Merged_RAW_ch01.tif:00589-08333,12.309,1.002,0.303,0.667,1.600,12.527
3,slice0001_Result of After_GA3_A1 Region1_Merged_RAW_ch01.tif:00711-08808,60.316,1.468,0.335,0.840,2.257,28.367
4,slice0001_Result of After_GA3_A1 Region1_Merged_RAW_ch01.tif:00880-09664,36.518,1.076,0.380,0.491,2.154,22.556
5,slice0001_Result of After_GA3_A1 Region1_Merged_RAW_ch01.tif:00971-09570,22.157,1.398,0.224,0.893,1.929,17.807
6,slice0001_Result of After_GA3_A1 Region1_Merged_RAW_ch01.tif:01165-08476,40.621,1.641,0.258,1.133,2.182,24.898
7,slice0001_Result of After_GA3_A1 Region1_Merged_RAW_ch01.tif:01245-09760,56.213,1.948,0.358,1.200,2.909,27.836
8,slice0001_Result of After_GA3_A1 Region1_Merged_RAW_ch01.tif:01306-09578,14.771,1.076,0.174,0.767,1.550,14.339
9,slice0001_Result of After_GA3_A1 Region1_Merged_RAW_ch01.tif:01355-09736,28.722,1.164,0.144,0.773,1.647,19.994
10,slice0001_Result of After_GA3_A1 Region1_Merged_RAW_ch01.tif:01435-09481,34.056,1.356,0.190,0.963,2.118,22.181
11,slice0001_Result of After_GA3_A1 Region1_Merged_RAW_ch01.tif:01478-09078,81.242,1.277,0.219,0.677,1.949,33.116
12,slice0001_Result of After_GA3_A1 Region1_Merged_RAW_ch01.tif:01595-09028,0.410,1.538,0.000,1.538,1.538,2.562
13,slice0001_Result of After_GA3_A1 Region1_Merged_RAW_ch01.tif:01711-08898,45.134,1.343,0.316,0.789,2.455,24.368
14,slice0001_Result of After_GA3_A1 Region1_Merged_RAW_ch01.tif:01757-08819,90.269,0.910,0.173,0.606,1.722,35.678
15,slice0001_Result of After_GA3_A1 Region1_Merged_RAW_ch01.tif:01768-10009,2.872,2.008,0.279,1.667,2.444,5.435
16,slice0001_Result of After_GA3_A1 Region1_Merged_RAW_ch01.tif:02102-08418,0.410,2.083,0.000,2.083,2.083,2.562
17,slice0001_Result of After_GA3_A1 Region1_Merged_RAW_ch01.tif:02097-08413,59.495,2.023,0.310,1.429,3.250,31.084
18,slice0001_Result of After_GA3_A1 Region1_Merged_RAW_ch01.tif:02127-04531,16.823,1.245,0.165,0.949,1.654,15.245
19,slice0001_Result of After_GA3_A1 Region1_Merged_RAW_ch01.tif:02146-03908,12.309,2.111,0.366,1.500,3.125,15.089
20,slice0001_Result of After_GA3_A1 Region1_Merged_RAW_ch01.tif:02213-04974,47.186,1.065,0.144,0.698,1.403,25.649
21,slice0001_Result of After_GA3_A1 Region1_Merged_RAW_ch01.tif:02252-06089,25.029,0.985,0.245,0.583,1.667,18.713
22,slice0001_Result of After_GA3_A1 Region1_Merged_RAW_ch01.tif:02294-07871,38.980,1.812,0.447,1.000,3.150,23.087
23,slice0001_Result of After_GA3_A1 Region1_Merged_RAW_ch01.tif:02355-06105,47.186,1.333,0.440,0.712,2.778,25.274
24,slice0001_Result of After_GA3_A1 Region1_Merged_RAW_ch01.tif:02462-04482,21.747,2.484,0.489,1.500,3.429,16.901
25,slice0001_Result of After_GA3_A1 Region1_Merged_RAW_ch01.tif:02531-09897,43.493,1.237,0.137,0.875,1.600,26.710
26,slice0001_Result of After_GA3_A1 Region1_Merged_RAW_ch01.tif:02548-07646,22.978,1.271,0.193,0.818,1.688,17.651
27,slice0001_Result of After_GA3_A1 Region1_Merged_RAW_ch01.tif:02588-06303,37.749,1.553,0.606,0.521,3.429,25.118
28,slice0001_Result of After_GA3_A1 Region1_Merged_RAW_ch01.tif:02730-07405,0.410,1.381,0.000,1.381,1.381,2.562
29,slice0001_Result of After_GA3_A1 Region1_Merged_RAW_ch01.tif:02804-02041,26.670,0.893,0.300,0.483,2.100,22.025
30,slice0001_Result of After_GA3_A1 Region1_Merged_RAW_ch01.tif:02973-07277,47.596,1.610,0.247,1.059,2.471,25.649
31,slice0001_Result of After_GA3_A1 Region1_Merged_RAW_ch01.tif:02993-08540,130.890,1.576,0.418,0.658,2.449,42.239
32,slice0001_Result of After_GA3_A1 Region1_Merged_RAW_ch01.tif:03028-07662,0.410,1.750,0.000,1.750,1.750,2.562
33,slice0001_Result of After_GA3_A1 Region1_Merged_RAW_ch01.tif:03026-07659,39.800,1.433,0.230,0.933,2.100,25.118
34,slice0001_Result of After_GA3_A1 Region1_Merged_RAW_ch01.tif:03039-07142,67.291,1.945,0.452,1.050,3.083,30.398
35,slice0001_Result of After_GA3_A1 Region1_Merged_RAW_ch01.tif:03058-01868,2.872,3.521,0.318,3.000,3.875,6.186
36,slice0001_Result of After_GA3_A1 Region1_Merged_RAW_ch01.tif:03076-01864,74.677,2.437,0.742,1.231,4.200,39.302
37,slice0001_Result of After_GA3_A1 Region1_Merged_RAW_ch01.tif:03154-07457,26.260,1.057,0.153,0.741,1.421,19.994
38,slice0001_Result of After_GA3_A1 Region1_Merged_RAW_ch01.tif:03184-09975,146.892,1.198,0.197,0.771,1.702,46.393
39,slice0001_Result of After_GA3_A1 Region1_Merged_RAW_ch01.tif:03453-06211,0.410,1.167,0.000,1.167,1.167,2.562
40,slice0001_Result of After_GA3_A1 Region1_Merged_RAW_ch01.tif:03454-06209,0.410,0.895,0.000,0.895,0.895,2.562
41,slice0001_Result of After_GA3_A1 Region1_Merged_RAW_ch01.tif:03456-06207,6.155,1.105,0.177,0.864,1.500,15.245
42,slice0001_Result of After_GA3_A1 Region1_Merged_RAW_ch01.tif:03493-06156,18.054,1.790,0.373,1.158,2.800,23.462
43,slice0001_Result of After_GA3_A1 Region1_Merged_RAW_ch01.tif:03574-06382,4.924,2.198,0.643,1.357,3.375,9.434
44,slice0001_Result of After_GA3_A1 Region1_Merged_RAW_ch01.tif:03575-06373,34.877,1.269,0.249,0.722,2.182,25.960
45,slice0001_Result of After_GA3_A1 Region1_Merged_RAW_ch01.tif:03582-06374,2.462,1.310,0.103,1.158,1.438,5.435
46,slice0001_Result of After_GA3_A1 Region1_Merged_RAW_ch01.tif:03582-06380,12.720,1.806,0.447,0.952,3.000,16.901
47,slice0001_Result of After_GA3_A1 Region1_Merged_RAW_ch01.tif:03625-10555,24.619,1.264,0.178,0.960,1.733,19.088
48,slice0001_Result of After_GA3_A1 Region1_Merged_RAW_ch01.tif:03704-06499,95.603,1.530,0.162,1.095,2.200,42.705
49,slice0001_Result of After_GA3_A1 Region1_Merged_RAW_ch01.tif:03742-03713,32.825,1.471,0.129,1.190,1.789,22.181
50,slice0001_Result of After_GA3_A1 Region1_Merged_RAW_ch01.tif:03783-10355,5.334,1.942,0.213,1.545,2.429,7.998
51,slice0001_Result of After_GA3_A1 Region1_Merged_RAW_ch01.tif:03803-06740,77.139,1.467,0.141,1.043,1.875,40.518
52,slice0001_Result of After_GA3_A1 Region1_Merged_RAW_ch01.tif:03850-10259,0.410,1.417,0.000,1.417,1.417,2.562
53,slice0001_Result of After_GA3_A1 Region1_Merged_RAW_ch01.tif:03851-10260,0.410,1.750,0.000,1.750,1.750,2.562
54,slice0001_Result of After_GA3_A1 Region1_Merged_RAW_ch01.tif:03853-10258,4.103,1.550,0.151,1.357,1.833,6.716
55,slice0001_Result of After_GA3_A1 Region1_Merged_RAW_ch01.tif:03876-10362,8.617,1.083,0.148,0.870,1.444,11.621
56,slice0001_Result of After_GA3_A1 Region1_Merged_RAW_ch01.tif:03931-05807,38.159,0.867,0.166,0.569,1.400,23.087
57,slice0001_Result of After_GA3_A1 Region1_Merged_RAW_ch01.tif:04061-08934,65.240,1.809,0.377,1.062,3.000,30.023
58,slice0001_Result of After_GA3_A1 Region1_Merged_RAW_ch01.tif:04126-05736,185.051,1.242,0.207,0.767,1.909,52.734
59,slice0001_Result of After_GA3_A1 Region1_Merged_RAW_ch01.tif:04174-06880,0.410,2.222,0.000,2.222,2.222,2.562
60,slice0001_Result of After_GA3_A1 Region1_Merged_RAW_ch01.tif:04175-06879,0.821,1.970,0.429,1.667,2.273,3.843
61,slice0001_Result of After_GA3_A1 Region1_Merged_RAW_ch01.tif:04178-06462,91.089,1.214,0.162,0.844,1.704,38.176
62,slice0001_Result of After_GA3_A1 Region1_Merged_RAW_ch01.tif:04194-05392,1.231,0.964,0.134,0.870,1.118,4.529
63,slice0001_Result of After_GA3_A1 Region1_Merged_RAW_ch01.tif:04196-09065,22.157,1.726,0.272,1.200,2.333,17.651
64,slice0001_Result of After_GA3_A1 Region1_Merged_RAW_ch01.tif:04200-05253,16.823,1.243,0.209,0.844,1.765,15.995
65,slice0001_Result of After_GA3_A1 Region1_Merged_RAW_ch01.tif:04197-09641,53.751,1.416,0.208,0.750,2.071,28.897
66,slice0001_Result of After_GA3_A1 Region1_Merged_RAW_ch01.tif:04210-09599,4.924,1.937,0.404,1.333,3.000,7.622
67,slice0001_Result of After_GA3_A1 Region1_Merged_RAW_ch01.tif:04208-10692,75.087,2.152,0.366,1.200,3.333,31.679
68,slice0001_Result of After_GA3_A1 Region1_Merged_RAW_ch01.tif:04252-06173,169.049,1.298,0.201,0.826,1.889,49.861
69,slice0001_Result of After_GA3_A1 Region1_Merged_RAW_ch01.tif:04282-05464,35.697,1.344,0.209,1.000,2.062,23.087
70,slice0001_Result of After_GA3_A1 Region1_Merged_RAW_ch01.tif:04331-09092,0.821,1.533,0.094,1.467,1.600,3.843
71,slice0001_Result of After_GA3_A1 Region1_Merged_RAW_ch01.tif:04331-04372,5.334,1.832,0.291,1.500,2.375,7.998
72,slice0001_Result of After_GA3_A1 Region1_Merged_RAW_ch01.tif:04331-09088,5.334,1.173,0.125,1.000,1.438,8.528
73,slice0001_Result of After_GA3_A1 Region1_Merged_RAW_ch01.tif:04335-05102,1.231,1.753,0.112,1.625,1.833,3.624
74,slice0001_Result of After_GA3_A1 Region1_Merged_RAW_ch01.tif:04353-06452,5.334,1.404,0.119,1.150,1.579,12.682
75,slice0001_Result of After_GA3_A1 Region1_Merged_RAW_ch01.tif:04402-05123,8.617,1.604,0.163,1.312,2.000,11.621
76,slice0001_Result of After_GA3_A1 Region1_Merged_RAW_ch01.tif:04410-11938,38.159,2.834,0.646,1.545,4.273,23.087
77,slice0001_Result of After_GA3_A1 Region1_Merged_RAW_ch01.tif:04466-03931,1.231,1.482,0.276,1.176,1.714,5.124
78,slice0001_Result of After_GA3_A1 Region1_Merged_RAW_ch01.tif:04468-03921,0.410,0.909,0.000,0.909,0.909,2.562
79,slice0001_Result of After_GA3_A1 Region1_Merged_RAW_ch01.tif:04468-03924,0.821,1.091,0.129,1.000,1.182,3.843
80,slice0001_Result of After_GA3_A1 Region1_Merged_RAW_ch01.tif:04474-02198,0.410,1.444,0.000,1.444,1.444,2.562
81,slice0001_Result of After_GA3_A1 Region1_Merged_RAW_ch01.tif:04471-03931,14.771,1.007,0.258,0.658,1.529,18.557
82,slice0001_Result of After_GA3_A1 Region1_Merged_RAW_ch01.tif:04476-03921,1.231,1.019,0.087,0.923,1.091,4.905
83,slice0001_Result of After_GA3_A1 Region1_Merged_RAW_ch01.tif:04476-03925,1.231,0.859,0.128,0.750,1.000,3.624
84,slice0001_Result of After_GA3_A1 Region1_Merged_RAW_ch01.tif:04479-02206,0.410,1.611,0.000,1.611,1.611,2.562
85,slice0001_Result of After_GA3_A1 Region1_Merged_RAW_ch01.tif:04483-02198,86.986,1.721,0.208,1.227,2.333,39.393
86,slice0001_Result of After_GA3_A1 Region1_Merged_RAW_ch01.tif:04511-06733,36.518,1.371,0.186,1.000,2.000,24.148
87,slice0001_Result of After_GA3_A1 Region1_Merged_RAW_ch01.tif:04528-10198,21.336,1.559,0.247,1.000,2.077,16.370
88,slice0001_Result of After_GA3_A1 Region1_Merged_RAW_ch01.tif:04542-11738,20.105,1.750,0.252,1.062,2.214,15.995
89,slice0001_Result of After_GA3_A1 Region1_Merged_RAW_ch01.tif:04582-02574,41.031,0.807,0.180,0.508,1.533,26.024
90,slice0001_Result of After_GA3_A1 Region1_Merged_RAW_ch01.tif:04613-03087,17.233,2.033,0.246,1.545,2.556,15.089
91,slice0001_Result of After_GA3_A1 Region1_Merged_RAW_ch01.tif:04646-05063,0.410,0.735,0.000,0.735,0.735,2.562
92,slice0001_Result of After_GA3_A1 Region1_Merged_RAW_ch01.tif:04641-05948,42.262,1.250,0.149,0.920,1.577,24.212
93,slice0001_Result of After_GA3_A1 Region1_Merged_RAW_ch01.tif:04649-05067,41.442,0.954,0.100,0.722,1.194,24.898
94,slice0001_Result of After_GA3_A1 Region1_Merged_RAW_ch01.tif:04703-04805,6.975,1.354,0.205,1.000,1.667,9.279
95,slice0001_Result of After_GA3_A1 Region1_Merged_RAW_ch01.tif:04830-09292,20.926,1.908,0.370,1.188,2.900,16.370
96,slice0001_Result of After_GA3_A1 Region1_Merged_RAW_ch01.tif:04841-03229,66.881,0.994,0.143,0.656,1.550,33.646
97,slice0001_Result of After_GA3_A1 Region1_Merged_RAW_ch01.tif:04865-05326,0.821,1.310,0.101,1.238,1.381,3.624
98,slice0001_Result of After_GA3_A1 Region1_Merged_RAW_ch01.tif:04866-05324,0.821,1.228,0.015,1.217,1.238,3.843
99,slice0001_Result of After_GA3_A1 Region1_Merged_RAW_ch01.tif:04866-05328,0.410,1.200,0.000,1.200,1.200,2.562
100,slice0001_Result of After_GA3_A1 Region1_Merged_RAW_ch01.tif:04867-05326,0.410,1.400,0.000,1.400,1.400,2.562
101,slice0001_Result of After_GA3_A1 Region1_Merged_RAW_ch01.tif:04868-05327,0.410,1.444,0.000,1.444,1.444,2.562
102,slice0001_Result of After_GA3_A1 Region1_Merged_RAW_ch01.tif:04870-05325,2.872,1.295,0.090,1.190,1.421,10.340
103,slice0001_Result of After_GA3_A1 Region1_Merged_RAW_ch01.tif:04910-05636,18.874,1.333,0.162,1.056,1.857,21.055
104,slice0001_Result of After_GA3_A1 Region1_Merged_RAW_ch01.tif:04915-04623,25.850,1.500,0.207,1.043,2.125,19.243
105,slice0001_Result of After_GA3_A1 Region1_Merged_RAW_ch01.tif:04918-01160,29.543,1.831,0.264,1.231,2.429,23.617
106,slice0001_Result of After_GA3_A1 Region1_Merged_RAW_ch01.tif:04922-01162,0.410,1.778,0.000,1.778,1.778,2.562
107,slice0001_Result of After_GA3_A1 Region1_Merged_RAW_ch01.tif:04940-01534,59.906,1.101,0.133,0.852,1.444,31.084
108,slice0001_Result of After_GA3_A1 Region1_Merged_RAW_ch01.tif:04955-07572,2.052,1.155,0.252,0.941,1.583,6.341
109,slice0001_Result of After_GA3_A1 Region1_Merged_RAW_ch01.tif:04954-07155,31.184,2.432,0.627,1.211,3.857,20.369
110,slice0001_Result of After_GA3_A1 Region1_Merged_RAW_ch01.tif:04957-07574,1.231,1.020,0.034,1.000,1.059,4.529
111,slice0001_Result of After_GA3_A1 Region1_Merged_RAW_ch01.tif:04967-08571,21.336,1.333,0.168,0.913,1.750,18.337
112,slice0001_Result of After_GA3_A1 Region1_Merged_RAW_ch01.tif:04994-04725,8.206,1.409,0.126,1.238,1.778,14.869
113,slice0001_Result of After_GA3_A1 Region1_Merged_RAW_ch01.tif:05071-01575,22.567,1.335,0.166,1.042,1.944,16.901
114,slice0001_Result of After_GA3_A1 Region1_Merged_RAW_ch01.tif:05083-04497,6.975,1.757,0.230,1.500,2.222,9.965
115,slice0001_Result of After_GA3_A1 Region1_Merged_RAW_ch01.tif:05124-08855,0.410,0.828,0.000,0.828,0.828,2.562
116,slice0001_Result of After_GA3_A1 Region1_Merged_RAW_ch01.tif:05128-08851,9.848,1.117,0.102,0.926,1.333,22.492
117,slice0001_Result of After_GA3_A1 Region1_Merged_RAW_ch01.tif:05132-08852,0.410,0.926,0.000,0.926,0.926,2.562
118,slice0001_Result of After_GA3_A1 Region1_Merged_RAW_ch01.tif:05144-08205,54.161,1.395,0.307,0.708,2.000,26.555
119,slice0001_Result of After_GA3_A1 Region1_Merged_RAW_ch01.tif:05151-08856,2.052,1.170,0.103,1.087,1.350,5.435
120,slice0001_Result of After_GA3_A1 Region1_Merged_RAW_ch01.tif:05153-08854,0.410,1.000,0.000,1.000,1.000,2.562
121,slice0001_Result of After_GA3_A1 Region1_Merged_RAW_ch01.tif:05154-08857,1.231,1.246,0.070,1.167,1.300,5.435
122,slice0001_Result of After_GA3_A1 Region1_Merged_RAW_ch01.tif:05160-04976,22.567,1.002,0.251,0.619,2.000,19.463
123,slice0001_Result of After_GA3_A1 Region1_Merged_RAW_ch01.tif:05165-07572,6.975,1.115,0.200,0.870,1.533,9.279
124,slice0001_Result of After_GA3_A1 Region1_Merged_RAW_ch01.tif:05167-04983,6.975,1.346,0.181,1.000,1.682,12.902
125,slice0001_Result of After_GA3_A1 Region1_Merged_RAW_ch01.tif:05170-04950,41.031,2.224,0.487,1.308,3.538,23.462
126,slice0001_Result of After_GA3_A1 Region1_Merged_RAW_ch01.tif:05183-08083,33.646,1.719,0.290,1.188,2.556,21.806
127,slice0001_Result of After_GA3_A1 Region1_Merged_RAW_ch01.tif:05211-05357,0.410,1.080,0.000,1.080,1.080,2.562
128,slice0001_Result of After_GA3_A1 Region1_Merged_RAW_ch01.tif:05213-05359,0.821,1.220,0.183,1.091,1.350,3.843
129,slice0001_Result of After_GA3_A1 Region1_Merged_RAW_ch01.tif:05247-04519,58.675,0.962,0.233,0.529,1.867,28.742
130,slice0001_Result of After_GA3_A1 Region1_Merged_RAW_ch01.tif:05263-03038,48.007,1.397,0.213,1.000,1.913,26.180
131,slice0001_Result of After_GA3_A1 Region1_Merged_RAW_ch01.tif:05273-02995,72.625,1.319,0.202,0.875,1.960,32.210
132,slice0001_Result of After_GA3_A1 Region1_Merged_RAW_ch01.tif:05282-07631,2.872,0.920,0.078,0.811,1.029,8.528
133,slice0001_Result of After_GA3_A1 Region1_Merged_RAW_ch01.tif:05339-03176,70.574,1.167,0.364,0.635,2.429,32.585
134,slice0001_Result of After_GA3_A1 Region1_Merged_RAW_ch01.tif:05398-08376,40.621,1.101,0.198,0.719,1.765,24.898
135,slice0001_Result of After_GA3_A1 Region1_Merged_RAW_ch01.tif:05450-01621,21.747,1.750,0.269,1.043,2.316,16.370
136,slice0001_Result of After_GA3_A1 Region1_Merged_RAW_ch01.tif:05458-04707,45.955,1.261,0.172,0.914,1.667,25.804
137,slice0001_Result of After_GA3_A1 Region1_Merged_RAW_ch01.tif:05500-04419,93.551,1.681,0.268,1.048,2.348,36.209
138,slice0001_Result of After_GA3_A1 Region1_Merged_RAW_ch01.tif:05510-03536,23.798,1.267,0.127,1.048,1.625,18.713
139,slice0001_Result of After_GA3_A1 Region1_Merged_RAW_ch01.tif:05526-07972,16.823,1.884,0.260,1.333,2.571,14.714
140,slice0001_Result of After_GA3_A1 Region1_Merged_RAW_ch01.tif:05537-04261,30.773,1.157,0.123,0.880,1.455,20.369
141,slice0001_Result of After_GA3_A1 Region1_Merged_RAW_ch01.tif:05594-06013,28.312,1.886,0.316,1.130,2.522,19.463
142,slice0001_Result of After_GA3_A1 Region1_Merged_RAW_ch01.tif:05616-02168,13.130,1.636,0.312,1.042,2.227,12.747
143,slice0001_Result of After_GA3_A1 Region1_Merged_RAW_ch01.tif:05624-07927,44.314,1.029,0.110,0.743,1.407,25.649
144,slice0001_Result of After_GA3_A1 Region1_Merged_RAW_ch01.tif:05639-09480,51.699,1.668,0.224,1.150,2.263,26.930
145,slice0001_Result of After_GA3_A1 Region1_Merged_RAW_ch01.tif:05659-02219,15.182,1.649,0.380,0.941,2.250,14.714
146,slice0001_Result of After_GA3_A1 Region1_Merged_RAW_ch01.tif:05670-04674,21.336,1.477,0.257,0.929,2.286,17.807
147,slice0001_Result of After_GA3_A1 Region1_Merged_RAW_ch01.tif:05696-07202,25.029,1.255,0.224,0.824,1.757,18.182
148,slice0001_Result of After_GA3_A1 Region1_Merged_RAW_ch01.tif:05708-03700,0.821,1.174,0.057,1.133,1.214,3.843
149,slice0001_Result of After_GA3_A1 Region1_Merged_RAW_ch01.tif:05717-04971,65.240,1.080,0.173,0.676,1.571,30.398
150,slice0001_Result of After_GA3_A1 Region1_Merged_RAW_ch01.tif:05718-05965,60.726,1.161,0.163,0.786,1.542,30.178
151,slice0001_Result of After_GA3_A1 Region1_Merged_RAW_ch01.tif:05732-08096,35.287,1.769,0.248,1.286,2.462,22.711
152,slice0001_Result of After_GA3_A1 Region1_Merged_RAW_ch01.tif:05765-03152,49.648,2.239,0.629,0.769,3.857,26.024
153,slice0001_Result of After_GA3_A1 Region1_Merged_RAW_ch01.tif:05791-05453,57.033,1.142,0.151,0.833,1.500,28.367
154,slice0001_Result of After_GA3_A1 Region1_Merged_RAW_ch01.tif:05820-10546,110.784,1.520,0.272,0.958,2.226,38.396
155,slice0001_Result of After_GA3_A1 Region1_Merged_RAW_ch01.tif:05825-03792,56.623,1.296,0.378,0.793,2.312,28.367
156,slice0001_Result of After_GA3_A1 Region1_Merged_RAW_ch01.tif:05829-09485,65.650,1.361,0.223,0.920,1.867,31.459
157,slice0001_Result of After_GA3_A1 Region1_Merged_RAW_ch01.tif:05846-00389,18.464,1.242,0.191,0.933,1.684,16.150
158,slice0001_Result of After_GA3_A1 Region1_Merged_RAW_ch01.tif:05854-07811,77.549,2.066,0.354,1.040,3.200,33.802
159,slice0001_Result of After_GA3_A1 Region1_Merged_RAW_ch01.tif:05867-03926,4.103,1.406,0.113,1.238,1.600,7.247
160,slice0001_Result of After_GA3_A1 Region1_Merged_RAW_ch01.tif:05868-03928,0.410,1.250,0.000,1.250,1.250,2.562
161,slice0001_Result of After_GA3_A1 Region1_Merged_RAW_ch01.tif:05862-02429,75.498,0.827,0.212,0.507,1.714,37.645
162,slice0001_Result of After_GA3_A1 Region1_Merged_RAW_ch01.tif:05878-06541,48.827,1.091,0.144,0.697,1.611,26.930
163,slice0001_Result of After_GA3_A1 Region1_Merged_RAW_ch01.tif:05885-02557,22.157,1.588,0.243,0.870,2.118,17.056
164,slice0001_Result of After_GA3_A1 Region1_Merged_RAW_ch01.tif:05886-02837,37.338,2.258,0.407,1.125,3.353,22.556
165,slice0001_Result of After_GA3_A1 Region1_Merged_RAW_ch01.tif:05920-03862,1.641,1.277,0.077,1.200,1.353,5.124
166,slice0001_Result of After_GA3_A1 Region1_Merged_RAW_ch01.tif:05915-03870,24.619,0.881,0.197,0.550,1.529,20.900
167,slice0001_Result of After_GA3_A1 Region1_Merged_RAW_ch01.tif:05962-09314,90.679,1.335,0.217,0.786,1.966,35.989
168,slice0001_Result of After_GA3_A1 Region1_Merged_RAW_ch01.tif:05988-02179,20.926,1.104,0.149,0.786,1.421,17.432
169,slice0001_Result of After_GA3_A1 Region1_Merged_RAW_ch01.tif:06004-00260,4.924,1.334,0.176,1.091,1.556,8.528
170,slice0001_Result of After_GA3_A1 Region1_Merged_RAW_ch01.tif:06009-00303,24.208,1.954,0.523,1.038,3.129,17.651
171,slice0001_Result of After_GA3_A1 Region1_Merged_RAW_ch01.tif:06017-04204,28.312,1.437,0.281,0.833,2.211,19.463
172,slice0001_Result of After_GA3_A1 Region1_Merged_RAW_ch01.tif:06029-06086,0.410,1.857,0.000,1.857,1.857,2.562
173,slice0001_Result of After_GA3_A1 Region1_Merged_RAW_ch01.tif:06027-02503,22.157,1.485,0.219,1.125,2.100,16.901
174,slice0001_Result of After_GA3_A1 Region1_Merged_RAW_ch01.tif:06039-03187,2.052,1.724,0.201,1.500,2.000,5.811
175,slice0001_Result of After_GA3_A1 Region1_Merged_RAW_ch01.tif:06064-02271,2.462,1.396,0.148,1.143,1.556,6.406
176,slice0001_Result of After_GA3_A1 Region1_Merged_RAW_ch01.tif:06065-02108,42.262,0.790,0.133,0.562,1.304,24.368
177,slice0001_Result of After_GA3_A1 Region1_Merged_RAW_ch01.tif:06076-08594,9.027,1.861,0.251,1.300,2.385,10.340
178,slice0001_Result of After_GA3_A1 Region1_Merged_RAW_ch01.tif:06088-03185,0.821,2.405,0.370,2.143,2.667,3.843
179,slice0001_Result of After_GA3_A1 Region1_Merged_RAW_ch01.tif:06105-09473,40.621,1.544,0.302,1.056,2.538,23.462
180,slice0001_Result of After_GA3_A1 Region1_Merged_RAW_ch01.tif:06113-03107,0.410,1.812,0.000,1.812,1.812,2.562
181,slice0001_Result of After_GA3_A1 Region1_Merged_RAW_ch01.tif:06115-03105,4.103,1.485,0.176,1.182,1.750,6.716
182,slice0001_Result of After_GA3_A1 Region1_Merged_RAW_ch01.tif:06114-09174,59.495,1.404,0.223,0.892,1.840,28.211
183,slice0001_Result of After_GA3_A1 Region1_Merged_RAW_ch01.tif:06129-02275,2.462,2.182,0.311,1.875,2.714,5.811
184,slice0001_Result of After_GA3_A1 Region1_Merged_RAW_ch01.tif:06135-06866,20.105,1.370,0.353,0.620,1.929,16.901
185,slice0001_Result of After_GA3_A1 Region1_Merged_RAW_ch01.tif:06143-02123,18.464,1.424,0.348,0.810,2.214,15.995
186,slice0001_Result of After_GA3_A1 Region1_Merged_RAW_ch01.tif:06152-01139,9.437,0.752,0.085,0.581,0.892,11.621
187,slice0001_Result of After_GA3_A1 Region1_Merged_RAW_ch01.tif:06177-07553,27.081,1.161,0.160,0.852,1.765,19.994
188,slice0001_Result of After_GA3_A1 Region1_Merged_RAW_ch01.tif:06208-08388,11.489,1.386,0.207,1.053,1.929,14.339
189,slice0001_Result of After_GA3_A1 Region1_Merged_RAW_ch01.tif:06216-06902,53.341,1.879,0.453,1.083,3.037,26.930
190,slice0001_Result of After_GA3_A1 Region1_Merged_RAW_ch01.tif:06220-03932,19.695,1.094,0.151,0.781,1.480,16.526
191,slice0001_Result of After_GA3_A1 Region1_Merged_RAW_ch01.tif:06222-07036,27.081,2.414,0.665,1.188,3.947,19.088
192,slice0001_Result of After_GA3_A1 Region1_Merged_RAW_ch01.tif:06224-08965,33.646,1.617,0.247,1.167,2.320,21.806
193,slice0001_Result of After_GA3_A1 Region1_Merged_RAW_ch01.tif:06236-08692,4.513,1.826,0.166,1.583,2.100,13.963
194,slice0001_Result of After_GA3_A1 Region1_Merged_RAW_ch01.tif:06239-02611,11.078,0.716,0.108,0.532,0.897,12.527
195,slice0001_Result of After_GA3_A1 Region1_Merged_RAW_ch01.tif:06247-04383,0.821,0.666,0.210,0.517,0.815,3.843
196,slice0001_Result of After_GA3_A1 Region1_Merged_RAW_ch01.tif:06252-04386,0.410,1.158,0.000,1.158,1.158,2.562
197,slice0001_Result of After_GA3_A1 Region1_Merged_RAW_ch01.tif:06250-10281,13.951,1.520,0.221,1.000,1.889,17.056
198,slice0001_Result of After_GA3_A1 Region1_Merged_RAW_ch01.tif:06251-09423,13.951,0.735,0.105,0.561,1.111,14.339
199,slice0001_Result of After_GA3_A1 Region1_Merged_RAW_ch01.tif:06254-10279,0.410,1.500,0.000,1.500,1.500,2.562
200,slice0001_Result of After_GA3_A1 Region1_Merged_RAW_ch01.tif:06251-11665,29.953,1.047,0.141,0.769,1.400,22.867
201,slice0001_Result of After_GA3_A1 Region1_Merged_RAW_ch01.tif:06282-02656,8.206,2.261,0.366,1.727,3.250,9.809
202,slice0001_Result of After_GA3_A1 Region1_Merged_RAW_ch01.tif:06290-04546,23.798,1.053,0.248,0.688,1.812,18.027
203,slice0001_Result of After_GA3_A1 Region1_Merged_RAW_ch01.tif:06296-09623,35.697,1.109,0.123,0.778,1.400,23.087
204,slice0001_Result of After_GA3_A1 Region1_Merged_RAW_ch01.tif:06309-08426,76.318,1.131,0.179,0.667,1.560,34.772
205,slice0001_Result of After_GA3_A1 Region1_Merged_RAW_ch01.tif:06327-02200,16.413,1.784,0.343,1.250,2.909,16.150
